時間,臺灣港口,貨物別,地區別,重量(公噸)
103年09月,臺中港,"家具玩具運動用品,雜項製品",亞洲其他,0
103年09月,臺中港,"家具玩具運動用品,雜項製品",澳洲,0
103年10月,臺中港,植物產品,澳洲,0
103年10月,臺中港,動植物油脂及其分解物,澳洲,0
103年10月,臺中港,"調製食品,飲料,煙酒類",澳洲,4
103年10月,臺中港,化學或有關工業產品,澳洲,0
103年10月,臺中港,化學或有關工業產品,日本,0
103年10月,臺中港,化學或有關工業產品,韓國,1
103年10月,臺中港,塑膠橡膠及其製品,澳洲,0
103年10月,臺中港,塑膠橡膠及其製品,中國大陸,0
103年10月,臺中港,塑膠橡膠及其製品,香港,3
103年10月,臺中港,塑膠橡膠及其製品,日本,1
103年10月,臺中港,塑膠橡膠及其製品,韓國,7
103年10月,臺中港,塑膠橡膠及其製品,美國,0
103年10月,臺中港,"皮革毛衣及其製品,旅行用物品",澳洲,0
103年10月,臺中港,"皮革毛衣及其製品,旅行用物品",香港,2
103年10月,臺中港,"皮革毛衣及其製品,旅行用物品",新加坡,14
103年10月,臺中港,"皮革毛衣及其製品,旅行用物品",土耳其,2
103年10月,臺中港,"木漿紙漿,紙及紙板及其製品",澳洲,0
103年10月,臺中港,"木漿紙漿,紙及紙板及其製品",智利,9938
103年10月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,1671
103年10月,臺中港,"木漿紙漿,紙及紙板及其製品",美國,25
103年10月,臺中港,紡織品及其製品,澳洲,0
103年10月,臺中港,紡織品及其製品,中國大陸,3
103年10月,臺中港,紡織品及其製品,香港,4
103年10月,臺中港,紡織品及其製品,韓國,1
103年10月,臺中港,"鞋帽傘,羽毛及其製品,人造花",澳洲,0
103年10月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,3
103年10月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,0
103年10月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",澳洲,0
103年10月,臺中港,卑金屬及其製品,澳洲,0
103年10月,臺中港,卑金屬及其製品,中國大陸,23
103年10月,臺中港,"機械用具電機設備,電視影像錄音機",澳洲,0
103年10月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,3
103年10月,臺中港,"機械用具電機設備,電視影像錄音機",香港,0
103年10月,臺中港,"機械用具電機設備,電視影像錄音機",日本,0
103年10月,臺中港,"機械用具電機設備,電視影像錄音機",馬來西亞,0
103年10月,臺中港,"機械用具電機設備,電視影像錄音機",泰國,0
103年10月,臺中港,"機械用具電機設備,電視影像錄音機",美國,9
103年10月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
103年10月,臺中港,車輛航空器船舶運輸設備,法國,0
103年10月,臺中港,車輛航空器船舶運輸設備,日本,1
103年10月,臺中港,車輛航空器船舶運輸設備,新加坡,0
103年10月,臺中港,車輛航空器船舶運輸設備,美國,0
103年10月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",澳洲,0
103年10月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,12
103年10月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
103年10月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,5
103年10月,臺中港,"家具玩具運動用品,雜項製品",澳洲,0
103年11月,臺中港,植物產品,澳洲,0
103年11月,臺中港,"調製食品,飲料,煙酒類",澳洲,1552
103年11月,臺中港,"調製食品,飲料,煙酒類",加拿大,0
103年11月,臺中港,"調製食品,飲料,煙酒類",美國,2
103年11月,臺中港,化學或有關工業產品,亞洲其他,0
103年11月,臺中港,化學或有關工業產品,澳洲,1
103年11月,臺中港,塑膠橡膠及其製品,澳洲,0
103年11月,臺中港,塑膠橡膠及其製品,香港,0
103年11月,臺中港,塑膠橡膠及其製品,日本,3
103年11月,臺中港,塑膠橡膠及其製品,韓國,34
103年11月,臺中港,塑膠橡膠及其製品,美國,0
103年11月,臺中港,"皮革毛衣及其製品,旅行用物品",澳洲,0
103年11月,臺中港,"皮革毛衣及其製品,旅行用物品",中國大陸,0
103年11月,臺中港,"木及木製品,軟木及軟木製品",美國,0
103年11月,臺中港,"木漿紙漿,紙及紙板及其製品",澳洲,0
103年11月,臺中港,"木漿紙漿,紙及紙板及其製品",智利,4787
103年11月,臺中港,"木漿紙漿,紙及紙板及其製品",英國,0
103年11月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,3963
103年11月,臺中港,"木漿紙漿,紙及紙板及其製品",美國,8
103年11月,臺中港,紡織品及其製品,澳洲,0
103年11月,臺中港,紡織品及其製品,中國大陸,3
103年11月,臺中港,紡織品及其製品,西班牙,0
103年11月,臺中港,紡織品及其製品,香港,1
103年11月,臺中港,紡織品及其製品,韓國,0
103年11月,臺中港,"鞋帽傘,羽毛及其製品,人造花",澳洲,0
103年11月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",澳洲,0
103年11月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",日本,2
103年11月,臺中港,卑金屬及其製品,澳洲,0
103年11月,臺中港,卑金屬及其製品,中國大陸,0
103年11月,臺中港,卑金屬及其製品,香港,1
103年11月,臺中港,卑金屬及其製品,日本,0
103年11月,臺中港,卑金屬及其製品,新加坡,4
103年11月,臺中港,卑金屬及其製品,美國,2
103年11月,臺中港,"機械用具電機設備,電視影像錄音機",亞洲其他,4
103年11月,臺中港,"機械用具電機設備,電視影像錄音機",澳洲,0
103年11月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,18
103年11月,臺中港,"機械用具電機設備,電視影像錄音機",英國,0
103年11月,臺中港,"機械用具電機設備,電視影像錄音機",香港,0
103年11月,臺中港,"機械用具電機設備,電視影像錄音機",日本,0
103年11月,臺中港,"機械用具電機設備,電視影像錄音機",馬來西亞,18
103年11月,臺中港,"機械用具電機設備,電視影像錄音機",新加坡,2
103年11月,臺中港,"機械用具電機設備,電視影像錄音機",泰國,0
103年11月,臺中港,"機械用具電機設備,電視影像錄音機",美國,2
103年11月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
103年11月,臺中港,車輛航空器船舶運輸設備,日本,1
103年11月,臺中港,車輛航空器船舶運輸設備,新加坡,0
103年11月,臺中港,車輛航空器船舶運輸設備,美國,0
103年11月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,1
103年11月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,1
103年11月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,9
103年11月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,0
103年11月,臺中港,"家具玩具運動用品,雜項製品",澳洲,0
103年11月,臺中港,"家具玩具運動用品,雜項製品",中國大陸,1
103年11月,臺中港,"家具玩具運動用品,雜項製品",香港,8
103年11月,臺中港,"家具玩具運動用品,雜項製品",美國,0
103年12月,臺中港,植物產品,澳洲,0
103年12月,臺中港,"調製食品,飲料,煙酒類",澳洲,4
103年12月,臺中港,"調製食品,飲料,煙酒類",香港,0
103年12月,臺中港,"調製食品,飲料,煙酒類",美國,0
103年12月,臺中港,化學或有關工業產品,澳洲,0
103年12月,臺中港,化學或有關工業產品,香港,0
103年12月,臺中港,化學或有關工業產品,日本,1
103年12月,臺中港,化學或有關工業產品,韓國,4113
103年12月,臺中港,塑膠橡膠及其製品,澳洲,0
103年12月,臺中港,塑膠橡膠及其製品,中國大陸,0
103年12月,臺中港,塑膠橡膠及其製品,香港,2
103年12月,臺中港,塑膠橡膠及其製品,日本,0
103年12月,臺中港,塑膠橡膠及其製品,韓國,0
103年12月,臺中港,塑膠橡膠及其製品,美國,1
103年12月,臺中港,"皮革毛衣及其製品,旅行用物品",澳洲,0
103年12月,臺中港,"木漿紙漿,紙及紙板及其製品",澳洲,0
103年12月,臺中港,"木漿紙漿,紙及紙板及其製品",香港,0
103年12月,臺中港,"木漿紙漿,紙及紙板及其製品",日本,0
103年12月,臺中港,紡織品及其製品,澳洲,0
103年12月,臺中港,紡織品及其製品,香港,1
103年12月,臺中港,"鞋帽傘,羽毛及其製品,人造花",澳洲,0
103年12月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,0
103年12月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,0
103年12月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",日本,1
103年12月,臺中港,卑金屬及其製品,澳洲,0
103年12月,臺中港,卑金屬及其製品,香港,0
103年12月,臺中港,卑金屬及其製品,日本,0
103年12月,臺中港,卑金屬及其製品,美國,0
103年12月,臺中港,"機械用具電機設備,電視影像錄音機",澳洲,0
103年12月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,0
103年12月,臺中港,"機械用具電機設備,電視影像錄音機",法國,2
103年12月,臺中港,"機械用具電機設備,電視影像錄音機",香港,0
103年12月,臺中港,"機械用具電機設備,電視影像錄音機",日本,1
103年12月,臺中港,"機械用具電機設備,電視影像錄音機",韓國,0
103年12月,臺中港,"機械用具電機設備,電視影像錄音機",馬來西亞,0
103年12月,臺中港,"機械用具電機設備,電視影像錄音機",泰國,0
103年12月,臺中港,"機械用具電機設備,電視影像錄音機",土耳其,0
103年12月,臺中港,"機械用具電機設備,電視影像錄音機",美國,21
103年12月,臺中港,"機械用具電機設備,電視影像錄音機",越南,0
103年12月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
103年12月,臺中港,車輛航空器船舶運輸設備,日本,2
103年12月,臺中港,車輛航空器船舶運輸設備,新加坡,1
103年12月,臺中港,車輛航空器船舶運輸設備,美國,0
103年12月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
103年12月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
103年12月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",日本,0
103年12月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,31
103年12月,臺中港,"家具玩具運動用品,雜項製品",澳洲,0
104年01月,臺中港,植物產品,澳洲,0
104年01月,臺中港,"調製食品,飲料,煙酒類",澳洲,2
104年01月,臺中港,礦產品,北韓,580
104年01月,臺中港,化學或有關工業產品,澳洲,0
104年01月,臺中港,化學或有關工業產品,香港,1
104年01月,臺中港,化學或有關工業產品,日本,14
104年01月,臺中港,塑膠橡膠及其製品,澳洲,0
104年01月,臺中港,塑膠橡膠及其製品,法國,0
104年01月,臺中港,塑膠橡膠及其製品,韓國,4
104年01月,臺中港,塑膠橡膠及其製品,美國,0
104年01月,臺中港,"皮革毛衣及其製品,旅行用物品",澳洲,0
104年01月,臺中港,"皮革毛衣及其製品,旅行用物品",新加坡,0
104年01月,臺中港,"木漿紙漿,紙及紙板及其製品",澳洲,0
104年01月,臺中港,"木漿紙漿,紙及紙板及其製品",智利,4104
104年01月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,3594
104年01月,臺中港,"木漿紙漿,紙及紙板及其製品",美國,19
104年01月,臺中港,紡織品及其製品,澳洲,0
104年01月,臺中港,紡織品及其製品,中國大陸,0
104年01月,臺中港,紡織品及其製品,香港,0
104年01月,臺中港,"鞋帽傘,羽毛及其製品,人造花",澳洲,0
104年01月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,6
104年01月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",澳洲,0
104年01月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",日本,0
104年01月,臺中港,卑金屬及其製品,中國大陸,11
104年01月,臺中港,"機械用具電機設備,電視影像錄音機",澳洲,0
104年01月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,30
104年01月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年01月,臺中港,車輛航空器船舶運輸設備,日本,0
104年01月,臺中港,車輛航空器船舶運輸設備,新加坡,1
104年01月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,3
104年01月,臺中港,"家具玩具運動用品,雜項製品",澳洲,0
104年01月,臺中港,"家具玩具運動用品,雜項製品",中國大陸,0
104年01月,臺中港,"家具玩具運動用品,雜項製品",香港,6
104年02月,臺中港,化學或有關工業產品,韓國,1505
104年02月,臺中港,塑膠橡膠及其製品,美國,0
104年02月,臺中港,"木漿紙漿,紙及紙板及其製品",智利,7256
104年02月,臺中港,紡織品及其製品,中國大陸,0
104年02月,臺中港,紡織品及其製品,香港,0
104年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,8
104年02月,臺中港,卑金屬及其製品,中國大陸,15
104年02月,臺中港,卑金屬及其製品,香港,2
104年02月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,8
104年02月,臺中港,"機械用具電機設備,電視影像錄音機",法國,1
104年02月,臺中港,"機械用具電機設備,電視影像錄音機",英國,0
104年02月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年02月,臺中港,車輛航空器船舶運輸設備,新加坡,0
104年02月,臺中港,車輛航空器船舶運輸設備,美國,0
104年02月,臺中港,"家具玩具運動用品,雜項製品",中國大陸,0
104年02月,臺中港,"家具玩具運動用品,雜項製品",香港,5
104年03月,臺中港,植物產品,香港,3
104年03月,臺中港,化學或有關工業產品,比利時,5
104年03月,臺中港,化學或有關工業產品,韓國,1974
104年03月,臺中港,塑膠橡膠及其製品,泰國,0
104年03月,臺中港,塑膠橡膠及其製品,美國,0
104年03月,臺中港,"皮革毛衣及其製品,旅行用物品",越南,0
104年03月,臺中港,"木漿紙漿,紙及紙板及其製品",智利,6701
104年03月,臺中港,"木漿紙漿,紙及紙板及其製品",中國大陸,12
104年03月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,4637
104年03月,臺中港,"木漿紙漿,紙及紙板及其製品",日本,1
104年03月,臺中港,"木漿紙漿,紙及紙板及其製品",美國,63
104年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,1
104年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,0
104年03月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,1
104年03月,臺中港,"機械用具電機設備,電視影像錄音機",法國,0
104年03月,臺中港,"機械用具電機設備,電視影像錄音機",香港,0
104年03月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年03月,臺中港,車輛航空器船舶運輸設備,義大利,0
104年03月,臺中港,車輛航空器船舶運輸設備,美國,0
104年04月,臺中港,"調製食品,飲料,煙酒類",香港,0
104年04月,臺中港,化學或有關工業產品,香港,0
104年04月,臺中港,化學或有關工業產品,歐洲其他,0
104年04月,臺中港,塑膠橡膠及其製品,美國,0
104年04月,臺中港,"皮革毛衣及其製品,旅行用物品",越南,0
104年04月,臺中港,"木漿紙漿,紙及紙板及其製品",智利,4871
104年04月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,3072
104年04月,臺中港,"木漿紙漿,紙及紙板及其製品",美國,8
104年04月,臺中港,紡織品及其製品,中國大陸,0
104年04月,臺中港,紡織品及其製品,香港,0
104年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,0
104年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,1
104年04月,臺中港,卑金屬及其製品,中國大陸,5
104年04月,臺中港,"機械用具電機設備,電視影像錄音機",德國,0
104年04月,臺中港,"機械用具電機設備,電視影像錄音機",法國,0
104年04月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年04月,臺中港,車輛航空器船舶運輸設備,美國,0
104年04月,臺中港,"家具玩具運動用品,雜項製品",香港,0
104年05月,臺中港,化學或有關工業產品,韓國,1497
104年05月,臺中港,塑膠橡膠及其製品,香港,0
104年05月,臺中港,塑膠橡膠及其製品,美國,0
104年05月,臺中港,塑膠橡膠及其製品,越南,9
104年05月,臺中港,"皮革毛衣及其製品,旅行用物品",印尼,0
104年05月,臺中港,紡織品及其製品,德國,0
104年05月,臺中港,紡織品及其製品,印尼,0
104年05月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,0
104年05月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,3
104年05月,臺中港,卑金屬及其製品,中國大陸,384
104年05月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,1
104年05月,臺中港,"機械用具電機設備,電視影像錄音機",德國,0
104年05月,臺中港,"機械用具電機設備,電視影像錄音機",法國,1
104年05月,臺中港,"機械用具電機設備,電視影像錄音機",英國,0
104年05月,臺中港,"機械用具電機設備,電視影像錄音機",日本,6
104年05月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年05月,臺中港,車輛航空器船舶運輸設備,新加坡,0
104年05月,臺中港,車輛航空器船舶運輸設備,美國,0
104年05月,臺中港,車輛航空器船舶運輸設備,越南,0
104年05月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,2
104年05月,臺中港,"家具玩具運動用品,雜項製品",香港,0
104年06月,臺中港,化學或有關工業產品,菲律賓,742
104年06月,臺中港,塑膠橡膠及其製品,中國大陸,0
104年06月,臺中港,塑膠橡膠及其製品,英國,0
104年06月,臺中港,塑膠橡膠及其製品,泰國,0
104年06月,臺中港,塑膠橡膠及其製品,美國,0
104年06月,臺中港,"皮革毛衣及其製品,旅行用物品",中國大陸,0
104年06月,臺中港,"皮革毛衣及其製品,旅行用物品",越南,0
104年06月,臺中港,"木漿紙漿,紙及紙板及其製品",智利,5865
104年06月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,1996
104年06月,臺中港,"木漿紙漿,紙及紙板及其製品",日本,0
104年06月,臺中港,紡織品及其製品,中國大陸,0
104年06月,臺中港,紡織品及其製品,菲律賓,0
104年06月,臺中港,紡織品及其製品,巴基斯坦,0
104年06月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,0
104年06月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,1
104年06月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,8
104年06月,臺中港,"機械用具電機設備,電視影像錄音機",英國,0
104年06月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年06月,臺中港,車輛航空器船舶運輸設備,香港,0
104年06月,臺中港,車輛航空器船舶運輸設備,義大利,0
104年06月,臺中港,車輛航空器船舶運輸設備,日本,0
104年06月,臺中港,車輛航空器船舶運輸設備,美國,0
104年07月,臺中港,植物產品,日本,5
104年07月,臺中港,塑膠橡膠及其製品,英國,0
104年07月,臺中港,塑膠橡膠及其製品,日本,18
104年07月,臺中港,塑膠橡膠及其製品,美國,0
104年07月,臺中港,"木漿紙漿,紙及紙板及其製品",智利,5216
104年07月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,1862
104年07月,臺中港,"木漿紙漿,紙及紙板及其製品",美國,0
104年07月,臺中港,紡織品及其製品,中國大陸,0
104年07月,臺中港,紡織品及其製品,德國,0
104年07月,臺中港,紡織品及其製品,香港,0
104年07月,臺中港,紡織品及其製品,巴基斯坦,0
104年07月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,1
104年07月,臺中港,卑金屬及其製品,中國大陸,2
104年07月,臺中港,卑金屬及其製品,日本,2
104年07月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,18
104年07月,臺中港,"機械用具電機設備,電視影像錄音機",法國,0
104年07月,臺中港,"機械用具電機設備,電視影像錄音機",英國,0
104年07月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年07月,臺中港,車輛航空器船舶運輸設備,美國,0
104年08月,臺中港,化學或有關工業產品,比利時,9
104年08月,臺中港,化學或有關工業產品,印度,0
104年08月,臺中港,塑膠橡膠及其製品,中國大陸,0
104年08月,臺中港,塑膠橡膠及其製品,英國,0
104年08月,臺中港,塑膠橡膠及其製品,美國,1
104年08月,臺中港,塑膠橡膠及其製品,越南,5
104年08月,臺中港,塑膠橡膠及其製品,其他國家,183
104年08月,臺中港,"木漿紙漿,紙及紙板及其製品",智利,4511
104年08月,臺中港,"木漿紙漿,紙及紙板及其製品",香港,0
104年08月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,5396
104年08月,臺中港,紡織品及其製品,中國大陸,1
104年08月,臺中港,紡織品及其製品,巴基斯坦,0
104年08月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,1
104年08月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,3
104年08月,臺中港,卑金屬及其製品,香港,2
104年08月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,4
104年08月,臺中港,"機械用具電機設備,電視影像錄音機",法國,0
104年08月,臺中港,"機械用具電機設備,電視影像錄音機",美國,13
104年08月,臺中港,"機械用具電機設備,電視影像錄音機",其他國家,3
104年08月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年08月,臺中港,車輛航空器船舶運輸設備,德國,0
104年08月,臺中港,車輛航空器船舶運輸設備,香港,0
104年08月,臺中港,車輛航空器船舶運輸設備,美國,0
104年08月,臺中港,車輛航空器船舶運輸設備,其他國家,0
104年08月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",其他國家,18
104年09月,臺中港,化學或有關工業產品,其他國家,0
104年09月,臺中港,塑膠橡膠及其製品,德國,0
104年09月,臺中港,塑膠橡膠及其製品,法國,0
104年09月,臺中港,塑膠橡膠及其製品,泰國,0
104年09月,臺中港,塑膠橡膠及其製品,美國,0
104年09月,臺中港,塑膠橡膠及其製品,越南,11
104年09月,臺中港,塑膠橡膠及其製品,其他國家,53
104年09月,臺中港,"木漿紙漿,紙及紙板及其製品",智利,6448
104年09月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,2502
104年09月,臺中港,"木漿紙漿,紙及紙板及其製品",其他國家,555
104年09月,臺中港,紡織品及其製品,中國大陸,0
104年09月,臺中港,紡織品及其製品,其他國家,0
104年09月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,2
104年09月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,5
104年09月,臺中港,"鞋帽傘,羽毛及其製品,人造花",其他國家,0
104年09月,臺中港,卑金屬及其製品,中國大陸,198
104年09月,臺中港,卑金屬及其製品,印度,14
104年09月,臺中港,卑金屬及其製品,其他國家,9
104年09月,臺中港,"機械用具電機設備,電視影像錄音機",法國,0
104年09月,臺中港,"機械用具電機設備,電視影像錄音機",日本,0
104年09月,臺中港,"機械用具電機設備,電視影像錄音機",美國,32
104年09月,臺中港,"機械用具電機設備,電視影像錄音機",其他國家,1
104年09月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年09月,臺中港,車輛航空器船舶運輸設備,美國,0
104年09月,臺中港,車輛航空器船舶運輸設備,其他國家,1
104年09月,臺中港,"家具玩具運動用品,雜項製品",香港,2
104年09月,臺中港,"家具玩具運動用品,雜項製品",其他國家,0
104年10月,臺中港,塑膠橡膠及其製品,澳洲,0
104年10月,臺中港,塑膠橡膠及其製品,英國,0
104年10月,臺中港,塑膠橡膠及其製品,義大利,0
104年10月,臺中港,塑膠橡膠及其製品,新加坡,0
104年10月,臺中港,塑膠橡膠及其製品,泰國,0
104年10月,臺中港,塑膠橡膠及其製品,美國,0
104年10月,臺中港,塑膠橡膠及其製品,越南,6
104年10月,臺中港,塑膠橡膠及其製品,其他國家,238
104年10月,臺中港,"木漿紙漿,紙及紙板及其製品",智利,6916
104年10月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,2566
104年10月,臺中港,"木漿紙漿,紙及紙板及其製品",其他國家,757
104年10月,臺中港,紡織品及其製品,中國大陸,0
104年10月,臺中港,紡織品及其製品,香港,1
104年10月,臺中港,紡織品及其製品,新加坡,0
104年10月,臺中港,紡織品及其製品,泰國,0
104年10月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,0
104年10月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,2
104年10月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",歐洲其他,0
104年10月,臺中港,卑金屬及其製品,澳洲,0
104年10月,臺中港,卑金屬及其製品,中國大陸,1
104年10月,臺中港,卑金屬及其製品,其他國家,7
104年10月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,3
104年10月,臺中港,"機械用具電機設備,電視影像錄音機",德國,0
104年10月,臺中港,"機械用具電機設備,電視影像錄音機",英國,0
104年10月,臺中港,"機械用具電機設備,電視影像錄音機",日本,222
104年10月,臺中港,"機械用具電機設備,電視影像錄音機",荷蘭,0
104年10月,臺中港,"機械用具電機設備,電視影像錄音機",美國,0
104年10月,臺中港,"機械用具電機設備,電視影像錄音機",其他國家,2
104年10月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年10月,臺中港,車輛航空器船舶運輸設備,香港,0
104年10月,臺中港,車輛航空器船舶運輸設備,美國,0
104年10月,臺中港,車輛航空器船舶運輸設備,越南,0
104年10月,臺中港,車輛航空器船舶運輸設備,其他國家,36
104年10月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
104年10月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,0
104年10月,臺中港,"家具玩具運動用品,雜項製品",香港,2
104年10月,臺中港,"家具玩具運動用品,雜項製品",其他國家,9
104年11月,臺中港,塑膠橡膠及其製品,英國,0
104年11月,臺中港,塑膠橡膠及其製品,泰國,4
104年11月,臺中港,塑膠橡膠及其製品,美國,63
104年11月,臺中港,"皮革毛衣及其製品,旅行用物品",香港,0
104年11月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,2772
104年11月,臺中港,"木漿紙漿,紙及紙板及其製品",義大利,0
104年11月,臺中港,"木漿紙漿,紙及紙板及其製品",美國,353
104年11月,臺中港,紡織品及其製品,中國大陸,2
104年11月,臺中港,紡織品及其製品,香港,0
104年11月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,4
104年11月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,0
104年11月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",義大利,0
104年11月,臺中港,卑金屬及其製品,中國大陸,2
104年11月,臺中港,卑金屬及其製品,日本,0
104年11月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,0
104年11月,臺中港,"機械用具電機設備,電視影像錄音機",法國,2
104年11月,臺中港,"機械用具電機設備,電視影像錄音機",美國,4
104年11月,臺中港,車輛航空器船舶運輸設備,瑞士,0
104年11月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年11月,臺中港,車輛航空器船舶運輸設備,德國,0
104年11月,臺中港,車輛航空器船舶運輸設備,香港,0
104年11月,臺中港,車輛航空器船舶運輸設備,義大利,0
104年11月,臺中港,車輛航空器船舶運輸設備,日本,8
104年11月,臺中港,車輛航空器船舶運輸設備,新加坡,7
104年11月,臺中港,車輛航空器船舶運輸設備,美國,0
104年11月,臺中港,車輛航空器船舶運輸設備,越南,0
104年11月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",新加坡,0
104年11月,臺中港,"家具玩具運動用品,雜項製品",中國大陸,0
104年11月,臺中港,"家具玩具運動用品,雜項製品",香港,3
104年12月,臺中港,塑膠橡膠及其製品,英國,0
104年12月,臺中港,塑膠橡膠及其製品,美國,0
104年12月,臺中港,"木漿紙漿,紙及紙板及其製品",香港,0
104年12月,臺中港,紡織品及其製品,中國大陸,1
104年12月,臺中港,紡織品及其製品,德國,0
104年12月,臺中港,紡織品及其製品,巴基斯坦,0
104年12月,臺中港,"鞋帽傘,羽毛及其製品,人造花",英國,0
104年12月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,0
104年12月,臺中港,卑金屬及其製品,中國大陸,888
104年12月,臺中港,卑金屬及其製品,香港,0
104年12月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,5
104年12月,臺中港,"機械用具電機設備,電視影像錄音機",美國,1
104年12月,臺中港,車輛航空器船舶運輸設備,瑞士,0
104年12月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
104年12月,臺中港,車輛航空器船舶運輸設備,日本,0
