時間,國內/國外,進港/出港,臺灣港口,國籍,重量(公噸)
099年03月,國外,出港,蘇澳港,高棉,4000
099年03月,國外,出港,蘇澳港,韓國,37900
099年03月,國外,出港,蘇澳港,馬紹爾群島,0
099年03月,國外,出港,蘇澳港,馬爾他,33250
099年03月,國外,出港,蘇澳港,巴拿馬,1819
099年03月,國外,出港,蘇澳港,新加坡,0
099年03月,國外,出港,蘇澳港,土耳其,43500
099年03月,國內,出港,蘇澳港,台灣，中華民國,31985
099年03月,國外,出港,蘇澳港,越南,0
099年03月,國外,出港,蘇澳港,其他國家,16300
099年04月,國外,進港,蘇澳港,貝里斯,4000
099年04月,國外,進港,蘇澳港,中國大陸,1011
099年04月,國外,進港,蘇澳港,香港,24826
099年04月,國外,進港,蘇澳港,高棉,6603
099年04月,國外,進港,蘇澳港,吉里巴斯,0
099年04月,國外,進港,蘇澳港,摩爾多瓦,19044
099年04月,國外,進港,蘇澳港,巴拿馬,187929
099年04月,國外,進港,蘇澳港,新加坡,0
099年04月,國外,進港,蘇澳港,土耳其,0
099年04月,國內,進港,蘇澳港,台灣，中華民國,64418
099年04月,國外,進港,蘇澳港,其他國家,0
099年04月,國外,出港,蘇澳港,貝里斯,5000
099年04月,國外,出港,蘇澳港,中國大陸,30300
099年04月,國外,出港,蘇澳港,香港,38630
099年04月,國外,出港,蘇澳港,高棉,9000
099年04月,國外,出港,蘇澳港,吉里巴斯,6500
099年04月,國外,出港,蘇澳港,摩爾多瓦,0
099年04月,國外,出港,蘇澳港,巴拿馬,29174
099年04月,國外,出港,蘇澳港,新加坡,365
099年04月,國外,出港,蘇澳港,土耳其,100080
099年04月,國內,出港,蘇澳港,台灣，中華民國,52600
099年04月,國外,出港,蘇澳港,其他國家,14334
099年05月,國外,進港,蘇澳港,貝里斯,5017
099年05月,國外,進港,蘇澳港,中國大陸,0
099年05月,國外,進港,蘇澳港,香港,35000
099年05月,國外,進港,蘇澳港,高棉,6784
099年05月,國外,進港,蘇澳港,北韓,6247
099年05月,國外,進港,蘇澳港,韓國,6008
099年05月,國外,進港,蘇澳港,巴拿馬,63190
099年05月,國外,進港,蘇澳港,新加坡,6089
099年05月,國內,進港,蘇澳港,台灣，中華民國,87323
099年05月,國外,出港,蘇澳港,貝里斯,12300
099年05月,國外,出港,蘇澳港,中國大陸,37000
099年05月,國外,出港,蘇澳港,香港,6560
099年05月,國外,出港,蘇澳港,高棉,7500
099年05月,國外,出港,蘇澳港,北韓,0
099年05月,國外,出港,蘇澳港,韓國,0
099年05月,國外,出港,蘇澳港,巴拿馬,41500
099年05月,國外,出港,蘇澳港,新加坡,0
099年05月,國內,出港,蘇澳港,台灣，中華民國,29000
099年06月,國外,進港,蘇澳港,貝里斯,0
099年06月,國外,進港,蘇澳港,中國大陸,0
099年06月,國外,進港,蘇澳港,香港,0
099年06月,國外,進港,蘇澳港,高棉,3111
099年06月,國外,進港,蘇澳港,韓國,10223
099年06月,國外,進港,蘇澳港,巴拿馬,0
099年06月,國內,進港,蘇澳港,台灣，中華民國,40116
099年06月,國外,進港,蘇澳港,其他國家,50693
099年06月,國外,出港,蘇澳港,貝里斯,3500
099年06月,國外,出港,蘇澳港,中國大陸,20000
099年06月,國外,出港,蘇澳港,香港,9800
099年06月,國外,出港,蘇澳港,高棉,8500
099年06月,國外,出港,蘇澳港,韓國,0
099年06月,國外,出港,蘇澳港,巴拿馬,9822
099年06月,國內,出港,蘇澳港,台灣，中華民國,60138
099年06月,國外,出港,蘇澳港,其他國家,0
099年07月,國外,進港,蘇澳港,巴哈馬,6700
099年07月,國外,進港,蘇澳港,貝里斯,10367
099年07月,國外,進港,蘇澳港,中國大陸,0
099年07月,國外,進港,蘇澳港,希臘,25000
099年07月,國外,進港,蘇澳港,香港,0
099年07月,國外,進港,蘇澳港,高棉,9594
099年07月,國外,進港,蘇澳港,韓國,24019
099年07月,國外,進港,蘇澳港,巴拿馬,105656
099年07月,國外,進港,蘇澳港,菲律賓,4500
099年07月,國外,進港,蘇澳港,新加坡,9000
099年07月,國內,進港,蘇澳港,台灣，中華民國,47280
099年07月,國外,出港,蘇澳港,巴哈馬,0
099年07月,國外,出港,蘇澳港,貝里斯,0
099年07月,國外,出港,蘇澳港,中國大陸,32859
099年07月,國外,出港,蘇澳港,希臘,0
099年07月,國外,出港,蘇澳港,香港,10000
099年07月,國外,出港,蘇澳港,高棉,14000
099年07月,國外,出港,蘇澳港,韓國,0
099年07月,國外,出港,蘇澳港,巴拿馬,3338
099年07月,國外,出港,蘇澳港,菲律賓,0
099年07月,國外,出港,蘇澳港,新加坡,33000
099年07月,國內,出港,蘇澳港,台灣，中華民國,37950
099年08月,國外,進港,蘇澳港,安地卡及巴布達,14663
099年08月,國外,進港,蘇澳港,貝里斯,2151
099年08月,國外,進港,蘇澳港,中國大陸,0
099年08月,國外,進港,蘇澳港,香港,5001
099年08月,國外,進港,蘇澳港,印尼,30000
099年08月,國外,進港,蘇澳港,高棉,5792
099年08月,國外,進港,蘇澳港,北韓,2287
099年08月,國外,進港,蘇澳港,韓國,5010
099年08月,國外,進港,蘇澳港,賴比瑞亞,0
099年08月,國外,進港,蘇澳港,馬紹爾群島,0
099年08月,國外,進港,蘇澳港,蒙古,3000
099年08月,國外,進港,蘇澳港,巴拿馬,369427
099年08月,國外,進港,蘇澳港,新加坡,4876
099年08月,國內,進港,蘇澳港,台灣，中華民國,49519
099年08月,國外,進港,蘇澳港,其他國家,65199
099年08月,國外,出港,蘇澳港,安地卡及巴布達,0
099年08月,國外,出港,蘇澳港,貝里斯,11000
099年08月,國外,出港,蘇澳港,中國大陸,25000
099年08月,國外,出港,蘇澳港,香港,27000
099年08月,國外,出港,蘇澳港,印尼,0
099年08月,國外,出港,蘇澳港,高棉,18000
099年08月,國外,出港,蘇澳港,北韓,0
099年08月,國外,出港,蘇澳港,韓國,0
099年08月,國外,出港,蘇澳港,賴比瑞亞,28760
099年08月,國外,出港,蘇澳港,馬紹爾群島,3800
099年08月,國外,出港,蘇澳港,蒙古,0
099年08月,國外,出港,蘇澳港,巴拿馬,3545
099年08月,國外,出港,蘇澳港,新加坡,2000
099年08月,國內,出港,蘇澳港,台灣，中華民國,58700
099年08月,國外,出港,蘇澳港,其他國家,16150
099年09月,國外,進港,蘇澳港,貝里斯,5710
099年09月,國外,進港,蘇澳港,中國大陸,0
099年09月,國外,進港,蘇澳港,香港,24800
099年09月,國外,進港,蘇澳港,日本,0
099年09月,國外,進港,蘇澳港,高棉,3025
099年09月,國外,進港,蘇澳港,吉里巴斯,0
099年09月,國外,進港,蘇澳港,蒙古,2151
099年09月,國外,進港,蘇澳港,巴拿馬,149996
099年09月,國外,進港,蘇澳港,新加坡,55000
099年09月,國外,進港,蘇澳港,吐瓦魯,2236
099年09月,國內,進港,蘇澳港,台灣，中華民國,74203
099年09月,國外,進港,蘇澳港,萬那杜,0
099年09月,國外,進港,蘇澳港,其他國家,0
099年09月,國外,出港,蘇澳港,貝里斯,4000
099年09月,國外,出港,蘇澳港,中國大陸,26000
099年09月,國外,出港,蘇澳港,香港,34000
099年09月,國外,出港,蘇澳港,日本,510
099年09月,國外,出港,蘇澳港,高棉,4500
099年09月,國外,出港,蘇澳港,吉里巴斯,8000
099年09月,國外,出港,蘇澳港,蒙古,0
099年09月,國外,出港,蘇澳港,巴拿馬,9047
099年09月,國外,出港,蘇澳港,新加坡,0
099年09月,國外,出港,蘇澳港,吐瓦魯,0
099年09月,國內,出港,蘇澳港,台灣，中華民國,47430
099年09月,國外,出港,蘇澳港,萬那杜,763
099年09月,國外,出港,蘇澳港,其他國家,16150
099年10月,國外,進港,蘇澳港,貝里斯,5050
099年10月,國外,進港,蘇澳港,中國大陸,0
099年10月,國外,進港,蘇澳港,高棉,2198
099年10月,國外,進港,蘇澳港,吉里巴斯,3300
099年10月,國外,進港,蘇澳港,韓國,4753
099年10月,國外,進港,蘇澳港,馬紹爾群島,5001
099年10月,國外,進港,蘇澳港,馬爾他,7126
099年10月,國外,進港,蘇澳港,巴拿馬,123162
099年10月,國內,進港,蘇澳港,台灣，中華民國,69511
099年10月,國外,進港,蘇澳港,萬那杜,0
099年10月,國外,出港,蘇澳港,貝里斯,6500
099年10月,國外,出港,蘇澳港,中國大陸,15000
099年10月,國外,出港,蘇澳港,高棉,3000
099年10月,國外,出港,蘇澳港,吉里巴斯,3500
099年10月,國外,出港,蘇澳港,韓國,0
099年10月,國外,出港,蘇澳港,馬紹爾群島,4000
099年10月,國外,出港,蘇澳港,馬爾他,0
099年10月,國外,出港,蘇澳港,巴拿馬,37601
099年10月,國內,出港,蘇澳港,台灣，中華民國,49681
099年10月,國外,出港,蘇澳港,萬那杜,590
099年11月,國外,進港,蘇澳港,貝里斯,0
099年11月,國外,進港,蘇澳港,中國大陸,0
099年11月,國外,進港,蘇澳港,香港,41022
099年11月,國外,進港,蘇澳港,高棉,4286
099年11月,國外,進港,蘇澳港,吉里巴斯,3000
099年11月,國外,進港,蘇澳港,韓國,6400
099年11月,國外,進港,蘇澳港,馬爾他,6150
099年11月,國外,進港,蘇澳港,巴拿馬,147355
099年11月,國外,進港,蘇澳港,新加坡,0
099年11月,國內,進港,蘇澳港,台灣，中華民國,66494
099年11月,國外,進港,蘇澳港,其他國家,12826
099年11月,國外,出港,蘇澳港,貝里斯,3000
099年11月,國外,出港,蘇澳港,中國大陸,29000
099年11月,國外,出港,蘇澳港,香港,5187
099年11月,國外,出港,蘇澳港,高棉,2500
099年11月,國外,出港,蘇澳港,吉里巴斯,3000
099年11月,國外,出港,蘇澳港,韓國,0
099年11月,國外,出港,蘇澳港,馬爾他,0
099年11月,國外,出港,蘇澳港,巴拿馬,38500
099年11月,國外,出港,蘇澳港,新加坡,306
099年11月,國內,出港,蘇澳港,台灣，中華民國,41670
099年11月,國外,出港,蘇澳港,其他國家,0
099年12月,國外,進港,蘇澳港,貝里斯,0
099年12月,國外,進港,蘇澳港,中國大陸,1050
099年12月,國外,進港,蘇澳港,賽普勒斯,35000
099年12月,國外,進港,蘇澳港,香港,42922
099年12月,國外,進港,蘇澳港,高棉,6159
099年12月,國外,進港,蘇澳港,韓國,4757
099年12月,國外,進港,蘇澳港,馬紹爾群島,5019
099年12月,國外,進港,蘇澳港,巴拿馬,84090
099年12月,國內,進港,蘇澳港,台灣，中華民國,89732
099年12月,國外,進港,蘇澳港,越南,6016
099年12月,國外,進港,蘇澳港,其他國家,23665
099年12月,國外,出港,蘇澳港,貝里斯,6500
099年12月,國外,出港,蘇澳港,中國大陸,16500
099年12月,國外,出港,蘇澳港,賽普勒斯,7500
099年12月,國外,出港,蘇澳港,香港,0
099年12月,國外,出港,蘇澳港,高棉,0
099年12月,國外,出港,蘇澳港,韓國,0
099年12月,國外,出港,蘇澳港,馬紹爾群島,0
099年12月,國外,出港,蘇澳港,巴拿馬,44919
099年12月,國內,出港,蘇澳港,台灣，中華民國,63898
099年12月,國外,出港,蘇澳港,越南,0
099年12月,國外,出港,蘇澳港,其他國家,15000
100年01月,國外,進港,蘇澳港,貝里斯,0
100年01月,國外,進港,蘇澳港,中國大陸,3291
100年01月,國外,進港,蘇澳港,香港,0
100年01月,國外,進港,蘇澳港,義大利,55003
100年01月,國外,進港,蘇澳港,高棉,3029
100年01月,國外,進港,蘇澳港,吉里巴斯,1900
100年01月,國外,進港,蘇澳港,韓國,6047
100年01月,國外,進港,蘇澳港,巴拿馬,174326
100年01月,國外,進港,蘇澳港,新加坡,2500
100年01月,國外,進港,蘇澳港,吐瓦魯,2739
100年01月,國內,進港,蘇澳港,台灣，中華民國,57057
100年01月,國外,進港,蘇澳港,其他國家,9380
100年01月,國外,出港,蘇澳港,貝里斯,9500
100年01月,國外,出港,蘇澳港,中國大陸,30000
100年01月,國外,出港,蘇澳港,香港,32500
100年01月,國外,出港,蘇澳港,義大利,0
100年01月,國外,出港,蘇澳港,高棉,2250
100年01月,國外,出港,蘇澳港,吉里巴斯,3500
100年01月,國外,出港,蘇澳港,韓國,0
100年01月,國外,出港,蘇澳港,巴拿馬,85030
100年01月,國外,出港,蘇澳港,新加坡,0
100年01月,國外,出港,蘇澳港,吐瓦魯,0
100年01月,國內,出港,蘇澳港,台灣，中華民國,24800
100年01月,國外,出港,蘇澳港,其他國家,16150
100年02月,國外,進港,蘇澳港,貝里斯,3362
100年02月,國外,進港,蘇澳港,中國大陸,0
100年02月,國外,進港,蘇澳港,希臘,14103
100年02月,國外,進港,蘇澳港,香港,63819
100年02月,國外,進港,蘇澳港,高棉,3029
100年02月,國外,進港,蘇澳港,吉里巴斯,0
100年02月,國外,進港,蘇澳港,韓國,16094
100年02月,國外,進港,蘇澳港,巴拿馬,176754
100年02月,國內,進港,蘇澳港,台灣，中華民國,57733
100年02月,國外,進港,蘇澳港,其他國家,0
100年02月,國外,出港,蘇澳港,貝里斯,8500
100年02月,國外,出港,蘇澳港,中國大陸,12000
100年02月,國外,出港,蘇澳港,希臘,0
100年02月,國外,出港,蘇澳港,香港,7000
100年02月,國外,出港,蘇澳港,高棉,1750
100年02月,國外,出港,蘇澳港,吉里巴斯,8000
100年02月,國外,出港,蘇澳港,韓國,0
100年02月,國外,出港,蘇澳港,巴拿馬,56119
100年02月,國內,出港,蘇澳港,台灣，中華民國,47483
100年02月,國外,出港,蘇澳港,其他國家,32300
100年03月,國外,進港,蘇澳港,中國大陸,0
100年03月,國外,進港,蘇澳港,香港,11501
100年03月,國外,進港,蘇澳港,高棉,0
100年03月,國外,進港,蘇澳港,韓國,22000
100年03月,國外,進港,蘇澳港,蒙古,3099
100年03月,國外,進港,蘇澳港,巴拿馬,64172
100年03月,國外,進港,蘇澳港,新加坡,5000
100年03月,國內,進港,蘇澳港,台灣，中華民國,95966
100年03月,國外,進港,蘇澳港,萬那杜,0
100年03月,國外,進港,蘇澳港,其他國家,0
100年03月,國外,出港,蘇澳港,中國大陸,20000
100年03月,國外,出港,蘇澳港,香港,0
100年03月,國外,出港,蘇澳港,高棉,6500
100年03月,國外,出港,蘇澳港,韓國,0
100年03月,國外,出港,蘇澳港,蒙古,0
100年03月,國外,出港,蘇澳港,巴拿馬,38000
100年03月,國外,出港,蘇澳港,新加坡,0
100年03月,國內,出港,蘇澳港,台灣，中華民國,34200
100年03月,國外,出港,蘇澳港,萬那杜,158
100年03月,國外,出港,蘇澳港,其他國家,30650
100年04月,國外,進港,蘇澳港,巴哈馬,25000
100年04月,國外,進港,蘇澳港,中國大陸,0
100年04月,國外,進港,蘇澳港,香港,5004
100年04月,國外,進港,蘇澳港,高棉,4247
100年04月,國外,進港,蘇澳港,吉里巴斯,2500
100年04月,國外,進港,蘇澳港,韓國,10231
100年04月,國外,進港,蘇澳港,馬爾他,49061
100年04月,國外,進港,蘇澳港,巴拿馬,127345
100年04月,國外,進港,蘇澳港,新加坡,4851
100年04月,國內,進港,蘇澳港,台灣，中華民國,93604
100年04月,國外,出港,蘇澳港,巴哈馬,0
100年04月,國外,出港,蘇澳港,中國大陸,29000
100年04月,國外,出港,蘇澳港,香港,32500
100年04月,國外,出港,蘇澳港,高棉,134
100年04月,國外,出港,蘇澳港,吉里巴斯,8000
100年04月,國外,出港,蘇澳港,韓國,0
100年04月,國外,出港,蘇澳港,馬爾他,0
100年04月,國外,出港,蘇澳港,巴拿馬,58789
100年04月,國外,出港,蘇澳港,新加坡,0
100年04月,國內,出港,蘇澳港,台灣，中華民國,24000
100年05月,國外,進港,蘇澳港,貝里斯,5959
100年05月,國外,進港,蘇澳港,中國大陸,0
100年05月,國外,進港,蘇澳港,賽普勒斯,13505
100年05月,國外,進港,蘇澳港,香港,2504
100年05月,國外,進港,蘇澳港,高棉,5044
100年05月,國外,進港,蘇澳港,巴拿馬,163728
100年05月,國內,進港,蘇澳港,台灣，中華民國,68893
100年05月,國外,進港,蘇澳港,聖文森,22762
100年05月,國外,進港,蘇澳港,萬那杜,0
100年05月,國外,出港,蘇澳港,貝里斯,4000
100年05月,國外,出港,蘇澳港,中國大陸,13000
100年05月,國外,出港,蘇澳港,賽普勒斯,0
100年05月,國外,出港,蘇澳港,香港,14683
100年05月,國外,出港,蘇澳港,高棉,5153
100年05月,國外,出港,蘇澳港,巴拿馬,80395
100年05月,國內,出港,蘇澳港,台灣，中華民國,24800
100年05月,國外,出港,蘇澳港,聖文森,0
100年05月,國外,出港,蘇澳港,萬那杜,381
100年06月,國外,進港,蘇澳港,貝里斯,5155
100年06月,國外,進港,蘇澳港,中國大陸,716
100年06月,國外,進港,蘇澳港,埃及,35000
100年06月,國外,進港,蘇澳港,高棉,0
100年06月,國外,進港,蘇澳港,巴拿馬,197369
100年06月,國外,進港,蘇澳港,新加坡,0
100年06月,國內,進港,蘇澳港,台灣，中華民國,69022
100年06月,國外,進港,蘇澳港,其他國家,0
100年06月,國外,出港,蘇澳港,貝里斯,0
100年06月,國外,出港,蘇澳港,中國大陸,40000
100年06月,國外,出港,蘇澳港,埃及,0
100年06月,國外,出港,蘇澳港,高棉,8500
100年06月,國外,出港,蘇澳港,巴拿馬,11239
100年06月,國外,出港,蘇澳港,新加坡,114
100年06月,國內,出港,蘇澳港,台灣，中華民國,62400
100年06月,國外,出港,蘇澳港,其他國家,16150
100年07月,國外,進港,蘇澳港,貝里斯,0
100年07月,國外,進港,蘇澳港,中國大陸,0
100年07月,國外,進港,蘇澳港,高棉,7411
100年07月,國外,進港,蘇澳港,賴比瑞亞,32305
100年07月,國外,進港,蘇澳港,馬紹爾群島,0
100年07月,國外,進港,蘇澳港,馬來西亞,3052
100年07月,國外,進港,蘇澳港,巴拿馬,188379
100年07月,國內,進港,蘇澳港,台灣，中華民國,85271
100年07月,國外,出港,蘇澳港,貝里斯,4000
100年07月,國外,出港,蘇澳港,中國大陸,39000
100年07月,國外,出港,蘇澳港,高棉,0
100年07月,國外,出港,蘇澳港,賴比瑞亞,0
100年07月,國外,出港,蘇澳港,馬紹爾群島,31969
100年07月,國外,出港,蘇澳港,馬來西亞,0
100年07月,國外,出港,蘇澳港,巴拿馬,95400
100年07月,國內,出港,蘇澳港,台灣，中華民國,25600
100年08月,國外,進港,蘇澳港,貝里斯,6473
100年08月,國外,進港,蘇澳港,中國大陸,2240
100年08月,國外,進港,蘇澳港,香港,0
100年08月,國外,進港,蘇澳港,吉里巴斯,0
100年08月,國外,進港,蘇澳港,韓國,30026
100年08月,國外,進港,蘇澳港,巴拿馬,113970
100年08月,國內,進港,蘇澳港,台灣，中華民國,106437
100年08月,國外,出港,蘇澳港,貝里斯,4000
100年08月,國外,出港,蘇澳港,中國大陸,36800
100年08月,國外,出港,蘇澳港,香港,32384
100年08月,國外,出港,蘇澳港,吉里巴斯,12000
