時間,國內/國外,進港/出港,臺灣港口,國籍,重量(公噸)
098年09月,國外,出港,高雄港,馬紹爾群島,52815
098年09月,國外,出港,高雄港,蒙古,3148
098年09月,國外,出港,高雄港,馬爾他,5395
098年09月,國外,出港,高雄港,馬來西亞,24336
098年09月,國外,出港,高雄港,荷蘭,30957
098年09月,國外,出港,高雄港,挪威,8912
098年09月,國外,出港,高雄港,巴拿馬,779648
098年09月,國外,出港,高雄港,菲律賓,3800
098年09月,國外,出港,高雄港,卡達,0
098年09月,國外,出港,高雄港,沙烏地阿拉伯,0
098年09月,國外,出港,高雄港,新加坡,379707
098年09月,國外,出港,高雄港,泰國,0
098年09月,國外,出港,高雄港,土耳其,0
098年09月,國外,出港,高雄港,吐瓦魯,7134
098年09月,國內,出港,高雄港,台灣，中華民國,900241
098年09月,國外,出港,高雄港,美國,915
098年09月,國外,出港,高雄港,聖文森,17983
098年09月,國外,出港,高雄港,越南,43424
098年10月,國外,進港,高雄港,安地卡及巴布達,32902
098年10月,國外,進港,高雄港,巴哈馬,40716
098年10月,國外,進港,高雄港,貝里斯,0
098年10月,國外,進港,高雄港,中國大陸,10668
098年10月,國外,進港,高雄港,賽普勒斯,112593
098年10月,國外,進港,高雄港,德國,158486
098年10月,國外,進港,高雄港,丹麥,35724
098年10月,國外,進港,高雄港,多米尼克,900
098年10月,國外,進港,高雄港,法國,137748
098年10月,國外,進港,高雄港,英國,81408
098年10月,國外,進港,高雄港,喬治亞,4782
098年10月,國外,進港,高雄港,希臘,111
098年10月,國外,進港,高雄港,香港,937868
098年10月,國外,進港,高雄港,印尼,0
098年10月,國外,進港,高雄港,以色列,6
098年10月,國外,進港,高雄港,印度,15051
098年10月,國外,進港,高雄港,義大利,9065
098年10月,國外,進港,高雄港,日本,284
098年10月,國外,進港,高雄港,高棉,3398
098年10月,國外,進港,高雄港,吉里巴斯,11793
098年10月,國外,進港,高雄港,北韓,4050
098年10月,國外,進港,高雄港,韓國,138152
098年10月,國外,進港,高雄港,開曼群島,1019
098年10月,國外,進港,高雄港,賴比瑞亞,394017
098年10月,國外,進港,高雄港,馬紹爾群島,164568
098年10月,國外,進港,高雄港,馬爾他,260728
098年10月,國外,進港,高雄港,馬來西亞,92450
098年10月,國外,進港,高雄港,荷蘭,7128
098年10月,國外,進港,高雄港,挪威,1481
098年10月,國外,進港,高雄港,巴拿馬,2477410
098年10月,國外,進港,高雄港,菲律賓,5252
098年10月,國外,進港,高雄港,沙烏地阿拉伯,31968
098年10月,國外,進港,高雄港,新加坡,285513
098年10月,國外,進港,高雄港,獅子山,0
098年10月,國外,進港,高雄港,泰國,1106
098年10月,國外,進港,高雄港,吐瓦魯,0
098年10月,國內,進港,高雄港,台灣，中華民國,1229794
098年10月,國外,進港,高雄港,美國,0
098年10月,國外,進港,高雄港,聖文森,8715
098年10月,國外,進港,高雄港,越南,49363
098年10月,國外,出港,高雄港,安地卡及巴布達,14342
098年10月,國外,出港,高雄港,巴哈馬,24628
098年10月,國外,出港,高雄港,貝里斯,12997
098年10月,國外,出港,高雄港,中國大陸,25477
098年10月,國外,出港,高雄港,賽普勒斯,23088
098年10月,國外,出港,高雄港,德國,76364
098年10月,國外,出港,高雄港,丹麥,25478
098年10月,國外,出港,高雄港,多米尼克,0
098年10月,國外,出港,高雄港,法國,1374
098年10月,國外,出港,高雄港,英國,76004
098年10月,國外,出港,高雄港,喬治亞,6748
098年10月,國外,出港,高雄港,希臘,2705
098年10月,國外,出港,高雄港,香港,396872
098年10月,國外,出港,高雄港,印尼,1749
098年10月,國外,出港,高雄港,以色列,0
098年10月,國外,出港,高雄港,印度,503
098年10月,國外,出港,高雄港,義大利,43789
098年10月,國外,出港,高雄港,日本,3636
098年10月,國外,出港,高雄港,高棉,12270
098年10月,國外,出港,高雄港,吉里巴斯,4982
098年10月,國外,出港,高雄港,北韓,5111
098年10月,國外,出港,高雄港,韓國,44226
098年10月,國外,出港,高雄港,開曼群島,1959
098年10月,國外,出港,高雄港,賴比瑞亞,287650
098年10月,國外,出港,高雄港,馬紹爾群島,26650
098年10月,國外,出港,高雄港,馬爾他,19868
098年10月,國外,出港,高雄港,馬來西亞,23
098年10月,國外,出港,高雄港,荷蘭,5265
098年10月,國外,出港,高雄港,挪威,35236
098年10月,國外,出港,高雄港,巴拿馬,786356
098年10月,國外,出港,高雄港,菲律賓,11178
098年10月,國外,出港,高雄港,沙烏地阿拉伯,0
098年10月,國外,出港,高雄港,新加坡,302428
098年10月,國外,出港,高雄港,獅子山,3080
098年10月,國外,出港,高雄港,泰國,0
098年10月,國外,出港,高雄港,吐瓦魯,3300
098年10月,國內,出港,高雄港,台灣，中華民國,831385
098年10月,國外,出港,高雄港,美國,1451
098年10月,國外,出港,高雄港,聖文森,18793
098年10月,國外,出港,高雄港,越南,9238
098年11月,國外,進港,高雄港,安地卡及巴布達,38981
098年11月,國外,進港,高雄港,百慕達,112813
098年11月,國外,進港,高雄港,巴哈馬,373078
098年11月,國外,進港,高雄港,貝里斯,0
098年11月,國外,進港,高雄港,中國大陸,24315
098年11月,國外,進港,高雄港,賽普勒斯,75736
098年11月,國外,進港,高雄港,德國,132243
098年11月,國外,進港,高雄港,丹麥,104498
098年11月,國外,進港,高雄港,多米尼克,900
098年11月,國外,進港,高雄港,多明尼加,69150
098年11月,國外,進港,高雄港,法國,2425
098年11月,國外,進港,高雄港,英國,387165
098年11月,國外,進港,高雄港,喬治亞,0
098年11月,國外,進港,高雄港,希臘,45237
098年11月,國外,進港,高雄港,香港,834809
098年11月,國外,進港,高雄港,以色列,6404
098年11月,國外,進港,高雄港,印度,102155
098年11月,國外,進港,高雄港,義大利,9844
098年11月,國外,進港,高雄港,日本,281
098年11月,國外,進港,高雄港,高棉,11164
098年11月,國外,進港,高雄港,吉里巴斯,867
098年11月,國外,進港,高雄港,北韓,2141
098年11月,國外,進港,高雄港,韓國,135011
098年11月,國外,進港,高雄港,開曼群島,6011
098年11月,國外,進港,高雄港,斯里蘭卡,5578
098年11月,國外,進港,高雄港,賴比瑞亞,518050
098年11月,國外,進港,高雄港,盧森堡,0
098年11月,國外,進港,高雄港,馬紹爾群島,52459
098年11月,國外,進港,高雄港,馬爾他,230621
098年11月,國外,進港,高雄港,馬來西亞,23098
098年11月,國外,進港,高雄港,荷蘭,39
098年11月,國外,進港,高雄港,挪威,950
098年11月,國外,進港,高雄港,巴拿馬,2200322
098年11月,國外,進港,高雄港,菲律賓,58791
098年11月,國外,進港,高雄港,沙烏地阿拉伯,10250
098年11月,國外,進港,高雄港,新加坡,419029
098年11月,國外,進港,高雄港,泰國,16500
098年11月,國內,進港,高雄港,台灣，中華民國,1557165
098年11月,國外,進港,高雄港,美國,0
098年11月,國外,進港,高雄港,聖文森,8249
098年11月,國外,進港,高雄港,越南,4033
098年11月,國外,進港,高雄港,萬那杜,8000
098年11月,國外,出港,高雄港,安地卡及巴布達,21269
098年11月,國外,出港,高雄港,百慕達,0
098年11月,國外,出港,高雄港,巴哈馬,21642
098年11月,國外,出港,高雄港,貝里斯,11526
098年11月,國外,出港,高雄港,中國大陸,22604
098年11月,國外,出港,高雄港,賽普勒斯,12057
098年11月,國外,出港,高雄港,德國,51200
098年11月,國外,出港,高雄港,丹麥,12109
098年11月,國外,出港,高雄港,多米尼克,0
098年11月,國外,出港,高雄港,多明尼加,0
098年11月,國外,出港,高雄港,法國,1355
098年11月,國外,出港,高雄港,英國,86176
098年11月,國外,出港,高雄港,喬治亞,4
098年11月,國外,出港,高雄港,希臘,0
098年11月,國外,出港,高雄港,香港,385652
098年11月,國外,出港,高雄港,以色列,0
098年11月,國外,出港,高雄港,印度,1044
098年11月,國外,出港,高雄港,義大利,22473
098年11月,國外,出港,高雄港,日本,1588
098年11月,國外,出港,高雄港,高棉,18419
098年11月,國外,出港,高雄港,吉里巴斯,18345
098年11月,國外,出港,高雄港,北韓,3861
098年11月,國外,出港,高雄港,韓國,32436
098年11月,國外,出港,高雄港,開曼群島,0
098年11月,國外,出港,高雄港,斯里蘭卡,0
098年11月,國外,出港,高雄港,賴比瑞亞,325548
098年11月,國外,出港,高雄港,盧森堡,34961
098年11月,國外,出港,高雄港,馬紹爾群島,73556
098年11月,國外,出港,高雄港,馬爾他,17058
098年11月,國外,出港,高雄港,馬來西亞,109
098年11月,國外,出港,高雄港,荷蘭,12399
098年11月,國外,出港,高雄港,挪威,14553
098年11月,國外,出港,高雄港,巴拿馬,786658
098年11月,國外,出港,高雄港,菲律賓,13581
098年11月,國外,出港,高雄港,沙烏地阿拉伯,0
098年11月,國外,出港,高雄港,新加坡,368959
098年11月,國外,出港,高雄港,泰國,2559
098年11月,國內,出港,高雄港,台灣，中華民國,765731
098年11月,國外,出港,高雄港,美國,1967
098年11月,國外,出港,高雄港,聖文森,18901
098年11月,國外,出港,高雄港,越南,53196
098年11月,國外,出港,高雄港,萬那杜,0
098年12月,國外,進港,高雄港,安地卡及巴布達,17914
098年12月,國外,進港,高雄港,百慕達,339170
098年12月,國外,進港,高雄港,巴哈馬,87079
098年12月,國外,進港,高雄港,貝里斯,10041
098年12月,國外,進港,高雄港,中國大陸,22026
098年12月,國外,進港,高雄港,賽普勒斯,254313
098年12月,國外,進港,高雄港,德國,149224
098年12月,國外,進港,高雄港,丹麥,41950
098年12月,國外,進港,高雄港,法國,2150
098年12月,國外,進港,高雄港,英國,118490
098年12月,國外,進港,高雄港,喬治亞,0
098年12月,國外,進港,高雄港,希臘,337653
098年12月,國外,進港,高雄港,香港,603315
098年12月,國外,進港,高雄港,印尼,0
098年12月,國外,進港,高雄港,以色列,6220
098年12月,國外,進港,高雄港,義大利,9170
098年12月,國外,進港,高雄港,日本,20
098年12月,國外,進港,高雄港,高棉,3338
098年12月,國外,進港,高雄港,吉里巴斯,10317
098年12月,國外,進港,高雄港,北韓,16651
098年12月,國外,進港,高雄港,韓國,76695
098年12月,國外,進港,高雄港,科威特,269563
098年12月,國外,進港,高雄港,開曼群島,5117
098年12月,國外,進港,高雄港,賴比瑞亞,698152
098年12月,國外,進港,高雄港,馬紹爾群島,78455
098年12月,國外,進港,高雄港,緬甸,0
098年12月,國外,進港,高雄港,馬爾他,276349
098年12月,國外,進港,高雄港,馬來西亞,2969
098年12月,國外,進港,高雄港,荷蘭,6466
098年12月,國外,進港,高雄港,挪威,8645
098年12月,國外,進港,高雄港,巴拿馬,2921023
098年12月,國外,進港,高雄港,菲律賓,92974
098年12月,國外,進港,高雄港,沙烏地阿拉伯,4200
098年12月,國外,進港,高雄港,新加坡,523361
098年12月,國外,進港,高雄港,泰國,27929
098年12月,國內,進港,高雄港,台灣，中華民國,654182
098年12月,國外,進港,高雄港,美國,0
098年12月,國外,進港,高雄港,聖文森,7837
098年12月,國外,進港,高雄港,越南,8895
098年12月,國外,出港,高雄港,安地卡及巴布達,17172
098年12月,國外,出港,高雄港,百慕達,0
098年12月,國外,出港,高雄港,巴哈馬,5427
098年12月,國外,出港,高雄港,貝里斯,17251
098年12月,國外,出港,高雄港,中國大陸,38680
098年12月,國外,出港,高雄港,賽普勒斯,21106
098年12月,國外,出港,高雄港,德國,69496
098年12月,國外,出港,高雄港,丹麥,17636
098年12月,國外,出港,高雄港,法國,923
098年12月,國外,出港,高雄港,英國,41245
098年12月,國外,出港,高雄港,喬治亞,6034
098年12月,國外,出港,高雄港,希臘,3073
098年12月,國外,出港,高雄港,香港,372194
098年12月,國外,出港,高雄港,印尼,1773
098年12月,國外,出港,高雄港,以色列,0
098年12月,國外,出港,高雄港,義大利,33235
098年12月,國外,出港,高雄港,日本,2115
098年12月,國外,出港,高雄港,高棉,13729
098年12月,國外,出港,高雄港,吉里巴斯,0
098年12月,國外,出港,高雄港,北韓,204
098年12月,國外,出港,高雄港,韓國,60367
098年12月,國外,出港,高雄港,科威特,0
098年12月,國外,出港,高雄港,開曼群島,1984
098年12月,國外,出港,高雄港,賴比瑞亞,273724
098年12月,國外,出港,高雄港,馬紹爾群島,62286
098年12月,國外,出港,高雄港,緬甸,2007
098年12月,國外,出港,高雄港,馬爾他,6142
098年12月,國外,出港,高雄港,馬來西亞,0
098年12月,國外,出港,高雄港,荷蘭,212
098年12月,國外,出港,高雄港,挪威,6024
098年12月,國外,出港,高雄港,巴拿馬,725415
098年12月,國外,出港,高雄港,菲律賓,8527
098年12月,國外,出港,高雄港,沙烏地阿拉伯,0
098年12月,國外,出港,高雄港,新加坡,273624
098年12月,國外,出港,高雄港,泰國,0
098年12月,國內,出港,高雄港,台灣，中華民國,690345
098年12月,國外,出港,高雄港,美國,1216
098年12月,國外,出港,高雄港,聖文森,18188
098年12月,國外,出港,高雄港,越南,57965
099年01月,國外,進港,高雄港,安地卡及巴布達,32362
099年01月,國外,進港,高雄港,百慕達,114701
099年01月,國外,進港,高雄港,巴哈馬,50414
099年01月,國外,進港,高雄港,貝里斯,5500
099年01月,國外,進港,高雄港,中國大陸,27363
099年01月,國外,進港,高雄港,賽普勒斯,400909
099年01月,國外,進港,高雄港,德國,157972
099年01月,國外,進港,高雄港,丹麥,33471
099年01月,國外,進港,高雄港,法國,3629
099年01月,國外,進港,高雄港,英國,147804
099年01月,國外,進港,高雄港,喬治亞,0
099年01月,國外,進港,高雄港,希臘,319838
099年01月,國外,進港,高雄港,香港,650000
099年01月,國外,進港,高雄港,印尼,0
099年01月,國外,進港,高雄港,以色列,3719
099年01月,國外,進港,高雄港,印度,15854
099年01月,國外,進港,高雄港,義大利,102758
099年01月,國外,進港,高雄港,日本,1209
099年01月,國外,進港,高雄港,高棉,21005
099年01月,國外,進港,高雄港,吉里巴斯,7290
099年01月,國外,進港,高雄港,北韓,646
099年01月,國外,進港,高雄港,韓國,192875
099年01月,國外,進港,高雄港,科威特,515873
099年01月,國外,進港,高雄港,開曼群島,1400
099年01月,國外,進港,高雄港,賴比瑞亞,813239
099年01月,國外,進港,高雄港,馬紹爾群島,159094
099年01月,國外,進港,高雄港,蒙古,24900
099年01月,國外,進港,高雄港,馬爾他,145348
099年01月,國外,進港,高雄港,馬來西亞,11321
099年01月,國外,進港,高雄港,荷蘭,0
099年01月,國外,進港,高雄港,挪威,14988
099年01月,國外,進港,高雄港,巴拿馬,2260293
099年01月,國外,進港,高雄港,菲律賓,3048
099年01月,國外,進港,高雄港,沙烏地阿拉伯,10984
099年01月,國外,進港,高雄港,新加坡,400777
099年01月,國外,進港,高雄港,獅子山,0
099年01月,國外,進港,高雄港,泰國,28851
099年01月,國內,進港,高雄港,台灣，中華民國,1437893
099年01月,國外,進港,高雄港,美國,0
099年01月,國外,進港,高雄港,聖文森,9226
099年01月,國外,進港,高雄港,越南,17623
099年01月,國外,進港,高雄港,萬那杜,59494
099年01月,國外,出港,高雄港,安地卡及巴布達,25514
099年01月,國外,出港,高雄港,百慕達,0
099年01月,國外,出港,高雄港,巴哈馬,12770
099年01月,國外,出港,高雄港,貝里斯,12042
099年01月,國外,出港,高雄港,中國大陸,38834
099年01月,國外,出港,高雄港,賽普勒斯,28028
099年01月,國外,出港,高雄港,德國,71542
099年01月,國外,出港,高雄港,丹麥,7449
099年01月,國外,出港,高雄港,法國,1558
099年01月,國外,出港,高雄港,英國,63341
099年01月,國外,出港,高雄港,喬治亞,9
099年01月,國外,出港,高雄港,希臘,7179
099年01月,國外,出港,高雄港,香港,478487
099年01月,國外,出港,高雄港,印尼,2993
099年01月,國外,出港,高雄港,以色列,0
099年01月,國外,出港,高雄港,印度,0
099年01月,國外,出港,高雄港,義大利,20324
099年01月,國外,出港,高雄港,日本,1640
099年01月,國外,出港,高雄港,高棉,13869
099年01月,國外,出港,高雄港,吉里巴斯,5
099年01月,國外,出港,高雄港,北韓,0
099年01月,國外,出港,高雄港,韓國,36775
099年01月,國外,出港,高雄港,科威特,0
099年01月,國外,出港,高雄港,開曼群島,0
099年01月,國外,出港,高雄港,賴比瑞亞,332414
099年01月,國外,出港,高雄港,馬紹爾群島,77178
099年01月,國外,出港,高雄港,蒙古,0
099年01月,國外,出港,高雄港,馬爾他,14554
099年01月,國外,出港,高雄港,馬來西亞,0
099年01月,國外,出港,高雄港,荷蘭,18887
099年01月,國外,出港,高雄港,挪威,26606
099年01月,國外,出港,高雄港,巴拿馬,820943
099年01月,國外,出港,高雄港,菲律賓,219
099年01月,國外,出港,高雄港,沙烏地阿拉伯,0
099年01月,國外,出港,高雄港,新加坡,359792
099年01月,國外,出港,高雄港,獅子山,5012
099年01月,國外,出港,高雄港,泰國,0
099年01月,國內,出港,高雄港,台灣，中華民國,452391
099年01月,國外,出港,高雄港,美國,286
099年01月,國外,出港,高雄港,聖文森,14834
099年01月,國外,出港,高雄港,越南,52340
099年01月,國外,出港,高雄港,萬那杜,0
099年02月,國外,進港,高雄港,安地卡及巴布達,15154
099年02月,國外,進港,高雄港,巴貝多,0
099年02月,國外,進港,高雄港,百慕達,93500
099年02月,國外,進港,高雄港,巴哈馬,92806
099年02月,國外,進港,高雄港,貝里斯,1969
099年02月,國外,進港,高雄港,中國大陸,17364
099年02月,國外,進港,高雄港,賽普勒斯,245354
099年02月,國外,進港,高雄港,德國,141442
099年02月,國外,進港,高雄港,丹麥,9822
099年02月,國外,進港,高雄港,多米尼克,960
099年02月,國外,進港,高雄港,英國,258264
099年02月,國外,進港,高雄港,喬治亞,5500
099年02月,國外,進港,高雄港,直布羅陀,3148
099年02月,國外,進港,高雄港,希臘,86830
099年02月,國外,進港,高雄港,香港,552515
099年02月,國外,進港,高雄港,印尼,0
099年02月,國外,進港,高雄港,以色列,1
099年02月,國外,進港,高雄港,印度,90163
099年02月,國外,進港,高雄港,義大利,16066
099年02月,國外,進港,高雄港,日本,616
099年02月,國外,進港,高雄港,高棉,20609
099年02月,國外,進港,高雄港,吉里巴斯,4882
099年02月,國外,進港,高雄港,北韓,0
099年02月,國外,進港,高雄港,韓國,104863
099年02月,國外,進港,高雄港,開曼群島,5848
099年02月,國外,進港,高雄港,賴比瑞亞,468156
099年02月,國外,進港,高雄港,馬紹爾群島,198679
099年02月,國外,進港,高雄港,蒙古,0
099年02月,國外,進港,高雄港,馬爾他,456803
099年02月,國外,進港,高雄港,馬來西亞,10428
099年02月,國外,進港,高雄港,荷蘭,4328
099年02月,國外,進港,高雄港,挪威,3245
099年02月,國外,進港,高雄港,巴拿馬,1918890
099年02月,國外,進港,高雄港,菲律賓,20875
099年02月,國外,進港,高雄港,沙烏地阿拉伯,13170
099年02月,國外,進港,高雄港,新加坡,317281
099年02月,國外,進港,高雄港,泰國,1494
099年02月,國外,進港,高雄港,吐瓦魯,4875
099年02月,國內,進港,高雄港,台灣，中華民國,810499
099年02月,國外,進港,高雄港,美國,0
099年02月,國外,進港,高雄港,聖文森,5379
099年02月,國外,進港,高雄港,越南,42379
099年02月,國外,出港,高雄港,安地卡及巴布達,14734
099年02月,國外,出港,高雄港,巴貝多,378
099年02月,國外,出港,高雄港,百慕達,0
099年02月,國外,出港,高雄港,巴哈馬,23125
099年02月,國外,出港,高雄港,貝里斯,8079
099年02月,國外,出港,高雄港,中國大陸,44114
099年02月,國外,出港,高雄港,賽普勒斯,15877
099年02月,國外,出港,高雄港,德國,51653
099年02月,國外,出港,高雄港,丹麥,15138
099年02月,國外,出港,高雄港,多米尼克,0
099年02月,國外,出港,高雄港,英國,46501
099年02月,國外,出港,高雄港,喬治亞,5667
099年02月,國外,出港,高雄港,直布羅陀,0
099年02月,國外,出港,高雄港,希臘,561
099年02月,國外,出港,高雄港,香港,264974
099年02月,國外,出港,高雄港,印尼,1943
099年02月,國外,出港,高雄港,以色列,0
099年02月,國外,出港,高雄港,印度,0
099年02月,國外,出港,高雄港,義大利,23060
099年02月,國外,出港,高雄港,日本,1387
099年02月,國外,出港,高雄港,高棉,19619
099年02月,國外,出港,高雄港,吉里巴斯,4954
099年02月,國外,出港,高雄港,北韓,3905
099年02月,國外,出港,高雄港,韓國,31861
099年02月,國外,出港,高雄港,開曼群島,1010
099年02月,國外,出港,高雄港,賴比瑞亞,219795
099年02月,國外,出港,高雄港,馬紹爾群島,82645
099年02月,國外,出港,高雄港,蒙古,974
099年02月,國外,出港,高雄港,馬爾他,6621
099年02月,國外,出港,高雄港,馬來西亞,3347
099年02月,國外,出港,高雄港,荷蘭,25874
099年02月,國外,出港,高雄港,挪威,31809
099年02月,國外,出港,高雄港,巴拿馬,606992
099年02月,國外,出港,高雄港,菲律賓,9041
099年02月,國外,出港,高雄港,沙烏地阿拉伯,0
099年02月,國外,出港,高雄港,新加坡,214656
099年02月,國外,出港,高雄港,泰國,0
099年02月,國外,出港,高雄港,吐瓦魯,3000
099年02月,國內,出港,高雄港,台灣，中華民國,546432
099年02月,國外,出港,高雄港,美國,1789
099年02月,國外,出港,高雄港,聖文森,9037
099年02月,國外,出港,高雄港,越南,9044
099年03月,國外,進港,高雄港,安地卡及巴布達,51939
099年03月,國外,進港,高雄港,百慕達,222401
099年03月,國外,進港,高雄港,巴哈馬,142305
099年03月,國外,進港,高雄港,貝里斯,7536
099年03月,國外,進港,高雄港,中國大陸,25029
099年03月,國外,進港,高雄港,賽普勒斯,38677
099年03月,國外,進港,高雄港,德國,182108
099年03月,國外,進港,高雄港,丹麥,77640
099年03月,國外,進港,高雄港,多米尼克,1850
099年03月,國外,進港,高雄港,英國,68478
099年03月,國外,進港,高雄港,喬治亞,0
099年03月,國外,進港,高雄港,希臘,180344
099年03月,國外,進港,高雄港,香港,848526
099年03月,國外,進港,高雄港,印尼,69248
099年03月,國外,進港,高雄港,以色列,20
099年03月,國外,進港,高雄港,印度,20051
099年03月,國外,進港,高雄港,義大利,11908
099年03月,國外,進港,高雄港,日本,164
099年03月,國外,進港,高雄港,高棉,9217
099年03月,國外,進港,高雄港,吉里巴斯,0
099年03月,國外,進港,高雄港,韓國,100534
099年03月,國外,進港,高雄港,開曼群島,998
099年03月,國外,進港,高雄港,賴比瑞亞,552677
099年03月,國外,進港,高雄港,馬紹爾群島,266187
099年03月,國外,進港,高雄港,蒙古,2755
099年03月,國外,進港,高雄港,馬爾他,220343
099年03月,國外,進港,高雄港,馬來西亞,15114
099年03月,國外,進港,高雄港,荷蘭,0
099年03月,國外,進港,高雄港,挪威,21207
099年03月,國外,進港,高雄港,巴拿馬,1987881
099年03月,國外,進港,高雄港,菲律賓,44195
099年03月,國外,進港,高雄港,沙烏地阿拉伯,18452
099年03月,國外,進港,高雄港,新加坡,442621
099年03月,國外,進港,高雄港,獅子山,0
099年03月,國外,進港,高雄港,泰國,3628
099年03月,國外,進港,高雄港,吐瓦魯,624
099年03月,國內,進港,高雄港,台灣，中華民國,945698
099年03月,國外,進港,高雄港,美國,0
099年03月,國外,進港,高雄港,聖文森,30987
099年03月,國外,進港,高雄港,越南,10970
099年03月,國外,進港,高雄港,萬那杜,7978
099年03月,國外,出港,高雄港,安地卡及巴布達,31400
099年03月,國外,出港,高雄港,百慕達,0
099年03月,國外,出港,高雄港,巴哈馬,18239
099年03月,國外,出港,高雄港,貝里斯,8463
099年03月,國外,出港,高雄港,中國大陸,46405
099年03月,國外,出港,高雄港,賽普勒斯,31954
099年03月,國外,出港,高雄港,德國,74534
099年03月,國外,出港,高雄港,丹麥,93866
099年03月,國外,出港,高雄港,多米尼克,0
099年03月,國外,出港,高雄港,英國,56271
099年03月,國外,出港,高雄港,喬治亞,9
099年03月,國外,出港,高雄港,希臘,4775
099年03月,國外,出港,高雄港,香港,495185
099年03月,國外,出港,高雄港,印尼,4624
099年03月,國外,出港,高雄港,以色列,0
099年03月,國外,出港,高雄港,印度,0
099年03月,國外,出港,高雄港,義大利,35281
099年03月,國外,出港,高雄港,日本,892
099年03月,國外,出港,高雄港,高棉,25525
099年03月,國外,出港,高雄港,吉里巴斯,5359
099年03月,國外,出港,高雄港,韓國,41416
099年03月,國外,出港,高雄港,開曼群島,0
099年03月,國外,出港,高雄港,賴比瑞亞,343873
099年03月,國外,出港,高雄港,馬紹爾群島,77114
099年03月,國外,出港,高雄港,蒙古,4593
099年03月,國外,出港,高雄港,馬爾他,38847
099年03月,國外,出港,高雄港,馬來西亞,6227
099年03月,國外,出港,高雄港,荷蘭,2289
099年03月,國外,出港,高雄港,挪威,1010
099年03月,國外,出港,高雄港,巴拿馬,864008
099年03月,國外,出港,高雄港,菲律賓,1440
099年03月,國外,出港,高雄港,沙烏地阿拉伯,0
099年03月,國外,出港,高雄港,新加坡,417094
099年03月,國外,出港,高雄港,獅子山,3987
099年03月,國外,出港,高雄港,泰國,11795
099年03月,國外,出港,高雄港,吐瓦魯,5024
099年03月,國內,出港,高雄港,台灣，中華民國,575020
099年03月,國外,出港,高雄港,美國,2407
099年03月,國外,出港,高雄港,聖文森,16314
099年03月,國外,出港,高雄港,越南,75364
099年03月,國外,出港,高雄港,萬那杜,1003
099年04月,國外,進港,高雄港,安地卡及巴布達,39031
099年04月,國外,進港,高雄港,荷屬安地列斯,0
099年04月,國外,進港,高雄港,比利時,134285
099年04月,國外,進港,高雄港,百慕達,171500
099年04月,國外,進港,高雄港,巴哈馬,213661
099年04月,國外,進港,高雄港,貝里斯,14250
099年04月,國外,進港,高雄港,瑞士,59561
099年04月,國外,進港,高雄港,中國大陸,45963
099年04月,國外,進港,高雄港,賽普勒斯,146792
099年04月,國外,進港,高雄港,德國,124711
099年04月,國外,進港,高雄港,丹麥,42446
099年04月,國外,進港,高雄港,多米尼克,950
099年04月,國外,進港,高雄港,英國,186600
099年04月,國外,進港,高雄港,喬治亞,0
099年04月,國外,進港,高雄港,希臘,381005
099年04月,國外,進港,高雄港,香港,775939
099年04月,國外,進港,高雄港,以色列,3589
099年04月,國外,進港,高雄港,印度,80650
099年04月,國外,進港,高雄港,義大利,92608
099年04月,國外,進港,高雄港,日本,3169
099年04月,國外,進港,高雄港,高棉,9911
099年04月,國外,進港,高雄港,吉里巴斯,0
099年04月,國外,進港,高雄港,北韓,3000
099年04月,國外,進港,高雄港,韓國,120393
099年04月,國外,進港,高雄港,開曼群島,8323
099年04月,國外,進港,高雄港,賴比瑞亞,745330
099年04月,國外,進港,高雄港,盧森堡,0
099年04月,國外,進港,高雄港,馬紹爾群島,181147
099年04月,國外,進港,高雄港,馬爾他,76124
099年04月,國外,進港,高雄港,馬來西亞,10668
099年04月,國外,進港,高雄港,荷蘭,1428
099年04月,國外,進港,高雄港,挪威,17099
099年04月,國外,進港,高雄港,巴拿馬,2327666
099年04月,國外,進港,高雄港,菲律賓,12269
099年04月,國外,進港,高雄港,沙烏地阿拉伯,22838
099年04月,國外,進港,高雄港,新加坡,310259
099年04月,國外,進港,高雄港,泰國,9904
099年04月,國外,進港,高雄港,土耳其,11400
099年04月,國外,進港,高雄港,吐瓦魯,583
099年04月,國內,進港,高雄港,台灣，中華民國,983872
099年04月,國外,進港,高雄港,美國,0
099年04月,國外,進港,高雄港,聖文森,10832
099年04月,國外,進港,高雄港,越南,36795
099年04月,國外,進港,高雄港,萬那杜,29
099年04月,國外,出港,高雄港,安地卡及巴布達,25862
099年04月,國外,出港,高雄港,荷屬安地列斯,249
099年04月,國外,出港,高雄港,比利時,0
099年04月,國外,出港,高雄港,百慕達,0
099年04月,國外,出港,高雄港,巴哈馬,9600
099年04月,國外,出港,高雄港,貝里斯,10134
099年04月,國外,出港,高雄港,瑞士,0
099年04月,國外,出港,高雄港,中國大陸,59190
099年04月,國外,出港,高雄港,賽普勒斯,28123
099年04月,國外,出港,高雄港,德國,50073
099年04月,國外,出港,高雄港,丹麥,25178
099年04月,國外,出港,高雄港,多米尼克,0
099年04月,國外,出港,高雄港,英國,75015
099年04月,國外,出港,高雄港,喬治亞,10
099年04月,國外,出港,高雄港,希臘,5418
099年04月,國外,出港,高雄港,香港,364822
099年04月,國外,出港,高雄港,以色列,0
099年04月,國外,出港,高雄港,印度,0
