時間,地區別,臺灣港口,空實櫃別,貨櫃尺寸,貨櫃量
101年05月,南美洲其他,高雄港,實櫃,40呎,265
101年05月,沙烏地阿拉伯,高雄港,實櫃,20呎,35
101年05月,沙烏地阿拉伯,高雄港,實櫃,40呎,111
101年05月,瑞典,高雄港,實櫃,20呎,104
101年05月,瑞典,高雄港,實櫃,40呎,118
101年05月,新加坡,高雄港,實櫃,20呎,1010
101年05月,新加坡,高雄港,實櫃,40呎,959
101年05月,新加坡,高雄港,實櫃,45呎,6
101年05月,泰國,高雄港,實櫃,20呎,2249
101年05月,泰國,高雄港,實櫃,40呎,1937
101年05月,土耳其,高雄港,實櫃,20呎,332
101年05月,土耳其,高雄港,實櫃,40呎,121
101年05月,歐洲其他,高雄港,實櫃,20呎,234
101年05月,歐洲其他,高雄港,實櫃,40呎,294
101年05月,烏克蘭,高雄港,實櫃,20呎,102
101年05月,烏克蘭,高雄港,實櫃,40呎,92
101年05月,美國,高雄港,實櫃,20呎,8905
101年05月,美國,高雄港,實櫃,40呎,17598
101年05月,美國,高雄港,實櫃,45呎,219
101年05月,委內瑞拉,高雄港,實櫃,20呎,11
101年05月,委內瑞拉,高雄港,實櫃,40呎,9
101年05月,越南,高雄港,實櫃,20呎,3623
101年05月,越南,高雄港,實櫃,40呎,1336
101年05月,南非,高雄港,實櫃,20呎,920
101年05月,南非,高雄港,實櫃,40呎,117
101年05月,亞洲其他,高雄港,空櫃,40呎,36
101年05月,阿拉伯聯合大公國,高雄港,空櫃,20呎,227
101年05月,阿拉伯聯合大公國,高雄港,空櫃,40呎,1
101年05月,中國大陸,高雄港,空櫃,20呎,175
101年05月,中國大陸,高雄港,空櫃,40呎,28
101年05月,香港,高雄港,空櫃,20呎,83
101年05月,香港,高雄港,空櫃,40呎,118
101年05月,印尼,高雄港,空櫃,20呎,3
101年05月,印尼,高雄港,空櫃,40呎,1
101年05月,日本,高雄港,空櫃,20呎,514
101年05月,日本,高雄港,空櫃,40呎,445
101年05月,韓國,高雄港,空櫃,40呎,72
101年05月,馬來西亞,高雄港,空櫃,20呎,3
101年05月,馬來西亞,高雄港,空櫃,40呎,8
101年05月,大洋洲其他,高雄港,空櫃,20呎,33
101年05月,菲律賓,高雄港,空櫃,40呎,28
101年05月,新加坡,高雄港,空櫃,20呎,28
101年05月,新加坡,高雄港,空櫃,40呎,5
101年05月,泰國,高雄港,空櫃,20呎,21
101年05月,泰國,高雄港,空櫃,40呎,10
101年05月,越南,高雄港,空櫃,20呎,84
101年05月,越南,高雄港,空櫃,40呎,113
101年06月,亞洲其他,高雄港,實櫃,20呎,223
101年06月,亞洲其他,高雄港,實櫃,40呎,85
101年06月,阿拉伯聯合大公國,高雄港,實櫃,20呎,418
101年06月,阿拉伯聯合大公國,高雄港,實櫃,40呎,74
101年06月,阿根廷,高雄港,實櫃,20呎,48
101年06月,阿根廷,高雄港,實櫃,40呎,43
101年06月,澳洲,高雄港,實櫃,20呎,3497
101年06月,澳洲,高雄港,實櫃,40呎,749
101年06月,孟加拉,高雄港,實櫃,20呎,11
101年06月,孟加拉,高雄港,實櫃,40呎,8
101年06月,比利時,高雄港,實櫃,20呎,765
101年06月,比利時,高雄港,實櫃,40呎,529
101年06月,巴林,高雄港,實櫃,20呎,110
101年06月,巴林,高雄港,實櫃,40呎,1
101年06月,巴西,高雄港,實櫃,20呎,602
101年06月,巴西,高雄港,實櫃,40呎,144
101年06月,巴哈馬,高雄港,實櫃,40呎,22
101年06月,中美洲其他,高雄港,實櫃,20呎,183
101年06月,中美洲其他,高雄港,實櫃,40呎,311
101年06月,加拿大,高雄港,實櫃,20呎,438
101年06月,加拿大,高雄港,實櫃,40呎,2088
101年06月,加拿大,高雄港,實櫃,45呎,97
101年06月,象牙海岸,高雄港,實櫃,40呎,24
101年06月,智利,高雄港,實櫃,20呎,132
101年06月,智利,高雄港,實櫃,40呎,243
101年06月,中國大陸,高雄港,實櫃,20呎,4533
101年06月,中國大陸,高雄港,實櫃,40呎,2420
101年06月,德國,高雄港,實櫃,20呎,735
101年06月,德國,高雄港,實櫃,40呎,1244
101年06月,多明尼加,高雄港,實櫃,40呎,86
101年06月,愛沙尼亞,高雄港,實櫃,20呎,3
101年06月,愛沙尼亞,高雄港,實櫃,40呎,17
101年06月,埃及,高雄港,實櫃,20呎,105
101年06月,埃及,高雄港,實櫃,40呎,10
101年06月,西班牙,高雄港,實櫃,20呎,292
101年06月,西班牙,高雄港,實櫃,40呎,322
101年06月,西班牙,高雄港,實櫃,45呎,1
101年06月,非洲其他,高雄港,實櫃,20呎,99
101年06月,非洲其他,高雄港,實櫃,40呎,83
101年06月,芬蘭,高雄港,實櫃,20呎,70
101年06月,芬蘭,高雄港,實櫃,40呎,315
101年06月,法國,高雄港,實櫃,20呎,270
101年06月,法國,高雄港,實櫃,40呎,191
101年06月,英國,高雄港,實櫃,20呎,599
101年06月,英國,高雄港,實櫃,40呎,204
101年06月,英國,高雄港,實櫃,45呎,1
101年06月,香港,高雄港,實櫃,20呎,874
101年06月,香港,高雄港,實櫃,40呎,930
101年06月,印尼,高雄港,實櫃,20呎,526
101年06月,印尼,高雄港,實櫃,40呎,1193
101年06月,印度,高雄港,實櫃,20呎,1778
101年06月,印度,高雄港,實櫃,40呎,154
101年06月,伊朗,高雄港,實櫃,20呎,646
101年06月,伊朗,高雄港,實櫃,40呎,62
101年06月,義大利,高雄港,實櫃,20呎,641
101年06月,義大利,高雄港,實櫃,40呎,202
101年06月,約旦,高雄港,實櫃,20呎,4
101年06月,約旦,高雄港,實櫃,40呎,3
101年06月,日本,高雄港,實櫃,20呎,2201
101年06月,日本,高雄港,實櫃,40呎,2294
101年06月,韓國,高雄港,實櫃,20呎,1481
101年06月,韓國,高雄港,實櫃,40呎,1148
101年06月,科威特,高雄港,實櫃,20呎,1
101年06月,科威特,高雄港,實櫃,40呎,30
101年06月,斯里蘭卡,高雄港,實櫃,20呎,24
101年06月,斯里蘭卡,高雄港,實櫃,40呎,16
101年06月,墨西哥,高雄港,實櫃,20呎,52
101年06月,墨西哥,高雄港,實櫃,40呎,464
101年06月,馬來西亞,高雄港,實櫃,20呎,740
101年06月,馬來西亞,高雄港,實櫃,40呎,549
101年06月,荷蘭,高雄港,實櫃,20呎,1498
101年06月,荷蘭,高雄港,實櫃,40呎,1189
101年06月,荷蘭,高雄港,實櫃,45呎,1
101年06月,紐西蘭,高雄港,實櫃,20呎,193
101年06月,紐西蘭,高雄港,實櫃,40呎,322
101年06月,阿曼,高雄港,實櫃,40呎,1
101年06月,大洋洲其他,高雄港,實櫃,20呎,169
101年06月,大洋洲其他,高雄港,實櫃,40呎,18
101年06月,巴拿馬,高雄港,實櫃,20呎,6
101年06月,巴拿馬,高雄港,實櫃,40呎,131
101年06月,秘魯,高雄港,實櫃,20呎,8
101年06月,秘魯,高雄港,實櫃,40呎,87
101年06月,菲律賓,高雄港,實櫃,20呎,553
101年06月,菲律賓,高雄港,實櫃,40呎,233
101年06月,菲律賓,高雄港,實櫃,45呎,1
101年06月,巴基斯坦,高雄港,實櫃,20呎,44
101年06月,巴基斯坦,高雄港,實櫃,40呎,25
101年06月,波多黎各,高雄港,實櫃,20呎,17
101年06月,波多黎各,高雄港,實櫃,40呎,164
101年06月,卡達,高雄港,實櫃,20呎,19
101年06月,卡達,高雄港,實櫃,40呎,30
101年06月,俄羅斯,高雄港,實櫃,20呎,103
101年06月,俄羅斯,高雄港,實櫃,40呎,286
101年06月,南美洲其他,高雄港,實櫃,20呎,71
101年06月,南美洲其他,高雄港,實櫃,40呎,253
101年06月,沙烏地阿拉伯,高雄港,實櫃,20呎,53
101年06月,沙烏地阿拉伯,高雄港,實櫃,40呎,68
101年06月,瑞典,高雄港,實櫃,20呎,114
101年06月,瑞典,高雄港,實櫃,40呎,197
101年06月,新加坡,高雄港,實櫃,20呎,727
101年06月,新加坡,高雄港,實櫃,40呎,901
101年06月,泰國,高雄港,實櫃,20呎,2036
101年06月,泰國,高雄港,實櫃,40呎,1447
101年06月,土耳其,高雄港,實櫃,20呎,377
101年06月,土耳其,高雄港,實櫃,40呎,52
101年06月,歐洲其他,高雄港,實櫃,20呎,253
101年06月,歐洲其他,高雄港,實櫃,40呎,346
101年06月,烏克蘭,高雄港,實櫃,20呎,89
101年06月,烏克蘭,高雄港,實櫃,40呎,43
101年06月,美國,高雄港,實櫃,20呎,7054
101年06月,美國,高雄港,實櫃,40呎,14260
101年06月,美國,高雄港,實櫃,45呎,173
101年06月,委內瑞拉,高雄港,實櫃,20呎,39
101年06月,委內瑞拉,高雄港,實櫃,40呎,19
101年06月,越南,高雄港,實櫃,20呎,3228
101年06月,越南,高雄港,實櫃,40呎,1296
101年06月,葉門,高雄港,實櫃,20呎,28
101年06月,葉門,高雄港,實櫃,40呎,4
101年06月,南非,高雄港,實櫃,20呎,856
101年06月,南非,高雄港,實櫃,40呎,125
101年06月,亞洲其他,高雄港,空櫃,20呎,14
101年06月,阿拉伯聯合大公國,高雄港,空櫃,20呎,1
101年06月,中國大陸,高雄港,空櫃,20呎,51
101年06月,中國大陸,高雄港,空櫃,40呎,1
101年06月,香港,高雄港,空櫃,20呎,28
101年06月,香港,高雄港,空櫃,40呎,2
101年06月,印尼,高雄港,空櫃,20呎,5
101年06月,日本,高雄港,空櫃,20呎,295
101年06月,日本,高雄港,空櫃,40呎,22
101年06月,韓國,高雄港,空櫃,20呎,72
101年06月,韓國,高雄港,空櫃,40呎,61
101年06月,大洋洲其他,高雄港,空櫃,20呎,110
101年06月,大洋洲其他,高雄港,空櫃,40呎,14
101年06月,菲律賓,高雄港,空櫃,20呎,1
101年06月,菲律賓,高雄港,空櫃,40呎,1
101年06月,新加坡,高雄港,空櫃,20呎,21
101年06月,新加坡,高雄港,空櫃,40呎,41
101年06月,泰國,高雄港,空櫃,20呎,19
101年06月,泰國,高雄港,空櫃,40呎,8
101年06月,越南,高雄港,空櫃,20呎,41
101年06月,越南,高雄港,空櫃,40呎,283
101年07月,亞洲其他,高雄港,實櫃,20呎,262
101年07月,亞洲其他,高雄港,實櫃,40呎,76
101年07月,阿拉伯聯合大公國,高雄港,實櫃,20呎,538
101年07月,阿拉伯聯合大公國,高雄港,實櫃,40呎,47
101年07月,阿根廷,高雄港,實櫃,20呎,122
101年07月,阿根廷,高雄港,實櫃,40呎,165
101年07月,澳洲,高雄港,實櫃,20呎,3506
101年07月,澳洲,高雄港,實櫃,40呎,590
101年07月,孟加拉,高雄港,實櫃,20呎,20
101年07月,孟加拉,高雄港,實櫃,40呎,2
101年07月,比利時,高雄港,實櫃,20呎,777
101年07月,比利時,高雄港,實櫃,40呎,625
101年07月,比利時,高雄港,實櫃,45呎,4
101年07月,巴林,高雄港,實櫃,20呎,139
101年07月,巴林,高雄港,實櫃,40呎,2
101年07月,巴西,高雄港,實櫃,20呎,647
101年07月,巴西,高雄港,實櫃,40呎,189
101年07月,巴哈馬,高雄港,實櫃,40呎,4
101年07月,中美洲其他,高雄港,實櫃,20呎,148
101年07月,中美洲其他,高雄港,實櫃,40呎,389
101年07月,加拿大,高雄港,實櫃,20呎,763
101年07月,加拿大,高雄港,實櫃,40呎,2322
101年07月,加拿大,高雄港,實櫃,45呎,67
101年07月,象牙海岸,高雄港,實櫃,40呎,31
101年07月,智利,高雄港,實櫃,20呎,90
101年07月,智利,高雄港,實櫃,40呎,374
101年07月,中國大陸,高雄港,實櫃,20呎,4966
101年07月,中國大陸,高雄港,實櫃,40呎,2702
101年07月,中國大陸,高雄港,實櫃,45呎,1
101年07月,德國,高雄港,實櫃,20呎,821
101年07月,德國,高雄港,實櫃,40呎,1307
101年07月,多明尼加,高雄港,實櫃,40呎,35
101年07月,愛沙尼亞,高雄港,實櫃,20呎,7
101年07月,愛沙尼亞,高雄港,實櫃,40呎,6
101年07月,埃及,高雄港,實櫃,20呎,147
101年07月,埃及,高雄港,實櫃,40呎,58
101年07月,西班牙,高雄港,實櫃,20呎,307
101年07月,西班牙,高雄港,實櫃,40呎,406
101年07月,西班牙,高雄港,實櫃,45呎,8
101年07月,非洲其他,高雄港,實櫃,20呎,123
101年07月,非洲其他,高雄港,實櫃,40呎,81
101年07月,芬蘭,高雄港,實櫃,20呎,43
101年07月,芬蘭,高雄港,實櫃,40呎,202
101年07月,法國,高雄港,實櫃,20呎,249
101年07月,法國,高雄港,實櫃,40呎,248
101年07月,英國,高雄港,實櫃,20呎,585
101年07月,英國,高雄港,實櫃,40呎,323
101年07月,英國,高雄港,實櫃,45呎,1
101年07月,香港,高雄港,實櫃,20呎,852
101年07月,香港,高雄港,實櫃,40呎,1025
101年07月,香港,高雄港,實櫃,45呎,1
101年07月,印尼,高雄港,實櫃,20呎,869
101年07月,印尼,高雄港,實櫃,40呎,1952
101年07月,印度,高雄港,實櫃,20呎,1934
101年07月,印度,高雄港,實櫃,40呎,221
101年07月,伊朗,高雄港,實櫃,20呎,285
101年07月,伊朗,高雄港,實櫃,40呎,58
101年07月,義大利,高雄港,實櫃,20呎,760
101年07月,義大利,高雄港,實櫃,40呎,363
101年07月,約旦,高雄港,實櫃,20呎,11
101年07月,約旦,高雄港,實櫃,40呎,2
101年07月,日本,高雄港,實櫃,20呎,2299
101年07月,日本,高雄港,實櫃,40呎,2237
101年07月,韓國,高雄港,實櫃,20呎,1435
101年07月,韓國,高雄港,實櫃,40呎,932
101年07月,科威特,高雄港,實櫃,20呎,5
101年07月,科威特,高雄港,實櫃,40呎,23
101年07月,斯里蘭卡,高雄港,實櫃,20呎,28
101年07月,斯里蘭卡,高雄港,實櫃,40呎,18
101年07月,馬紹爾群島,高雄港,實櫃,20呎,14
101年07月,墨西哥,高雄港,實櫃,20呎,29
101年07月,墨西哥,高雄港,實櫃,40呎,647
101年07月,馬來西亞,高雄港,實櫃,20呎,891
101年07月,馬來西亞,高雄港,實櫃,40呎,747
101年07月,荷蘭,高雄港,實櫃,20呎,1647
101年07月,荷蘭,高雄港,實櫃,40呎,959
101年07月,紐西蘭,高雄港,實櫃,20呎,317
101年07月,紐西蘭,高雄港,實櫃,40呎,440
101年07月,阿曼,高雄港,實櫃,20呎,25
101年07月,阿曼,高雄港,實櫃,40呎,1
101年07月,大洋洲其他,高雄港,實櫃,20呎,132
101年07月,大洋洲其他,高雄港,實櫃,40呎,10
101年07月,巴拿馬,高雄港,實櫃,20呎,5
101年07月,巴拿馬,高雄港,實櫃,40呎,257
101年07月,秘魯,高雄港,實櫃,20呎,12
101年07月,秘魯,高雄港,實櫃,40呎,155
101年07月,菲律賓,高雄港,實櫃,20呎,578
101年07月,菲律賓,高雄港,實櫃,40呎,308
101年07月,巴基斯坦,高雄港,實櫃,20呎,23
101年07月,巴基斯坦,高雄港,實櫃,40呎,82
101年07月,波多黎各,高雄港,實櫃,20呎,1
101年07月,波多黎各,高雄港,實櫃,40呎,175
101年07月,卡達,高雄港,實櫃,20呎,23
101年07月,卡達,高雄港,實櫃,40呎,14
101年07月,俄羅斯,高雄港,實櫃,20呎,199
101年07月,俄羅斯,高雄港,實櫃,40呎,471
101年07月,南美洲其他,高雄港,實櫃,20呎,77
101年07月,南美洲其他,高雄港,實櫃,40呎,234
101年07月,沙烏地阿拉伯,高雄港,實櫃,20呎,55
101年07月,沙烏地阿拉伯,高雄港,實櫃,40呎,122
101年07月,瑞典,高雄港,實櫃,20呎,133
101年07月,瑞典,高雄港,實櫃,40呎,216
101年07月,新加坡,高雄港,實櫃,20呎,1170
101年07月,新加坡,高雄港,實櫃,40呎,936
101年07月,敘利亞,高雄港,實櫃,20呎,1
101年07月,泰國,高雄港,實櫃,20呎,2113
101年07月,泰國,高雄港,實櫃,40呎,2053
101年07月,土耳其,高雄港,實櫃,20呎,630
101年07月,土耳其,高雄港,實櫃,40呎,138
101年07月,歐洲其他,高雄港,實櫃,20呎,282
101年07月,歐洲其他,高雄港,實櫃,40呎,306
101年07月,歐洲其他,高雄港,實櫃,45呎,1
101年07月,烏克蘭,高雄港,實櫃,20呎,155
101年07月,烏克蘭,高雄港,實櫃,40呎,21
101年07月,美國,高雄港,實櫃,20呎,6491
101年07月,美國,高雄港,實櫃,40呎,16286
101年07月,美國,高雄港,實櫃,45呎,185
101年07月,委內瑞拉,高雄港,實櫃,20呎,23
101年07月,委內瑞拉,高雄港,實櫃,40呎,10
101年07月,越南,高雄港,實櫃,20呎,3161
101年07月,越南,高雄港,實櫃,40呎,1508
101年07月,葉門,高雄港,實櫃,40呎,3
101年07月,南非,高雄港,實櫃,20呎,335
101年07月,南非,高雄港,實櫃,40呎,145
101年07月,亞洲其他,高雄港,空櫃,40呎,2
101年07月,澳洲,高雄港,空櫃,20呎,3
101年07月,澳洲,高雄港,空櫃,40呎,9
101年07月,中國大陸,高雄港,空櫃,20呎,4
101年07月,中國大陸,高雄港,空櫃,40呎,89
101年07月,香港,高雄港,空櫃,20呎,20
101年07月,印尼,高雄港,空櫃,20呎,1
101年07月,印尼,高雄港,空櫃,40呎,92
101年07月,日本,高雄港,空櫃,20呎,409
101年07月,日本,高雄港,空櫃,40呎,18
101年07月,韓國,高雄港,空櫃,40呎,193
101年07月,馬來西亞,高雄港,空櫃,40呎,14
101年07月,大洋洲其他,高雄港,空櫃,20呎,3
101年07月,大洋洲其他,高雄港,空櫃,40呎,20
101年07月,菲律賓,高雄港,空櫃,20呎,3
101年07月,菲律賓,高雄港,空櫃,40呎,8
101年07月,巴基斯坦,高雄港,空櫃,40呎,1
101年07月,新加坡,高雄港,空櫃,20呎,12
101年07月,新加坡,高雄港,空櫃,40呎,11
101年07月,泰國,高雄港,空櫃,40呎,40
101年07月,越南,高雄港,空櫃,20呎,415
101年07月,越南,高雄港,空櫃,40呎,183
101年08月,亞洲其他,高雄港,實櫃,20呎,252
101年08月,亞洲其他,高雄港,實櫃,40呎,74
101年08月,阿拉伯聯合大公國,高雄港,實櫃,20呎,405
101年08月,阿拉伯聯合大公國,高雄港,實櫃,40呎,57
101年08月,阿根廷,高雄港,實櫃,20呎,48
101年08月,阿根廷,高雄港,實櫃,40呎,103
101年08月,澳洲,高雄港,實櫃,20呎,3016
101年08月,澳洲,高雄港,實櫃,40呎,620
101年08月,孟加拉,高雄港,實櫃,20呎,37
101年08月,孟加拉,高雄港,實櫃,40呎,9
101年08月,比利時,高雄港,實櫃,20呎,781
101年08月,比利時,高雄港,實櫃,40呎,530
101年08月,巴林,高雄港,實櫃,20呎,132
101年08月,巴西,高雄港,實櫃,20呎,418
101年08月,巴西,高雄港,實櫃,40呎,417
101年08月,巴哈馬,高雄港,實櫃,40呎,31
101年08月,中美洲其他,高雄港,實櫃,20呎,98
101年08月,中美洲其他,高雄港,實櫃,40呎,626
101年08月,加拿大,高雄港,實櫃,20呎,357
101年08月,加拿大,高雄港,實櫃,40呎,2153
101年08月,加拿大,高雄港,實櫃,45呎,48
101年08月,象牙海岸,高雄港,實櫃,40呎,25
101年08月,智利,高雄港,實櫃,20呎,59
101年08月,智利,高雄港,實櫃,40呎,257
101年08月,中國大陸,高雄港,實櫃,20呎,3995
101年08月,中國大陸,高雄港,實櫃,40呎,2517
101年08月,德國,高雄港,實櫃,20呎,772
101年08月,德國,高雄港,實櫃,40呎,1523
101年08月,德國,高雄港,實櫃,45呎,4
101年08月,多明尼加,高雄港,實櫃,40呎,138
101年08月,愛沙尼亞,高雄港,實櫃,20呎,1
101年08月,愛沙尼亞,高雄港,實櫃,40呎,21
101年08月,埃及,高雄港,實櫃,20呎,141
101年08月,埃及,高雄港,實櫃,40呎,37
101年08月,西班牙,高雄港,實櫃,20呎,249
101年08月,西班牙,高雄港,實櫃,40呎,318
101年08月,非洲其他,高雄港,實櫃,20呎,161
101年08月,非洲其他,高雄港,實櫃,40呎,50
101年08月,芬蘭,高雄港,實櫃,20呎,77
101年08月,芬蘭,高雄港,實櫃,40呎,364
101年08月,法國,高雄港,實櫃,20呎,275
101年08月,法國,高雄港,實櫃,40呎,316
101年08月,英國,高雄港,實櫃,20呎,701
101年08月,英國,高雄港,實櫃,40呎,300
101年08月,英國,高雄港,實櫃,45呎,1
101年08月,香港,高雄港,實櫃,20呎,918
101年08月,香港,高雄港,實櫃,40呎,1111
101年08月,印尼,高雄港,實櫃,20呎,1099
101年08月,印尼,高雄港,實櫃,40呎,1757
101年08月,印度,高雄港,實櫃,20呎,2350
101年08月,印度,高雄港,實櫃,40呎,167
101年08月,伊朗,高雄港,實櫃,20呎,281
101年08月,伊朗,高雄港,實櫃,40呎,47
101年08月,義大利,高雄港,實櫃,20呎,540
101年08月,義大利,高雄港,實櫃,40呎,343
101年08月,義大利,高雄港,實櫃,45呎,3
101年08月,約旦,高雄港,實櫃,20呎,6
101年08月,日本,高雄港,實櫃,20呎,2103
101年08月,日本,高雄港,實櫃,40呎,2043
101年08月,韓國,高雄港,實櫃,20呎,1452
101年08月,韓國,高雄港,實櫃,40呎,828
101年08月,科威特,高雄港,實櫃,20呎,10
101年08月,斯里蘭卡,高雄港,實櫃,20呎,55
101年08月,斯里蘭卡,高雄港,實櫃,40呎,16
101年08月,馬紹爾群島,高雄港,實櫃,20呎,14
101年08月,墨西哥,高雄港,實櫃,20呎,23
101年08月,墨西哥,高雄港,實櫃,40呎,479
101年08月,馬來西亞,高雄港,實櫃,20呎,727
101年08月,馬來西亞,高雄港,實櫃,40呎,721
101年08月,奈及利亞,高雄港,實櫃,20呎,14
101年08月,荷蘭,高雄港,實櫃,20呎,1801
101年08月,荷蘭,高雄港,實櫃,40呎,1094
101年08月,紐西蘭,高雄港,實櫃,20呎,309
101年08月,紐西蘭,高雄港,實櫃,40呎,497
101年08月,阿曼,高雄港,實櫃,20呎,16
101年08月,大洋洲其他,高雄港,實櫃,20呎,206
101年08月,大洋洲其他,高雄港,實櫃,40呎,18
101年08月,巴拿馬,高雄港,實櫃,20呎,5
101年08月,巴拿馬,高雄港,實櫃,40呎,266
101年08月,秘魯,高雄港,實櫃,20呎,4
101年08月,秘魯,高雄港,實櫃,40呎,223
101年08月,菲律賓,高雄港,實櫃,20呎,528
101年08月,菲律賓,高雄港,實櫃,40呎,246
101年08月,巴基斯坦,高雄港,實櫃,20呎,217
101年08月,巴基斯坦,高雄港,實櫃,40呎,26
101年08月,波多黎各,高雄港,實櫃,40呎,180
101年08月,卡達,高雄港,實櫃,20呎,73
101年08月,卡達,高雄港,實櫃,40呎,34
101年08月,俄羅斯,高雄港,實櫃,20呎,134
101年08月,俄羅斯,高雄港,實櫃,40呎,418
101年08月,南美洲其他,高雄港,實櫃,20呎,51
101年08月,南美洲其他,高雄港,實櫃,40呎,191
101年08月,沙烏地阿拉伯,高雄港,實櫃,20呎,61
101年08月,沙烏地阿拉伯,高雄港,實櫃,40呎,150
101年08月,瑞典,高雄港,實櫃,20呎,100
101年08月,瑞典,高雄港,實櫃,40呎,245
101年08月,新加坡,高雄港,實櫃,20呎,1042
101年08月,新加坡,高雄港,實櫃,40呎,770
101年08月,敘利亞,高雄港,實櫃,40呎,1
101年08月,泰國,高雄港,實櫃,20呎,2159
101年08月,泰國,高雄港,實櫃,40呎,1633
101年08月,土耳其,高雄港,實櫃,20呎,490
101年08月,土耳其,高雄港,實櫃,40呎,78
101年08月,歐洲其他,高雄港,實櫃,20呎,251
101年08月,歐洲其他,高雄港,實櫃,40呎,372
101年08月,烏克蘭,高雄港,實櫃,20呎,26
101年08月,烏克蘭,高雄港,實櫃,40呎,30
101年08月,美國,高雄港,實櫃,20呎,6871
101年08月,美國,高雄港,實櫃,40呎,15749
101年08月,美國,高雄港,實櫃,45呎,181
101年08月,委內瑞拉,高雄港,實櫃,20呎,20
101年08月,委內瑞拉,高雄港,實櫃,40呎,6
101年08月,越南,高雄港,實櫃,20呎,3044
101年08月,越南,高雄港,實櫃,40呎,1505
101年08月,葉門,高雄港,實櫃,20呎,1
101年08月,南非,高雄港,實櫃,20呎,535
101年08月,南非,高雄港,實櫃,40呎,254
101年08月,亞洲其他,高雄港,空櫃,20呎,193
101年08月,亞洲其他,高雄港,空櫃,40呎,30
101年08月,中國大陸,高雄港,空櫃,20呎,30
101年08月,中國大陸,高雄港,空櫃,40呎,41
101年08月,香港,高雄港,空櫃,20呎,202
101年08月,日本,高雄港,空櫃,20呎,243
101年08月,日本,高雄港,空櫃,40呎,105
101年08月,韓國,高雄港,空櫃,20呎,1
101年08月,韓國,高雄港,空櫃,40呎,300
101年08月,馬來西亞,高雄港,空櫃,20呎,101
101年08月,馬來西亞,高雄港,空櫃,40呎,2
101年08月,大洋洲其他,高雄港,空櫃,40呎,8
101年08月,菲律賓,高雄港,空櫃,20呎,2
101年08月,菲律賓,高雄港,空櫃,40呎,8
101年08月,巴基斯坦,高雄港,空櫃,20呎,3
101年08月,巴基斯坦,高雄港,空櫃,40呎,23
101年08月,新加坡,高雄港,空櫃,20呎,16
101年08月,新加坡,高雄港,空櫃,40呎,20
101年08月,泰國,高雄港,空櫃,20呎,3
101年08月,泰國,高雄港,空櫃,40呎,25
101年08月,泰國,高雄港,空櫃,45呎,1
101年08月,越南,高雄港,空櫃,20呎,722
101年08月,越南,高雄港,空櫃,40呎,189
101年09月,亞洲其他,高雄港,實櫃,20呎,256
101年09月,亞洲其他,高雄港,實櫃,40呎,48
101年09月,阿拉伯聯合大公國,高雄港,實櫃,20呎,422
101年09月,阿拉伯聯合大公國,高雄港,實櫃,40呎,72
101年09月,阿根廷,高雄港,實櫃,20呎,52
101年09月,阿根廷,高雄港,實櫃,40呎,85
101年09月,澳洲,高雄港,實櫃,20呎,3554
101年09月,澳洲,高雄港,實櫃,40呎,809
101年09月,孟加拉,高雄港,實櫃,20呎,43
101年09月,孟加拉,高雄港,實櫃,40呎,3
101年09月,比利時,高雄港,實櫃,20呎,673
101年09月,比利時,高雄港,實櫃,40呎,575
101年09月,巴林,高雄港,實櫃,20呎,89
101年09月,巴西,高雄港,實櫃,20呎,530
101年09月,巴西,高雄港,實櫃,40呎,857
101年09月,巴哈馬,高雄港,實櫃,40呎,18
101年09月,中美洲其他,高雄港,實櫃,20呎,121
101年09月,中美洲其他,高雄港,實櫃,40呎,365
101年09月,加拿大,高雄港,實櫃,20呎,377
101年09月,加拿大,高雄港,實櫃,40呎,2243
101年09月,加拿大,高雄港,實櫃,45呎,75
101年09月,象牙海岸,高雄港,實櫃,20呎,1
101年09月,象牙海岸,高雄港,實櫃,40呎,21
101年09月,智利,高雄港,實櫃,20呎,102
101年09月,智利,高雄港,實櫃,40呎,389
101年09月,中國大陸,高雄港,實櫃,20呎,4816
101年09月,中國大陸,高雄港,實櫃,40呎,2870
101年09月,德國,高雄港,實櫃,20呎,770
101年09月,德國,高雄港,實櫃,40呎,1526
101年09月,多明尼加,高雄港,實櫃,20呎,1
101年09月,多明尼加,高雄港,實櫃,40呎,259
101年09月,愛沙尼亞,高雄港,實櫃,20呎,3
101年09月,愛沙尼亞,高雄港,實櫃,40呎,9
101年09月,埃及,高雄港,實櫃,20呎,101
101年09月,埃及,高雄港,實櫃,40呎,45
101年09月,西班牙,高雄港,實櫃,20呎,362
101年09月,西班牙,高雄港,實櫃,40呎,318
101年09月,非洲其他,高雄港,實櫃,20呎,144
101年09月,非洲其他,高雄港,實櫃,40呎,48
101年09月,芬蘭,高雄港,實櫃,20呎,101
101年09月,芬蘭,高雄港,實櫃,40呎,233
101年09月,法國,高雄港,實櫃,20呎,309
101年09月,法國,高雄港,實櫃,40呎,257
101年09月,英國,高雄港,實櫃,20呎,625
101年09月,英國,高雄港,實櫃,40呎,207
101年09月,香港,高雄港,實櫃,20呎,880
101年09月,香港,高雄港,實櫃,40呎,1102
101年09月,印尼,高雄港,實櫃,20呎,976
101年09月,印尼,高雄港,實櫃,40呎,1696
101年09月,印度,高雄港,實櫃,20呎,3440
101年09月,印度,高雄港,實櫃,40呎,171
