時間,地區別,臺灣港口,空實櫃別,貨櫃尺寸,貨櫃量
101年09月,伊朗,高雄港,實櫃,20呎,253
101年09月,伊朗,高雄港,實櫃,40呎,54
101年09月,義大利,高雄港,實櫃,20呎,461
101年09月,義大利,高雄港,實櫃,40呎,440
101年09月,約旦,高雄港,實櫃,40呎,2
101年09月,日本,高雄港,實櫃,20呎,2391
101年09月,日本,高雄港,實櫃,40呎,1822
101年09月,韓國,高雄港,實櫃,20呎,1573
101年09月,韓國,高雄港,實櫃,40呎,891
101年09月,科威特,高雄港,實櫃,20呎,3
101年09月,科威特,高雄港,實櫃,40呎,13
101年09月,斯里蘭卡,高雄港,實櫃,20呎,42
101年09月,斯里蘭卡,高雄港,實櫃,40呎,12
101年09月,馬紹爾群島,高雄港,實櫃,20呎,1
101年09月,墨西哥,高雄港,實櫃,20呎,45
101年09月,墨西哥,高雄港,實櫃,40呎,380
101年09月,馬來西亞,高雄港,實櫃,20呎,1109
101年09月,馬來西亞,高雄港,實櫃,40呎,614
101年09月,奈及利亞,高雄港,實櫃,20呎,14
101年09月,荷蘭,高雄港,實櫃,20呎,1378
101年09月,荷蘭,高雄港,實櫃,40呎,944
101年09月,荷蘭,高雄港,實櫃,45呎,1
101年09月,紐西蘭,高雄港,實櫃,20呎,270
101年09月,紐西蘭,高雄港,實櫃,40呎,455
101年09月,阿曼,高雄港,實櫃,20呎,18
101年09月,阿曼,高雄港,實櫃,40呎,5
101年09月,大洋洲其他,高雄港,實櫃,20呎,149
101年09月,大洋洲其他,高雄港,實櫃,40呎,33
101年09月,巴拿馬,高雄港,實櫃,20呎,4
101年09月,巴拿馬,高雄港,實櫃,40呎,192
101年09月,秘魯,高雄港,實櫃,20呎,2
101年09月,秘魯,高雄港,實櫃,40呎,174
101年09月,菲律賓,高雄港,實櫃,20呎,562
101年09月,菲律賓,高雄港,實櫃,40呎,251
101年09月,巴基斯坦,高雄港,實櫃,20呎,271
101年09月,巴基斯坦,高雄港,實櫃,40呎,62
101年09月,波多黎各,高雄港,實櫃,20呎,3
101年09月,波多黎各,高雄港,實櫃,40呎,137
101年09月,卡達,高雄港,實櫃,20呎,73
101年09月,卡達,高雄港,實櫃,40呎,40
101年09月,俄羅斯,高雄港,實櫃,20呎,155
101年09月,俄羅斯,高雄港,實櫃,40呎,319
101年09月,南美洲其他,高雄港,實櫃,20呎,41
101年09月,南美洲其他,高雄港,實櫃,40呎,191
101年09月,沙烏地阿拉伯,高雄港,實櫃,20呎,29
101年09月,沙烏地阿拉伯,高雄港,實櫃,40呎,309
101年09月,瑞典,高雄港,實櫃,20呎,126
101年09月,瑞典,高雄港,實櫃,40呎,157
101年09月,新加坡,高雄港,實櫃,20呎,1427
101年09月,新加坡,高雄港,實櫃,40呎,924
101年09月,泰國,高雄港,實櫃,20呎,2205
101年09月,泰國,高雄港,實櫃,40呎,1258
101年09月,土耳其,高雄港,實櫃,20呎,420
101年09月,土耳其,高雄港,實櫃,40呎,229
101年09月,歐洲其他,高雄港,實櫃,20呎,241
101年09月,歐洲其他,高雄港,實櫃,40呎,277
101年09月,歐洲其他,高雄港,實櫃,45呎,1
101年09月,烏克蘭,高雄港,實櫃,20呎,96
101年09月,烏克蘭,高雄港,實櫃,40呎,64
101年09月,美國,高雄港,實櫃,20呎,8236
101年09月,美國,高雄港,實櫃,40呎,16900
101年09月,美國,高雄港,實櫃,45呎,206
101年09月,委內瑞拉,高雄港,實櫃,20呎,7
101年09月,越南,高雄港,實櫃,20呎,3605
101年09月,越南,高雄港,實櫃,40呎,1658
101年09月,葉門,高雄港,實櫃,20呎,1
101年09月,南非,高雄港,實櫃,20呎,341
101年09月,南非,高雄港,實櫃,40呎,235
101年09月,亞洲其他,高雄港,空櫃,20呎,163
101年09月,亞洲其他,高雄港,空櫃,40呎,168
101年09月,阿拉伯聯合大公國,高雄港,空櫃,20呎,107
101年09月,阿拉伯聯合大公國,高雄港,空櫃,40呎,26
101年09月,中國大陸,高雄港,空櫃,20呎,80
101年09月,中國大陸,高雄港,空櫃,40呎,51
101年09月,香港,高雄港,空櫃,20呎,43
101年09月,香港,高雄港,空櫃,40呎,2
101年09月,印尼,高雄港,空櫃,40呎,65
101年09月,日本,高雄港,空櫃,20呎,116
101年09月,日本,高雄港,空櫃,40呎,140
101年09月,馬紹爾群島,高雄港,空櫃,20呎,9
101年09月,墨西哥,高雄港,空櫃,20呎,74
101年09月,墨西哥,高雄港,空櫃,40呎,231
101年09月,馬來西亞,高雄港,空櫃,20呎,1
101年09月,馬來西亞,高雄港,空櫃,40呎,17
101年09月,紐西蘭,高雄港,空櫃,40呎,1
101年09月,巴基斯坦,高雄港,空櫃,20呎,1
101年09月,泰國,高雄港,空櫃,20呎,59
101年09月,泰國,高雄港,空櫃,40呎,4
101年09月,越南,高雄港,空櫃,20呎,561
101年09月,越南,高雄港,空櫃,40呎,188
101年10月,亞洲其他,高雄港,實櫃,20呎,360
101年10月,亞洲其他,高雄港,實櫃,40呎,56
101年10月,阿拉伯聯合大公國,高雄港,實櫃,20呎,449
101年10月,阿拉伯聯合大公國,高雄港,實櫃,40呎,76
101年10月,阿根廷,高雄港,實櫃,20呎,58
101年10月,阿根廷,高雄港,實櫃,40呎,76
101年10月,澳洲,高雄港,實櫃,20呎,3861
101年10月,澳洲,高雄港,實櫃,40呎,816
101年10月,孟加拉,高雄港,實櫃,20呎,50
101年10月,孟加拉,高雄港,實櫃,40呎,6
101年10月,比利時,高雄港,實櫃,20呎,593
101年10月,比利時,高雄港,實櫃,40呎,585
101年10月,巴林,高雄港,實櫃,20呎,105
101年10月,巴西,高雄港,實櫃,20呎,358
101年10月,巴西,高雄港,實櫃,40呎,674
101年10月,巴哈馬,高雄港,實櫃,40呎,3
101年10月,中美洲其他,高雄港,實櫃,20呎,181
101年10月,中美洲其他,高雄港,實櫃,40呎,439
101年10月,加拿大,高雄港,實櫃,20呎,333
101年10月,加拿大,高雄港,實櫃,40呎,2295
101年10月,加拿大,高雄港,實櫃,45呎,111
101年10月,智利,高雄港,實櫃,20呎,95
101年10月,智利,高雄港,實櫃,40呎,154
101年10月,中國大陸,高雄港,實櫃,20呎,4930
101年10月,中國大陸,高雄港,實櫃,40呎,2814
101年10月,德國,高雄港,實櫃,20呎,746
101年10月,德國,高雄港,實櫃,40呎,1371
101年10月,德國,高雄港,實櫃,45呎,2
101年10月,多明尼加,高雄港,實櫃,40呎,202
101年10月,愛沙尼亞,高雄港,實櫃,20呎,6
101年10月,愛沙尼亞,高雄港,實櫃,40呎,6
101年10月,埃及,高雄港,實櫃,20呎,168
101年10月,埃及,高雄港,實櫃,40呎,11
101年10月,西班牙,高雄港,實櫃,20呎,285
101年10月,西班牙,高雄港,實櫃,40呎,296
101年10月,非洲其他,高雄港,實櫃,20呎,138
101年10月,非洲其他,高雄港,實櫃,40呎,78
101年10月,芬蘭,高雄港,實櫃,20呎,110
101年10月,芬蘭,高雄港,實櫃,40呎,186
101年10月,法國,高雄港,實櫃,20呎,285
101年10月,法國,高雄港,實櫃,40呎,220
101年10月,英國,高雄港,實櫃,20呎,988
101年10月,英國,高雄港,實櫃,40呎,203
101年10月,香港,高雄港,實櫃,20呎,1161
101年10月,香港,高雄港,實櫃,40呎,1188
101年10月,印尼,高雄港,實櫃,20呎,983
101年10月,印尼,高雄港,實櫃,40呎,1869
101年10月,印度,高雄港,實櫃,20呎,2600
101年10月,印度,高雄港,實櫃,40呎,231
101年10月,伊朗,高雄港,實櫃,20呎,243
101年10月,伊朗,高雄港,實櫃,40呎,62
101年10月,義大利,高雄港,實櫃,20呎,389
101年10月,義大利,高雄港,實櫃,40呎,205
101年10月,義大利,高雄港,實櫃,45呎,1
101年10月,約旦,高雄港,實櫃,20呎,17
101年10月,日本,高雄港,實櫃,20呎,2511
101年10月,日本,高雄港,實櫃,40呎,2320
101年10月,韓國,高雄港,實櫃,20呎,1591
101年10月,韓國,高雄港,實櫃,40呎,915
101年10月,科威特,高雄港,實櫃,20呎,108
101年10月,科威特,高雄港,實櫃,40呎,33
101年10月,斯里蘭卡,高雄港,實櫃,20呎,37
101年10月,斯里蘭卡,高雄港,實櫃,40呎,19
101年10月,墨西哥,高雄港,實櫃,20呎,60
101年10月,墨西哥,高雄港,實櫃,40呎,454
101年10月,馬來西亞,高雄港,實櫃,20呎,1065
101年10月,馬來西亞,高雄港,實櫃,40呎,870
101年10月,奈及利亞,高雄港,實櫃,40呎,1
101年10月,荷蘭,高雄港,實櫃,20呎,1313
101年10月,荷蘭,高雄港,實櫃,40呎,1021
101年10月,荷蘭,高雄港,實櫃,45呎,1
101年10月,紐西蘭,高雄港,實櫃,20呎,204
101年10月,紐西蘭,高雄港,實櫃,40呎,440
101年10月,阿曼,高雄港,實櫃,20呎,9
101年10月,阿曼,高雄港,實櫃,40呎,1
101年10月,大洋洲其他,高雄港,實櫃,20呎,331
101年10月,大洋洲其他,高雄港,實櫃,40呎,19
101年10月,巴拿馬,高雄港,實櫃,20呎,4
101年10月,巴拿馬,高雄港,實櫃,40呎,144
101年10月,秘魯,高雄港,實櫃,20呎,8
101年10月,秘魯,高雄港,實櫃,40呎,111
101年10月,菲律賓,高雄港,實櫃,20呎,497
101年10月,菲律賓,高雄港,實櫃,40呎,297
101年10月,巴基斯坦,高雄港,實櫃,20呎,219
101年10月,巴基斯坦,高雄港,實櫃,40呎,43
101年10月,波多黎各,高雄港,實櫃,20呎,2
101年10月,波多黎各,高雄港,實櫃,40呎,51
101年10月,卡達,高雄港,實櫃,20呎,130
101年10月,卡達,高雄港,實櫃,40呎,41
101年10月,俄羅斯,高雄港,實櫃,20呎,158
101年10月,俄羅斯,高雄港,實櫃,40呎,145
101年10月,南美洲其他,高雄港,實櫃,20呎,65
101年10月,南美洲其他,高雄港,實櫃,40呎,345
101年10月,沙烏地阿拉伯,高雄港,實櫃,20呎,23
101年10月,沙烏地阿拉伯,高雄港,實櫃,40呎,233
101年10月,瑞典,高雄港,實櫃,20呎,124
101年10月,瑞典,高雄港,實櫃,40呎,234
101年10月,新加坡,高雄港,實櫃,20呎,1238
101年10月,新加坡,高雄港,實櫃,40呎,1015
101年10月,泰國,高雄港,實櫃,20呎,2118
101年10月,泰國,高雄港,實櫃,40呎,1151
101年10月,土耳其,高雄港,實櫃,20呎,419
101年10月,土耳其,高雄港,實櫃,40呎,41
101年10月,歐洲其他,高雄港,實櫃,20呎,218
101年10月,歐洲其他,高雄港,實櫃,40呎,365
101年10月,烏克蘭,高雄港,實櫃,20呎,47
101年10月,烏克蘭,高雄港,實櫃,40呎,24
101年10月,美國,高雄港,實櫃,20呎,7141
101年10月,美國,高雄港,實櫃,40呎,15044
101年10月,美國,高雄港,實櫃,45呎,225
101年10月,委內瑞拉,高雄港,實櫃,20呎,4
101年10月,委內瑞拉,高雄港,實櫃,40呎,2
101年10月,越南,高雄港,實櫃,20呎,3526
101年10月,越南,高雄港,實櫃,40呎,1319
101年10月,葉門,高雄港,實櫃,20呎,1
101年10月,葉門,高雄港,實櫃,40呎,2
101年10月,南非,高雄港,實櫃,20呎,447
101年10月,南非,高雄港,實櫃,40呎,188
101年10月,亞洲其他,高雄港,空櫃,20呎,1
101年10月,亞洲其他,高雄港,空櫃,40呎,27
101年10月,阿拉伯聯合大公國,高雄港,空櫃,20呎,69
101年10月,孟加拉,高雄港,空櫃,20呎,86
101年10月,孟加拉,高雄港,空櫃,40呎,2
101年10月,中國大陸,高雄港,空櫃,20呎,50
101年10月,中國大陸,高雄港,空櫃,40呎,55
101年10月,香港,高雄港,空櫃,20呎,56
101年10月,香港,高雄港,空櫃,40呎,41
101年10月,印尼,高雄港,空櫃,40呎,25
101年10月,印度,高雄港,空櫃,20呎,21
101年10月,印度,高雄港,空櫃,40呎,1
101年10月,日本,高雄港,空櫃,20呎,344
101年10月,日本,高雄港,空櫃,40呎,52
101年10月,韓國,高雄港,空櫃,20呎,4
101年10月,韓國,高雄港,空櫃,40呎,2
101年10月,墨西哥,高雄港,空櫃,20呎,298
101年10月,墨西哥,高雄港,空櫃,40呎,46
101年10月,馬來西亞,高雄港,空櫃,20呎,52
101年10月,馬來西亞,高雄港,空櫃,40呎,3
101年10月,秘魯,高雄港,空櫃,20呎,235
101年10月,秘魯,高雄港,空櫃,40呎,290
101年10月,菲律賓,高雄港,空櫃,40呎,3
101年10月,泰國,高雄港,空櫃,20呎,112
101年10月,泰國,高雄港,空櫃,40呎,72
101年10月,美國,高雄港,空櫃,40呎,1
101年10月,越南,高雄港,空櫃,20呎,110
101年10月,越南,高雄港,空櫃,40呎,166
101年11月,亞洲其他,高雄港,實櫃,20呎,218
101年11月,亞洲其他,高雄港,實櫃,40呎,66
101年11月,阿拉伯聯合大公國,高雄港,實櫃,20呎,360
101年11月,阿拉伯聯合大公國,高雄港,實櫃,40呎,53
101年11月,阿根廷,高雄港,實櫃,20呎,40
101年11月,阿根廷,高雄港,實櫃,40呎,108
101年11月,澳洲,高雄港,實櫃,20呎,2622
101年11月,澳洲,高雄港,實櫃,40呎,684
101年11月,孟加拉,高雄港,實櫃,20呎,32
101年11月,孟加拉,高雄港,實櫃,40呎,8
101年11月,比利時,高雄港,實櫃,20呎,507
101年11月,比利時,高雄港,實櫃,40呎,363
101年11月,巴林,高雄港,實櫃,20呎,98
101年11月,巴西,高雄港,實櫃,20呎,457
101年11月,巴西,高雄港,實櫃,40呎,447
101年11月,巴哈馬,高雄港,實櫃,40呎,15
101年11月,中美洲其他,高雄港,實櫃,20呎,87
101年11月,中美洲其他,高雄港,實櫃,40呎,253
101年11月,加拿大,高雄港,實櫃,20呎,302
101年11月,加拿大,高雄港,實櫃,40呎,1646
101年11月,加拿大,高雄港,實櫃,45呎,111
101年11月,象牙海岸,高雄港,實櫃,20呎,6
101年11月,象牙海岸,高雄港,實櫃,40呎,3
101年11月,智利,高雄港,實櫃,20呎,71
101年11月,智利,高雄港,實櫃,40呎,181
101年11月,中國大陸,高雄港,實櫃,20呎,4822
101年11月,中國大陸,高雄港,實櫃,40呎,2696
101年11月,德國,高雄港,實櫃,20呎,565
101年11月,德國,高雄港,實櫃,40呎,1071
101年11月,德國,高雄港,實櫃,45呎,1
101年11月,多明尼加,高雄港,實櫃,40呎,83
101年11月,愛沙尼亞,高雄港,實櫃,20呎,3
101年11月,愛沙尼亞,高雄港,實櫃,40呎,13
101年11月,埃及,高雄港,實櫃,20呎,171
101年11月,埃及,高雄港,實櫃,40呎,4
101年11月,西班牙,高雄港,實櫃,20呎,254
101年11月,西班牙,高雄港,實櫃,40呎,338
101年11月,非洲其他,高雄港,實櫃,20呎,126
101年11月,非洲其他,高雄港,實櫃,40呎,33
101年11月,芬蘭,高雄港,實櫃,20呎,30
101年11月,芬蘭,高雄港,實櫃,40呎,239
101年11月,法國,高雄港,實櫃,20呎,262
101年11月,法國,高雄港,實櫃,40呎,156
101年11月,英國,高雄港,實櫃,20呎,456
101年11月,英國,高雄港,實櫃,40呎,233
101年11月,香港,高雄港,實櫃,20呎,862
101年11月,香港,高雄港,實櫃,40呎,1032
101年11月,印尼,高雄港,實櫃,20呎,904
101年11月,印尼,高雄港,實櫃,40呎,1500
101年11月,印度,高雄港,實櫃,20呎,1445
101年11月,印度,高雄港,實櫃,40呎,208
101年11月,伊朗,高雄港,實櫃,20呎,115
101年11月,伊朗,高雄港,實櫃,40呎,80
101年11月,義大利,高雄港,實櫃,20呎,405
101年11月,義大利,高雄港,實櫃,40呎,281
101年11月,約旦,高雄港,實櫃,20呎,6
101年11月,日本,高雄港,實櫃,20呎,2161
101年11月,日本,高雄港,實櫃,40呎,1785
101年11月,韓國,高雄港,實櫃,20呎,1566
101年11月,韓國,高雄港,實櫃,40呎,906
101年11月,科威特,高雄港,實櫃,20呎,4
101年11月,科威特,高雄港,實櫃,40呎,73
101年11月,斯里蘭卡,高雄港,實櫃,20呎,30
101年11月,斯里蘭卡,高雄港,實櫃,40呎,23
101年11月,墨西哥,高雄港,實櫃,20呎,15
101年11月,墨西哥,高雄港,實櫃,40呎,296
101年11月,馬來西亞,高雄港,實櫃,20呎,740
101年11月,馬來西亞,高雄港,實櫃,40呎,594
101年11月,奈及利亞,高雄港,實櫃,20呎,5
101年11月,奈及利亞,高雄港,實櫃,40呎,1
101年11月,荷蘭,高雄港,實櫃,20呎,814
101年11月,荷蘭,高雄港,實櫃,40呎,788
101年11月,紐西蘭,高雄港,實櫃,20呎,129
101年11月,紐西蘭,高雄港,實櫃,40呎,301
101年11月,阿曼,高雄港,實櫃,20呎,3
101年11月,阿曼,高雄港,實櫃,40呎,4
101年11月,大洋洲其他,高雄港,實櫃,20呎,195
101年11月,大洋洲其他,高雄港,實櫃,40呎,49
101年11月,巴拿馬,高雄港,實櫃,20呎,8
101年11月,巴拿馬,高雄港,實櫃,40呎,117
101年11月,秘魯,高雄港,實櫃,20呎,3
101年11月,秘魯,高雄港,實櫃,40呎,113
101年11月,菲律賓,高雄港,實櫃,20呎,570
101年11月,菲律賓,高雄港,實櫃,40呎,255
101年11月,巴基斯坦,高雄港,實櫃,20呎,12
101年11月,巴基斯坦,高雄港,實櫃,40呎,49
101年11月,波多黎各,高雄港,實櫃,40呎,82
101年11月,卡達,高雄港,實櫃,20呎,82
101年11月,卡達,高雄港,實櫃,40呎,33
101年11月,俄羅斯,高雄港,實櫃,20呎,126
101年11月,俄羅斯,高雄港,實櫃,40呎,212
101年11月,南美洲其他,高雄港,實櫃,20呎,21
101年11月,南美洲其他,高雄港,實櫃,40呎,184
101年11月,沙烏地阿拉伯,高雄港,實櫃,20呎,40
101年11月,沙烏地阿拉伯,高雄港,實櫃,40呎,189
101年11月,瑞典,高雄港,實櫃,20呎,93
101年11月,瑞典,高雄港,實櫃,40呎,166
101年11月,新加坡,高雄港,實櫃,20呎,702
101年11月,新加坡,高雄港,實櫃,40呎,761
101年11月,泰國,高雄港,實櫃,20呎,1848
101年11月,泰國,高雄港,實櫃,40呎,896
101年11月,土耳其,高雄港,實櫃,20呎,339
101年11月,土耳其,高雄港,實櫃,40呎,18
101年11月,歐洲其他,高雄港,實櫃,20呎,206
101年11月,歐洲其他,高雄港,實櫃,40呎,360
101年11月,烏克蘭,高雄港,實櫃,20呎,8
101年11月,烏克蘭,高雄港,實櫃,40呎,1
101年11月,美國,高雄港,實櫃,20呎,6506
101年11月,美國,高雄港,實櫃,40呎,15161
101年11月,美國,高雄港,實櫃,45呎,156
101年11月,委內瑞拉,高雄港,實櫃,20呎,10
101年11月,委內瑞拉,高雄港,實櫃,40呎,4
101年11月,越南,高雄港,實櫃,20呎,3211
101年11月,越南,高雄港,實櫃,40呎,1189
101年11月,南非,高雄港,實櫃,20呎,372
101年11月,南非,高雄港,實櫃,40呎,133
101年11月,亞洲其他,高雄港,空櫃,20呎,219
101年11月,亞洲其他,高雄港,空櫃,40呎,3
101年11月,孟加拉,高雄港,空櫃,20呎,2
101年11月,中國大陸,高雄港,空櫃,40呎,17
101年11月,香港,高雄港,空櫃,20呎,70
101年11月,印尼,高雄港,空櫃,20呎,2
101年11月,印尼,高雄港,空櫃,40呎,73
101年11月,日本,高雄港,空櫃,20呎,65
101年11月,日本,高雄港,空櫃,40呎,28
101年11月,韓國,高雄港,空櫃,20呎,1
101年11月,馬來西亞,高雄港,空櫃,20呎,10
101年11月,馬來西亞,高雄港,空櫃,40呎,44
101年11月,大洋洲其他,高雄港,空櫃,20呎,80
101年11月,大洋洲其他,高雄港,空櫃,40呎,27
101年11月,秘魯,高雄港,空櫃,20呎,59
101年11月,秘魯,高雄港,空櫃,40呎,63
101年11月,巴基斯坦,高雄港,空櫃,40呎,1
101年11月,泰國,高雄港,空櫃,20呎,186
101年11月,泰國,高雄港,空櫃,40呎,56
101年11月,越南,高雄港,空櫃,20呎,563
101年11月,越南,高雄港,空櫃,40呎,240
101年12月,亞洲其他,高雄港,實櫃,20呎,252
101年12月,亞洲其他,高雄港,實櫃,40呎,44
101年12月,阿拉伯聯合大公國,高雄港,實櫃,20呎,451
101年12月,阿拉伯聯合大公國,高雄港,實櫃,40呎,35
101年12月,阿根廷,高雄港,實櫃,20呎,55
101年12月,阿根廷,高雄港,實櫃,40呎,117
101年12月,澳洲,高雄港,實櫃,20呎,1774
101年12月,澳洲,高雄港,實櫃,40呎,554
101年12月,孟加拉,高雄港,實櫃,20呎,13
101年12月,比利時,高雄港,實櫃,20呎,766
101年12月,比利時,高雄港,實櫃,40呎,611
101年12月,巴林,高雄港,實櫃,20呎,124
101年12月,巴林,高雄港,實櫃,40呎,6
101年12月,巴西,高雄港,實櫃,20呎,303
101年12月,巴西,高雄港,實櫃,40呎,480
101年12月,巴哈馬,高雄港,實櫃,20呎,2
101年12月,巴哈馬,高雄港,實櫃,40呎,26
101年12月,中美洲其他,高雄港,實櫃,20呎,114
101年12月,中美洲其他,高雄港,實櫃,40呎,514
101年12月,加拿大,高雄港,實櫃,20呎,474
101年12月,加拿大,高雄港,實櫃,40呎,2120
101年12月,加拿大,高雄港,實櫃,45呎,176
101年12月,象牙海岸,高雄港,實櫃,40呎,2
101年12月,智利,高雄港,實櫃,20呎,48
101年12月,智利,高雄港,實櫃,40呎,158
101年12月,中國大陸,高雄港,實櫃,20呎,4516
101年12月,中國大陸,高雄港,實櫃,40呎,2685
101年12月,德國,高雄港,實櫃,20呎,640
