時間,近/遠洋,進/出港,裝/卸貨,航線名稱,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船舶國籍,艘次
2015/8/27 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,巴拿馬,1
2015/8/17 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/10/5 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/11/16 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/10/19 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/11/2 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/11/30 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/12/14 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/11/18 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,馬尼拉,高雄港,全貨櫃船,巴拿馬,1
2015/12/2 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,馬尼拉,高雄港,全貨櫃船,巴拿馬,1
2015/9/14 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/8/24 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/11/23 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/11/9 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/10/26 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/12/7 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/12/28 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/12/21 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/12/9 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,馬尼拉,高雄港,全貨櫃船,巴拿馬,1
2015/11/25 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,馬尼拉,高雄港,全貨櫃船,巴拿馬,1
2015/9/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,蘇比克灣,高雄港,全貨櫃船,巴拿馬,1
2015/9/15 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,蘇比克灣,高雄港,全貨櫃船,巴拿馬,1
2015/9/1 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,蘇比克灣,高雄港,全貨櫃船,巴拿馬,1
2015/10/6 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,蘇比克灣,高雄港,全貨櫃船,巴拿馬,1
2015/10/13 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,蘇比克灣,高雄港,全貨櫃船,巴拿馬,1
2015/8/26 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,巴拿馬,1
2015/8/9 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,宿移,高雄港,全貨櫃船,巴拿馬,1
2015/11/7 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,葡萄牙,1
2015/11/21 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,葡萄牙,1
2015/12/5 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,葡萄牙,1
2015/12/26 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,葡萄牙,1
2015/12/20 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,葡萄牙,1
2015/8/24 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,新加坡,1
2015/10/19 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,新加坡,1
2015/10/26 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,新加坡,1
2015/8/24 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,菲律賓,馬尼拉,高雄港,全貨櫃船,新加坡,1
2015/11/23 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,蘇比克灣,高雄港,全貨櫃船,新加坡,1
2015/12/12 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,蘇比克灣,高雄港,全貨櫃船,新加坡,1
2015/12/2 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,蘇比克灣,高雄港,全貨櫃船,新加坡,1
2015/12/19 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,蘇比克灣,高雄港,全貨櫃船,新加坡,1
2015/12/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,蘇比克灣,高雄港,全貨櫃船,新加坡,1
2015/10/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉南港,高雄港,全貨櫃船,新加坡,1
2015/10/22 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,新加坡,1
2015/9/12 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,新加坡,1
2015/10/28 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,新加坡,1
2015/8/15 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,新加坡,1
2015/12/21 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),菲律賓,馬尼拉,高雄港,全貨櫃船,新加坡,1
2015/10/8 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,菲律賓,馬尼拉,高雄港,全貨櫃船,中華民國,1
2015/12/22 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,菲律賓,三基,高雄港,雜貨船,貝里斯,1
2018/1/25 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),俄羅斯,東方大港,高雄港,全貨櫃船,馬爾他,1
2015/8/9 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2015/8/16 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2015/8/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2015/11/1 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2015/11/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2015/9/6 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2015/9/27 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2015/10/18 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2015/11/22 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2015/11/29 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2015/12/13 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2015/12/20 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,1
2018/9/25 上午 12:00:00,近洋航線,進港,裝貨,A100東北亞航線,新加坡,新加坡港,高雄港,全貨櫃船,香港,1
2018/12/12 上午 12:00:00,近洋航線,進港,裝貨,A100東北亞航線,新加坡,新加坡港,高雄港,全貨櫃船,香港,1
2019/2/19 上午 12:00:00,近洋航線,進港,裝貨,A100東北亞航線,新加坡,新加坡港,高雄港,全貨櫃船,香港,1
2019/6/25 上午 12:00:00,近洋航線,進港,裝貨,A100東北亞航線,新加坡,新加坡港,高雄港,全貨櫃船,香港,1
2019/9/3 上午 12:00:00,近洋航線,進港,裝貨,A100東北亞航線,新加坡,新加坡港,高雄港,全貨櫃船,香港,1
2019/11/12 上午 12:00:00,近洋航線,進港,裝貨,A100東北亞航線,新加坡,新加坡港,高雄港,全貨櫃船,香港,1
2020/1/22 上午 12:00:00,近洋航線,進港,裝貨,A100東北亞航線,新加坡,新加坡港,高雄港,全貨櫃船,香港,1
2020/8/9 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,1
2017/12/14 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,1
2018/2/15 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,1
2018/3/1 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,1
2015/9/14 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,伊朗,1
2015/9/4 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,伊朗,1
2015/11/12 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,伊朗,1
2015/10/27 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,伊朗,1
2015/11/27 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,伊朗,1
2015/12/11 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,伊朗,1
2015/12/13 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,新加坡,新加坡港,高雄港,全貨櫃船,義大利,1
2015/7/21 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,新加坡,新加坡港,高雄港,全貨櫃船,義大利,1
2015/9/20 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,新加坡,新加坡港,高雄港,全貨櫃船,義大利,1
2015/10/18 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,新加坡,新加坡港,高雄港,全貨櫃船,義大利,1
2015/11/15 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,新加坡,新加坡港,高雄港,全貨櫃船,義大利,1
2015/8/25 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,賴比瑞亞,1
2015/8/10 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,賴比瑞亞,1
2018/11/10 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,賴比瑞亞,1
2015/9/14 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/8/25 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/10/6 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/10/23 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/10/24 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬紹爾群島共和國,1
2018/4/21 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬爾他,1
2018/4/14 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬爾他,1
2018/7/13 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬爾他,1
2018/7/18 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬爾他,1
2018/7/21 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬爾他,1
2018/10/1 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬爾他,1
2015/8/11 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,巴拿馬,1
2015/9/1 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,巴拿馬,1
2015/11/1 上午 12:00:00,近洋航線,進港,裝貨,A000亞洲航線,新加坡,新加坡港,高雄港,全貨櫃船,新加坡,1
2015/11/29 上午 12:00:00,近洋航線,進港,裝貨,A000亞洲航線,新加坡,新加坡港,高雄港,全貨櫃船,新加坡,1
2015/12/6 上午 12:00:00,近洋航線,進港,裝貨,A000亞洲航線,新加坡,新加坡港,高雄港,全貨櫃船,新加坡,1
2015/12/27 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,新加坡,新加坡港,高雄港,全貨櫃船,新加坡,1
2015/12/6 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,1
2015/12/27 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,1
2015/9/13 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,1
2015/8/11 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,1
2015/11/8 上午 12:00:00,近洋航線,進港,裝貨,A814印度洋航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,1
2015/11/6 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,高雄港,散裝船,巴拿馬,1
2015/12/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,高雄港,散裝船,巴拿馬,1
2015/12/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,高雄港,散裝船,菲律賓,1
2015/9/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,高雄港,雜貨船,巴哈馬,1
2015/11/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,高雄港,雜貨船,挪威,1
2015/12/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,高雄港,雜貨船,巴拿馬,1
2015/8/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,高雄港,化學液體船,挪威,1
2015/6/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,高雄港,多用途船,賴比瑞亞,1
2015/10/6 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),泰國,南查邦,高雄港,全貨櫃船,安地卡,1
2015/10/24 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),泰國,南查邦,高雄港,全貨櫃船,安地卡,1
2015/11/20 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),泰國,南查邦,高雄港,全貨櫃船,安地卡,1
2015/12/20 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),泰國,南查邦,高雄港,全貨櫃船,安地卡,1
2015/11/21 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,泰國,南查邦,高雄港,全貨櫃船,賴比瑞亞,1
2015/11/28 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,泰國,南查邦,高雄港,全貨櫃船,賴比瑞亞,1
2015/11/7 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,泰國,南查邦,高雄港,全貨櫃船,賴比瑞亞,1
2015/10/24 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,泰國,南查邦,高雄港,全貨櫃船,賴比瑞亞,1
2015/10/11 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,泰國,南查邦,高雄港,全貨櫃船,賴比瑞亞,1
2015/12/5 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,泰國,南查邦,高雄港,全貨櫃船,賴比瑞亞,1
2015/12/11 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),泰國,南查邦,高雄港,全貨櫃船,賴比瑞亞,1
2015/10/3 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,泰國,南查邦,高雄港,全貨櫃船,賴比瑞亞,1
2015/9/19 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,泰國,南查邦,高雄港,全貨櫃船,賴比瑞亞,1
2015/8/23 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,泰國,南查邦,高雄港,全貨櫃船,賴比瑞亞,1
2015/11/15 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),泰國,南查邦,高雄港,全貨櫃船,賴比瑞亞,1
2015/10/31 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),泰國,南查邦,高雄港,全貨櫃船,葡萄牙,1
2015/12/17 上午 12:00:00,近洋航線,進港,裝貨,A814印度洋航線(含大陸),美國,威明頓,高雄港,全貨櫃船,賴比瑞亞,1
2015/11/17 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,安地卡,1
2015/10/28 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,安地卡,1
2015/12/9 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,安地卡,1
2015/12/30 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,安地卡,1
2015/11/25 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),越南,海防,高雄港,全貨櫃船,安地卡,1
2015/10/6 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,香港,1
2015/9/13 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/11/13 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/9/19 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/9/6 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/10/3 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/11/20 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/11/6 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/10/24 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/11/27 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/12/12 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/8/17 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/8/23 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/8/31 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/10/9 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/10/30 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/12/5 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/12/27 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/12/20 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,印度尼西亞,1
2015/10/10 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/11/9 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/9/8 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/10/20 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/9/28 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/10/31 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/7/28 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/12/30 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,賴比瑞亞,1
2015/12/1 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/8/9 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/8/19 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/8/29 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/11/23 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/12/11 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/12/21 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,胡志明,高雄港,全貨櫃船,賴比瑞亞,1
2015/11/13 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/12/25 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/12/2 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/10/7 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/9/15 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/8/26 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/9/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/8/18 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/9/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/9/13 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/11/6 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/11/28 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/12/19 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/8/24 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
