時間,近/遠洋,進/出港,裝/卸貨,航線名稱,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船舶國籍,艘次
2015/11/16 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/10/26 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/12/7 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/12/29 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/10/5 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/9/16 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/8/19 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/11/10 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/10/27 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/12/9 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/11/25 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/8/25 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/11/17 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/10/21 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/11/3 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/12/1 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/12/15 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/11/11 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),越南,西貢,高雄港,全貨櫃船,新加坡,1
2015/10/22 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),越南,西貢,高雄港,全貨櫃船,新加坡,1
2015/12/3 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),越南,西貢,高雄港,全貨櫃船,新加坡,1
2015/12/24 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/9/11 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/12/10 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,西貢,高雄港,全貨櫃船,新加坡,1
2015/12/31 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/12/17 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/8/24 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/8/27 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/11/6 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/11/19 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/10/28 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/9/16 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/10/7 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/11/26 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/9/18 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/9/11 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/8/28 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/8/21 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/10/9 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/11/20 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/11/13 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/11/6 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/10/23 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/10/30 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/12/11 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/12/3 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/12/4 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/11/27 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/12/18 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/12/25 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2017/9/19 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,日本,橫濱港,臺北港,汽車船,巴拿馬,1
2018/10/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,日本,橫濱港,臺北港,汽車船,巴拿馬,1
2019/2/20 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,釜山,臺北港,全貨櫃船,賴比瑞亞,1
2018/12/26 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,釜山,臺北港,全貨櫃船,賴比瑞亞,1
2019/1/23 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,釜山,臺北港,全貨櫃船,賴比瑞亞,1
2018/10/4 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,釜山,臺北港,全貨櫃船,賴比瑞亞,1
2018/10/31 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,釜山,臺北港,全貨櫃船,賴比瑞亞,1
2018/9/5 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,釜山,臺北港,全貨櫃船,賴比瑞亞,1
2018/8/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,釜山,臺北港,全貨櫃船,賴比瑞亞,1
2018/7/12 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,釜山,臺北港,全貨櫃船,賴比瑞亞,1
2019/1/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,釜山,臺北港,全貨櫃船,巴拿馬,1
2018/8/20 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,釜山,臺北港,全貨櫃船,巴拿馬,1
2020/2/10 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,釜山,臺北港,全貨櫃船,巴拿馬,1
2020/10/16 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),大韓民國（南韓）,仁川,臺北港,全貨櫃船,巴拿馬,1
2019/2/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,大韓民國（南韓）,釜山,臺北港,全貨櫃船,中華民國,1
2017/1/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,大韓民國（南韓）,馬山,臺北港,汽車船,巴拿馬,1
2021/2/16 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,大韓民國（南韓）,平澤,臺北港,汽車船,巴拿馬,1
2019/9/8 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,臺北港,汽車船,巴拿馬,1
2016/10/26 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,巴哈馬,1
2016/9/6 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,巴哈馬,1
2016/12/3 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,賴比瑞亞,1
2016/11/17 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,賴比瑞亞,1
2016/9/28 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,賴比瑞亞,1
2016/8/10 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,馬爾他,1
2016/10/11 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,葡萄牙,1
2016/8/24 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,葡萄牙,1
2016/12/20 上午 12:00:00,近洋航線,進港,裝貨,E204紐西蘭航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,葡萄牙,1
2016/12/7 上午 12:00:00,近洋航線,進港,裝貨,E004紐澳航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,新加坡,1
2016/10/19 上午 12:00:00,近洋航線,進港,裝貨,E004紐澳航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,新加坡,1
2016/8/31 上午 12:00:00,近洋航線,進港,裝貨,E004紐澳航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,新加坡,1
2017/1/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,基隆港,散裝船,賴比瑞亞,1
2016/12/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,太倉,基隆港,散裝船,賴比瑞亞,1
2016/12/13 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),香港,香港,基隆港,全貨櫃船,香港,1
2017/2/1 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),香港,香港,基隆港,全貨櫃船,香港,1
2017/1/3 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),香港,香港,基隆港,全貨櫃船,賴比瑞亞,1
2017/1/24 上午 12:00:00,近洋航線,進港,裝貨,E004紐澳航線(含大陸),香港,香港,基隆港,全貨櫃船,新加坡,1
2017/1/16 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),馬來西亞,丹絨柏樂巴斯,基隆港,全貨櫃船,香港,1
2016/12/23 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,基隆港,全貨櫃船,香港,1
2016/10/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,基隆港,汽車船,巴哈馬,1
2016/10/14 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,基隆港,汽車船,巴拿馬,1
2016/9/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,基隆港,汽車船,巴拿馬,1
2019/8/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,太倉,安平港,散裝船,巴拿馬,1
2020/7/19 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,澳大利亞,伯尼,花蓮港,木屑船,香港,1
2017/11/24 上午 12:00:00,近洋航線,進港,裝貨,E100澳州航線,澳大利亞,伊登,花蓮港,木屑船,馬紹爾群島共和國,1
2017/9/26 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,花蓮港,散裝船,巴哈馬,1
2019/1/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,花蓮港,散裝船,賽普勒斯,1
2018/3/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,香港,1
2017/1/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,花蓮港,散裝船,馬紹爾群島共和國,1
2019/5/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,花蓮港,散裝船,巴拿馬,1
2018/6/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,巴拿馬,1
2018/4/26 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,巴拿馬,1
2018/3/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,江陰,花蓮港,散裝船,巴拿馬,1
2017/8/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,花蓮港,散裝船,巴拿馬,1
2017/10/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,太倉,花蓮港,散裝船,巴拿馬,1
2017/12/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,營口,花蓮港,散裝船,巴拿馬,1
2021/2/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,花蓮港,散裝船,新加坡,1
2018/1/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,新加坡,1
2017/7/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,新加坡,1
2017/1/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,新加坡,1
2017/3/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,花蓮港,散裝船,新加坡,1
2018/2/8 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,花蓮港,散裝船,新加坡,1
2018/9/23 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,花蓮港,散裝船,新加坡,1
2019/11/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,花蓮港,雜貨船,巴哈馬,1
2018/3/13 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,1
2017/10/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,1
2016/4/26 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,1
2018/8/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,1
2017/4/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,1
2018/5/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,1
2017/3/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,1
2020/3/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,1
2016/10/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,1
2016/8/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,1
2016/8/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,1
2020/3/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,中國大陸,1
2021/1/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,花蓮港,雜貨船,賴比瑞亞,1
2019/9/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,花蓮港,雜貨船,馬紹爾群島共和國,1
2019/4/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,花蓮港,雜貨船,馬紹爾群島共和國,1
2019/4/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,花蓮港,雜貨船,巴拿馬,1
2017/11/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,1
2019/1/8 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,1
2019/2/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,1
2017/10/23 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,1
2018/12/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,1
2018/11/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,1
2018/11/13 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,香港,香港,花蓮港,雜貨船,巴哈馬,1
2020/4/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,花蓮港,散裝船,挪威,1
2016/9/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,花蓮港,雜貨船,巴哈馬,1
2018/8/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,阿拉伯聯合大公國,富加瑞(富查伊拉),高雄港,散裝船,馬紹爾群島共和國,1
2017/7/5 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),澳大利亞,布里斯本,高雄港,全貨櫃船,安地卡,1
2017/8/9 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),澳大利亞,布里斯本,高雄港,全貨櫃船,安地卡,1
2017/10/18 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),澳大利亞,布里斯本,高雄港,全貨櫃船,安地卡,1
2017/12/27 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),澳大利亞,布里斯本,高雄港,全貨櫃船,安地卡,1
2017/11/22 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),澳大利亞,布里斯本,高雄港,全貨櫃船,安地卡,1
2018/1/31 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),澳大利亞,布里斯本,高雄港,全貨櫃船,安地卡,1
