時間,國內港,地區別,貨物別,價值(新臺幣千元),重量(公噸)
108年02月,麥寮港,新加坡,化學或有關工業產品,481808,37664
108年02月,麥寮港,印尼,化學或有關工業產品,11710,520
108年02月,麥寮港,印度,化學或有關工業產品,236755,10196
108年02月,麥寮港,美國,化學或有關工業產品,252562,60100
108年02月,麥寮港,加拿大,化學或有關工業產品,220911,54400
108年02月,麥寮港,澳洲,化學或有關工業產品,384651,79600
108年02月,麥寮港,比利時,化學或有關工業產品,49782,1981
108年03月,麥寮港,韓國,礦產品,8043246,443023
108年03月,麥寮港,香港,礦產品,14076,616
108年03月,麥寮港,中國大陸,礦產品,1687979,155147
108年03月,麥寮港,越南,礦產品,191236,23329
108年03月,麥寮港,馬來西亞,礦產品,144210,10457
108年03月,麥寮港,新加坡,礦產品,3009190,205466
108年03月,麥寮港,菲律賓,礦產品,719806,40407
108年03月,麥寮港,澳洲,礦產品,2355160,130866
108年03月,麥寮港,大洋洲其他地區,礦產品,66179,3591
108年03月,麥寮港,日本,化學或有關工業產品,370086,25213
108年03月,麥寮港,韓國,化學或有關工業產品,978497,38656
108年03月,麥寮港,香港,化學或有關工業產品,30125,1000
108年03月,麥寮港,中國大陸,化學或有關工業產品,13186513,504036
108年03月,麥寮港,越南,化學或有關工業產品,158813,11400
108年03月,麥寮港,泰國,化學或有關工業產品,176258,22760
108年03月,麥寮港,新加坡,化學或有關工業產品,308730,20508
108年03月,麥寮港,菲律賓,化學或有關工業產品,85395,14000
108年03月,麥寮港,印尼,化學或有關工業產品,23747,1000
108年03月,麥寮港,印度,化學或有關工業產品,550840,21603
108年03月,麥寮港,美國,化學或有關工業產品,244736,27665
108年03月,麥寮港,加拿大,化學或有關工業產品,34524,8000
108年03月,麥寮港,澳洲,化學或有關工業產品,201718,42000
108年03月,麥寮港,比利時,化學或有關工業產品,70008,2988
108年04月,麥寮港,日本,礦產品,17574,6999
108年04月,麥寮港,韓國,礦產品,11075529,591003
108年04月,麥寮港,香港,礦產品,774786,39150
108年04月,麥寮港,中國大陸,礦產品,1901895,169502
108年04月,麥寮港,越南,礦產品,133479,10990
108年04月,麥寮港,馬來西亞,礦產品,856795,59712
108年04月,麥寮港,新加坡,礦產品,3231110,185450
108年04月,麥寮港,菲律賓,礦產品,777591,42475
108年04月,麥寮港,印度,礦產品,115347,6108
108年04月,麥寮港,美國,礦產品,342476,14553
108年04月,麥寮港,澳洲,礦產品,79435,6725
108年04月,麥寮港,大洋洲其他地區,礦產品,30796,1611
108年04月,麥寮港,日本,化學或有關工業產品,71773,1955
108年04月,麥寮港,韓國,化學或有關工業產品,657846,26030
108年04月,麥寮港,中國大陸,化學或有關工業產品,9122630,379668
108年04月,麥寮港,越南,化學或有關工業產品,189813,12400
108年04月,麥寮港,泰國,化學或有關工業產品,23157,999
108年04月,麥寮港,馬來西亞,化學或有關工業產品,228816,10297
108年04月,麥寮港,新加坡,化學或有關工業產品,173374,16579
108年04月,麥寮港,印尼,化學或有關工業產品,67725,14200
108年04月,麥寮港,印度,化學或有關工業產品,99662,3000
108年04月,麥寮港,巴基斯坦,化學或有關工業產品,90162,3000
108年04月,麥寮港,加拿大,化學或有關工業產品,229113,46300
108年04月,麥寮港,澳洲,化學或有關工業產品,325795,55200
108年04月,麥寮港,義大利,化學或有關工業產品,95915,2625
108年05月,麥寮港,中國大陸,"機械用具電機設備,電視影像錄音機",41256,233
108年05月,麥寮港,韓國,礦產品,3756142,196005
108年05月,麥寮港,香港,礦產品,1585797,77705
108年05月,麥寮港,中國大陸,礦產品,1406942,136480
108年05月,麥寮港,越南,礦產品,184616,20284
108年05月,麥寮港,馬來西亞,礦產品,1163598,63416
108年05月,麥寮港,新加坡,礦產品,4633468,244150
108年05月,麥寮港,菲律賓,礦產品,5080245,267815
108年05月,麥寮港,印尼,礦產品,608034,30678
108年05月,麥寮港,印度,礦產品,56651,2947
108年05月,麥寮港,奈及利亞,礦產品,2674084,139086
108年05月,麥寮港,美國,礦產品,228390,8968
108年05月,麥寮港,大洋洲其他地區,礦產品,358824,18472
108年05月,麥寮港,日本,化學或有關工業產品,113349,6981
108年05月,麥寮港,韓國,化學或有關工業產品,435800,16482
108年05月,麥寮港,中國大陸,化學或有關工業產品,6179586,270124
108年05月,麥寮港,越南,化學或有關工業產品,298426,21591
108年05月,麥寮港,馬來西亞,化學或有關工業產品,102500,4917
108年05月,麥寮港,新加坡,化學或有關工業產品,113018,4802
108年05月,麥寮港,印尼,化學或有關工業產品,28310,1150
108年05月,麥寮港,印度,化學或有關工業產品,103537,10050
108年05月,麥寮港,美國,化學或有關工業產品,171116,33400
108年05月,麥寮港,加拿大,化學或有關工業產品,50894,10000
108年05月,麥寮港,澳洲,化學或有關工業產品,343274,57800
108年06月,麥寮港,中國大陸,"機械用具電機設備,電視影像錄音機",373832,1121
108年06月,麥寮港,日本,礦產品,994211,59853
108年06月,麥寮港,韓國,礦產品,12727767,711886
108年06月,麥寮港,香港,礦產品,1542556,74784
108年06月,麥寮港,中國大陸,礦產品,1263941,172484
108年06月,麥寮港,越南,礦產品,172603,13225
108年06月,麥寮港,馬來西亞,礦產品,3021259,166857
108年06月,麥寮港,新加坡,礦產品,1552483,115748
108年06月,麥寮港,菲律賓,礦產品,2385532,127519
108年06月,麥寮港,印尼,礦產品,608379,30042
108年06月,麥寮港,印度,礦產品,109855,5706
108年06月,麥寮港,阿拉伯聯合大公國,礦產品,1721102,89664
108年06月,麥寮港,奈及利亞,礦產品,1024590,60426
108年06月,麥寮港,美國,礦產品,60826,3097
108年06月,麥寮港,澳洲,礦產品,1337340,74604
108年06月,麥寮港,大洋洲其他地區,礦產品,155246,8998
108年06月,麥寮港,日本,化學或有關工業產品,146884,3917
108年06月,麥寮港,韓國,化學或有關工業產品,1098183,46945
108年06月,麥寮港,中國大陸,化學或有關工業產品,7887213,341140
108年06月,麥寮港,越南,化學或有關工業產品,333868,20860
108年06月,麥寮港,泰國,化學或有關工業產品,217476,14834
108年06月,麥寮港,馬來西亞,化學或有關工業產品,94280,5186
108年06月,麥寮港,新加坡,化學或有關工業產品,140333,8748
108年06月,麥寮港,菲律賓,化學或有關工業產品,100904,2900
108年06月,麥寮港,印度,化學或有關工業產品,182384,6300
108年06月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,28819,1150
108年06月,麥寮港,阿拉伯聯合大公國,化學或有關工業產品,59781,2000
108年06月,麥寮港,土耳其,化學或有關工業產品,77686,2000
108年06月,麥寮港,美國,化學或有關工業產品,174715,28329
108年06月,麥寮港,加拿大,化學或有關工業產品,127935,25000
108年06月,麥寮港,巴西,化學或有關工業產品,26000,1000
108年06月,麥寮港,澳洲,化學或有關工業產品,556466,93400
108年07月,麥寮港,日本,礦產品,502507,31293
108年07月,麥寮港,韓國,礦產品,9450191,532107
108年07月,麥寮港,香港,礦產品,734492,38987
108年07月,麥寮港,中國大陸,礦產品,734479,90123
108年07月,麥寮港,越南,礦產品,202164,22295
108年07月,麥寮港,馬來西亞,礦產品,291743,20437
108年07月,麥寮港,新加坡,礦產品,3251085,219390
108年07月,麥寮港,菲律賓,礦產品,2822035,157157
108年07月,麥寮港,印度,礦產品,187780,10523
108年07月,麥寮港,巴基斯坦,礦產品,1117008,58239
108年07月,麥寮港,阿拉伯聯合大公國,礦產品,533908,30590
108年07月,麥寮港,亞洲其他地區,礦產品,99173,5429
108年07月,麥寮港,美國,礦產品,203238,8969
108年07月,麥寮港,中美洲其他地區,礦產品,536770,30363
108年07月,麥寮港,澳洲,礦產品,81236,6720
108年07月,麥寮港,日本,化學或有關工業產品,189975,6921
108年07月,麥寮港,韓國,化學或有關工業產品,654527,25933
108年07月,麥寮港,中國大陸,化學或有關工業產品,9036142,385746
108年07月,麥寮港,越南,化學或有關工業產品,375830,20455
108年07月,麥寮港,泰國,化學或有關工業產品,135530,8932
108年07月,麥寮港,新加坡,化學或有關工業產品,372357,22986
108年07月,麥寮港,菲律賓,化學或有關工業產品,76013,15800
108年07月,麥寮港,美國,化學或有關工業產品,220394,34500
108年07月,麥寮港,加拿大,化學或有關工業產品,147964,30348
108年07月,麥寮港,澳洲,化學或有關工業產品,328989,60400
108年07月,麥寮港,紐西蘭,化學或有關工業產品,47126,9200
108年07月,麥寮港,比利時,化學或有關工業產品,119982,4997
108年08月,麥寮港,日本,礦產品,1950998,115382
108年08月,麥寮港,韓國,礦產品,6204280,347330
108年08月,麥寮港,香港,礦產品,3045882,161037
108年08月,麥寮港,中國大陸,礦產品,660831,118899
108年08月,麥寮港,越南,礦產品,155733,13340
108年08月,麥寮港,馬來西亞,礦產品,3412551,186034
108年08月,麥寮港,新加坡,礦產品,860196,60115
108年08月,麥寮港,菲律賓,礦產品,3407026,192882
108年08月,麥寮港,印尼,礦產品,1103695,61604
108年08月,麥寮港,印度,礦產品,677915,40630
108年08月,麥寮港,大洋洲其他地區,礦產品,313636,17667
108年08月,麥寮港,日本,化學或有關工業產品,149864,8237
108年08月,麥寮港,韓國,化學或有關工業產品,445378,18096
108年08月,麥寮港,中國大陸,化學或有關工業產品,6896008,308822
108年08月,麥寮港,越南,化學或有關工業產品,373327,24810
108年08月,麥寮港,泰國,化學或有關工業產品,22767,1028
108年08月,麥寮港,馬來西亞,化學或有關工業產品,310220,15384
108年08月,麥寮港,新加坡,化學或有關工業產品,184689,13955
108年08月,麥寮港,印尼,化學或有關工業產品,49043,10200
108年08月,麥寮港,印度,化學或有關工業產品,114678,4000
108年08月,麥寮港,美國,化學或有關工業產品,151945,25950
108年08月,麥寮港,加拿大,化學或有關工業產品,91847,19200
108年08月,麥寮港,澳洲,化學或有關工業產品,325900,64785
108年08月,麥寮港,比利時,化學或有關工業產品,169541,6982
108年08月,麥寮港,義大利,化學或有關工業產品,87904,2622
108年08月,麥寮港,英國,化學或有關工業產品,24583,995
108年08月,麥寮港,西班牙,化學或有關工業產品,88711,3797
108年10月,麥寮港,日本,礦產品,3801600,222735
108年10月,麥寮港,韓國,礦產品,7276552,416550
108年10月,麥寮港,香港,礦產品,1426126,78683
108年10月,麥寮港,中國大陸,礦產品,898714,131424
108年10月,麥寮港,越南,礦產品,210170,17675
108年10月,麥寮港,新加坡,礦產品,3762124,219543
108年10月,麥寮港,菲律賓,礦產品,1777574,97988
108年10月,麥寮港,印尼,礦產品,555810,30995
108年10月,麥寮港,印度,礦產品,261568,14721
108年10月,麥寮港,亞洲其他地區,礦產品,119146,6623
108年10月,麥寮港,澳洲,礦產品,3121337,174434
108年10月,麥寮港,大洋洲其他地區,礦產品,133280,7725
108年10月,麥寮港,日本,化學或有關工業產品,63304,1904
108年10月,麥寮港,韓國,化學或有關工業產品,110545,4752
108年10月,麥寮港,中國大陸,化學或有關工業產品,7684030,339527
108年10月,麥寮港,越南,化學或有關工業產品,514994,24121
108年10月,麥寮港,泰國,化學或有關工業產品,75470,4489
108年10月,麥寮港,馬來西亞,化學或有關工業產品,125445,5202
108年10月,麥寮港,新加坡,化學或有關工業產品,57655,4153
108年10月,麥寮港,印度,化學或有關工業產品,102069,8476
108年10月,麥寮港,美國,化學或有關工業產品,122001,30320
108年10月,麥寮港,加拿大,化學或有關工業產品,94523,24000
108年10月,麥寮港,澳洲,化學或有關工業產品,683033,149800
108年11月,麥寮港,日本,礦產品,1533250,88589
108年11月,麥寮港,韓國,礦產品,8385577,488191
108年11月,麥寮港,香港,礦產品,712653,39128
108年11月,麥寮港,中國大陸,礦產品,701110,115789
108年11月,麥寮港,越南,礦產品,223680,24625
108年11月,麥寮港,馬來西亞,礦產品,672149,53548
108年11月,麥寮港,新加坡,礦產品,2352989,127501
108年11月,麥寮港,菲律賓,礦產品,193330,8970
108年11月,麥寮港,印度,礦產品,98849,5704
108年11月,麥寮港,大洋洲其他地區,礦產品,125977,6882
108年11月,麥寮港,日本,化學或有關工業產品,172982,9633
108年11月,麥寮港,韓國,化學或有關工業產品,592834,21603
108年11月,麥寮港,中國大陸,化學或有關工業產品,9352813,429341
108年11月,麥寮港,越南,化學或有關工業產品,210364,11210
108年11月,麥寮港,泰國,化學或有關工業產品,299594,11445
108年11月,麥寮港,馬來西亞,化學或有關工業產品,114982,5227
108年11月,麥寮港,新加坡,化學或有關工業產品,191099,11121
108年11月,麥寮港,印尼,化學或有關工業產品,118764,5050
108年11月,麥寮港,印度,化學或有關工業產品,114271,10661
108年11月,麥寮港,美國,化學或有關工業產品,87288,22000
108年11月,麥寮港,加拿大,化學或有關工業產品,85700,21600
108年11月,麥寮港,紐西蘭,化學或有關工業產品,39239,9200
108年11月,麥寮港,比利時,化學或有關工業產品,243118,11775
108年11月,麥寮港,西班牙,化學或有關工業產品,41495,1710
108年12月,麥寮港,韓國,礦產品,11468670,660351
108年12月,麥寮港,香港,礦產品,1452797,78843
108年12月,麥寮港,中國大陸,礦產品,825357,59024
108年12月,麥寮港,越南,礦產品,268150,58601
108年12月,麥寮港,馬來西亞,礦產品,557601,28417
108年12月,麥寮港,新加坡,礦產品,3560562,209865
108年12月,麥寮港,菲律賓,礦產品,687115,40773
108年12月,麥寮港,印度,礦產品,100431,5776
108年12月,麥寮港,巴基斯坦,礦產品,68806,4019
108年12月,麥寮港,斯里蘭卡,礦產品,560966,30450
108年12月,麥寮港,亞洲其他地區,礦產品,196806,11059
108年12月,麥寮港,澳洲,礦產品,81873,6515
108年12月,麥寮港,日本,化學或有關工業產品,179255,11288
108年12月,麥寮港,韓國,化學或有關工業產品,505885,21288
108年12月,麥寮港,香港,化學或有關工業產品,75858,3000
108年12月,麥寮港,中國大陸,化學或有關工業產品,7237711,356595
108年12月,麥寮港,越南,化學或有關工業產品,202377,10600
108年12月,麥寮港,泰國,化學或有關工業產品,76029,6750
108年12月,麥寮港,馬來西亞,化學或有關工業產品,213224,10423
108年12月,麥寮港,新加坡,化學或有關工業產品,416310,26522
108年12月,麥寮港,菲律賓,化學或有關工業產品,111660,4380
108年12月,麥寮港,印尼,化學或有關工業產品,82989,3500
108年12月,麥寮港,印度,化學或有關工業產品,156892,7725
108年12月,麥寮港,美國,化學或有關工業產品,120453,30600
108年12月,麥寮港,加拿大,化學或有關工業產品,41725,10600
108年12月,麥寮港,澳洲,化學或有關工業產品,230315,56000
108年12月,麥寮港,比利時,化學或有關工業產品,171482,7472
108年12月,麥寮港,義大利,化學或有關工業產品,90887,2624
108年12月,麥寮港,英國,化學或有關工業產品,24736,994
108年12月,麥寮港,西班牙,化學或有關工業產品,68100,2647
109年01月,麥寮港,中國大陸,"機械用具電機設備,電視影像錄音機",43903,182
109年01月,麥寮港,美國,"機械用具電機設備,電視影像錄音機",59248,143
109年01月,麥寮港,中國大陸,車輛航空器船舶運輸設備,6,1
109年01月,麥寮港,日本,礦產品,1099156,61042
109年01月,麥寮港,韓國,礦產品,3269227,182228
109年01月,麥寮港,香港,礦產品,746175,41208
109年01月,麥寮港,中國大陸,礦產品,559776,85776
109年01月,麥寮港,越南,礦產品,112840,24059
109年01月,麥寮港,馬來西亞,礦產品,1756522,98394
109年01月,麥寮港,菲律賓,礦產品,671415,36029
109年01月,麥寮港,阿拉伯聯合大公國,礦產品,1077799,57333
109年01月,麥寮港,澳洲,礦產品,3676025,199685
109年01月,麥寮港,大洋洲其他地區,礦產品,615696,34313
109年01月,麥寮港,日本,化學或有關工業產品,32942,964
109年01月,麥寮港,韓國,化學或有關工業產品,498585,20472
109年01月,麥寮港,香港,化學或有關工業產品,74304,3000
109年01月,麥寮港,中國大陸,化學或有關工業產品,9917389,459971
109年01月,麥寮港,越南,化學或有關工業產品,370538,20810
109年01月,麥寮港,泰國,化學或有關工業產品,22700,1015
109年01月,麥寮港,馬來西亞,化學或有關工業產品,356422,16971
109年01月,麥寮港,新加坡,化學或有關工業產品,321419,25138
109年01月,麥寮港,菲律賓,化學或有關工業產品,109631,4866
109年01月,麥寮港,印尼,化學或有關工業產品,101127,5120
109年01月,麥寮港,印度,化學或有關工業產品,86567,8356
109年01月,麥寮港,美國,化學或有關工業產品,116546,24189
109年01月,麥寮港,加拿大,化學或有關工業產品,38237,10000
109年01月,麥寮港,巴西,化學或有關工業產品,42762,1990
109年01月,麥寮港,澳洲,化學或有關工業產品,478344,111600
109年01月,麥寮港,比利時,化學或有關工業產品,241295,10500
109年02月,麥寮港,韓國,礦產品,2832985,165207
109年02月,麥寮港,香港,礦產品,3380555,186289
109年02月,麥寮港,中國大陸,礦產品,1874245,180022
109年02月,麥寮港,越南,礦產品,179051,17635
109年02月,麥寮港,馬來西亞,礦產品,1014898,57966
109年02月,麥寮港,新加坡,礦產品,4907753,307716
109年02月,麥寮港,菲律賓,礦產品,2828035,169870
109年02月,麥寮港,印尼,礦產品,36783,2098
109年02月,麥寮港,印度,礦產品,52918,3056
109年02月,麥寮港,斯里蘭卡,礦產品,503602,27875
109年02月,麥寮港,阿拉伯聯合大公國,礦產品,2445644,153044
109年02月,麥寮港,亞洲其他地區,礦產品,64402,3583
109年02月,麥寮港,美國,礦產品,205639,8969
109年02月,麥寮港,澳洲,礦產品,3458573,199081
109年02月,麥寮港,大洋洲其他地區,礦產品,721185,41209
109年02月,麥寮港,日本,化學或有關工業產品,93885,3001
109年02月,麥寮港,韓國,化學或有關工業產品,472202,20782
109年02月,麥寮港,香港,化學或有關工業產品,75625,3000
109年02月,麥寮港,中國大陸,化學或有關工業產品,7401647,357641
109年02月,麥寮港,越南,化學或有關工業產品,368693,21687
109年02月,麥寮港,泰國,化學或有關工業產品,147018,12915
109年02月,麥寮港,馬來西亞,化學或有關工業產品,190086,10242
109年02月,麥寮港,新加坡,化學或有關工業產品,229176,16948
109年02月,麥寮港,菲律賓,化學或有關工業產品,61323,8650
109年02月,麥寮港,印尼,化學或有關工業產品,27581,1000
109年02月,麥寮港,印度,化學或有關工業產品,380607,30972
109年02月,麥寮港,美國,化學或有關工業產品,168488,39096
109年02月,麥寮港,加拿大,化學或有關工業產品,169831,44700
109年02月,麥寮港,比利時,化學或有關工業產品,113743,5188
109年03月,麥寮港,美國,卑金屬及其製品,299663,1030
109年03月,麥寮港,美國,"機械用具電機設備,電視影像錄音機",121640,380
109年03月,麥寮港,韓國,礦產品,1562223,131858
109年03月,麥寮港,香港,礦產品,604579,45484
109年03月,麥寮港,中國大陸,礦產品,567167,88790
109年03月,麥寮港,越南,礦產品,151706,15485
109年03月,麥寮港,馬來西亞,礦產品,496872,53759
109年03月,麥寮港,新加坡,礦產品,5809433,401704
109年03月,麥寮港,菲律賓,礦產品,434022,38158
109年03月,麥寮港,印尼,礦產品,34040,1974
109年03月,麥寮港,印度,礦產品,151907,8934
109年03月,麥寮港,亞洲其他地區,礦產品,78894,5153
109年03月,麥寮港,美國,礦產品,178652,8986
109年03月,麥寮港,澳洲,礦產品,600760,50298
109年03月,麥寮港,大洋洲其他地區,礦產品,182462,12470
109年03月,麥寮港,日本,化學或有關工業產品,30285,2991
109年03月,麥寮港,韓國,化學或有關工業產品,684119,33999
109年03月,麥寮港,香港,化學或有關工業產品,66174,2910
109年03月,麥寮港,中國大陸,化學或有關工業產品,6246816,332418
109年03月,麥寮港,越南,化學或有關工業產品,135754,7500
109年03月,麥寮港,泰國,化學或有關工業產品,83532,3985
109年03月,麥寮港,馬來西亞,化學或有關工業產品,52950,4895
109年03月,麥寮港,新加坡,化學或有關工業產品,457948,35043
109年03月,麥寮港,菲律賓,化學或有關工業產品,17166,600
109年03月,麥寮港,印尼,化學或有關工業產品,8386,400
109年03月,麥寮港,印度,化學或有關工業產品,253331,22533
109年03月,麥寮港,阿拉伯聯合大公國,化學或有關工業產品,76897,21000
109年03月,麥寮港,澳洲,化學或有關工業產品,375815,93800
109年03月,麥寮港,比利時,化學或有關工業產品,112047,5125
109年04月,麥寮港,韓國,礦產品,1263964,138013
109年04月,麥寮港,香港,礦產品,453564,46831
109年04月,麥寮港,中國大陸,礦產品,659537,112334
109年04月,麥寮港,越南,礦產品,16719,2215
109年04月,麥寮港,馬來西亞,礦產品,78950,8585
109年04月,麥寮港,新加坡,礦產品,194378,32347
109年04月,麥寮港,菲律賓,礦產品,1799103,191853
109年04月,麥寮港,印尼,礦產品,33143,2090
109年04月,麥寮港,印度,礦產品,39619,2302
109年04月,麥寮港,美國,礦產品,227970,38909
109年04月,麥寮港,澳洲,礦產品,733109,76966
109年04月,麥寮港,日本,化學或有關工業產品,137054,5914
109年04月,麥寮港,韓國,化學或有關工業產品,334171,22489
109年04月,麥寮港,香港,化學或有關工業產品,57345,3000
109年04月,麥寮港,中國大陸,化學或有關工業產品,5512169,374008
109年04月,麥寮港,越南,化學或有關工業產品,92298,6500
109年04月,麥寮港,泰國,化學或有關工業產品,78834,9848
109年04月,麥寮港,馬來西亞,化學或有關工業產品,51311,4800
109年04月,麥寮港,新加坡,化學或有關工業產品,188084,18381
109年04月,麥寮港,印尼,化學或有關工業產品,16481,1000
109年04月,麥寮港,美國,化學或有關工業產品,217487,55995
109年04月,麥寮港,加拿大,化學或有關工業產品,144289,41400
109年04月,麥寮港,澳洲,化學或有關工業產品,218872,56000
109年04月,麥寮港,荷蘭,化學或有關工業產品,35565,10500
109年05月,麥寮港,韓國,礦產品,1794247,290702
109年05月,麥寮港,香港,礦產品,344620,78136
109年05月,麥寮港,中國大陸,礦產品,749162,141498
109年05月,麥寮港,越南,礦產品,143572,29995
109年05月,麥寮港,馬來西亞,礦產品,362153,78777
109年05月,麥寮港,新加坡,礦產品,1006050,181571
109年05月,麥寮港,菲律賓,礦產品,1630985,245789
109年05月,麥寮港,澳洲,礦產品,354839,49058
109年05月,麥寮港,馬紹爾群島,礦產品,22551,4657
109年05月,麥寮港,大洋洲其他地區,礦產品,60319,11147
109年05月,麥寮港,日本,化學或有關工業產品,25175,2992
109年05月,麥寮港,韓國,化學或有關工業產品,283871,29823
109年05月,麥寮港,香港,化學或有關工業產品,47560,3000
109年05月,麥寮港,中國大陸,化學或有關工業產品,5655674,423512
109年05月,麥寮港,越南,化學或有關工業產品,148280,13050
109年05月,麥寮港,泰國,化學或有關工業產品,46799,3399
109年05月,麥寮港,新加坡,化學或有關工業產品,121263,14837
109年05月,麥寮港,菲律賓,化學或有關工業產品,44454,2300
109年05月,麥寮港,印尼,化學或有關工業產品,109166,8497
109年05月,麥寮港,美國,化學或有關工業產品,98278,23302
109年05月,麥寮港,加拿大,化學或有關工業產品,75521,23000
109年05月,麥寮港,澳洲,化學或有關工業產品,253500,57300
109年06月,麥寮港,美國,卑金屬及其製品,42316,227
109年06月,麥寮港,美國,"機械用具電機設備,電視影像錄音機",86830,308
109年06月,麥寮港,韓國,礦產品,1497872,158210
109年06月,麥寮港,香港,礦產品,976056,120593
109年06月,麥寮港,中國大陸,礦產品,526381,97270
109年06月,麥寮港,越南,礦產品,75236,13160
109年06月,麥寮港,馬來西亞,礦產品,657440,81391
109年06月,麥寮港,新加坡,礦產品,1302685,162203
109年06月,麥寮港,菲律賓,礦產品,4120337,472237
109年06月,麥寮港,印尼,礦產品,28043,1966
109年06月,麥寮港,印度,礦產品,36808,3016
109年06月,麥寮港,大洋洲其他地區,礦產品,12066,1613
109年06月,麥寮港,日本,化學或有關工業產品,115990,8590
109年06月,麥寮港,韓國,化學或有關工業產品,284992,25061
109年06月,麥寮港,中國大陸,化學或有關工業產品,5690476,381802
109年06月,麥寮港,越南,化學或有關工業產品,178034,13600
109年06月,麥寮港,泰國,化學或有關工業產品,13892,1000
109年06月,麥寮港,馬來西亞,化學或有關工業產品,152001,11353
109年06月,麥寮港,新加坡,化學或有關工業產品,138430,14769
109年06月,麥寮港,印度,化學或有關工業產品,92624,11547
109年06月,麥寮港,美國,化學或有關工業產品,71692,20000
109年06月,麥寮港,加拿大,化學或有關工業產品,45166,12600
109年06月,麥寮港,澳洲,化學或有關工業產品,375730,95800
109年07月,麥寮港,韓國,礦產品,988272,90242
109年07月,麥寮港,香港,礦產品,390277,39412
109年07月,麥寮港,中國大陸,礦產品,388694,98542
109年07月,麥寮港,越南,礦產品,64950,13525
109年07月,麥寮港,馬來西亞,礦產品,2199353,212997
109年07月,麥寮港,新加坡,礦產品,342975,29309
109年07月,麥寮港,菲律賓,礦產品,3193634,296513
109年07月,麥寮港,印度,礦產品,56901,4443
109年07月,麥寮港,澳洲,礦產品,442034,40125
109年07月,麥寮港,大洋洲其他地區,礦產品,34075,3174
109年07月,麥寮港,日本,化學或有關工業產品,49726,1999
109年07月,麥寮港,韓國,化學或有關工業產品,406213,33438
109年07月,麥寮港,香港,化學或有關工業產品,53681,3000
109年07月,麥寮港,中國大陸,化學或有關工業產品,5669603,347233
109年07月,麥寮港,越南,化學或有關工業產品,298387,23624
109年07月,麥寮港,泰國,化學或有關工業產品,16972,1025
109年07月,麥寮港,馬來西亞,化學或有關工業產品,38288,3335
109年07月,麥寮港,新加坡,化學或有關工業產品,134275,14765
109年07月,麥寮港,印尼,化學或有關工業產品,23769,1420
109年07月,麥寮港,印度,化學或有關工業產品,166233,20025
109年07月,麥寮港,美國,化學或有關工業產品,36162,10000
109年07月,麥寮港,加拿大,化學或有關工業產品,22420,6200
109年07月,麥寮港,比利時,化學或有關工業產品,66538,4146
109年08月,麥寮港,韓國,礦產品,2455501,229886
109年08月,麥寮港,香港,礦產品,903827,82781
109年08月,麥寮港,中國大陸,礦產品,363185,109175
109年08月,麥寮港,越南,礦產品,125441,13305
109年08月,麥寮港,馬來西亞,礦產品,576813,59185
109年08月,麥寮港,新加坡,礦產品,316243,41880
109年08月,麥寮港,菲律賓,礦產品,2178474,201945
109年08月,麥寮港,印尼,礦產品,28250,1911
109年08月,麥寮港,印度,礦產品,42674,3167
109年08月,麥寮港,亞洲其他地區,礦產品,38410,3734
109年08月,麥寮港,澳洲,礦產品,527204,48582
109年08月,麥寮港,馬紹爾群島,礦產品,63851,5831
109年08月,麥寮港,韓國,化學或有關工業產品,476398,34203
109年08月,麥寮港,香港,化學或有關工業產品,54670,3000
109年08月,麥寮港,中國大陸,化學或有關工業產品,4698972,299720
109年08月,麥寮港,越南,化學或有關工業產品,152491,11630
109年08月,麥寮港,馬來西亞,化學或有關工業產品,123958,10454
109年08月,麥寮港,新加坡,化學或有關工業產品,245021,23900
109年08月,麥寮港,菲律賓,化學或有關工業產品,8614,494
109年08月,麥寮港,印尼,化學或有關工業產品,42442,2200
109年08月,麥寮港,印度,化學或有關工業產品,172107,17250
109年08月,麥寮港,美國,化學或有關工業產品,95174,27200
109年08月,麥寮港,加拿大,化學或有關工業產品,100695,30800
109年08月,麥寮港,澳洲,化學或有關工業產品,220402,55600
109年09月,麥寮港,美國,卑金屬及其製品,154719,479
109年09月,麥寮港,美國,"機械用具電機設備,電視影像錄音機",140579,118
109年09月,麥寮港,韓國,礦產品,3589841,349500
109年09月,麥寮港,香港,礦產品,725158,74829
109年09月,麥寮港,中國大陸,礦產品,671544,108130
109年09月,麥寮港,越南,礦產品,126120,13215
109年09月,麥寮港,泰國,礦產品,401910,34134
109年09月,麥寮港,馬來西亞,礦產品,297365,39752
109年09月,麥寮港,新加坡,礦產品,26966,1916
109年09月,麥寮港,菲律賓,礦產品,1287840,125059
109年09月,麥寮港,印尼,礦產品,34470,2402
109年09月,麥寮港,印度,礦產品,78595,5728
109年09月,麥寮港,日本,化學或有關工業產品,78527,4981
109年09月,麥寮港,韓國,化學或有關工業產品,425700,27160
109年09月,麥寮港,香港,化學或有關工業產品,52820,3000
109年09月,麥寮港,中國大陸,化學或有關工業產品,4146096,264527
109年09月,麥寮港,越南,化學或有關工業產品,132263,9600
109年09月,麥寮港,泰國,化學或有關工業產品,51940,6100
109年09月,麥寮港,新加坡,化學或有關工業產品,93429,9987
109年09月,麥寮港,菲律賓,化學或有關工業產品,19582,900
109年09月,麥寮港,印尼,化學或有關工業產品,20117,800
109年09月,麥寮港,印度,化學或有關工業產品,87188,10649
