時間,國內港,地區別,貨物別,價值(新臺幣千元),重量(公噸)
105年11月,金門港,中國大陸,"調製食品,飲料,煙酒類",280871,2023
105年11月,金門港,中國大陸,礦產品,429,1
105年11月,金門港,中國大陸,化學或有關工業產品,103376,293
105年11月,金門港,中國大陸,塑膠橡膠及其製品,59784,159
105年11月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",4610,7
105年12月,金門港,中國大陸,動物產品,150753,5357
105年12月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",13386,22
105年12月,金門港,中國大陸,紡織品及其製品,111673,350
105年12月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",4472,26
105年12月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",18454,31
105年12月,金門港,中國大陸,卑金屬及其製品,53379,115
105年12月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",502475,234
105年12月,金門港,中國大陸,車輛航空器船舶運輸設備,34655,155
105年12月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",18791,5
105年12月,金門港,中國大陸,植物產品,128785,1472
105年12月,金門港,中國大陸,"家具玩具運動用品,雜項製品",20237,13
105年12月,金門港,中國大陸,動植物油脂及其分解物,2388,42
105年12月,金門港,中國大陸,"調製食品,飲料,煙酒類",373173,2355
105年12月,金門港,中國大陸,化學或有關工業產品,96000,332
105年12月,金門港,中國大陸,塑膠橡膠及其製品,79234,200
105年12月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",2096,2
105年12月,金門港,中國大陸,"木及木製品,軟木及軟木製品",1608,1
106年01月,金門港,中國大陸,動物產品,103966,3130
106年01月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",7390,9
106年01月,金門港,中國大陸,紡織品及其製品,40076,110
106年01月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",1024,14
106年01月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",9265,6
106年01月,金門港,中國大陸,卑金屬及其製品,24378,64
106年01月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",223089,120
106年01月,金門港,中國大陸,車輛航空器船舶運輸設備,11313,54
106年01月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",2799,3
106年01月,金門港,中國大陸,植物產品,148339,1888
106年01月,金門港,中國大陸,"家具玩具運動用品,雜項製品",7590,7
106年01月,金門港,中國大陸,動植物油脂及其分解物,2254,37
106年01月,金門港,中國大陸,"調製食品,飲料,煙酒類",235250,2089
106年01月,金門港,中國大陸,化學或有關工業產品,48521,165
106年01月,金門港,中國大陸,塑膠橡膠及其製品,37024,75
106年01月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",769,2
106年02月,金門港,中國大陸,動物產品,83603,2709
106年02月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",8438,16
106年02月,金門港,中國大陸,紡織品及其製品,107983,276
106年02月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",1718,12
106年02月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",20310,27
106年02月,金門港,中國大陸,卑金屬及其製品,53452,122
106年02月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",306296,192
106年02月,金門港,中國大陸,車輛航空器船舶運輸設備,32956,102
106年02月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",11388,7
106年02月,金門港,中國大陸,植物產品,162654,2735
106年02月,金門港,中國大陸,"家具玩具運動用品,雜項製品",8345,10
106年02月,金門港,中國大陸,動植物油脂及其分解物,491,2
106年02月,金門港,中國大陸,"調製食品,飲料,煙酒類",270638,2666
106年02月,金門港,中國大陸,礦產品,172,1
106年02月,金門港,中國大陸,化學或有關工業產品,62220,299
106年02月,金門港,中國大陸,塑膠橡膠及其製品,53638,151
106年02月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1861,4
106年03月,金門港,中國大陸,動物產品,76796,2580
106年03月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",11314,16
106年03月,金門港,中國大陸,紡織品及其製品,135251,329
106年03月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",4448,37
106年03月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",22852,21
106年03月,金門港,中國大陸,卑金屬及其製品,57365,106
106年03月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",164651,255
106年03月,金門港,中國大陸,車輛航空器船舶運輸設備,31141,75
106年03月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",15011,3
106年03月,金門港,中國大陸,植物產品,301711,5761
106年03月,金門港,中國大陸,"家具玩具運動用品,雜項製品",18367,20
106年03月,金門港,中國大陸,動植物油脂及其分解物,2921,21
106年03月,金門港,香港,"調製食品,飲料,煙酒類",1710,2
106年03月,金門港,中國大陸,"調製食品,飲料,煙酒類",345257,3454
106年03月,金門港,中國大陸,礦產品,124,1
106年03月,金門港,中國大陸,化學或有關工業產品,74126,229
106年03月,金門港,中國大陸,塑膠橡膠及其製品,48848,120
106年03月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1380,2
106年04月,金門港,中國大陸,動物產品,81750,2930
106年04月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",16458,20
106年04月,金門港,中國大陸,紡織品及其製品,144961,359
106年04月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",5040,29
106年04月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",18130,28
106年04月,金門港,中國大陸,卑金屬及其製品,69862,129
106年04月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",168505,270
106年04月,金門港,中國大陸,車輛航空器船舶運輸設備,36680,64
106年04月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",25493,6
106年04月,金門港,中國大陸,植物產品,404601,8064
106年04月,金門港,中國大陸,"家具玩具運動用品,雜項製品",24941,26
106年04月,金門港,中國大陸,動植物油脂及其分解物,543,3
106年04月,金門港,中國大陸,"調製食品,飲料,煙酒類",360782,3101
106年04月,金門港,中國大陸,化學或有關工業產品,112197,213
106年04月,金門港,中國大陸,塑膠橡膠及其製品,58222,146
106年04月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1150,1
106年04月,金門港,中國大陸,"木及木製品,軟木及軟木製品",1105,1
106年05月,金門港,中國大陸,動物產品,157287,5136
106年05月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",12784,16
106年05月,金門港,中國大陸,紡織品及其製品,101401,280
106年05月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",4459,35
106年05月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",15936,11
106年05月,金門港,中國大陸,卑金屬及其製品,55314,112
106年05月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",156238,259
106年05月,金門港,中國大陸,車輛航空器船舶運輸設備,34722,103
106年05月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",9614,7
106年05月,金門港,中國大陸,植物產品,380406,7573
106年05月,金門港,中國大陸,"家具玩具運動用品,雜項製品",22111,20
106年05月,金門港,中國大陸,動植物油脂及其分解物,1142,20
106年05月,金門港,中國大陸,"調製食品,飲料,煙酒類",323225,3318
106年05月,金門港,中國大陸,礦產品,221,2
106年05月,金門港,中國大陸,化學或有關工業產品,102080,333
106年05月,金門港,中國大陸,塑膠橡膠及其製品,69672,148
106年05月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1201,1
106年06月,金門港,中國大陸,動物產品,328002,10224
106年06月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",9160,13
106年06月,金門港,中國大陸,紡織品及其製品,126797,325
106年06月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",4680,28
106年06月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",15045,12
106年06月,金門港,中國大陸,卑金屬及其製品,61819,142
106年06月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",166727,284
106年06月,金門港,中國大陸,車輛航空器船舶運輸設備,40154,81
106年06月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",11730,3
106年06月,金門港,中國大陸,植物產品,201383,3208
106年06月,金門港,中國大陸,"家具玩具運動用品,雜項製品",22366,15
106年06月,金門港,中國大陸,動植物油脂及其分解物,734,14
106年06月,金門港,中國大陸,"調製食品,飲料,煙酒類",326953,2726
106年06月,金門港,中國大陸,化學或有關工業產品,78645,289
106年06月,金門港,中國大陸,塑膠橡膠及其製品,70369,157
106年06月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",2080,2
106年07月,金門港,中國大陸,動物產品,228814,7359
106年07月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",7390,17
106年07月,金門港,中國大陸,紡織品及其製品,114949,336
106年07月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",8211,23
106年07月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",23479,24
106年07月,金門港,中國大陸,卑金屬及其製品,55629,122
106年07月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",144154,275
106年07月,金門港,中國大陸,車輛航空器船舶運輸設備,45044,126
106年07月,金門港,中國大陸,植物產品,217233,2900
106年07月,金門港,中國大陸,"家具玩具運動用品,雜項製品",10967,8
106年07月,金門港,中國大陸,動植物油脂及其分解物,2382,38
106年07月,金門港,中國大陸,"調製食品,飲料,煙酒類",396954,5140
106年07月,金門港,中國大陸,礦產品,204,1
106年07月,金門港,中國大陸,化學或有關工業產品,98055,369
106年07月,金門港,中國大陸,塑膠橡膠及其製品,74131,188
106年08月,金門港,中國大陸,動物產品,103095,3235
106年08月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",9871,12
106年08月,金門港,中國大陸,紡織品及其製品,128162,322
106年08月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",9384,23
106年08月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",13327,5
106年08月,金門港,中國大陸,卑金屬及其製品,56961,95
106年08月,金門港,香港,"機械用具電機設備,電視影像錄音機",413,1
106年08月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",160651,275
106年08月,金門港,中國大陸,車輛航空器船舶運輸設備,36853,70
106年08月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",12986,5
106年08月,金門港,中國大陸,植物產品,94518,1406
106年08月,金門港,中國大陸,"家具玩具運動用品,雜項製品",13766,10
106年08月,金門港,中國大陸,動植物油脂及其分解物,694,9
106年08月,金門港,中國大陸,"調製食品,飲料,煙酒類",369906,3757
106年08月,金門港,中國大陸,礦產品,515,4
106年08月,金門港,中國大陸,化學或有關工業產品,81465,279
106年08月,金門港,中國大陸,塑膠橡膠及其製品,68956,157
106年08月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",2605,2
106年09月,金門港,中國大陸,動物產品,67880,1880
106年09月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",4969,10
106年09月,金門港,中國大陸,紡織品及其製品,123081,323
106年09月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",3935,17
106年09月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",17015,9
106年09月,金門港,中國大陸,卑金屬及其製品,54193,97
106年09月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",151891,215
106年09月,金門港,中國大陸,車輛航空器船舶運輸設備,36598,78
106年09月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",10923,1
106年09月,金門港,中國大陸,植物產品,164227,2983
106年09月,金門港,中國大陸,"家具玩具運動用品,雜項製品",17995,12
106年09月,金門港,中國大陸,動植物油脂及其分解物,718,12
106年09月,金門港,中國大陸,"調製食品,飲料,煙酒類",347170,2375
106年09月,金門港,中國大陸,礦產品,1150,3
106年09月,金門港,中國大陸,化學或有關工業產品,92585,208
106年09月,金門港,中國大陸,塑膠橡膠及其製品,61773,130
106年09月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1808,2
106年10月,金門港,中國大陸,動物產品,107745,4085
106年10月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",8084,11
106年10月,金門港,中國大陸,紡織品及其製品,132128,378
106年10月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",5344,4
106年10月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",11617,6
106年10月,金門港,中國大陸,卑金屬及其製品,60147,115
106年10月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",161224,224
106年10月,金門港,中國大陸,車輛航空器船舶運輸設備,37963,78
106年10月,金門港,中國大陸,植物產品,72962,869
106年10月,金門港,中國大陸,"家具玩具運動用品,雜項製品",10738,9
106年10月,金門港,中國大陸,動植物油脂及其分解物,372,5
106年10月,金門港,中國大陸,"調製食品,飲料,煙酒類",391552,2822
106年10月,金門港,中國大陸,礦產品,170,2
106年10月,金門港,中國大陸,化學或有關工業產品,128460,371
106年10月,金門港,中國大陸,塑膠橡膠及其製品,71924,169
