時間,臺灣港口,貨物別,地區別,重量(公噸)
103年07月,臺中港,液鹼,江蘇張家港,6000
103年07月,臺中港,肥料,廣西防城,5018
103年07月,臺中港,肥料,山東龍口,12850
103年07月,臺中港,肥料,山東煙臺,6000
103年07月,臺中港,其他,上海,2671
103年08月,臺中港,大理石花崗石,福建廈門,131381
103年08月,臺中港,大理石花崗石,福建漳州,15712
103年08月,臺中港,砂礫,福建廈門,27300
103年08月,臺中港,砂礫,福建漳州,10800
103年08月,臺中港,長石、霞石,湖南－－,5500
103年08月,臺中港,煤,河北秦皇島,45760
103年08月,臺中港,焦炭,天津,6761
103年08月,臺中港,焦炭,天津新港,8800
103年08月,臺中港,化工原料,山東萊州,1002
103年08月,臺中港,化工原料,山東嵐山,4395
103年08月,臺中港,化工原料,江蘇鎮江,1964
103年08月,臺中港,化工原料,江蘇張家港,5013
103年08月,臺中港,液鹼,上海,11994
103年08月,臺中港,液鹼,江蘇張家港,6005
103年08月,臺中港,肥料,山東煙臺,10700
103年08月,臺中港,其他,湖南－－,2300
103年09月,臺中港,高嶺土,廣西北海,9099
103年09月,臺中港,大理石花崗石,福建松下,26000
103年09月,臺中港,大理石花崗石,福建廈門,77962
103年09月,臺中港,大理石花崗石,福建漳州,6263
103年09月,臺中港,砂礫,福建廈門,71300
103年09月,臺中港,砂礫,福建漳州,24000
103年09月,臺中港,長石、霞石,福建福州,4900
103年09月,臺中港,長石、霞石,山東蓬萊,17000
103年09月,臺中港,化工原料,山東萊州,1026
103年09月,臺中港,化工原料,山東嵐山,5389
103年09月,臺中港,化工原料,廣西欽州,1050
103年09月,臺中港,化工原料,山東青島,6116
103年09月,臺中港,化工原料,江蘇張家港,3993
103年09月,臺中港,液鹼,山東龍口,8355
103年09月,臺中港,肥料,廣西北海,3185
103年09月,臺中港,肥料,山東龍口,13000
103年09月,臺中港,肥料,江蘇南京,4130
103年09月,臺中港,其他,上海,2700
103年10月,臺中港,高嶺土,廣西北海,9900
103年10月,臺中港,大理石花崗石,福建廈門,64681
103年10月,臺中港,砂礫,福建廈門,30000
103年10月,臺中港,煤,河北秦皇島,19800
103年10月,臺中港,焦炭,江蘇連雲港,3035
103年10月,臺中港,焦炭,天津新港,3201
103年10月,臺中港,化工原料,山東嵐山,838
103年10月,臺中港,化工原料,江蘇鎮江,980
103年10月,臺中港,化工原料,江蘇張家港,2297
103年10月,臺中港,液鹼,上海,6035
103年10月,臺中港,肥料,江蘇鎮江,6528
103年10月,臺中港,其他,天津新港,57
103年11月,臺中港,大理石花崗石,福建廈門,46579
103年11月,臺中港,砂礫,福建廈門,73400
103年11月,臺中港,長石、霞石,廣東廣州,5200
103年11月,臺中港,長石、霞石,山東蓬萊,15000
103年11月,臺中港,煤,河北秦皇島,33283
103年11月,臺中港,焦炭,天津新港,19910
103年11月,臺中港,化工原料,山東萊州,2050
103年11月,臺中港,化工原料,山東嵐山,5349
103年11月,臺中港,化工原料,廣西欽州,2088
103年11月,臺中港,化工原料,山東青島,997
103年11月,臺中港,化工原料,江蘇鎮江,1919
103年11月,臺中港,化工原料,江蘇張家港,2198
103年11月,臺中港,柴油,浙江舟山,39190
103年11月,臺中港,液鹼,上海,6130
103年11月,臺中港,液鹼,江蘇張家港,6003
103年11月,臺中港,肥料,江蘇南通,6006
103年11月,臺中港,肥料,江蘇張家港,4570
103年11月,臺中港,鋼材,上海,1
103年11月,臺中港,其他,上海,2
103年12月,臺中港,高嶺土,廣西北海,5250
103年12月,臺中港,大理石花崗石,福建廈門,27700
103年12月,臺中港,砂礫,福建東山,4500
103年12月,臺中港,砂礫,福建廈門,16940
103年12月,臺中港,焦炭,天津新港,4047
103年12月,臺中港,化工原料,山東嵐山,722
103年12月,臺中港,化工原料,江蘇鎮江,3149
103年12月,臺中港,化工原料,江蘇張家港,1999
103年12月,臺中港,液鹼,江蘇張家港,6184
103年12月,臺中港,其他,福建秀嶼,6000
103年12月,臺中港,其他,遼寧營口,7024
104年01月,臺中港,高嶺土,浙江北侖,11000
104年01月,臺中港,大理石花崗石,福建廈門,104173
104年01月,臺中港,砂礫,福建廈門,49500
104年01月,臺中港,鎂礦砂,遼寧鱍魚圈,1516
104年01月,臺中港,長石、霞石,廣東廣州,5125
104年01月,臺中港,煤,河北秦皇島,17500
104年01月,臺中港,焦炭,天津新港,10000
104年01月,臺中港,焦炭,天津新港,10350
104年01月,臺中港,化工原料,山東嵐山,3048
104年01月,臺中港,化工原料,江蘇南通,985
104年01月,臺中港,化工原料,江蘇鎮江,2100
104年01月,臺中港,化工原料,江蘇張家港,3547
104年01月,臺中港,液鹼,上海,12160
104年01月,臺中港,液鹼,江蘇張家港,6008
104年02月,臺中港,大理石花崗石,福建廈門,38213
104年02月,臺中港,砂礫,福建廈門,23200
104年02月,臺中港,煤,天津新港,22453
104年02月,臺中港,化工原料,江蘇南通,1042
104年02月,臺中港,化工原料,山東青島,5040
104年02月,臺中港,化工原料,江蘇靖江,1034
104年02月,臺中港,化工原料,江蘇張家港,1999
104年02月,臺中港,柴油,廣西欽州,34333
104年02月,臺中港,液鹼,上海,5971
104年02月,臺中港,肥料,山東龍口,6015
104年02月,臺中港,肥料,山東青島,5500
104年02月,臺中港,肥料,江蘇靖江,5400
104年02月,臺中港,其他,天津新港,2081
104年03月,臺中港,高嶺土,廣西北海,9012
104年03月,臺中港,大理石花崗石,福建廈門,42000
104年03月,臺中港,大理石花崗石,福建漳州,35422
104年03月,臺中港,砂礫,福建廈門,29000
104年03月,臺中港,砂礫,福建漳州,9100
104年03月,臺中港,長石、霞石,廣東廣州,5200
104年03月,臺中港,長石、霞石,山東蓬萊,16496
104年03月,臺中港,煤,河北秦皇島,23500
104年03月,臺中港,焦炭,天津新港,10778
104年03月,臺中港,化工原料,山東萊州,1847
104年03月,臺中港,化工原料,山東嵐山,2000
104年03月,臺中港,化工原料,山東青島,5223
104年03月,臺中港,化工原料,江蘇鎮江,4046
104年03月,臺中港,化工原料,江蘇張家港,2049
104年03月,臺中港,液鹼,上海,6071
104年03月,臺中港,液鹼,江蘇張家港,6001
104年03月,臺中港,肥料,江蘇鎮江,6600
104年03月,臺中港,生鐵,遼寧丹東,7300
104年03月,臺中港,其他,上海,2690
104年04月,臺中港,高嶺土,廣西北海,5289
104年04月,臺中港,大理石花崗石,廣東廣州,35000
104年04月,臺中港,大理石花崗石,福建松下,25903
104年04月,臺中港,大理石花崗石,福建廈門,90282
104年04月,臺中港,砂礫,福建廈門,64300
104年04月,臺中港,化工原料,遼寧旅順,1200
104年04月,臺中港,化工原料,山東嵐山,2000
104年04月,臺中港,化工原料,浙江寧波,1498
104年04月,臺中港,化工原料,江蘇南通,1013
104年04月,臺中港,化工原料,山東青島,4772
104年04月,臺中港,化工原料,江蘇靖江,1024
104年04月,臺中港,化工原料,江蘇鎮江,4559
104年04月,臺中港,化工原料,江蘇張家港,4249
104年04月,臺中港,柴油,遼寧大連,29890
104年04月,臺中港,液鹼,上海,12111
104年04月,臺中港,肥料,山東日照,6000
104年04月,臺中港,肥料,江蘇張家港,3885
104年04月,臺中港,其他,上海,2700
104年05月,臺中港,高嶺土,福建福州,6000
104年05月,臺中港,大理石花崗石,福建廈門,26000
104年05月,臺中港,砂礫,福建廈門,9300
104年05月,臺中港,砂礫,福建漳州,4500
104年05月,臺中港,長石、霞石,廣東廣州,5250
104年05月,臺中港,長石、霞石,山東蓬萊,4000
104年05月,臺中港,煤,河北秦皇島,37000
104年05月,臺中港,化工原料,山東萊州,1039
104年05月,臺中港,化工原料,山東嵐山,5075
104年05月,臺中港,化工原料,浙江寧波,3019
104年05月,臺中港,化工原料,江蘇南通,854
104年05月,臺中港,化工原料,江蘇鎮江,2025
104年05月,臺中港,化工原料,江蘇張家港,2247
104年05月,臺中港,液鹼,天津,10483
104年05月,臺中港,液鹼,江蘇張家港,6000
104年05月,臺中港,肥料,山東龍口,6000
104年05月,臺中港,肥料,浙江寧波,6000
104年05月,臺中港,其他,廣東虎門,38
104年05月,臺中港,其他,山東日照,15659
104年05月,臺中港,其他,遼寧營口,4907
104年06月,臺中港,高嶺土,廣西北海,5534
104年06月,臺中港,大理石花崗石,廣東廣州,25000
104年06月,臺中港,大理石花崗石,上海,26
104年06月,臺中港,大理石花崗石,福建松下,25950
104年06月,臺中港,大理石花崗石,福建廈門,62658
104年06月,臺中港,砂礫,福建廈門,69000
104年06月,臺中港,長石、霞石,福建泉州,3600
104年06月,臺中港,煤,河北秦皇島,3300
104年06月,臺中港,焦炭,天津新港,2952
104年06月,臺中港,焦炭,天津新港,10740
104年06月,臺中港,化工原料,廣東饒平,1850
104年06月,臺中港,化工原料,上海,1043
104年06月,臺中港,化工原料,江蘇鎮江,4458
104年06月,臺中港,化工原料,江蘇張家港,2499
104年06月,臺中港,液鹼,江蘇張家港,6305
104年06月,臺中港,肥料,山東煙臺,6300
104年06月,臺中港,其他,上海,2573
104年07月,臺中港,高嶺土,廣西北海,5200
104年07月,臺中港,大理石花崗石,福建廈門,40137
104年07月,臺中港,砂礫,福建廈門,44500
104年07月,臺中港,長石、霞石,廣東廣州,5200
104年07月,臺中港,長石、霞石,山東煙臺,12300
104年07月,臺中港,煤,河北秦皇島,19600
104年07月,臺中港,化工原料,浙江寧波,998
104年07月,臺中港,化工原料,江蘇南通,1042
104年07月,臺中港,化工原料,江蘇鎮江,2199
104年07月,臺中港,化工原料,江蘇張家港,2298
104年07月,臺中港,液鹼,上海,8280
104年07月,臺中港,肥料,江蘇靖江,5495
104年07月,臺中港,肥料,江蘇張家港,5700
104年07月,臺中港,其他,山東日照,13000
104年07月,臺中港,其他,上海,2647
104年08月,臺中港,高嶺土,廣西北海,5500
104年08月,臺中港,大理石花崗石,福建廈門,65754
104年08月,臺中港,砂礫,福建廈門,47200
104年08月,臺中港,長石、霞石,福建泉州,4000
104年08月,臺中港,焦炭,天津新港,21566
104年08月,臺中港,化工原料,山東萊州,2074
104年08月,臺中港,化工原料,山東嵐山,3085
104年08月,臺中港,化工原料,江蘇鎮江,3244
104年08月,臺中港,化工原料,江蘇張家港,1998
104年08月,臺中港,液鹼,江蘇張家港,6079
104年08月,臺中港,肥料,浙江寧波,7000
104年08月,臺中港,肥料,江蘇南京,2720
104年08月,臺中港,肥料,河北秦皇島,6600
104年08月,臺中港,鋼材,河北京唐（唐山）,10013
104年08月,臺中港,其他,山東日照,13236
104年08月,臺中港,其他,天津新港,7011
104年08月,臺中港,其他,福建廈門,36
104年09月,臺中港,高嶺土,廣西北海,6032
104年09月,臺中港,大理石花崗石,福建廈門,44390
104年09月,臺中港,砂礫,福建廈門,24000
104年09月,臺中港,砂礫,福建漳州,4500
104年09月,臺中港,長石、霞石,山東蓬萊,7450
104年09月,臺中港,煤,河北秦皇島,16500
104年09月,臺中港,焦炭,天津新港,11000
104年09月,臺中港,化工原料,山東萊州,1036
104年09月,臺中港,化工原料,江蘇南通,794
104年09月,臺中港,化工原料,江蘇張家港,2668
104年09月,臺中港,液鹼,山東龍口,2473
104年09月,臺中港,液鹼,上海,5050
104年09月,臺中港,肥料,山東龍口,11000
104年09月,臺中港,其他,上海,2686
104年09月,臺中港,其他,天津新港,7022
104年09月,臺中港,其他,福建秀嶼,6002
104年10月,臺中港,高嶺土,廣西北海,5535
104年10月,臺中港,大理石花崗石,福建廈門,80567
104年10月,臺中港,砂礫,福建廈門,40500
104年10月,臺中港,煤,河北秦皇島,32000
104年10月,臺中港,化工原料,江蘇常熟,1994
104年10月,臺中港,化工原料,山東嵐山,2958
104年10月,臺中港,化工原料,山東青島,5745
104年10月,臺中港,化工原料,江蘇靖江,1002
104年10月,臺中港,化工原料,江蘇鎮江,3000
104年10月,臺中港,化工原料,江蘇張家港,2646
104年10月,臺中港,柴油,遼寧大連,40698
104年10月,臺中港,柴油,山東青島,41482
104年10月,臺中港,肥料,廣西欽州,6007
104年10月,臺中港,肥料,山東日照,6600
104年10月,臺中港,肥料,江蘇張家港,6472
104年10月,臺中港,其他,山東日照,7000
104年11月,臺中港,高嶺土,廣西北海,5497
104年11月,臺中港,大理石花崗石,福建廈門,62162
104年11月,臺中港,砂礫,福建廈門,49400
104年11月,臺中港,長石、霞石,山東煙臺,7400
104年11月,臺中港,爐石,河北京唐（唐山）,26242
104年11月,臺中港,焦炭,天津新港,10930
104年11月,臺中港,焦炭,江蘇鎮江,3112
104年11月,臺中港,化工原料,江蘇常熟,3956
104年11月,臺中港,化工原料,山東萊州,1852
104年11月,臺中港,化工原料,山東嵐山,2978
104年11月,臺中港,化工原料,浙江寧波,999
104年11月,臺中港,化工原料,江蘇鎮江,850
104年11月,臺中港,化工原料,江蘇張家港,7993
104年11月,臺中港,液化石油氣,上海,14
104年11月,臺中港,液鹼,上海,11934
104年11月,臺中港,肥料,山東青島,5500
104年11月,臺中港,肥料,福建台江,5500
104年11月,臺中港,肥料,江蘇張家港,6520
104年11月,臺中港,其他,福建福州,4000
104年11月,臺中港,其他,山東青島,22
104年12月,臺中港,高嶺土,廣西北海,6037
104年12月,臺中港,大理石花崗石,福建廈門,35297
104年12月,臺中港,砂礫,福建廈門,17350
104年12月,臺中港,爐石,山東嵐山,23000
104年12月,臺中港,化工原料,山東萊州,1037
104年12月,臺中港,化工原料,山東嵐山,1045
104年12月,臺中港,化工原料,山東青島,1000
104年12月,臺中港,化工原料,江蘇鎮江,2880
104年12月,臺中港,化工原料,江蘇張家港,2099
104年12月,臺中港,液鹼,上海,5961
104年12月,臺中港,其他,上海,2621
104年12月,臺中港,其他,廣東汕頭,14
105年01月,臺中港,高嶺土,廣西北海,11646
105年01月,臺中港,大理石花崗石,福建廈門,64962
105年01月,臺中港,砂礫,福建東山,4500
105年01月,臺中港,砂礫,福建廈門,34800
105年01月,臺中港,長石、霞石,廣東廣州,5200
105年01月,臺中港,長石、霞石,山東蓬萊,9000
105年01月,臺中港,長石、霞石,山東煙臺,6000
105年01月,臺中港,爐石,山東嵐山,23000
105年01月,臺中港,煤,河北秦皇島,15000
105年01月,臺中港,焦炭,安徽銅陵,3139
105年01月,臺中港,焦炭,天津新港,13200
105年01月,臺中港,化工原料,江蘇南通,1040
105年01月,臺中港,化工原料,山東青島,5077
105年01月,臺中港,化工原料,江蘇鎮江,2500
105年01月,臺中港,化工原料,江蘇張家港,5235
105年01月,臺中港,液鹼,上海,5992
105年01月,臺中港,肥料,遼寧錦州,12600
105年01月,臺中港,肥料,廣西欽州,3006
105年01月,臺中港,肥料,天津,6600
105年01月,臺中港,鋼材,廣西防城,3706
105年01月,臺中港,鋼材,福建台江,4907
105年01月,臺中港,其他,福建秀嶼,6000
105年01月,臺中港,其他,福建廈門,66
105年02月,臺中港,大理石花崗石,福建廈門,112803
105年02月,臺中港,砂礫,福建廈門,35500
105年02月,臺中港,長石、霞石,福建泉州,4000
105年02月,臺中港,鐵礦砂,山東青島,38500
105年02月,臺中港,煤,河北秦皇島,79587
105年02月,臺中港,煤,天津,78300
105年02月,臺中港,焦炭,天津新港,10030
105年02月,臺中港,化工原料,浙江寧波,1000
105年02月,臺中港,化工原料,江蘇泰州,2066
105年02月,臺中港,化工原料,江蘇鎮江,6400
105年02月,臺中港,化工原料,江蘇張家港,8876
105年02月,臺中港,肥料,江蘇張家港,3003
105年02月,臺中港,其他,上海,2899
105年03月,臺中港,大理石花崗石,福建廈門,29100
105年03月,臺中港,砂礫,福建廈門,24400
105年03月,臺中港,長石、霞石,山東蓬萊,7000
105年03月,臺中港,煤,天津,83903
105年03月,臺中港,焦炭,天津新港,2490
105年03月,臺中港,化工原料,山東嵐山,1009
105年03月,臺中港,化工原料,江蘇南通,998
105年03月,臺中港,化工原料,山東青島,4776
105年03月,臺中港,化工原料,江蘇鎮江,2200
105年03月,臺中港,化工原料,江蘇張家港,5747
105年03月,臺中港,肥料,廣西欽州,3070
105年03月,臺中港,肥料,江蘇張家港,9103
105年03月,臺中港,其他,遼寧大連,105
105年04月,臺中港,高嶺土,廣西北海,5717
105年04月,臺中港,大理石花崗石,福建廈門,47252
105年04月,臺中港,砂礫,福建廈門,33000
105年04月,臺中港,砂礫,福建漳州,5200
105年04月,臺中港,鎂礦砂,遼寧鱍魚圈,3506
105年04月,臺中港,長石、霞石,山東煙臺,6000
105年04月,臺中港,煤,河北秦皇島,30000
105年04月,臺中港,化工原料,山東萊州,2071
105年04月,臺中港,化工原料,山東青島,4786
105年04月,臺中港,化工原料,江蘇靖江,2641
105年04月,臺中港,化工原料,江蘇張家港,5018
105年04月,臺中港,液鹼,江蘇張家港,5989
105年05月,臺中港,高嶺土,廣西北海,5825
105年05月,臺中港,砂礫,廣東廣州,49605
105年05月,臺中港,砂礫,廣東黃埔,7300
105年05月,臺中港,長石、霞石,山東蓬萊,7180
105年05月,臺中港,長石、霞石,山東煙臺,6000
105年05月,臺中港,煤,河北秦皇島,79140
105年05月,臺中港,焦炭,天津新港,16940
105年05月,臺中港,化工原料,山東嵐山,1947
105年05月,臺中港,化工原料,浙江寧波,1000
105年05月,臺中港,化工原料,江蘇南通,1047
105年05月,臺中港,化工原料,山東青島,994
105年05月,臺中港,化工原料,江蘇鎮江,3160
105年05月,臺中港,化工原料,江蘇張家港,4898
105年05月,臺中港,液鹼,上海,5941
105年05月,臺中港,肥料,河北秦皇島,2100
105年05月,臺中港,肥料,山東青島,5982
105年06月,臺中港,大理石花崗石,福建廈門,42865
105年06月,臺中港,砂礫,廣東廣州,42330
105年06月,臺中港,長石、霞石,福建泉州,4000
105年06月,臺中港,長石、霞石,湖南－－,6000
105年06月,臺中港,長石、霞石,山東煙臺,6000
105年06月,臺中港,爐石,山東嵐山,23000
105年06月,臺中港,煤,河北京唐（唐山）,16500
105年06月,臺中港,化工原料,江蘇江陰,2188
105年06月,臺中港,化工原料,山東萊州,2082
105年06月,臺中港,化工原料,山東嵐山,3044
105年06月,臺中港,化工原料,山東青島,4769
105年06月,臺中港,化工原料,江蘇張家港,4593
105年06月,臺中港,其他,山東日照,8979
105年06月,臺中港,其他,上海,2824
105年07月,臺中港,高嶺土,廣西北海,5520
105年07月,臺中港,大理石花崗石,福建廈門,63818
105年07月,臺中港,長石、霞石,山東蓬萊,10000
105年07月,臺中港,爐石,河北唐山,25292
105年07月,臺中港,焦炭,江蘇南通,2934
105年07月,臺中港,化工原料,江蘇江陰,5516
105年07月,臺中港,化工原料,山東青島,996
105年07月,臺中港,化工原料,江蘇張家港,2399
105年07月,臺中港,肥料,廣西防城,2987
105年07月,臺中港,肥料,河北秦皇島,13200
105年07月,臺中港,肥料,山東煙臺,6600
105年07月,臺中港,其他,江蘇常熟,96
105年07月,臺中港,其他,上海,998
105年07月,臺中港,其他,廣東汕頭,1
105年08月,臺中港,高嶺土,廣西北海,10622
105年08月,臺中港,大理石花崗石,福建廈門,53308
105年08月,臺中港,大理石花崗石,福建漳州,26081
105年08月,臺中港,長石、霞石,山東煙臺,7000
105年08月,臺中港,爐石,山東嵐山,23055
105年08月,臺中港,煤,河北京唐（唐山）,12400
105年08月,臺中港,焦炭,天津新港,11000
105年08月,臺中港,化工原料,浙江寧波,998
105年08月,臺中港,化工原料,江蘇南通,1045
105年08月,臺中港,化工原料,江蘇泰州,4682
105年08月,臺中港,化工原料,江蘇鎮江,1184
105年08月,臺中港,化工原料,江蘇張家港,4395
105年08月,臺中港,柴油,遼寧大連,40330
105年08月,臺中港,液鹼,浙江寧波,6202
105年08月,臺中港,液鹼,上海,6179
105年08月,臺中港,肥料,江蘇張家港,6550
105年08月,臺中港,鋼材,天津新港,4969
105年08月,臺中港,其他,上海,2897
105年09月,臺中港,高嶺土,廣西北海,5452
105年09月,臺中港,大理石花崗石,福建漳州,48000
105年09月,臺中港,砂礫,廣東黃埔,9200
105年09月,臺中港,鎂礦砂,遼寧鱍魚圈,4725
105年09月,臺中港,化工原料,江蘇江陰,1990
105年09月,臺中港,化工原料,山東青島,975
105年09月,臺中港,化工原料,江蘇張家港,9398
105年09月,臺中港,柴油,廣西欽州,4560
105年09月,臺中港,液鹼,上海,6162
105年09月,臺中港,液鹼,山東青島,6789
105年09月,臺中港,肥料,河北秦皇島,5420
105年09月,臺中港,肥料,天津新港,6600
105年09月,臺中港,肥料,江蘇張家港,3300
105年09月,臺中港,其他,福建秀嶼,5352
105年10月,臺中港,高嶺土,廣西北海,635
105年10月,臺中港,高嶺土,廣東湛江,4976
105年10月,臺中港,大理石花崗石,福建漳州,49000
105年10月,臺中港,鎂礦砂,遼寧鱍魚圈,4725
105年10月,臺中港,長石、霞石,山東蓬萊,8000
105年10月,臺中港,煤,河北京唐（唐山）,12000
105年10月,臺中港,煤,河北秦皇島,24500
105年10月,臺中港,焦炭,山東日照,2998
105年10月,臺中港,焦炭,天津新港,9588
105年10月,臺中港,化工原料,山東萊州,951
105年10月,臺中港,化工原料,山東嵐山,4009
105年10月,臺中港,化工原料,浙江寧波,998
105年10月,臺中港,化工原料,山東青島,958
105年10月,臺中港,化工原料,江蘇張家港,4592
105年10月,臺中港,柴油,廣西欽州,10855
105年10月,臺中港,液鹼,上海,5888
105年10月,臺中港,液鹼,江蘇張家港,12501
105年10月,臺中港,肥料,山東煙臺,12100
105年10月,臺中港,肥料,江蘇張家港,3300
105年10月,臺中港,鋼材,天津,5058
105年11月,臺中港,高嶺土,廣西北海,5000
105年11月,臺中港,大理石花崗石,福建廈門,69061
105年11月,臺中港,大理石花崗石,福建漳州,23326
105年11月,臺中港,砂礫,廣東黃埔,6900
105年11月,臺中港,長石、霞石,福建泉州,4000
105年11月,臺中港,長石、霞石,山東煙臺,6000
105年11月,臺中港,煤,河北京唐（唐山）,11040
105年11月,臺中港,焦炭,江蘇南通,2815
105年11月,臺中港,焦炭,天津新港,9300
105年11月,臺中港,化工原料,山東嵐山,2996
105年11月,臺中港,化工原料,河北秦皇島,2856
105年11月,臺中港,化工原料,江蘇泰州,3186
105年11月,臺中港,化工原料,江蘇張家港,2096
105年11月,臺中港,其他,廣東東莞,1644
105年11月,臺中港,其他,福建福州,4000
105年11月,臺中港,其他,上海,1
105年12月,臺中港,高嶺土,廣西北海,6293
105年12月,臺中港,大理石花崗石,福建廈門,62916
105年12月,臺中港,大理石花崗石,福建漳州,20884
105年12月,臺中港,砂礫,廣東黃埔,12200
105年12月,臺中港,爐石,山東嵐山,23040
105年12月,臺中港,煤,河北京唐（唐山）,6600
105年12月,臺中港,煤,河北秦皇島,24500
105年12月,臺中港,焦炭,天津,3352
105年12月,臺中港,焦炭,天津新港,10829
105年12月,臺中港,化工原料,山東嵐山,2838
105年12月,臺中港,化工原料,河北秦皇島,2925
105年12月,臺中港,化工原料,山東青島,1177
105年12月,臺中港,化工原料,江蘇鎮江,2675
105年12月,臺中港,化工原料,江蘇張家港,4595
105年12月,臺中港,柴油,山東青島,41198
105年12月,臺中港,液鹼,上海,5037
105年12月,臺中港,肥料,廣西欽州,3030
106年01月,臺中港,大理石花崗石,福建廈門,46743
106年01月,臺中港,鎂礦砂,遼寧鱍魚圈,5040
106年01月,臺中港,長石、霞石,廣東廣州,4000
106年01月,臺中港,長石、霞石,山東蓬萊,8000
106年01月,臺中港,長石、霞石,山東煙臺,6200
106年01月,臺中港,煤,河北京唐（唐山）,6600
106年01月,臺中港,焦炭,天津新港,11000
106年01月,臺中港,化工原料,福建江陰,960
106年01月,臺中港,化工原料,江蘇江陰,1690
106年01月,臺中港,化工原料,山東嵐山,4110
106年01月,臺中港,化工原料,山東青島,437
106年01月,臺中港,化工原料,江蘇張家港,4142
106年01月,臺中港,瀝青,福建江陰,4199
106年01月,臺中港,液鹼,上海,5914
106年01月,臺中港,肥料,廣東鹽田,3650
106年01月,臺中港,其他,山東日照,8800
106年01月,臺中港,其他,上海,2791
106年01月,臺中港,其他,福建廈門,11
106年02月,臺中港,大理石花崗石,福建廈門,18217
106年02月,臺中港,砂礫,廣東廣州,24300
106年02月,臺中港,化工原料,江蘇常熟,3193
106年02月,臺中港,化工原料,山東嵐山,2233
106年02月,臺中港,化工原料,山東青島,1646
106年02月,臺中港,化工原料,江蘇張家港,4896
106年02月,臺中港,液鹼,江蘇張家港,6110
106年02月,臺中港,肥料,廣西防城,3001
106年02月,臺中港,肥料,河北秦皇島,2900
106年02月,臺中港,肥料,山東煙臺,6322
106年02月,臺中港,鋼材,天津,5082
106年02月,臺中港,其他,山東日照,8900
106年02月,臺中港,其他,天津,234
106年03月,臺中港,高嶺土,廣西北海,5740
106年03月,臺中港,大理石花崗石,福建廈門,34521
106年03月,臺中港,砂礫,廣東廣州,36226
106年03月,臺中港,煤,河北京唐（唐山）,13200
106年03月,臺中港,煤,河北秦皇島,19000
106年03月,臺中港,焦炭,天津新港,10984
106年03月,臺中港,化工原料,江蘇常熟,2338
106年03月,臺中港,化工原料,浙江寧波,1000
106年03月,臺中港,化工原料,江蘇南京,4985
106年03月,臺中港,化工原料,山東青島,670
106年03月,臺中港,化工原料,江蘇鎮江,962
106年03月,臺中港,化工原料,江蘇張家港,2497
106年03月,臺中港,液鹼,上海,6060
106年03月,臺中港,液鹼,江蘇張家港,2340
106年03月,臺中港,肥料,天津,6600
106年03月,臺中港,其他,山東青島,1
106年04月,臺中港,矽砂,廣東黃埔,7150
106年04月,臺中港,高嶺土,廣西北海,5880
106年04月,臺中港,大理石花崗石,福建廈門,37060
106年04月,臺中港,砂礫,廣東黃埔,6800
106年04月,臺中港,長石、霞石,廣東廣州,6000
106年04月,臺中港,長石、霞石,山東蓬萊,6000
106年04月,臺中港,煤,遼寧鱍魚圈,31505
106年04月,臺中港,煤,廣西防城,12308
106年04月,臺中港,焦炭,山東日照,3115
106年04月,臺中港,焦炭,天津新港,10960
106年04月,臺中港,化工原料,江蘇太倉,104
106年04月,臺中港,化工原料,山東青島,1794
106年04月,臺中港,化工原料,江蘇泰州,1972
106年04月,臺中港,化工原料,江蘇鎮江,1241
106年04月,臺中港,化工原料,江蘇張家港,5196
106年04月,臺中港,液鹼,浙江寧波,7998
106年04月,臺中港,肥料,廣東鹽田,6600
106年04月,臺中港,其他,上海,4
106年05月,臺中港,高嶺土,廣西北海,7408
106年05月,臺中港,砂礫,廣東廣州,41919
106年05月,臺中港,鎂礦砂,遼寧鱍魚圈,100
106年05月,臺中港,長石、霞石,福建泉州,4000
106年05月,臺中港,長石、霞石,山東煙臺,6300
106年05月,臺中港,煤,遼寧鱍魚圈,27363
106年05月,臺中港,煤,廣西防城,12000
106年05月,臺中港,煤,山東日照,10143
106年05月,臺中港,煤,天津,30100
106年05月,臺中港,化工原料,江蘇常熟,3166
106年05月,臺中港,化工原料,山東萊州,997
106年05月,臺中港,化工原料,山東嵐山,2029
106年05月,臺中港,化工原料,浙江寧波,1000
106年05月,臺中港,化工原料,江蘇南通,16659
106年05月,臺中港,化工原料,河北秦皇島,3357
106年05月,臺中港,化工原料,山東青島,1165
106年05月,臺中港,化工原料,江蘇泰州,1904
106年05月,臺中港,化工原料,江蘇張家港,2299
106年05月,臺中港,液鹼,上海,6081
106年05月,臺中港,液鹼,河北秦皇島,7577
106年05月,臺中港,液鹼,江蘇張家港,4989
106年05月,臺中港,肥料,河北秦皇島,6600
106年05月,臺中港,廢鐵,浙江寧波,2030
106年05月,臺中港,氧化鐵,江蘇南通,16659
106年05月,臺中港,其他,浙江寧波,12
106年05月,臺中港,其他,上海,2966
106年06月,臺中港,矽砂,廣東黃埔,7030
106年06月,臺中港,高嶺土,廣西北海,7966
106年06月,臺中港,長石、霞石,山東蓬萊,8000
106年06月,臺中港,煤,河北京唐（唐山）,11000
106年06月,臺中港,煤,河北秦皇島,12710
106年06月,臺中港,焦炭,山東日照,10875
106年06月,臺中港,化工原料,江蘇常熟,2306
106年06月,臺中港,化工原料,河北秦皇島,3357
106年06月,臺中港,化工原料,江蘇張家港,4794
106年06月,臺中港,液鹼,江蘇張家港,5011
