時間,臺灣港口,國內/國外,地區別,貨物別,重量(公噸)
104年05月,臺中港,國外,菲律賓,爐石,67984
104年05月,臺中港,國外,中國大陸,化工原料,2511
104年05月,臺中港,國外,新加坡,化工原料,1514
104年05月,臺中港,國外,泰國,化工原料,1010
104年05月,臺中港,國外,日本,肥料,3150
104年05月,臺中港,國外,比利時,鋼材,223
104年05月,臺中港,國外,日本,電力機械及零件,48
104年05月,臺中港,國外,中國大陸,其他,11988
104年05月,臺中港,國外,日本,其他,5000
104年05月,臺中港,國外,韓國,其他,1926
104年05月,臺中港,國外,荷蘭,其他,4049
104年05月,臺中港,國外,美國,其他,8040
104年06月,臺中港,國外,美國,其他,10000
104年07月,臺中港,國外,菲律賓,化工原料,2740
104年07月,臺中港,國外,沙烏地阿拉伯,化工原料,3148
104年07月,臺中港,國外,美國,化工原料,751
104年07月,臺中港,國外,馬來西亞,肥料,6035
104年07月,臺中港,國外,韓國,其他,1243
104年07月,臺中港,國外,馬來西亞,其他,4082
104年07月,臺中港,國外,菲律賓,其他,11000
104年07月,臺中港,國外,美國,其他,4000
104年08月,臺中港,國外,韓國,大理石花崗石,1
104年08月,臺中港,國外,菲律賓,化工原料,3000
104年08月,臺中港,國外,泰國,肥料,8035
104年08月,臺中港,國外,日本,其他,208
104年08月,臺中港,國外,美國,其他,5520
104年09月,臺中港,國外,韓國,化工原料,418
104年09月,臺中港,國外,泰國,化工原料,3900
104年09月,臺中港,國內,花蓮港,柴油,11768
104年09月,臺中港,國外,馬來西亞,肥料,3500
104年09月,臺中港,國外,越南,肥料,6286
104年09月,臺中港,國內,塢坵,其他,959
104年09月,臺中港,國外,中國大陸,其他,347
104年09月,臺中港,國外,日本,其他,35620
104年09月,臺中港,國外,韓國,其他,5500
104年09月,臺中港,國外,荷蘭,其他,4048
104年09月,臺中港,國外,美國,其他,9000
104年10月,臺中港,國外,菲律賓,石膏,16000
104年10月,臺中港,國外,越南,石膏,6500
104年10月,臺中港,國外,印度,化工原料,1903
104年10月,臺中港,國外,菲律賓,化工原料,3000
104年10月,臺中港,國外,沙烏地阿拉伯,化工原料,2089
104年10月,臺中港,國外,美國,化工原料,800
104年10月,臺中港,國內,高雄港,柴油,11815
104年10月,臺中港,國內,蘇澳港,柴油,11836
104年10月,臺中港,國內,麥寮港,其他,10
104年10月,臺中港,國外,中國大陸,其他,8501
104年10月,臺中港,國外,韓國,其他,66
104年10月,臺中港,國外,新加坡,其他,1
104年10月,臺中港,國外,美國,其他,14767
104年10月,臺中港,國外,越南,其他,5
104年11月,臺中港,國內,高雄港,柴油,11761
104年11月,臺中港,國外,日本,肥料,3300
104年11月,臺中港,國內,塢坵,其他,1285
104年11月,臺中港,國外,中國大陸,其他,10800
104年11月,臺中港,國外,韓國,其他,5300
104年11月,臺中港,國外,荷蘭,其他,4020
104年11月,臺中港,國外,美國,其他,8000
104年11月,臺中港,國外,越南,其他,7
104年12月,臺中港,國外,日本,石膏,3300
104年12月,臺中港,國外,印度,化工原料,1981
104年12月,臺中港,國外,菲律賓,化工原料,3000
104年12月,臺中港,國內,高雄港,燃料油,20897
104年12月,臺中港,國外,馬來西亞,肥料,3040
104年12月,臺中港,國外,越南,肥料,6281
104年12月,臺中港,國外,加拿大,其他,2893
104年12月,臺中港,國外,中國大陸,其他,3500
104年12月,臺中港,國外,美國,其他,8910
104年12月,臺中港,國外,越南,其他,5
105年01月,臺中港,國內,和平港,石膏,4796
105年01月,臺中港,國外,菲律賓,爐石,68496
105年01月,臺中港,國外,中國大陸,化工原料,5999
105年01月,臺中港,國外,沙烏地阿拉伯,化工原料,3108
105年01月,臺中港,國外,新加坡,化工原料,1543
105年01月,臺中港,國外,越南,肥料,6030
105年01月,臺中港,國內,高雄港,其他,5621
105年01月,臺中港,國外,中國大陸,其他,57
105年01月,臺中港,國外,韓國,其他,4000
105年01月,臺中港,國外,荷蘭,其他,5080
105年01月,臺中港,國外,菲律賓,其他,4000
105年01月,臺中港,國外,新加坡,其他,1
105年01月,臺中港,國外,越南,其他,1
105年02月,臺中港,國內,花蓮港,石膏,4809
105年02月,臺中港,國內,和平港,石膏,12000
105年02月,臺中港,國外,菲律賓,爐石,33989
105年02月,臺中港,國外,印尼,化工原料,908
105年02月,臺中港,國外,印度,化工原料,761
105年02月,臺中港,國外,美國,化工原料,1050
105年02月,臺中港,國內,高雄港,燃料油,15032
105年02月,臺中港,國外,加拿大,其他,872
105年02月,臺中港,國外,中國大陸,其他,9000
105年02月,臺中港,國外,日本,其他,24000
105年02月,臺中港,國外,菲律賓,其他,5000
105年02月,臺中港,國外,美國,其他,11122
105年03月,臺中港,國外,越南,植物油脂,2407
105年03月,臺中港,國內,花蓮港,石膏,14772
105年03月,臺中港,國外,菲律賓,爐石,101952
105年03月,臺中港,國外,中國大陸,化工原料,3001
105年03月,臺中港,國外,印尼,化工原料,1450
105年03月,臺中港,國外,越南,肥料,6040
105年03月,臺中港,國內,塢坵,其他,797
105年03月,臺中港,國外,非洲其他,其他,9
105年03月,臺中港,國外,義大利,其他,1966
105年03月,臺中港,國外,韓國,其他,11200
105年03月,臺中港,國外,新加坡,其他,1
105年03月,臺中港,國外,美國,其他,8000
105年03月,臺中港,國外,越南,其他,1
105年04月,臺中港,國內,花蓮港,石灰石,17707
105年04月,臺中港,國外,菲律賓,石膏,6200
105年04月,臺中港,國外,中國大陸,化工原料,2999
105年04月,臺中港,國外,印尼,化工原料,670
105年04月,臺中港,國外,沙烏地阿拉伯,化工原料,1493
105年04月,臺中港,國外,泰國,化工原料,300
105年04月,臺中港,國外,越南,肥料,6198
105年04月,臺中港,國外,中國大陸,其他,1
105年04月,臺中港,國外,香港,其他,2
105年04月,臺中港,國外,義大利,其他,1953
105年04月,臺中港,國外,荷蘭,其他,5075
105年04月,臺中港,國外,新加坡,其他,1
105年04月,臺中港,國外,美國,其他,4000
105年04月,臺中港,國外,越南,其他,9
105年05月,臺中港,國外,中國大陸,化工原料,3000
105年05月,臺中港,國外,韓國,化工原料,411
105年05月,臺中港,國內,高雄港,其他,823
105年05月,臺中港,國內,環島其他,其他,80
105年05月,臺中港,國外,中國大陸,其他,14500
105年05月,臺中港,國外,韓國,其他,4000
105年05月,臺中港,國外,美國,其他,8000
105年05月,臺中港,國外,越南,其他,7
105年06月,臺中港,國外,菲律賓,爐石,26495
105年06月,臺中港,國外,中國大陸,化工原料,6002
105年06月,臺中港,國外,泰國,化工原料,1004
105年06月,臺中港,國外,美國,化工原料,1002
105年06月,臺中港,國外,馬來西亞,肥料,2500
105年06月,臺中港,國外,加拿大,其他,1639
105年06月,臺中港,國外,義大利,其他,1918
105年06月,臺中港,國外,韓國,其他,4000
105年06月,臺中港,國外,荷蘭,其他,6092
105年06月,臺中港,國外,美國,其他,1980
105年06月,臺中港,國外,越南,其他,1
105年07月,臺中港,國外,中國大陸,化工原料,3002
105年07月,臺中港,國外,越南,潤滑油,3
105年07月,臺中港,國外,泰國,肥料,6040
105年07月,臺中港,國外,越南,肥料,6040
105年07月,臺中港,國外,香港,製材,2
105年07月,臺中港,國外,加拿大,其他,1850
105年07月,臺中港,國外,中國大陸,其他,13000
105年07月,臺中港,國外,荷蘭,其他,5065
105年07月,臺中港,國外,美國,其他,2273
105年08月,臺中港,國外,菲律賓,石膏,6000
105年08月,臺中港,國內,蘇澳港,水泥,10800
105年08月,臺中港,國外,日本,化工原料,2500
105年08月,臺中港,國外,韓國,化工原料,608
105年08月,臺中港,國外,美國,化工原料,832
105年08月,臺中港,國內,基隆港,柴油,9881
105年08月,臺中港,國外,泰國,肥料,8000
105年08月,臺中港,國外,越南,肥料,12675
105年08月,臺中港,國內,高雄港,其他,2015
105年08月,臺中港,國外,義大利,其他,1986
105年08月,臺中港,國外,韓國,其他,5500
105年08月,臺中港,國外,緬甸,其他,363
105年08月,臺中港,國外,美國,其他,8000
105年09月,臺中港,國外,越南,石膏,6600
105年09月,臺中港,國內,花蓮港,柴油,10017
105年09月,臺中港,國外,加拿大,其他,1440
105年09月,臺中港,國外,中國大陸,其他,5502
105年09月,臺中港,國外,日本,其他,300
105年09月,臺中港,國外,荷蘭,其他,6099
105年09月,臺中港,國外,美國,其他,2643
105年10月,臺中港,國內,花蓮港,柴油,9975
105年10月,臺中港,國內,蘇澳港,柴油,9890
105年10月,臺中港,國外,香港,柴油,12993
105年10月,臺中港,國外,菲律賓,柴油,17124
105年10月,臺中港,國內,高雄港,燃料油,9752
105年10月,臺中港,國外,泰國,肥料,8040
105年10月,臺中港,國外,越南,肥料,6354
105年10月,臺中港,國外,西班牙,其他,1227
105年10月,臺中港,國外,韓國,其他,3500
105年10月,臺中港,國外,美國,其他,10000
105年11月,臺中港,國外,越南,石膏,6100
105年11月,臺中港,國內,麥寮港,化工原料,13
105年11月,臺中港,國外,韓國,化工原料,408
105年11月,臺中港,國內,高雄港,柴油,9961
105年11月,臺中港,國內,基隆港,燃料油,5306
105年11月,臺中港,國外,印尼,肥料,6840
105年11月,臺中港,國外,越南,肥料,12691
105年11月,臺中港,國外,中國大陸,其他,13001
105年11月,臺中港,國外,義大利,其他,2939
105年11月,臺中港,國外,菲律賓,其他,6200
105年11月,臺中港,國外,美國,其他,6246
105年11月,臺中港,國外,越南,其他,1
105年12月,臺中港,國內,花蓮港,石膏,4000
105年12月,臺中港,國內,和平港,石膏,7600
105年12月,臺中港,國外,馬來西亞,大理石花崗石,46300
105年12月,臺中港,國外,菲律賓,柴油,15602
105年12月,臺中港,國外,日本,肥料,2200
105年12月,臺中港,國外,加拿大,其他,4008
105年12月,臺中港,國外,西班牙,其他,1050
105年12月,臺中港,國外,義大利,其他,2256
105年12月,臺中港,國外,日本,其他,7500
105年12月,臺中港,國外,韓國,其他,10500
105年12月,臺中港,國外,荷蘭,其他,6072
105年12月,臺中港,國外,美國,其他,4668
106年01月,臺中港,國內,和平港,石膏,12000
106年01月,臺中港,國外,美國,化工原料,2199
106年01月,臺中港,國外,印尼,肥料,6040
106年01月,臺中港,國外,越南,肥料,6331
106年01月,臺中港,國外,中國大陸,鋼材,3
106年01月,臺中港,國內,高雄港,其他,3268
106年01月,臺中港,國內,麥寮港,其他,15
106年01月,臺中港,國外,香港,其他,3057
106年01月,臺中港,國外,義大利,其他,1965
106年01月,臺中港,國外,美國,其他,10000
106年02月,臺中港,國外,馬來西亞,肥料,6040
106年02月,臺中港,國外,越南,肥料,6301
106年02月,臺中港,國外,西班牙,其他,2790
106年02月,臺中港,國外,香港,其他,4548
106年02月,臺中港,國外,日本,其他,300
106年02月,臺中港,國外,韓國,其他,3758
106年02月,臺中港,國外,馬來西亞,其他,2759
106年02月,臺中港,國外,荷蘭,其他,6078
106年02月,臺中港,國外,越南,其他,1
106年03月,臺中港,國內,花蓮港,石膏,8000
106年03月,臺中港,國外,菲律賓,石膏,7200
106年03月,臺中港,國外,美國,化工原料,1093
106年03月,臺中港,國外,馬來西亞,肥料,12040
106年03月,臺中港,國外,越南,肥料,9333
106年03月,臺中港,國外,中國大陸,鋼材,2
106年03月,臺中港,國內,高雄港,其他,46821
106年03月,臺中港,國外,加拿大,其他,787
106年03月,臺中港,國外,中國大陸,其他,13000
106年03月,臺中港,國外,香港,其他,6761
106年03月,臺中港,國外,義大利,其他,1909
106年03月,臺中港,國外,馬來西亞,其他,1114
106年03月,臺中港,國外,美國,其他,7806
106年04月,臺中港,國外,韓國,石膏,6900
106年04月,臺中港,國內,花蓮港,柴油,3942
106年04月,臺中港,國內,蘇澳港,柴油,20887
106年04月,臺中港,國外,越南,肥料,6131
106年04月,臺中港,國外,中國大陸,鋼材,3
106年04月,臺中港,國內,高雄港,其他,24985
106年04月,臺中港,國外,加拿大,其他,1690
106年04月,臺中港,國外,中國大陸,其他,17001
106年04月,臺中港,國外,香港,其他,2440
106年04月,臺中港,國外,韓國,其他,4900
106年04月,臺中港,國外,菲律賓,其他,6100
106年04月,臺中港,國外,美國,其他,534
106年04月,臺中港,國外,越南,其他,1
106年05月,臺中港,國內,基隆港,石膏,5000
106年05月,臺中港,國外,日本,化工原料,2500
106年05月,臺中港,國外,美國,化工原料,996
106年05月,臺中港,國內,高雄港,柴油,33918
106年05月,臺中港,國外,泰國,肥料,7900
106年05月,臺中港,國外,加拿大,其他,134
106年05月,臺中港,國外,義大利,其他,2806
106年05月,臺中港,國外,日本,其他,34
106年05月,臺中港,國外,韓國,其他,4697
106年05月,臺中港,國外,馬來西亞,其他,1761
106年05月,臺中港,國外,荷蘭,其他,6093
106年05月,臺中港,國外,美國,其他,11381
106年06月,臺中港,國內,花蓮港,石膏,8500
106年06月,臺中港,國外,美國,化工原料,996
106年06月,臺中港,國內,高雄港,柴油,9880
106年06月,臺中港,國外,泰國,肥料,12000
106年06月,臺中港,國外,加拿大,其他,36
106年06月,臺中港,國外,香港,其他,3997
106年06月,臺中港,國外,馬來西亞,其他,2228
106年06月,臺中港,國外,菲律賓,其他,5800
106年06月,臺中港,國外,新加坡,其他,1979
106年06月,臺中港,國外,泰國,其他,700
106年06月,臺中港,國外,美國,其他,75
106年07月,臺中港,國外,日本,黃豆粕,3200
106年07月,臺中港,國外,韓國,石膏,6900
106年07月,臺中港,國內,高雄港,柴油,10031
106年07月,臺中港,國內,花蓮港,柴油,13240
106年07月,臺中港,國內,麥寮港,柴油,10001
106年07月,臺中港,國外,泰國,肥料,12080
106年07月,臺中港,國外,越南,肥料,6337
106年07月,臺中港,國外,中國大陸,其他,12800
106年07月,臺中港,國外,香港,其他,1964
106年07月,臺中港,國外,義大利,其他,2004
106年07月,臺中港,國外,荷蘭,其他,6094
106年08月,臺中港,國內,花蓮港,柴油,10034
106年08月,臺中港,國內,蘇澳港,柴油,10020
106年08月,臺中港,國外,越南,潤滑油,3
106年08月,臺中港,國外,馬來西亞,肥料,6040
106年08月,臺中港,國外,香港,其他,5263
106年08月,臺中港,國外,韓國,其他,10097
106年08月,臺中港,國外,美國,其他,8678
106年09月,臺中港,國外,日本,石膏,6600
106年09月,臺中港,國外,美國,化工原料,997
106年09月,臺中港,國內,高雄港,柴油,10112
106年09月,臺中港,國外,印尼,肥料,6040
106年09月,臺中港,國外,泰國,肥料,6050
106年09月,臺中港,國內,高雄港,其他,4143
106年09月,臺中港,國內,臺北港,其他,65
106年09月,臺中港,國外,加拿大,其他,118
106年09月,臺中港,國外,香港,其他,2038
106年09月,臺中港,國外,韓國,其他,1863
106年09月,臺中港,國外,荷蘭,其他,3048
106年09月,臺中港,國外,菲律賓,其他,6100
106年09月,臺中港,國外,美國,其他,6753
106年10月,臺中港,國外,韓國,柴油,16107
106年10月,臺中港,國外,馬來西亞,肥料,12090
106年10月,臺中港,國外,越南,肥料,6346
106年10月,臺中港,國外,印尼,鋼材,5010
106年10月,臺中港,國內,高雄港,其他,18003
106年10月,臺中港,國外,香港,其他,2222
106年10月,臺中港,國外,日本,其他,2200
106年10月,臺中港,國外,韓國,其他,983
106年10月,臺中港,國外,荷蘭,其他,6011
106年10月,臺中港,國外,美國,其他,8000
106年10月,臺中港,國外,越南,其他,55
106年11月,臺中港,國外,越南,石膏,12500
106年11月,臺中港,國外,日本,爐石,2200
106年11月,臺中港,國外,越南,肥料,12687
106年11月,臺中港,國外,印尼,鋼材,10220
106年11月,臺中港,國外,中國大陸,其他,15143
106年11月,臺中港,國外,香港,其他,6514
106年11月,臺中港,國外,韓國,其他,1825
106年11月,臺中港,國外,美國,其他,3864
106年12月,臺中港,國外,中國大陸,化工原料,1099
106年12月,臺中港,國外,日本,化工原料,2500
106年12月,臺中港,國外,印尼,肥料,8000
106年12月,臺中港,國外,馬來西亞,肥料,5880
106年12月,臺中港,國外,印尼,鋼材,5149
106年12月,臺中港,國外,馬來西亞,鋼材,15186
106年12月,臺中港,國外,香港,其他,3046
106年12月,臺中港,國外,荷蘭,其他,6004
106年12月,臺中港,國外,菲律賓,其他,6180
107年01月,臺中港,國內,花蓮港,石膏,33000
107年01月,臺中港,國外,美國,化工原料,996
107年01月,臺中港,國外,馬來西亞,肥料,12380
107年01月,臺中港,國外,越南,肥料,6336
107年01月,臺中港,國外,美國,鋼材,48
107年01月,臺中港,國內,高雄港,其他,8887
107年01月,臺中港,國內,臺北港,其他,67
107年01月,臺中港,國外,中國大陸,其他,12702
107年01月,臺中港,國外,西班牙,其他,3046
107年01月,臺中港,國外,香港,其他,5137
107年01月,臺中港,國外,義大利,其他,1958
107年01月,臺中港,國外,日本,其他,2200
107年01月,臺中港,國外,美國,其他,10137
107年01月,臺中港,國外,越南,其他,2
107年02月,臺中港,國外,日本,化工原料,2500
107年02月,臺中港,國外,印尼,肥料,7000
107年02月,臺中港,國外,馬來西亞,肥料,6000
107年02月,臺中港,國內,高雄港,其他,12967
107年02月,臺中港,國外,加拿大,其他,884
107年02月,臺中港,國外,中國大陸,其他,6
107年02月,臺中港,國外,西班牙,其他,5096
107年02月,臺中港,國外,香港,其他,4030
107年02月,臺中港,國外,日本,其他,2200
107年02月,臺中港,國外,菲律賓,其他,306
107年02月,臺中港,國外,美國,其他,14498
107年03月,臺中港,國外,馬來西亞,肥料,6040
107年03月,臺中港,國外,越南,肥料,6325
107年03月,臺中港,國外,印尼,鋼材,10086
107年03月,臺中港,國外,香港,其他,2025
107年03月,臺中港,國外,義大利,其他,2531
107年03月,臺中港,國外,日本,其他,2000
107年03月,臺中港,國外,美國,其他,31918
107年03月,臺中港,國外,越南,其他,1
107年04月,臺中港,國外,中國大陸,化工原料,1
107年04月,臺中港,國外,日本,化工原料,2200
107年04月,臺中港,國外,美國,化工原料,998
107年04月,臺中港,國外,越南,肥料,12661
107年04月,臺中港,國外,印尼,鋼材,4854
107年04月,臺中港,國外,韓國,鋼材,20016
107年04月,臺中港,國外,菲律賓,鋼材,10077
107年04月,臺中港,國外,泰國,鋼材,7115
107年04月,臺中港,國外,中國大陸,其他,4000
107年04月,臺中港,國外,香港,其他,4819
107年04月,臺中港,國外,印尼,其他,25000
107年04月,臺中港,國外,日本,其他,3000
107年04月,臺中港,國外,馬來西亞,其他,6010
107年04月,臺中港,國外,越南,其他,4
107年05月,臺中港,國外,菲律賓,石膏,6100
107年05月,臺中港,國外,馬來西亞,化工原料,2100
107年05月,臺中港,國外,中國大陸,肥料,1
107年05月,臺中港,國外,印尼,肥料,6040
107年05月,臺中港,國外,越南,肥料,6117
107年05月,臺中港,國外,比利時,鋼材,229
107年05月,臺中港,國外,香港,其他,3930
107年05月,臺中港,國外,荷蘭,其他,8109
107年05月,臺中港,國外,菲律賓,其他,6600
107年05月,臺中港,國外,美國,其他,9005
107年05月,臺中港,國外,越南,其他,2
107年06月,臺中港,國外,日本,焦炭,5481
107年06月,臺中港,國外,日本,化工原料,2500
107年06月,臺中港,國外,美國,化工原料,1000
107年06月,臺中港,國外,馬來西亞,肥料,6040
107年06月,臺中港,國外,越南,肥料,6000
107年06月,臺中港,國外,香港,其他,2036
107年06月,臺中港,國外,義大利,其他,6092
107年06月,臺中港,國外,韓國,其他,1
107年06月,臺中港,國外,美國,其他,6882
107年06月,臺中港,國外,越南,其他,122
107年07月,臺中港,國外,印尼,肥料,6600
107年07月,臺中港,國外,泰國,肥料,9500
107年07月,臺中港,國內,高雄港,其他,84
107年07月,臺中港,國外,中國大陸,其他,15000
107年07月,臺中港,國外,香港,其他,2060
107年07月,臺中港,國外,日本,其他,2200
107年07月,臺中港,國外,荷蘭,其他,8150
107年07月,臺中港,國外,美國,其他,8644
107年07月,臺中港,國外,越南,其他,44003
107年08月,臺中港,國外,馬來西亞,化工原料,4421
107年08月,臺中港,國外,印尼,肥料,7000
107年08月,臺中港,國外,馬來西亞,肥料,7000
107年08月,臺中港,國外,越南,肥料,6304
107年08月,臺中港,國外,加拿大,其他,4338
107年08月,臺中港,國外,中國大陸,其他,3
107年08月,臺中港,國外,香港,其他,2008
107年08月,臺中港,國外,日本,其他,3135
107年08月,臺中港,國外,美國,其他,4625
107年08月,臺中港,國外,越南,其他,2
107年09月,臺中港,國外,越南,肥料,6339
107年09月,臺中港,國外,印尼,鋼材,4994
107年09月,臺中港,國外,香港,其他,7045
107年09月,臺中港,國外,義大利,其他,2849
107年09月,臺中港,國外,日本,其他,1
107年09月,臺中港,國外,奈及利亞,其他,1
107年09月,臺中港,國外,荷蘭,其他,4742
107年09月,臺中港,國外,秘魯,其他,7064
107年09月,臺中港,國外,美國,其他,10115
107年09月,臺中港,國外,越南,其他,4
107年10月,臺中港,國外,印尼,肥料,7000
107年10月,臺中港,國外,馬來西亞,肥料,6300
107年10月,臺中港,國外,加拿大,其他,10082
107年10月,臺中港,國外,中國大陸,其他,13150
107年10月,臺中港,國外,日本,其他,2300
107年10月,臺中港,國外,韓國,其他,5500
107年10月,臺中港,國外,美國,其他,592
107年11月,臺中港,國外,馬來西亞,植物油脂,3065
107年11月,臺中港,國外,馬來西亞,化工原料,3051
107年11月,臺中港,國外,中國大陸,其他,2
107年11月,臺中港,國外,西班牙,其他,5096
107年11月,臺中港,國外,馬來西亞,其他,1
107年11月,臺中港,國外,美國,其他,8000
107年12月,臺中港,國外,日本,植物油脂,1001
107年12月,臺中港,國外,中國大陸,化工原料,1
107年12月,臺中港,國外,香港,化工原料,4
107年12月,臺中港,國外,日本,化工原料,2500
107年12月,臺中港,國外,越南,化工原料,5
107年12月,臺中港,國內,高雄港,燃料油,11133
107年12月,臺中港,國外,越南,肥料,19505
107年12月,臺中港,國外,加拿大,其他,7051
107年12月,臺中港,國外,中國大陸,其他,2001
107年12月,臺中港,國外,香港,其他,2346
107年12月,臺中港,國外,日本,其他,2400
107年12月,臺中港,國外,美國,其他,7616
107年12月,臺中港,國外,越南,其他,44000
108年01月,臺中港,國內,高雄港,燃料油,19439
108年01月,臺中港,國外,印尼,肥料,8040
108年01月,臺中港,國外,馬來西亞,肥料,8040
108年01月,臺中港,國外,中國大陸,其他,105
108年01月,臺中港,國外,西班牙,其他,8134
108年01月,臺中港,國外,香港,其他,1942
108年01月,臺中港,國外,日本,其他,5353
108年01月,臺中港,國外,韓國,其他,4200
108年01月,臺中港,國外,菲律賓,其他,372
108年01月,臺中港,國外,越南,其他,72
108年02月,臺中港,國外,日本,化工原料,2500
108年02月,臺中港,國內,高雄港,燃料油,10030
108年02月,臺中港,國外,印尼,肥料,7040
108年02月,臺中港,國內,臺中港,其他,23752
108年02月,臺中港,國外,加拿大,其他,2332
108年02月,臺中港,國外,中國大陸,其他,13116
108年02月,臺中港,國外,西班牙,其他,4987
108年02月,臺中港,國外,香港,其他,2166
108年02月,臺中港,國外,印尼,其他,25827
108年02月,臺中港,國外,日本,其他,2400
108年02月,臺中港,國外,美國,其他,14000
108年03月,臺中港,國外,香港,化工原料,6
108年03月,臺中港,國外,馬來西亞,化工原料,1575
108年03月,臺中港,國內,高雄港,汽油,12459
108年03月,臺中港,國內,蘇澳港,汽油,14950
108年03月,臺中港,國內,環島其他,柴油,99
108年03月,臺中港,國內,高雄港,燃料油,6929
108年03月,臺中港,國內,環島其他,燃料油,9576
108年03月,臺中港,國外,印尼,肥料,8000
108年03月,臺中港,國外,越南,肥料,6346
108年03月,臺中港,國外,美國,鋼材,820
108年03月,臺中港,國外,中國大陸,其他,189
108年03月,臺中港,國外,日本,其他,3221
108年03月,臺中港,國外,菲律賓,其他,5000
108年03月,臺中港,國外,美國,其他,9212
108年03月,臺中港,國外,越南,其他,2
108年04月,臺中港,國外,亞洲其他,水泥,5625
108年04月,臺中港,國外,大洋洲其他,水泥,1815
108年04月,臺中港,國外,中國大陸,化工原料,1991
108年04月,臺中港,國內,環島其他,柴油,196
108年04月,臺中港,國內,高雄港,燃料油,8862
108年04月,臺中港,國內,環島其他,燃料油,8589
108年04月,臺中港,國外,越南,肥料,6300
108年04月,臺中港,國外,中國大陸,其他,15060
108年04月,臺中港,國外,西班牙,其他,11152
108年04月,臺中港,國外,香港,其他,2025
108年04月,臺中港,國外,義大利,其他,2442
108年04月,臺中港,國外,日本,其他,5200
108年04月,臺中港,國外,墨西哥,其他,82
108年04月,臺中港,國外,美國,其他,14959
108年04月,臺中港,國外,越南,其他,44000
108年05月,臺中港,國外,中國大陸,化工原料,5867
108年05月,臺中港,國外,日本,化工原料,2510
108年05月,臺中港,國內,高雄港,汽油,9919
108年05月,臺中港,國外,孟加拉,柴油,34153
108年05月,臺中港,國內,高雄港,燃料油,15050
108年05月,臺中港,國外,美國,鋼材,307
108年05月,臺中港,國內,馬祖港,其他,1330
108年05月,臺中港,國外,中國大陸,其他,3
108年05月,臺中港,國外,西班牙,其他,4570
108年05月,臺中港,國外,香港,其他,2047
108年05月,臺中港,國外,義大利,其他,1982
108年05月,臺中港,國外,日本,其他,4100
108年05月,臺中港,國外,韓國,其他,4501
108年05月,臺中港,國外,美國,其他,14516
108年05月,臺中港,國外,越南,其他,1
108年06月,臺中港,國外,亞洲其他,化工原料,33
108年06月,臺中港,國外,比利時,化工原料,2361
108年06月,臺中港,國外,中國大陸,化工原料,2907
108年06月,臺中港,國外,美國,化工原料,1000
108年06月,臺中港,國內,花蓮港,汽油,4100
108年06月,臺中港,國外,非洲其他,柴油,33223
108年06月,臺中港,國外,韓國,柴油,16482
108年06月,臺中港,國內,高雄港,燃料油,19817
108年06月,臺中港,國外,越南,肥料,12680
108年06月,臺中港,國內,臺中港,其他,51568
108年06月,臺中港,國外,亞洲其他,其他,7
108年06月,臺中港,國外,中國大陸,其他,15001
108年06月,臺中港,國外,香港,其他,2001
108年06月,臺中港,國外,義大利,其他,2513
108年06月,臺中港,國外,荷蘭,其他,3100
108年07月,臺中港,國外,中國大陸,化工原料,5942
108年07月,臺中港,國外,日本,化工原料,2500
108年07月,臺中港,國外,韓國,柴油,36189
108年07月,臺中港,國內,高雄港,燃料油,16934
108年07月,臺中港,國外,越南,肥料,6349
108年07月,臺中港,國內,臺中港,其他,69454
108年07月,臺中港,國內,環島其他,其他,5138
108年07月,臺中港,國外,中國大陸,其他,91
108年07月,臺中港,國外,西班牙,其他,8090
108年07月,臺中港,國外,香港,其他,1979
108年07月,臺中港,國外,義大利,其他,2437
108年07月,臺中港,國外,日本,其他,3700
108年07月,臺中港,國外,越南,其他,1
108年08月,臺中港,國外,中國大陸,化工原料,11205
108年08月,臺中港,國外,美國,化工原料,999
108年08月,臺中港,國外,韓國,柴油,36143
108年08月,臺中港,國內,高雄港,燃料油,11852
108年08月,臺中港,國內,臺中港,其他,43655
108年08月,臺中港,國內,環島其他,其他,10036
108年08月,臺中港,國外,中國大陸,其他,10
108年08月,臺中港,國外,香港,其他,1993
108年08月,臺中港,國外,日本,其他,2954
108年08月,臺中港,國外,馬來西亞,其他,1
108年08月,臺中港,國外,荷蘭,其他,5991
108年08月,臺中港,國外,美國,其他,8000
108年08月,臺中港,國外,越南,其他,1
108年09月,臺中港,國外,日本,植物油脂,2035
108年09月,臺中港,國內,臺中港,矽砂,8008
108年09月,臺中港,國外,中國大陸,化工原料,5979
108年09月,臺中港,國內,高雄港,燃料油,5030
108年09月,臺中港,國外,馬來西亞,肥料,7040
108年09月,臺中港,國外,菲律賓,肥料,6500
108年09月,臺中港,國外,荷蘭,鋼材,7
108年09月,臺中港,國內,臺中港,其他,78269
108年09月,臺中港,國內,高雄港,其他,123
108年09月,臺中港,國內,環島其他,其他,57
108年09月,臺中港,國外,香港,其他,4585
108年09月,臺中港,國外,義大利,其他,2337
108年09月,臺中港,國外,日本,其他,92
108年09月,臺中港,國外,韓國,其他,4100
108年09月,臺中港,國外,荷蘭,其他,317
108年10月,臺中港,國外,馬來西亞,植物油脂,2986
108年10月,臺中港,國內,麥寮港,化工原料,14
108年10月,臺中港,國外,比利時,化工原料,2992
108年10月,臺中港,國外,越南,化工原料,983
108年10月,臺中港,國外,韓國,柴油,31662
108年10月,臺中港,國內,高雄港,燃料油,15113
