時間,進港/出港,港口國,港口,臺灣港口,貨櫃/非貨櫃,船舶種類,船舶國籍,總噸數,艘次
2016/6/25 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,香港,51265,1
2016/3/10 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,香港,50725,1
2015/10/18 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台北港,非貨櫃船,散裝船,馬紹爾群島共和國,50617,1
2019/5/1 上午 12:00:00,出港,澳大利亞,紐塞(新堡),高雄港,非貨櫃船,散裝船,香港,51209,1
2019/5/1 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台北港,非貨櫃船,散裝船,香港,51209,1
2019/3/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),高雄港,非貨櫃船,散裝船,香港,52186,1
2019/3/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,香港,51265,1
2017/2/27 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台北港,非貨櫃船,散裝船,新加坡,45232,1
2017/1/26 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,新加坡,46935,1
2018/10/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),高雄港,非貨櫃船,散裝船,新加坡,46935,1
2018/10/1 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,新加坡,46935,1
2020/8/1 上午 12:00:00,出港,新加坡,新加坡港,台中港,非貨櫃船,散裝船,馬紹爾群島共和國,31261,1
2020/2/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,馬紹爾群島共和國,44003,1
2020/5/1 上午 12:00:00,進港,新加坡,新加坡港,台中港,非貨櫃船,散裝船,馬紹爾群島共和國,32372,1
2015/1/18 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,42894,1
2015/3/4 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,79702,1
2016/6/1 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,香港,46444,1
2016/7/12 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,28270,1
2016/7/14 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,46444,1
2016/8/4 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,46444,1
2016/9/5 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,香港,46444,1
2016/5/17 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,28270,1
2016/6/9 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,46444,1
2015/4/12 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,42894,1
2015/3/7 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,113735,1
2015/3/27 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,32060,1
2015/3/28 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,113735,1
2015/1/11 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,42894,1
2016/7/24 上午 12:00:00,出港,越南,順化,高雄港,貨櫃船,全貨櫃船,巴拿馬,2772,1
2016/7/27 上午 12:00:00,進港,越南,順化,高雄港,貨櫃船,全貨櫃船,巴拿馬,2363,1
2016/7/27 上午 12:00:00,出港,越南,順化,高雄港,貨櫃船,全貨櫃船,巴拿馬,2283,1
2016/8/6 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,14807,1
2016/7/23 上午 12:00:00,出港,越南,順化,高雄港,貨櫃船,全貨櫃船,巴拿馬,4165,1
2016/7/16 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,14807,1
2016/7/16 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,14807,1
2016/7/16 上午 12:00:00,進港,越南,順化,高雄港,貨櫃船,全貨櫃船,巴拿馬,2363,1
