時間,臺灣港口,國內/國外,地區別,貨物別,重量(公噸)
108年06月,高雄港,國外,馬來西亞,鋼材,9749
108年06月,高雄港,國外,俄羅斯,鋼材,2110
108年06月,高雄港,國外,美國,鋼材,2
108年06月,高雄港,國外,越南,鋼材,3997
108年06月,高雄港,國外,南非,鋼材,5843
108年06月,高雄港,國外,香港,廢鐵,8530
108年06月,高雄港,國外,日本,廢鐵,10874
108年06月,高雄港,國外,德國,電力機械及零件,4
108年06月,高雄港,國外,韓國,白蠟油,1997
108年06月,高雄港,國外,馬來西亞,白蠟油,1760
108年06月,高雄港,國外,澳洲,其他,5002
108年06月,高雄港,國外,比利時,其他,797
108年06月,高雄港,國外,中國大陸,其他,857
108年06月,高雄港,國外,香港,其他,3
108年06月,高雄港,國外,印尼,其他,6401
108年06月,高雄港,國外,義大利,其他,1
108年06月,高雄港,國外,日本,其他,5469
108年06月,高雄港,國外,韓國,其他,4181
108年06月,高雄港,國外,墨西哥,其他,8000
108年06月,高雄港,國外,馬來西亞,其他,2
108年06月,高雄港,國外,大洋洲其他,其他,24
108年06月,高雄港,國外,菲律賓,其他,37
108年06月,高雄港,國外,新加坡,其他,2209
108年06月,高雄港,國外,美國,其他,8292
108年06月,高雄港,國外,越南,其他,5000
108年06月,高雄港,國外,南非,其他,524
108年07月,高雄港,國外,美國,小麥,18904
108年07月,高雄港,國外,阿根廷,玉米,83155
108年07月,高雄港,國外,巴西,玉米,45612
108年07月,高雄港,國外,美國,玉米,17911
108年07月,高雄港,國外,阿根廷,黃豆,4000
108年07月,高雄港,國外,巴西,黃豆,75801
108年07月,高雄港,國外,美國,黃豆,19487
108年07月,高雄港,國外,澳洲,鹽類,72511
108年07月,高雄港,國外,美國,矽砂,3
108年07月,高雄港,國內,花蓮港,石灰石,88315
108年07月,高雄港,國外,日本,石灰石,88850
108年07月,高雄港,國外,越南,石灰石,19998
108年07月,高雄港,國外,菲律賓,白雲石,20000
108年07月,高雄港,國外,泰國,白雲石,18000
108年07月,高雄港,國內,花蓮港,水泥,34000
108年07月,高雄港,國內,蘇澳港,水泥,13100
108年07月,高雄港,國內,和平港,水泥,31800
108年07月,高雄港,國外,日本,水泥,19800
108年07月,高雄港,國外,越南,水泥熟料,31400
108年07月,高雄港,國外,澳洲,鐵礦砂,988841
108年07月,高雄港,國外,巴西,鐵礦砂,66000
108年07月,高雄港,國外,加拿大,鐵礦砂,64905
108年07月,高雄港,國外,中國大陸,鐵礦砂,136102
108年07月,高雄港,國外,澳洲,煤,815522
108年07月,高雄港,國外,加拿大,煤,179578
108年07月,高雄港,國外,中國大陸,煤,21767
108年07月,高雄港,國外,印尼,煤,71220
108年07月,高雄港,國外,俄羅斯,煤,126870
108年07月,高雄港,國外,日本,焦炭,3300
108年07月,高雄港,國外,巴林,化工原料,7599
108年07月,高雄港,國外,汶萊,化工原料,12999
108年07月,高雄港,國外,中國大陸,化工原料,4931
108年07月,高雄港,國外,英國,化工原料,4200
108年07月,高雄港,國外,印尼,化工原料,5249
108年07月,高雄港,國外,印度,化工原料,6969
108年07月,高雄港,國外,義大利,化工原料,9367
108年07月,高雄港,國外,日本,化工原料,39329
108年07月,高雄港,國外,韓國,化工原料,49345
108年07月,高雄港,國外,馬來西亞,化工原料,14341
108年07月,高雄港,國外,荷蘭,化工原料,1564
108年07月,高雄港,國外,菲律賓,化工原料,2686
108年07月,高雄港,國外,沙烏地阿拉伯,化工原料,27919
108年07月,高雄港,國外,新加坡,化工原料,20793
108年07月,高雄港,國外,泰國,化工原料,4558
108年07月,高雄港,國外,美國,化工原料,31349
108年07月,高雄港,國外,越南,化工原料,6270
108年07月,高雄港,國外,南非,化工原料,500
108年07月,高雄港,國外,阿拉伯聯合大公國,原油,128423
108年07月,高雄港,國外,科威特,原油,64368
108年07月,高雄港,國外,沙烏地阿拉伯,原油,365890
108年07月,高雄港,國外,美國,原油,793717
108年07月,高雄港,國外,新加坡,燃料油,62463
108年07月,高雄港,國外,阿拉伯聯合大公國,石油腦,218951
108年07月,高雄港,國外,印度,石油腦,27917
108年07月,高雄港,國外,巴基斯坦,石油腦,20490
108年07月,高雄港,國外,美國,石油腦,38070
108年07月,高雄港,國外,印尼,肥料,5980
108年07月,高雄港,國外,南非,生鐵,5000
108年07月,高雄港,國外,中國大陸,鋼材,99
108年07月,高雄港,國外,日本,鋼材,1163
108年07月,高雄港,國外,韓國,鋼材,3181
108年07月,高雄港,國外,南非,鋼材,3445
108年07月,高雄港,國外,香港,廢鐵,11915
108年07月,高雄港,國外,日本,廢鐵,21170
108年07月,高雄港,國外,日本,白蠟油,2000
108年07月,高雄港,國外,韓國,白蠟油,984
108年07月,高雄港,國外,馬來西亞,白蠟油,797
108年07月,高雄港,國外,加拿大,其他,27
108年07月,高雄港,國外,中國大陸,其他,13463
108年07月,高雄港,國外,非洲其他,其他,30
108年07月,高雄港,國外,英國,其他,8
108年07月,高雄港,國外,香港,其他,5
108年07月,高雄港,國外,印尼,其他,6388
108年07月,高雄港,國外,義大利,其他,55
108年07月,高雄港,國外,日本,其他,4051
108年07月,高雄港,國外,韓國,其他,8123
108年07月,高雄港,國外,馬來西亞,其他,2
108年07月,高雄港,國外,新加坡,其他,4171
108年07月,高雄港,國外,泰國,其他,38000
108年07月,高雄港,國外,美國,其他,18696
108年07月,高雄港,國外,南非,其他,421
108年08月,高雄港,國外,美國,小麥,22957
108年08月,高雄港,國外,巴西,玉米,120740
108年08月,高雄港,國外,巴西,黃豆,68814
108年08月,高雄港,國外,澳洲,動物油脂,1002
108年08月,高雄港,國外,澳洲,鹽類,63887
108年08月,高雄港,國內,花蓮港,石灰石,70614
108年08月,高雄港,國外,日本,石灰石,86565
108年08月,高雄港,國外,越南,石灰石,37000
108年08月,高雄港,國外,菲律賓,白雲石,10000
108年08月,高雄港,國內,花蓮港,水泥,47000
108年08月,高雄港,國內,蘇澳港,水泥,5100
108年08月,高雄港,國內,和平港,水泥,29000
108年08月,高雄港,國外,日本,水泥,20000
108年08月,高雄港,國外,澳洲,鐵礦砂,961339
108年08月,高雄港,國外,巴西,鐵礦砂,120126
108年08月,高雄港,國外,加拿大,鐵礦砂,128403
108年08月,高雄港,國外,中國大陸,鐵礦砂,155578
108年08月,高雄港,國外,澳洲,煤,746267
108年08月,高雄港,國外,加拿大,煤,110366
108年08月,高雄港,國外,中國大陸,煤,25357
108年08月,高雄港,國外,印尼,煤,83065
108年08月,高雄港,國外,俄羅斯,煤,302980
108年08月,高雄港,國外,越南,煤,2070
108年08月,高雄港,國外,巴林,化工原料,7150
108年08月,高雄港,國外,汶萊,化工原料,6300
108年08月,高雄港,國外,中國大陸,化工原料,6910
108年08月,高雄港,國外,印度,化工原料,7276
108年08月,高雄港,國外,義大利,化工原料,9388
108年08月,高雄港,國外,日本,化工原料,27699
108年08月,高雄港,國外,韓國,化工原料,56248
108年08月,高雄港,國外,馬來西亞,化工原料,400
108年08月,高雄港,國外,荷蘭,化工原料,4327
108年08月,高雄港,國外,沙烏地阿拉伯,化工原料,12097
108年08月,高雄港,國外,新加坡,化工原料,7737
108年08月,高雄港,國外,泰國,化工原料,6541
108年08月,高雄港,國外,美國,化工原料,49949
108年08月,高雄港,國外,越南,化工原料,8921
108年08月,高雄港,國外,南非,化工原料,850
108年08月,高雄港,國外,科威特,原油,100234
108年08月,高雄港,國外,沙烏地阿拉伯,原油,166594
108年08月,高雄港,國外,新加坡,燃料油,66150
108年08月,高雄港,國外,阿拉伯聯合大公國,石油腦,152656
108年08月,高雄港,國外,印度,石油腦,18588
108年08月,高雄港,國外,馬來西亞,石油腦,14295
108年08月,高雄港,國外,巴基斯坦,石油腦,7817
108年08月,高雄港,國外,沙烏地阿拉伯,石油腦,34893
108年08月,高雄港,國外,美國,石油腦,51375
108年08月,高雄港,國外,阿拉伯聯合大公國,液化石油氣,10450
108年08月,高雄港,國外,美國,肥料,13512
108年08月,高雄港,國外,日本,鋼材,31
108年08月,高雄港,國外,韓國,鋼材,731
108年08月,高雄港,國外,俄羅斯,鋼材,10981
108年08月,高雄港,國外,香港,廢鐵,8485
108年08月,高雄港,國外,日本,廢鐵,20409
108年08月,高雄港,國外,韓國,白蠟油,481
108年08月,高雄港,國外,馬來西亞,白蠟油,1045
108年08月,高雄港,國外,澳洲,其他,3548
108年08月,高雄港,國外,比利時,其他,998
108年08月,高雄港,國外,中國大陸,其他,24570
108年08月,高雄港,國外,德國,其他,2
108年08月,高雄港,國外,非洲其他,其他,324
108年08月,高雄港,國外,英國,其他,10
108年08月,高雄港,國外,香港,其他,3
108年08月,高雄港,國外,印尼,其他,485
108年08月,高雄港,國外,日本,其他,3539
108年08月,高雄港,國外,韓國,其他,4268
108年08月,高雄港,國外,荷蘭,其他,1050
108年08月,高雄港,國外,大洋洲其他,其他,9
108年08月,高雄港,國外,新加坡,其他,962
108年08月,高雄港,國外,美國,其他,4991
108年08月,高雄港,國外,南非,其他,195
108年09月,高雄港,國外,美國,小麥,31447
108年09月,高雄港,國外,巴西,玉米,219520
108年09月,高雄港,國外,美國,黃豆,137358
108年09月,高雄港,國外,澳洲,鹽類,31550
108年09月,高雄港,國外,印度,鹽類,31500
108年09月,高雄港,國內,花蓮港,石灰石,70385
108年09月,高雄港,國外,日本,石灰石,169625
108年09月,高雄港,國外,越南,石灰石,45006
108年09月,高雄港,國外,菲律賓,白雲石,5000
108年09月,高雄港,國內,花蓮港,水泥,39500
108年09月,高雄港,國內,蘇澳港,水泥,10000
108年09月,高雄港,國內,和平港,水泥,59500
108年09月,高雄港,國外,日本,水泥,28750
108年09月,高雄港,國外,泰國,水泥熟料,38800
108年09月,高雄港,國外,澳洲,鐵礦砂,997604
108年09月,高雄港,國外,加拿大,鐵礦砂,76114
108年09月,高雄港,國外,中國大陸,鐵礦砂,85770
108年09月,高雄港,國外,澳洲,煤,761444
108年09月,高雄港,國外,加拿大,煤,83463
108年09月,高雄港,國外,中國大陸,煤,10472
108年09月,高雄港,國外,印尼,煤,99190
108年09月,高雄港,國外,俄羅斯,煤,181600
108年09月,高雄港,國外,巴林,化工原料,5016
108年09月,高雄港,國外,巴西,化工原料,2000
108年09月,高雄港,國外,中國大陸,化工原料,11232
108年09月,高雄港,國外,印尼,化工原料,2300
108年09月,高雄港,國外,印度,化工原料,16239
108年09月,高雄港,國外,日本,化工原料,29826
108年09月,高雄港,國外,韓國,化工原料,57113
108年09月,高雄港,國外,馬來西亞,化工原料,18670
108年09月,高雄港,國外,荷蘭,化工原料,1954
108年09月,高雄港,國外,阿曼,化工原料,15750
108年09月,高雄港,國外,沙烏地阿拉伯,化工原料,6550
108年09月,高雄港,國外,新加坡,化工原料,11898
108年09月,高雄港,國外,泰國,化工原料,7645
108年09月,高雄港,國外,美國,化工原料,13901
108年09月,高雄港,國外,越南,化工原料,2788
108年09月,高雄港,國外,南非,化工原料,500
108年09月,高雄港,國外,阿拉伯聯合大公國,原油,271663
108年09月,高雄港,國外,安哥拉,原油,123619
108年09月,高雄港,國外,新加坡,燃料油,36119
108年09月,高雄港,國外,阿拉伯聯合大公國,石油腦,171689
108年09月,高雄港,國外,印度,石油腦,25000
108年09月,高雄港,國外,俄羅斯,石油腦,31587
108年09月,高雄港,國外,沙烏地阿拉伯,液化石油氣,21849
108年09月,高雄港,國外,南美洲其他,原木,95
108年09月,高雄港,國外,大洋洲其他,合板、保麗板,286
108年09月,高雄港,國外,日本,鋼材,4967
108年09月,高雄港,國外,韓國,鋼材,1132
108年09月,高雄港,國外,卡達,鋼材,3046
108年09月,高雄港,國外,俄羅斯,鋼材,12004
108年09月,高雄港,國外,越南,鋼材,161
108年09月,高雄港,國外,南非,鋼材,3800
108年09月,高雄港,國外,日本,廢鐵,6651
108年09月,高雄港,國外,日本,白蠟油,1999
108年09月,高雄港,國外,汶萊,其他,312
108年09月,高雄港,國外,加拿大,其他,48
108年09月,高雄港,國外,中國大陸,其他,11909
108年09月,高雄港,國外,德國,其他,3
108年09月,高雄港,國外,香港,其他,5
108年09月,高雄港,國外,日本,其他,1003
108年09月,高雄港,國外,韓國,其他,5637
108年09月,高雄港,國外,馬來西亞,其他,6930
108年09月,高雄港,國外,菲律賓,其他,4
108年09月,高雄港,國外,沙烏地阿拉伯,其他,987
108年09月,高雄港,國外,新加坡,其他,1829
108年09月,高雄港,國外,泰國,其他,12000
108年09月,高雄港,國外,歐洲其他,其他,3
108年09月,高雄港,國外,美國,其他,3972
108年09月,高雄港,國外,越南,其他,7000
108年09月,高雄港,國外,南非,其他,303
108年10月,高雄港,國外,美國,小麥,5761
108年10月,高雄港,國外,巴西,玉米,123571
108年10月,高雄港,國外,美國,玉米,15004
108年10月,高雄港,國外,美國,黃豆,15687
108年10月,高雄港,國外,澳洲,動物油脂,2797
108年10月,高雄港,國外,澳洲,鹽類,73101
108年10月,高雄港,國外,馬來西亞,矽砂,11800
108年10月,高雄港,國內,花蓮港,石灰石,52702
108年10月,高雄港,國外,日本,石灰石,106300
108年10月,高雄港,國外,馬來西亞,石灰石,7500
108年10月,高雄港,國外,越南,石灰石,40003
108年10月,高雄港,國外,菲律賓,白雲石,16500
108年10月,高雄港,國外,泰國,白雲石,17480
108年10月,高雄港,國內,花蓮港,水泥,48500
108年10月,高雄港,國內,蘇澳港,水泥,13500
108年10月,高雄港,國內,和平港,水泥,71200
108年10月,高雄港,國外,日本,水泥,10000
108年10月,高雄港,國外,韓國,水泥,10000
108年10月,高雄港,國外,澳洲,鐵礦砂,954606
108年10月,高雄港,國外,中國大陸,鐵礦砂,165374
108年10月,高雄港,國外,澳洲,煤,650722
108年10月,高雄港,國外,加拿大,煤,107058
108年10月,高雄港,國外,中國大陸,煤,37244
108年10月,高雄港,國外,印尼,煤,143761
108年10月,高雄港,國外,俄羅斯,煤,253126
108年10月,高雄港,國外,南美洲其他,煤,82424
108年10月,高雄港,國外,阿拉伯聯合大公國,化工原料,3500
108年10月,高雄港,國外,巴林,化工原料,5614
108年10月,高雄港,國外,汶萊,化工原料,9850
108年10月,高雄港,國外,中國大陸,化工原料,6808
108年10月,高雄港,國外,義大利,化工原料,9378
108年10月,高雄港,國外,日本,化工原料,56648
108年10月,高雄港,國外,韓國,化工原料,69891
108年10月,高雄港,國外,馬來西亞,化工原料,3850
108年10月,高雄港,國外,荷蘭,化工原料,5701
108年10月,高雄港,國外,卡達,化工原料,15732
108年10月,高雄港,國外,沙烏地阿拉伯,化工原料,16198
108年10月,高雄港,國外,新加坡,化工原料,1011
108年10月,高雄港,國外,泰國,化工原料,20479
108年10月,高雄港,國外,美國,化工原料,18774
108年10月,高雄港,國外,越南,化工原料,2508
108年10月,高雄港,國外,南非,化工原料,600
108年10月,高雄港,國外,土耳其,原油,277457
108年10月,高雄港,國外,阿拉伯聯合大公國,石油腦,126869
108年10月,高雄港,國外,印度,石油腦,76570
108年10月,高雄港,國外,美國,肥料,5397
108年10月,高雄港,國外,中國大陸,鋼材,125
108年10月,高雄港,國外,日本,鋼材,1142
108年10月,高雄港,國外,韓國,鋼材,2073
108年10月,高雄港,國外,俄羅斯,鋼材,3320
108年10月,高雄港,國外,香港,廢鐵,4200
108年10月,高雄港,國外,日本,廢鐵,2625
108年10月,高雄港,國外,義大利,白蠟油,1071
108年10月,高雄港,國外,韓國,白蠟油,500
108年10月,高雄港,國外,澳洲,其他,1006
108年10月,高雄港,國外,巴西,其他,999
108年10月,高雄港,國外,加拿大,其他,168
108年10月,高雄港,國外,中國大陸,其他,9461
108年10月,高雄港,國外,香港,其他,1
108年10月,高雄港,國外,印尼,其他,363
108年10月,高雄港,國外,日本,其他,1465
108年10月,高雄港,國外,韓國,其他,1171
108年10月,高雄港,國外,馬來西亞,其他,3
108年10月,高雄港,國外,大洋洲其他,其他,82
108年10月,高雄港,國外,卡達,其他,1501
108年10月,高雄港,國外,新加坡,其他,976
108年10月,高雄港,國外,泰國,其他,28819
108年10月,高雄港,國外,美國,其他,7712
108年10月,高雄港,國外,南非,其他,699
108年11月,高雄港,國外,美國,小麥,40825
108年11月,高雄港,國外,巴西,玉米,253650
108年11月,高雄港,國外,美國,黃豆,68828
108年11月,高雄港,國外,澳洲,鹽類,31050
108年11月,高雄港,國外,印度,鹽類,33000
108年11月,高雄港,國內,花蓮港,石灰石,70289
108年11月,高雄港,國外,日本,石灰石,78180
108年11月,高雄港,國外,越南,石灰石,13501
108年11月,高雄港,國外,中國大陸,大理石花崗石,228
108年11月,高雄港,國外,菲律賓,白雲石,23000
108年11月,高雄港,國內,花蓮港,水泥,40500
108年11月,高雄港,國內,蘇澳港,水泥,12600
108年11月,高雄港,國內,和平港,水泥,48400
108年11月,高雄港,國外,日本,水泥,10000
108年11月,高雄港,國外,韓國,水泥,10000
108年11月,高雄港,國外,越南,水泥熟料,30500
108年11月,高雄港,國外,澳洲,鐵礦砂,1018887
108年11月,高雄港,國外,巴西,鐵礦砂,62347
108年11月,高雄港,國外,中國大陸,鐵礦砂,202663
108年11月,高雄港,國外,澳洲,煤,890310
108年11月,高雄港,國外,加拿大,煤,52850
108年11月,高雄港,國外,中國大陸,煤,45499
108年11月,高雄港,國外,印尼,煤,109048
108年11月,高雄港,國外,俄羅斯,煤,198941
108年11月,高雄港,國外,南美洲其他,煤,18000
108年11月,高雄港,國外,巴林,化工原料,4150
108年11月,高雄港,國外,汶萊,化工原料,1000
108年11月,高雄港,國外,巴西,化工原料,3999
108年11月,高雄港,國外,中國大陸,化工原料,9208
108年11月,高雄港,國外,英國,化工原料,856
108年11月,高雄港,國外,印尼,化工原料,5249
108年11月,高雄港,國外,印度,化工原料,5189
108年11月,高雄港,國外,義大利,化工原料,4100
108年11月,高雄港,國外,日本,化工原料,42346
108年11月,高雄港,國外,韓國,化工原料,39719
108年11月,高雄港,國外,荷蘭,化工原料,4519
108年11月,高雄港,國外,阿曼,化工原料,14700
108年11月,高雄港,國外,菲律賓,化工原料,2278
108年11月,高雄港,國外,沙烏地阿拉伯,化工原料,22912
108年11月,高雄港,國外,泰國,化工原料,3601
108年11月,高雄港,國外,美國,化工原料,45567
108年11月,高雄港,國外,越南,化工原料,5228
108年11月,高雄港,國外,南非,化工原料,300
108年11月,高雄港,國外,阿拉伯聯合大公國,原油,196873
108年11月,高雄港,國外,非洲其他,原油,86301
108年11月,高雄港,國外,科威特,原油,68633
108年11月,高雄港,國外,土耳其,原油,139425
108年11月,高雄港,國外,美國,原油,677567
108年11月,高雄港,國外,亞洲其他,燃料油,220
108年11月,高雄港,國外,阿拉伯聯合大公國,石油腦,109877
108年11月,高雄港,國外,美國,石油腦,31713
108年11月,高雄港,國外,約旦,肥料,9500
108年11月,高雄港,國外,中國大陸,鋼材,1
108年11月,高雄港,國外,印度,鋼材,314
108年11月,高雄港,國外,韓國,鋼材,2398
108年11月,高雄港,國外,俄羅斯,鋼材,7776
108年11月,高雄港,國外,香港,廢鐵,7600
108年11月,高雄港,國外,日本,廢鐵,25235
108年11月,高雄港,國外,日本,白蠟油,1000
108年11月,高雄港,國外,澳洲,其他,101
108年11月,高雄港,國外,加拿大,其他,123
108年11月,高雄港,國外,中國大陸,其他,11671
108年11月,高雄港,國外,法國,其他,2
108年11月,高雄港,國外,香港,其他,2
108年11月,高雄港,國外,印尼,其他,472
108年11月,高雄港,國外,日本,其他,3046
108年11月,高雄港,國外,韓國,其他,3208
108年11月,高雄港,國外,馬來西亞,其他,189
108年11月,高雄港,國外,紐西蘭,其他,6
108年11月,高雄港,國外,新加坡,其他,2140
108年11月,高雄港,國外,泰國,其他,34930
108年11月,高雄港,國外,美國,其他,1050
108年11月,高雄港,國外,南非,其他,698
108年12月,高雄港,國外,烏克蘭,小麥,471
108年12月,高雄港,國外,美國,小麥,9627
108年12月,高雄港,國外,巴西,玉米,157318
108年12月,高雄港,國外,美國,黃豆,47861
108年12月,高雄港,國外,澳洲,動物油脂,1797
108年12月,高雄港,國外,澳洲,鹽類,65600
108年12月,高雄港,國內,花蓮港,石灰石,70337
108年12月,高雄港,國外,日本,石灰石,96235
108年12月,高雄港,國外,越南,石灰石,27896
108年12月,高雄港,國外,菲律賓,白雲石,41000
108年12月,高雄港,國外,中國大陸,鎂礦砂,3000
108年12月,高雄港,國內,花蓮港,水泥,30000
108年12月,高雄港,國內,蘇澳港,水泥,7400
108年12月,高雄港,國內,和平港,水泥,58900
108年12月,高雄港,國外,日本,水泥,29800
108年12月,高雄港,國外,越南,水泥熟料,52120
108年12月,高雄港,國外,澳洲,鐵礦砂,1047071
108年12月,高雄港,國外,中國大陸,鐵礦砂,136699
108年12月,高雄港,國外,澳洲,煤,747193
108年12月,高雄港,國外,加拿大,煤,110749
108年12月,高雄港,國外,中國大陸,煤,13200
108年12月,高雄港,國外,印尼,煤,61120
108年12月,高雄港,國外,俄羅斯,煤,76650
108年12月,高雄港,國外,比利時,化工原料,5150
108年12月,高雄港,國外,巴林,化工原料,2000
108年12月,高雄港,國外,汶萊,化工原料,7085
108年12月,高雄港,國外,巴西,化工原料,2100
108年12月,高雄港,國外,中美洲其他,化工原料,5000
108年12月,高雄港,國外,中國大陸,化工原料,7755
108年12月,高雄港,國外,印尼,化工原料,10490
108年12月,高雄港,國外,印度,化工原料,7128
108年12月,高雄港,國外,義大利,化工原料,2987
108年12月,高雄港,國外,日本,化工原料,35561
108年12月,高雄港,國外,韓國,化工原料,73858
108年12月,高雄港,國外,馬來西亞,化工原料,4347
108年12月,高雄港,國外,荷蘭,化工原料,3337
108年12月,高雄港,國外,阿曼,化工原料,9250
108年12月,高雄港,國外,菲律賓,化工原料,2272
108年12月,高雄港,國外,沙烏地阿拉伯,化工原料,12528
108年12月,高雄港,國外,新加坡,化工原料,5957
108年12月,高雄港,國外,泰國,化工原料,4721
108年12月,高雄港,國外,美國,化工原料,52415
108年12月,高雄港,國外,越南,化工原料,2718
108年12月,高雄港,國外,南非,化工原料,600
108年12月,高雄港,國外,土耳其,原油,277629
108年12月,高雄港,國外,美國,原油,381868
108年12月,高雄港,國內,臺北港,汽油,3720
108年12月,高雄港,國內,麥寮港,汽油,4985
108年12月,高雄港,國外,阿拉伯聯合大公國,石油腦,106096
108年12月,高雄港,國外,印度,石油腦,11717
108年12月,高雄港,國外,馬來西亞,石油腦,20119
108年12月,高雄港,國外,美國,石油腦,38522
108年12月,高雄港,國外,沙烏地阿拉伯,液化石油氣,33599
108年12月,高雄港,國外,美國,液化石油氣,11536
108年12月,高雄港,國外,美國,肥料,4633
108年12月,高雄港,國外,日本,生鐵,5250
108年12月,高雄港,國外,日本,鋼材,939
108年12月,高雄港,國外,韓國,鋼材,1916
108年12月,高雄港,國外,俄羅斯,鋼材,5041
108年12月,高雄港,國外,香港,廢鐵,3935
108年12月,高雄港,國外,日本,廢鐵,15362
108年12月,高雄港,國外,韓國,白蠟油,503
108年12月,高雄港,國外,比利時,其他,3
108年12月,高雄港,國外,中國大陸,其他,15858
108年12月,高雄港,國外,德國,其他,1
108年12月,高雄港,國外,非洲其他,其他,21
108年12月,高雄港,國外,法國,其他,1
108年12月,高雄港,國外,香港,其他,5996
108年12月,高雄港,國外,印尼,其他,278
108年12月,高雄港,國外,義大利,其他,2
108年12月,高雄港,國外,日本,其他,2233
108年12月,高雄港,國外,韓國,其他,4641
108年12月,高雄港,國外,馬來西亞,其他,4
108年12月,高雄港,國外,大洋洲其他,其他,125
108年12月,高雄港,國外,沙烏地阿拉伯,其他,817
108年12月,高雄港,國外,新加坡,其他,1161
108年12月,高雄港,國外,泰國,其他,1035
108年12月,高雄港,國外,美國,其他,14241
108年12月,高雄港,國外,越南,其他,4000
108年12月,高雄港,國外,南非,其他,400
109年01月,高雄港,國外,烏克蘭,小麥,291
109年01月,高雄港,國外,美國,小麥,32106
109年01月,高雄港,國外,阿根廷,玉米,52109
109年01月,高雄港,國外,巴西,玉米,92232
109年01月,高雄港,國外,阿根廷,黃豆,4500
109年01月,高雄港,國外,澳洲,鹽類,39334
109年01月,高雄港,國內,花蓮港,石灰石,17576
109年01月,高雄港,國外,日本,石灰石,49020
109年01月,高雄港,國外,馬來西亞,石灰石,7500
109年01月,高雄港,國外,越南,石灰石,35168
109年01月,高雄港,國外,菲律賓,白雲石,48700
109年01月,高雄港,國外,中國大陸,鎂礦砂,9612
109年01月,高雄港,國內,花蓮港,水泥,45500
109年01月,高雄港,國內,蘇澳港,水泥,41550
109年01月,高雄港,國內,和平港,水泥,47100
109年01月,高雄港,國外,日本,水泥,29700
109年01月,高雄港,國外,越南,水泥熟料,25620
109年01月,高雄港,國外,澳洲,鐵礦砂,867569
109年01月,高雄港,國外,中國大陸,鐵礦砂,245886
109年01月,高雄港,國外,非洲其他,鐵礦砂,72000
109年01月,高雄港,國外,澳洲,煤,649102
109年01月,高雄港,國外,加拿大,煤,118980
109年01月,高雄港,國外,中國大陸,煤,27362
109年01月,高雄港,國外,印尼,煤,79000
109年01月,高雄港,國外,俄羅斯,煤,132400
109年01月,高雄港,國外,南美洲其他,煤,24000
109年01月,高雄港,國外,比利時,化工原料,7058
109年01月,高雄港,國外,巴林,化工原料,5250
109年01月,高雄港,國外,汶萊,化工原料,17817
109年01月,高雄港,國外,中國大陸,化工原料,7300
109年01月,高雄港,國外,日本,化工原料,33982
109年01月,高雄港,國外,韓國,化工原料,67395
109年01月,高雄港,國外,馬來西亞,化工原料,4131
109年01月,高雄港,國外,荷蘭,化工原料,11034
109年01月,高雄港,國外,阿曼,化工原料,7601
109年01月,高雄港,國外,菲律賓,化工原料,4410
109年01月,高雄港,國外,沙烏地阿拉伯,化工原料,21187
109年01月,高雄港,國外,新加坡,化工原料,4979
109年01月,高雄港,國外,泰國,化工原料,8385
109年01月,高雄港,國外,美國,化工原料,55900
109年01月,高雄港,國外,越南,化工原料,3172
109年01月,高雄港,國外,南非,化工原料,299
109年01月,高雄港,國外,阿拉伯聯合大公國,原油,264789
109年01月,高雄港,國外,科威特,原油,88318
109年01月,高雄港,國外,馬來西亞,原油,87174
109年01月,高雄港,國外,沙烏地阿拉伯,原油,179888
109年01月,高雄港,國內,麥寮港,汽油,4985
109年01月,高雄港,國內,臺北港,石油腦,5584
109年01月,高雄港,國外,埃及,石油腦,12244
109年01月,高雄港,國外,印度,石油腦,45086
109年01月,高雄港,國外,馬來西亞,石油腦,21972
109年01月,高雄港,國外,美國,石油腦,76973
109年01月,高雄港,國外,印尼,肥料,5060
109年01月,高雄港,國外,美國,肥料,11000
109年01月,高雄港,國外,南非,生鐵,5000
109年01月,高雄港,國外,中國大陸,鋼材,1
109年01月,高雄港,國外,香港,鋼材,1
109年01月,高雄港,國外,日本,鋼材,351
109年01月,高雄港,國外,韓國,鋼材,1512
109年01月,高雄港,國外,亞洲其他,廢鐵,1900
109年01月,高雄港,國外,香港,廢鐵,3675
109年01月,高雄港,國外,日本,廢鐵,14431
109年01月,高雄港,國外,日本,白蠟油,947
109年01月,高雄港,國外,韓國,白蠟油,503
109年01月,高雄港,國外,馬來西亞,白蠟油,838
109年01月,高雄港,國外,澳洲,其他,1038
109年01月,高雄港,國外,巴西,其他,997
109年01月,高雄港,國外,加拿大,其他,25
109年01月,高雄港,國外,中國大陸,其他,1139
109年01月,高雄港,國外,德國,其他,1
109年01月,高雄港,國外,香港,其他,2
109年01月,高雄港,國外,印尼,其他,42
109年01月,高雄港,國外,義大利,其他,3
109年01月,高雄港,國外,日本,其他,4277
109年01月,高雄港,國外,韓國,其他,4520
109年01月,高雄港,國外,馬來西亞,其他,4
109年01月,高雄港,國外,紐西蘭,其他,2
109年01月,高雄港,國外,大洋洲其他,其他,54
109年01月,高雄港,國外,新加坡,其他,2037
109年01月,高雄港,國外,泰國,其他,1816
109年01月,高雄港,國外,美國,其他,2033
109年01月,高雄港,國外,越南,其他,4050
109年01月,高雄港,國外,南非,其他,695
