時間,貨物別,地區別,臺灣港口,重量(公噸)
108年06月,塑膠橡膠及其製品,浙江寧波,基隆港,8
108年06月,塑膠橡膠及其製品,廣東清溪,基隆港,0
108年06月,塑膠橡膠及其製品,上海,基隆港,26
108年06月,塑膠橡膠及其製品,廣東蛇口,基隆港,2
108年06月,塑膠橡膠及其製品,廣東深圳,基隆港,0
108年06月,塑膠橡膠及其製品,江蘇太倉,基隆港,0
108年06月,塑膠橡膠及其製品,山東青島,基隆港,0
108年06月,塑膠橡膠及其製品,福建廈門,基隆港,0
108年06月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
108年06月,"木及木製品,軟木及軟木製品",浙江寧波,基隆港,2
108年06月,"木及木製品,軟木及軟木製品",上海,基隆港,1
108年06月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
108年06月,"木漿紙漿,紙及紙板及其製品",廣東蛇口,基隆港,4
108年06月,"木漿紙漿,紙及紙板及其製品",福建廈門,基隆港,0
108年06月,紡織品及其製品,浙江寧波,基隆港,1
108年06月,紡織品及其製品,上海,基隆港,3
108年06月,紡織品及其製品,山東青島,基隆港,0
108年06月,"鞋帽傘,羽毛及其製品,人造花",上海,基隆港,0
108年06月,"鞋帽傘,羽毛及其製品,人造花",山東青島,基隆港,1
108年06月,"石料水泥石棉等材料之製品,陶瓷,玻璃",浙江寧波,基隆港,2
108年06月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,17
108年06月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東蛇口,基隆港,0
108年06月,"石料水泥石棉等材料之製品,陶瓷,玻璃",天津新港,基隆港,1
108年06月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,5
108年06月,卑金屬及其製品,廣東黃埔,基隆港,3
108年06月,卑金屬及其製品,浙江寧波,基隆港,3
108年06月,卑金屬及其製品,廣東清溪,基隆港,22
108年06月,卑金屬及其製品,上海,基隆港,18
108年06月,卑金屬及其製品,廣東蛇口,基隆港,1
108年06月,卑金屬及其製品,廣東深圳,基隆港,0
108年06月,卑金屬及其製品,山東青島,基隆港,0
108年06月,卑金屬及其製品,天津新港,基隆港,4
108年06月,卑金屬及其製品,福建廈門,基隆港,2262
108年06月,"機械用具電機設備,電視影像錄音機",上海寶山碼頭,基隆港,0
108年06月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,0
108年06月,"機械用具電機設備,電視影像錄音機",廣東黃埔,基隆港,3
108年06月,"機械用具電機設備,電視影像錄音機",廣東窖心,基隆港,3
108年06月,"機械用具電機設備,電視影像錄音機",江蘇連雲港,基隆港,2
108年06月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,29
108年06月,"機械用具電機設備,電視影像錄音機",廣東清溪,基隆港,0
108年06月,"機械用具電機設備,電視影像錄音機",上海,基隆港,206
108年06月,"機械用具電機設備,電視影像錄音機",廣東三山,基隆港,3
108年06月,"機械用具電機設備,電視影像錄音機",廣東蛇口,基隆港,13
108年06月,"機械用具電機設備,電視影像錄音機",江蘇太倉,基隆港,0
108年06月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,5
108年06月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,0
108年06月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,7
108年06月,"機械用具電機設備,電視影像錄音機",廣東珠海,基隆港,0
108年06月,"機械用具電機設備,電視影像錄音機",福建漳州,基隆港,37
108年06月,車輛航空器船舶運輸設備,廣東黃埔,基隆港,0
108年06月,車輛航空器船舶運輸設備,浙江寧波,基隆港,2
108年06月,車輛航空器船舶運輸設備,上海,基隆港,2
108年06月,車輛航空器船舶運輸設備,廣東三山,基隆港,0
108年06月,車輛航空器船舶運輸設備,廣東蛇口,基隆港,0
108年06月,車輛航空器船舶運輸設備,山東青島,基隆港,1
108年06月,車輛航空器船舶運輸設備,浙江溫州,基隆港,0
108年06月,車輛航空器船舶運輸設備,福建廈門,基隆港,3
108年06月,"光學照相電影計量檢查儀器,鐘錶樂器",上海寶山碼頭,基隆港,0
108年06月,"光學照相電影計量檢查儀器,鐘錶樂器",浙江寧波,基隆港,1
108年06月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,4
108年06月,"光學照相電影計量檢查儀器,鐘錶樂器",廣東蛇口,基隆港,3
108年06月,"光學照相電影計量檢查儀器,鐘錶樂器",山東青島,基隆港,0
108年06月,"光學照相電影計量檢查儀器,鐘錶樂器",天津新港,基隆港,0
108年06月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,0
108年06月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,4
108年06月,"家具玩具運動用品,雜項製品",上海,基隆港,3
108年06月,"家具玩具運動用品,雜項製品",廣東蛇口,基隆港,0
108年06月,"家具玩具運動用品,雜項製品",山東青島,基隆港,1
108年06月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,0
108年06月,藝術品古董,福建廈門,基隆港,0
108年07月,動物產品,福建廈門,基隆港,9
108年07月,礦產品,福建廈門,基隆港,1
108年07月,化學或有關工業產品,廣東清溪,基隆港,5
108年07月,化學或有關工業產品,上海,基隆港,23
108年07月,化學或有關工業產品,山東青島,基隆港,3
108年07月,化學或有關工業產品,天津新港,基隆港,1
108年07月,化學或有關工業產品,福建廈門,基隆港,2
108年07月,塑膠橡膠及其製品,上海寶山碼頭,基隆港,0
108年07月,塑膠橡膠及其製品,福建福州,基隆港,3
108年07月,塑膠橡膠及其製品,浙江寧波,基隆港,0
108年07月,塑膠橡膠及其製品,上海,基隆港,30
108年07月,塑膠橡膠及其製品,廣東三山,基隆港,0
108年07月,塑膠橡膠及其製品,廣東蛇口,基隆港,3
108年07月,塑膠橡膠及其製品,廣東深圳,基隆港,0
108年07月,塑膠橡膠及其製品,山東青島,基隆港,0
108年07月,塑膠橡膠及其製品,天津新港,基隆港,0
108年07月,塑膠橡膠及其製品,浙江溫州,基隆港,0
108年07月,塑膠橡膠及其製品,天津新港,基隆港,0
108年07月,塑膠橡膠及其製品,福建廈門,基隆港,1
108年07月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
108年07月,"皮革毛衣及其製品,旅行用物品",浙江溫州,基隆港,0
108年07月,"木及木製品,軟木及軟木製品",廣東窖心,基隆港,0
108年07月,"木及木製品,軟木及軟木製品",上海,基隆港,0
108年07月,"木漿紙漿,紙及紙板及其製品",廣東赤灣,基隆港,1
108年07月,"木漿紙漿,紙及紙板及其製品",廣東清溪,基隆港,2
108年07月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
108年07月,"木漿紙漿,紙及紙板及其製品",廣東蛇口,基隆港,0
108年07月,"木漿紙漿,紙及紙板及其製品",廣東深圳,基隆港,1
108年07月,"木漿紙漿,紙及紙板及其製品",山東青島,基隆港,0
108年07月,紡織品及其製品,上海,基隆港,5
108年07月,紡織品及其製品,福建廈門,基隆港,0
108年07月,"鞋帽傘,羽毛及其製品,人造花",上海,基隆港,0
108年07月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東窖心,基隆港,0
108年07月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,10
108年07月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東三山,基隆港,0
108年07月,"石料水泥石棉等材料之製品,陶瓷,玻璃",山東青島,基隆港,2
108年07月,"石料水泥石棉等材料之製品,陶瓷,玻璃",天津新港,基隆港,0
108年07月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,1
108年07月,卑金屬及其製品,廣東黃埔,基隆港,3
108年07月,卑金屬及其製品,廣東窖心,基隆港,0
108年07月,卑金屬及其製品,浙江寧波,基隆港,2
108年07月,卑金屬及其製品,廣東清溪,基隆港,12
108年07月,卑金屬及其製品,上海,基隆港,3364
108年07月,卑金屬及其製品,廣東蛇口,基隆港,1
108年07月,卑金屬及其製品,廣東深圳,基隆港,0
108年07月,卑金屬及其製品,山東青島,基隆港,12
108年07月,卑金屬及其製品,天津新港,基隆港,0
108年07月,卑金屬及其製品,天津新港,基隆港,13
108年07月,卑金屬及其製品,福建廈門,基隆港,42
108年07月,"機械用具電機設備,電視影像錄音機",上海寶山碼頭,基隆港,0
108年07月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,3
108年07月,"機械用具電機設備,電視影像錄音機",安徽黃山,基隆港,1
108年07月,"機械用具電機設備,電視影像錄音機",廣東黃埔,基隆港,0
108年07月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,10
108年07月,"機械用具電機設備,電視影像錄音機",廣東南沙,基隆港,0
108年07月,"機械用具電機設備,電視影像錄音機",廣東清溪,基隆港,4
108年07月,"機械用具電機設備,電視影像錄音機",上海,基隆港,219
108年07月,"機械用具電機設備,電視影像錄音機",廣東三山,基隆港,2
108年07月,"機械用具電機設備,電視影像錄音機",廣東蛇口,基隆港,2
108年07月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,1
108年07月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,3
108年07月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,1
108年07月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,5
108年07月,"機械用具電機設備,電視影像錄音機",廣東珠海,基隆港,1
108年07月,車輛航空器船舶運輸設備,福建福州,基隆港,0
108年07月,車輛航空器船舶運輸設備,廣東黃埔,基隆港,0
108年07月,車輛航空器船舶運輸設備,浙江寧波,基隆港,0
108年07月,車輛航空器船舶運輸設備,上海,基隆港,10
108年07月,車輛航空器船舶運輸設備,廣東蛇口,基隆港,0
108年07月,車輛航空器船舶運輸設備,山東青島,基隆港,1
108年07月,車輛航空器船舶運輸設備,浙江溫州,基隆港,0
108年07月,車輛航空器船舶運輸設備,福建廈門,基隆港,0
108年07月,"光學照相電影計量檢查儀器,鐘錶樂器",上海寶山碼頭,基隆港,0
108年07月,"光學照相電影計量檢查儀器,鐘錶樂器",浙江寧波,基隆港,0
108年07月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,13
108年07月,"光學照相電影計量檢查儀器,鐘錶樂器",天津新港,基隆港,0
108年07月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,1
108年07月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,6
108年07月,"家具玩具運動用品,雜項製品",上海,基隆港,3
108年07月,"家具玩具運動用品,雜項製品",山東青島,基隆港,4
108年07月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,0
108年08月,動物產品,福建廈門,基隆港,12
108年08月,礦產品,上海,基隆港,4
108年08月,化學或有關工業產品,廣東清溪,基隆港,10
108年08月,化學或有關工業產品,上海,基隆港,13
108年08月,化學或有關工業產品,江蘇太倉,基隆港,10
108年08月,化學或有關工業產品,天津新港,基隆港,2
108年08月,化學或有關工業產品,福建廈門,基隆港,10
108年08月,塑膠橡膠及其製品,廣東黃埔,基隆港,8
108年08月,塑膠橡膠及其製品,浙江寧波,基隆港,2
108年08月,塑膠橡膠及其製品,上海,基隆港,15
108年08月,塑膠橡膠及其製品,廣東蛇口,基隆港,2
108年08月,塑膠橡膠及其製品,福建廈門,基隆港,0
108年08月,"皮革毛衣及其製品,旅行用物品",浙江寧波,基隆港,0
108年08月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,1
108年08月,"皮革毛衣及其製品,旅行用物品",廣東深圳,基隆港,1
108年08月,"皮革毛衣及其製品,旅行用物品",浙江溫州,基隆港,0
108年08月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,0
108年08月,"木及木製品,軟木及軟木製品",上海,基隆港,0
108年08月,"木漿紙漿,紙及紙板及其製品",廣東黃埔,基隆港,0
108年08月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
108年08月,"木漿紙漿,紙及紙板及其製品",福建廈門,基隆港,0
108年08月,紡織品及其製品,浙江寧波,基隆港,0
108年08月,紡織品及其製品,上海,基隆港,2
108年08月,紡織品及其製品,山東青島,基隆港,2
108年08月,紡織品及其製品,福建廈門,基隆港,3
108年08月,"鞋帽傘,羽毛及其製品,人造花",上海,基隆港,0
108年08月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,5
108年08月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,0
108年08月,卑金屬及其製品,廣東黃埔,基隆港,2
108年08月,卑金屬及其製品,浙江寧波,基隆港,5
108年08月,卑金屬及其製品,上海,基隆港,14
108年08月,卑金屬及其製品,廣東蛇口,基隆港,5
108年08月,卑金屬及其製品,江蘇太倉,基隆港,0
108年08月,卑金屬及其製品,山東青島,基隆港,4
108年08月,卑金屬及其製品,天津新港,基隆港,4397
108年08月,卑金屬及其製品,福建廈門,基隆港,0
108年08月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,0
108年08月,"機械用具電機設備,電視影像錄音機",廣東黃埔,基隆港,5
108年08月,"機械用具電機設備,電視影像錄音機",廣東窖心,基隆港,2
108年08月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,4
108年08月,"機械用具電機設備,電視影像錄音機",廣東清溪,基隆港,3
108年08月,"機械用具電機設備,電視影像錄音機",上海,基隆港,147
108年08月,"機械用具電機設備,電視影像錄音機",廣東三山,基隆港,1
108年08月,"機械用具電機設備,電視影像錄音機",廣東蛇口,基隆港,3
108年08月,"機械用具電機設備,電視影像錄音機",江蘇太倉,基隆港,0
108年08月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,1
108年08月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,1
108年08月,"機械用具電機設備,電視影像錄音機",浙江溫州,基隆港,0
108年08月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,3
108年08月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,7
108年08月,"機械用具電機設備,電視影像錄音機",廣東珠海,基隆港,0
108年08月,車輛航空器船舶運輸設備,上海寶山碼頭,基隆港,0
108年08月,車輛航空器船舶運輸設備,浙江寧波,基隆港,0
108年08月,車輛航空器船舶運輸設備,上海,基隆港,3
108年08月,車輛航空器船舶運輸設備,廣東三山,基隆港,4
108年08月,車輛航空器船舶運輸設備,廣東蛇口,基隆港,0
108年08月,車輛航空器船舶運輸設備,廣東深圳,基隆港,0
