時間,貨物別,地區別,臺灣港口,重量(公噸)
107年11月,"光學照相電影計量檢查儀器,鐘錶樂器",天津新港,基隆港,0
107年11月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,0
107年11月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,1
107年11月,"家具玩具運動用品,雜項製品",上海,基隆港,5
107年11月,"家具玩具運動用品,雜項製品",山東青島,基隆港,2
107年11月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,0
107年12月,動物產品,福建廈門,基隆港,14
107年12月,"調製食品,飲料,煙酒類",上海,基隆港,0
107年12月,礦產品,上海,基隆港,2
107年12月,化學或有關工業產品,廣東,基隆港,2
107年12月,化學或有關工業產品,廣東黃埔,基隆港,0
107年12月,化學或有關工業產品,上海,基隆港,16
107年12月,化學或有關工業產品,山東青島,基隆港,5
107年12月,化學或有關工業產品,天津新港,基隆港,5
107年12月,化學或有關工業產品,福建廈門,基隆港,2
107年12月,塑膠橡膠及其製品,廣東黃埔,基隆港,9
107年12月,塑膠橡膠及其製品,上海,基隆港,28
107年12月,塑膠橡膠及其製品,天津新港,基隆港,0
107年12月,塑膠橡膠及其製品,福建廈門,基隆港,3
107年12月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
107年12月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,3
107年12月,"木及木製品,軟木及軟木製品",上海,基隆港,1
107年12月,"木漿紙漿,紙及紙板及其製品",浙江寧波,基隆港,0
107年12月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
107年12月,"木漿紙漿,紙及紙板及其製品",廣東蛇口,基隆港,1
107年12月,"木漿紙漿,紙及紙板及其製品",天津新港,基隆港,2
107年12月,"木漿紙漿,紙及紙板及其製品",福建廈門,基隆港,0
107年12月,紡織品及其製品,浙江寧波,基隆港,0
107年12月,紡織品及其製品,上海,基隆港,3
107年12月,紡織品及其製品,福建廈門,基隆港,7
107年12月,"鞋帽傘,羽毛及其製品,人造花",上海,基隆港,0
107年12月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,20
107年12月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東深圳,基隆港,0
107年12月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,83
107年12月,卑金屬及其製品,廣東黃埔,基隆港,4
107年12月,卑金屬及其製品,浙江寧波,基隆港,11
107年12月,卑金屬及其製品,上海,基隆港,19
107年12月,卑金屬及其製品,山東青島,基隆港,9
107年12月,卑金屬及其製品,福建廈門,基隆港,3308
107年12月,"機械用具電機設備,電視影像錄音機",廣東黃埔,基隆港,6
107年12月,"機械用具電機設備,電視影像錄音機",廣東窖心,基隆港,2
107年12月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,6
107年12月,"機械用具電機設備,電視影像錄音機",上海,基隆港,194
107年12月,"機械用具電機設備,電視影像錄音機",廣東蛇口,基隆港,6
107年12月,"機械用具電機設備,電視影像錄音機",廣東深圳,基隆港,0
107年12月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,0
107年12月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,4
107年12月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,145
107年12月,車輛航空器船舶運輸設備,遼寧大連,基隆港,0
107年12月,車輛航空器船舶運輸設備,浙江寧波,基隆港,3
107年12月,車輛航空器船舶運輸設備,上海,基隆港,2
107年12月,車輛航空器船舶運輸設備,廣東深圳,基隆港,0
107年12月,車輛航空器船舶運輸設備,廣西梧州,基隆港,1
107年12月,車輛航空器船舶運輸設備,天津新港,基隆港,1
107年12月,車輛航空器船舶運輸設備,福建廈門,基隆港,0
107年12月,"光學照相電影計量檢查儀器,鐘錶樂器",上海寶山碼頭,基隆港,0
107年12月,"光學照相電影計量檢查儀器,鐘錶樂器",浙江寧波,基隆港,0
107年12月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,5
107年12月,"光學照相電影計量檢查儀器,鐘錶樂器",天津新港,基隆港,0
107年12月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,0
107年12月,"家具玩具運動用品,雜項製品",廣東黃埔,基隆港,0
107年12月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,5
107年12月,"家具玩具運動用品,雜項製品",上海,基隆港,6
107年12月,"家具玩具運動用品,雜項製品",山東青島,基隆港,2
107年12月,"家具玩具運動用品,雜項製品",天津新港,基隆港,2
107年12月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,1
107年12月,藝術品古董,福建廈門,基隆港,0
108年01月,動物產品,福建廈門,基隆港,21
108年01月,動植物油脂及其分解物,遼寧大連,基隆港,0
108年01月,"調製食品,飲料,煙酒類",上海,基隆港,1
108年01月,礦產品,上海,基隆港,2
108年01月,化學或有關工業產品,上海,基隆港,58
108年01月,化學或有關工業產品,山東青島,基隆港,13
108年01月,化學或有關工業產品,天津新港,基隆港,8
108年01月,化學或有關工業產品,天津新港,基隆港,2
108年01月,化學或有關工業產品,福建廈門,基隆港,0
108年01月,塑膠橡膠及其製品,廣東黃埔,基隆港,8
108年01月,塑膠橡膠及其製品,浙江寧波,基隆港,1
108年01月,塑膠橡膠及其製品,廣東清溪,基隆港,0
108年01月,塑膠橡膠及其製品,上海,基隆港,20
108年01月,塑膠橡膠及其製品,廣東深圳,基隆港,1
108年01月,塑膠橡膠及其製品,天津新港,基隆港,1
108年01月,塑膠橡膠及其製品,福建廈門,基隆港,1
108年01月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
108年01月,"皮革毛衣及其製品,旅行用物品",天津新港,基隆港,0
108年01月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,0
108年01月,"木及木製品,軟木及軟木製品",上海,基隆港,0
108年01月,"木漿紙漿,紙及紙板及其製品",廣東窖心,基隆港,0
108年01月,"木漿紙漿,紙及紙板及其製品",浙江寧波,基隆港,0
108年01月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,2
108年01月,"木漿紙漿,紙及紙板及其製品",廣東蛇口,基隆港,1
108年01月,"木漿紙漿,紙及紙板及其製品",天津新港,基隆港,0
108年01月,"木漿紙漿,紙及紙板及其製品",福建廈門,基隆港,0
108年01月,紡織品及其製品,廣東窖心,基隆港,1
108年01月,紡織品及其製品,浙江寧波,基隆港,0
108年01月,紡織品及其製品,上海,基隆港,1
108年01月,紡織品及其製品,廣東蛇口,基隆港,1
108年01月,紡織品及其製品,山東青島,基隆港,3
108年01月,紡織品及其製品,天津新港,基隆港,0
108年01月,紡織品及其製品,天津新港,基隆港,0
108年01月,紡織品及其製品,福建廈門,基隆港,9
108年01月,"鞋帽傘,羽毛及其製品,人造花",浙江寧波,基隆港,0
108年01月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,15
108年01月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東蛇口,基隆港,2
108年01月,"石料水泥石棉等材料之製品,陶瓷,玻璃",山東青島,基隆港,2
108年01月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,74
108年01月,卑金屬及其製品,廣東廣州,基隆港,0
108年01月,卑金屬及其製品,廣東黃埔,基隆港,4
108年01月,卑金屬及其製品,浙江寧波,基隆港,11
108年01月,卑金屬及其製品,上海,基隆港,1320
108年01月,卑金屬及其製品,廣東三山,基隆港,1
108年01月,卑金屬及其製品,廣東蛇口,基隆港,1
108年01月,卑金屬及其製品,廣東深圳,基隆港,0
108年01月,卑金屬及其製品,山東青島,基隆港,10
108年01月,卑金屬及其製品,天津新港,基隆港,4
108年01月,卑金屬及其製品,福建廈門,基隆港,2419
108年01月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,0
108年01月,"機械用具電機設備,電視影像錄音機",福建福州,基隆港,2
108年01月,"機械用具電機設備,電視影像錄音機",廣東黃埔,基隆港,2
108年01月,"機械用具電機設備,電視影像錄音機",廣東窖心,基隆港,2
108年01月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,6
108年01月,"機械用具電機設備,電視影像錄音機",上海,基隆港,189
108年01月,"機械用具電機設備,電視影像錄音機",廣東三山,基隆港,0
108年01月,"機械用具電機設備,電視影像錄音機",廣東蛇口,基隆港,4
108年01月,"機械用具電機設備,電視影像錄音機",廣東深圳,基隆港,0
108年01月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,9
108年01月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,6
108年01月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,10
108年01月,車輛航空器船舶運輸設備,遼寧大連,基隆港,0
108年01月,車輛航空器船舶運輸設備,廣東黃埔,基隆港,0
108年01月,車輛航空器船舶運輸設備,廣東窖心,基隆港,0
108年01月,車輛航空器船舶運輸設備,浙江寧波,基隆港,1
108年01月,車輛航空器船舶運輸設備,上海,基隆港,7
108年01月,車輛航空器船舶運輸設備,廣東蛇口,基隆港,0
108年01月,車輛航空器船舶運輸設備,山東青島,基隆港,0
108年01月,車輛航空器船舶運輸設備,廣西梧州,基隆港,1
108年01月,車輛航空器船舶運輸設備,天津新港,基隆港,3
108年01月,車輛航空器船舶運輸設備,福建廈門,基隆港,2
108年01月,"光學照相電影計量檢查儀器,鐘錶樂器",上海寶山碼頭,基隆港,2
108年01月,"光學照相電影計量檢查儀器,鐘錶樂器",廣東黃埔,基隆港,0
108年01月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,1
108年01月,"光學照相電影計量檢查儀器,鐘錶樂器",廣東蛇口,基隆港,1
108年01月,"光學照相電影計量檢查儀器,鐘錶樂器",天津新港,基隆港,0
108年01月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,1
108年01月,"家具玩具運動用品,雜項製品",上海,基隆港,5
108年01月,"家具玩具運動用品,雜項製品",廣東蛇口,基隆港,3
108年01月,"家具玩具運動用品,雜項製品",山東青島,基隆港,3
108年01月,"家具玩具運動用品,雜項製品",天津新港,基隆港,0
108年01月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,1
108年02月,動物產品,福建廈門,基隆港,3
108年02月,"調製食品,飲料,煙酒類",上海,基隆港,0
108年02月,化學或有關工業產品,上海,基隆港,12
108年02月,化學或有關工業產品,廣東深圳,基隆港,1
108年02月,化學或有關工業產品,江蘇太倉,基隆港,8
108年02月,化學或有關工業產品,福建廈門,基隆港,0
108年02月,塑膠橡膠及其製品,遼寧大連,基隆港,1
108年02月,塑膠橡膠及其製品,廣東黃埔,基隆港,0
108年02月,塑膠橡膠及其製品,浙江寧波,基隆港,1
108年02月,塑膠橡膠及其製品,上海,基隆港,7
108年02月,塑膠橡膠及其製品,廣東蛇口,基隆港,0
108年02月,塑膠橡膠及其製品,山東青島,基隆港,0
108年02月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
108年02月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,1
108年02月,"木及木製品,軟木及軟木製品",上海,基隆港,0
108年02月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
108年02月,"木漿紙漿,紙及紙板及其製品",天津新港,基隆港,2
108年02月,紡織品及其製品,上海,基隆港,0
108年02月,紡織品及其製品,山東青島,基隆港,0
108年02月,紡織品及其製品,天津新港,基隆港,0
108年02月,紡織品及其製品,廣西梧州,基隆港,1
108年02月,紡織品及其製品,福建廈門,基隆港,1
108年02月,"鞋帽傘,羽毛及其製品,人造花",廣東蛇口,基隆港,0
108年02月,"石料水泥石棉等材料之製品,陶瓷,玻璃",山東青島,基隆港,1
108年02月,卑金屬及其製品,浙江寧波,基隆港,1
108年02月,卑金屬及其製品,上海,基隆港,1539
108年02月,卑金屬及其製品,廣東蛇口,基隆港,0
108年02月,卑金屬及其製品,山東青島,基隆港,0
108年02月,卑金屬及其製品,福建廈門,基隆港,7025
108年02月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,10
108年02月,"機械用具電機設備,電視影像錄音機",廣東虎門,基隆港,1
108年02月,"機械用具電機設備,電視影像錄音機",廣東黃埔,基隆港,3
108年02月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,22
108年02月,"機械用具電機設備,電視影像錄音機",上海,基隆港,126
108年02月,"機械用具電機設備,電視影像錄音機",廣東三山,基隆港,0
108年02月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,5
108年02月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,3
108年02月,"機械用具電機設備,電視影像錄音機",浙江溫州,基隆港,0
108年02月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,1
108年02月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,0
108年02月,車輛航空器船舶運輸設備,遼寧大連,基隆港,0
108年02月,車輛航空器船舶運輸設備,廣東清溪,基隆港,4
108年02月,車輛航空器船舶運輸設備,上海,基隆港,0
108年02月,車輛航空器船舶運輸設備,廣東蛇口,基隆港,0
108年02月,車輛航空器船舶運輸設備,山東青島,基隆港,0
108年02月,車輛航空器船舶運輸設備,天津新港,基隆港,9
108年02月,車輛航空器船舶運輸設備,福建廈門,基隆港,7
108年02月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,0
108年02月,"光學照相電影計量檢查儀器,鐘錶樂器",山東青島,基隆港,0
108年02月,"光學照相電影計量檢查儀器,鐘錶樂器",天津新港,基隆港,0
108年02月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,0
108年02月,"家具玩具運動用品,雜項製品",上海,基隆港,0
108年02月,"家具玩具運動用品,雜項製品",廣東蛇口,基隆港,1
108年02月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,0
108年03月,動物產品,福建廈門,基隆港,4
108年03月,礦產品,福建廈門,基隆港,3
108年03月,化學或有關工業產品,廣東黃埔,基隆港,0
108年03月,化學或有關工業產品,上海,基隆港,33
108年03月,化學或有關工業產品,天津新港,基隆港,7
108年03月,化學或有關工業產品,天津新港,基隆港,4
108年03月,化學或有關工業產品,福建廈門,基隆港,0
108年03月,塑膠橡膠及其製品,上海寶山碼頭,基隆港,0
108年03月,塑膠橡膠及其製品,廣東黃埔,基隆港,8
108年03月,塑膠橡膠及其製品,浙江寧波,基隆港,4
108年03月,塑膠橡膠及其製品,上海,基隆港,24
108年03月,塑膠橡膠及其製品,廣東蛇口,基隆港,16
108年03月,塑膠橡膠及其製品,廣東三水,基隆港,1
108年03月,塑膠橡膠及其製品,天津新港,基隆港,0
108年03月,塑膠橡膠及其製品,福建廈門,基隆港,2
108年03月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
108年03月,"皮革毛衣及其製品,旅行用物品",廣東蛇口,基隆港,0
108年03月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,0
108年03月,"木及木製品,軟木及軟木製品",上海,基隆港,1
108年03月,"木漿紙漿,紙及紙板及其製品",浙江寧波,基隆港,0
108年03月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
108年03月,"木漿紙漿,紙及紙板及其製品",廣東蛇口,基隆港,1
108年03月,紡織品及其製品,浙江寧波,基隆港,0
108年03月,紡織品及其製品,上海,基隆港,1
108年03月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,10
108年03月,"石料水泥石棉等材料之製品,陶瓷,玻璃",天津新港,基隆港,0
108年03月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,9
108年03月,卑金屬及其製品,浙江寧波,基隆港,2
108年03月,卑金屬及其製品,上海,基隆港,704
108年03月,卑金屬及其製品,廣東蛇口,基隆港,0
108年03月,卑金屬及其製品,廣東三水,基隆港,6
108年03月,卑金屬及其製品,山東青島,基隆港,6
108年03月,卑金屬及其製品,福建廈門,基隆港,3733
108年03月,"機械用具電機設備,電視影像錄音機",廣東窖心,基隆港,2
108年03月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,6
108年03月,"機械用具電機設備,電視影像錄音機",廣東清溪,基隆港,2
108年03月,"機械用具電機設備,電視影像錄音機",上海,基隆港,293
108年03月,"機械用具電機設備,電視影像錄音機",廣東三山,基隆港,0
108年03月,"機械用具電機設備,電視影像錄音機",廣東蛇口,基隆港,5
108年03月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,1
108年03月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,4
108年03月,"機械用具電機設備,電視影像錄音機",浙江溫州,基隆港,0
108年03月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,6
108年03月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,11
108年03月,車輛航空器船舶運輸設備,上海寶山碼頭,基隆港,0
108年03月,車輛航空器船舶運輸設備,廣東黃埔,基隆港,0
108年03月,車輛航空器船舶運輸設備,廣東清溪,基隆港,0
108年03月,車輛航空器船舶運輸設備,上海,基隆港,1
108年03月,車輛航空器船舶運輸設備,廣東三山,基隆港,0
108年03月,車輛航空器船舶運輸設備,廣東蛇口,基隆港,0
108年03月,車輛航空器船舶運輸設備,天津新港,基隆港,0
108年03月,車輛航空器船舶運輸設備,福建廈門,基隆港,1
108年03月,"光學照相電影計量檢查儀器,鐘錶樂器",上海寶山碼頭,基隆港,2
108年03月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,6
108年03月,"光學照相電影計量檢查儀器,鐘錶樂器",廣東蛇口,基隆港,0
108年03月,"光學照相電影計量檢查儀器,鐘錶樂器",天津新港,基隆港,0
108年03月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,1
108年03月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,2
108年03月,"家具玩具運動用品,雜項製品",上海,基隆港,5
108年03月,"家具玩具運動用品,雜項製品",廣東蛇口,基隆港,2
108年03月,"家具玩具運動用品,雜項製品",山東青島,基隆港,1
108年03月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,0
108年03月,藝術品古董,福建廈門,基隆港,0
108年04月,動物產品,福建廈門,基隆港,3
108年04月,化學或有關工業產品,廣東黃埔,基隆港,0
108年04月,化學或有關工業產品,上海,基隆港,17
108年04月,化學或有關工業產品,廣東三山,基隆港,9
108年04月,化學或有關工業產品,江蘇太倉,基隆港,43
108年04月,化學或有關工業產品,山東青島,基隆港,5
108年04月,化學或有關工業產品,天津新港,基隆港,4
108年04月,化學或有關工業產品,天津新港,基隆港,2
108年04月,化學或有關工業產品,福建廈門,基隆港,0
108年04月,塑膠橡膠及其製品,廣東江門,基隆港,0
108年04月,塑膠橡膠及其製品,浙江寧波,基隆港,2
108年04月,塑膠橡膠及其製品,上海,基隆港,22
108年04月,塑膠橡膠及其製品,廣東蛇口,基隆港,1
108年04月,塑膠橡膠及其製品,天津新港,基隆港,9
108年04月,塑膠橡膠及其製品,福建廈門,基隆港,0
108年04月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
108年04月,"皮革毛衣及其製品,旅行用物品",浙江溫州,基隆港,0
108年04月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,0
108年04月,"木及木製品,軟木及軟木製品",上海,基隆港,0
108年04月,"木及木製品,軟木及軟木製品",福建廈門,基隆港,2
108年04月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
108年04月,"木漿紙漿,紙及紙板及其製品",福建廈門,基隆港,1
108年04月,紡織品及其製品,浙江寧波,基隆港,0
108年04月,紡織品及其製品,上海,基隆港,0
108年04月,紡織品及其製品,天津新港,基隆港,0
108年04月,紡織品及其製品,福建廈門,基隆港,1
108年04月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東窖心,基隆港,0
108年04月,"石料水泥石棉等材料之製品,陶瓷,玻璃",浙江寧波,基隆港,0
108年04月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,14
108年04月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東蛇口,基隆港,0
108年04月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,0
108年04月,卑金屬及其製品,遼寧大連,基隆港,1
108年04月,卑金屬及其製品,廣東黃埔,基隆港,4
108年04月,卑金屬及其製品,廣東江門,基隆港,0
108年04月,卑金屬及其製品,浙江寧波,基隆港,2
108年04月,卑金屬及其製品,上海,基隆港,2071
108年04月,卑金屬及其製品,廣東三山,基隆港,2
108年04月,卑金屬及其製品,廣東蛇口,基隆港,0
108年04月,卑金屬及其製品,山東青島,基隆港,4
108年04月,卑金屬及其製品,天津新港,基隆港,3963
108年04月,卑金屬及其製品,天津新港,基隆港,1
108年04月,卑金屬及其製品,福建廈門,基隆港,4125
108年04月,"機械用具電機設備,電視影像錄音機",廣東窖心,基隆港,4
108年04月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,7
108年04月,"機械用具電機設備,電視影像錄音機",廣東清溪,基隆港,0
108年04月,"機械用具電機設備,電視影像錄音機",上海,基隆港,935
108年04月,"機械用具電機設備,電視影像錄音機",廣東三山,基隆港,0
108年04月,"機械用具電機設備,電視影像錄音機",廣東蛇口,基隆港,14
108年04月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,1
108年04月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,1
108年04月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,1
108年04月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,8
108年04月,車輛航空器船舶運輸設備,廣東佛山,基隆港,0
108年04月,車輛航空器船舶運輸設備,廣東黃埔,基隆港,0
108年04月,車輛航空器船舶運輸設備,浙江寧波,基隆港,0
108年04月,車輛航空器船舶運輸設備,上海,基隆港,8
108年04月,車輛航空器船舶運輸設備,廣東三山,基隆港,0
108年04月,車輛航空器船舶運輸設備,浙江溫州,基隆港,0
108年04月,車輛航空器船舶運輸設備,福建廈門,基隆港,3
108年04月,"光學照相電影計量檢查儀器,鐘錶樂器",浙江寧波,基隆港,0
108年04月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,9
108年04月,"光學照相電影計量檢查儀器,鐘錶樂器",山東青島,基隆港,0
108年04月,"光學照相電影計量檢查儀器,鐘錶樂器",天津新港,基隆港,0
108年04月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,0
108年04月,"光學照相電影計量檢查儀器,鐘錶樂器",廣東珠海,基隆港,2
108年04月,"家具玩具運動用品,雜項製品",廣東黃埔,基隆港,1
108年04月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,3
108年04月,"家具玩具運動用品,雜項製品",上海,基隆港,4
108年04月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,0
108年04月,藝術品古董,福建廈門,基隆港,0
108年05月,動物產品,福建廈門,基隆港,3
108年05月,化學或有關工業產品,上海,基隆港,35
108年05月,化學或有關工業產品,廣東蛇口,基隆港,0
108年05月,化學或有關工業產品,山東青島,基隆港,1
108年05月,化學或有關工業產品,天津新港,基隆港,26
108年05月,化學或有關工業產品,浙江溫州,基隆港,1
108年05月,化學或有關工業產品,天津新港,基隆港,4
108年05月,化學或有關工業產品,福建廈門,基隆港,0
108年05月,塑膠橡膠及其製品,上海寶山碼頭,基隆港,0
108年05月,塑膠橡膠及其製品,廣東黃埔,基隆港,8
108年05月,塑膠橡膠及其製品,浙江寧波,基隆港,0
108年05月,塑膠橡膠及其製品,上海,基隆港,5
108年05月,塑膠橡膠及其製品,廣東蛇口,基隆港,16
108年05月,塑膠橡膠及其製品,廣東深圳,基隆港,0
108年05月,塑膠橡膠及其製品,浙江溫州,基隆港,2
108年05月,塑膠橡膠及其製品,福建廈門,基隆港,0
108年05月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
108年05月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,0
108年05月,"木及木製品,軟木及軟木製品",上海,基隆港,1
108年05月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
108年05月,"木漿紙漿,紙及紙板及其製品",廣東蛇口,基隆港,1
108年05月,"木漿紙漿,紙及紙板及其製品",廣東三水,基隆港,0
108年05月,"木漿紙漿,紙及紙板及其製品",天津新港,基隆港,1
108年05月,紡織品及其製品,浙江寧波,基隆港,0
108年05月,紡織品及其製品,上海,基隆港,5
108年05月,紡織品及其製品,山東青島,基隆港,4
108年05月,紡織品及其製品,福建廈門,基隆港,0
108年05月,"鞋帽傘,羽毛及其製品,人造花",上海,基隆港,0
108年05月,"鞋帽傘,羽毛及其製品,人造花",浙江溫州,基隆港,1
108年05月,"石料水泥石棉等材料之製品,陶瓷,玻璃",浙江寧波,基隆港,0
108年05月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,10
108年05月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東蛇口,基隆港,2
108年05月,"石料水泥石棉等材料之製品,陶瓷,玻璃",浙江溫州,基隆港,0
108年05月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,2
108年05月,卑金屬及其製品,遼寧大連,基隆港,1
108年05月,卑金屬及其製品,廣東黃埔,基隆港,4
108年05月,卑金屬及其製品,浙江寧波,基隆港,0
108年05月,卑金屬及其製品,上海,基隆港,1803
108年05月,卑金屬及其製品,廣東三山,基隆港,2
108年05月,卑金屬及其製品,廣東蛇口,基隆港,0
108年05月,卑金屬及其製品,廣東三水,基隆港,2
108年05月,卑金屬及其製品,廣東深圳,基隆港,0
108年05月,卑金屬及其製品,山東青島,基隆港,14
108年05月,卑金屬及其製品,天津新港,基隆港,8
108年05月,卑金屬及其製品,福建廈門,基隆港,1758
108年05月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,0
108年05月,"機械用具電機設備,電視影像錄音機",廣東窖心,基隆港,3
108年05月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,4
108年05月,"機械用具電機設備,電視影像錄音機",上海,基隆港,469
108年05月,"機械用具電機設備,電視影像錄音機",廣東三山,基隆港,1
108年05月,"機械用具電機設備,電視影像錄音機",廣東蛇口,基隆港,15
108年05月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,0
108年05月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,8
108年05月,"機械用具電機設備,電視影像錄音機",浙江溫州,基隆港,0
108年05月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,5
108年05月,車輛航空器船舶運輸設備,上海寶山碼頭,基隆港,0
108年05月,車輛航空器船舶運輸設備,浙江寧波,基隆港,3
108年05月,車輛航空器船舶運輸設備,上海,基隆港,3
108年05月,車輛航空器船舶運輸設備,山東青島,基隆港,0
108年05月,車輛航空器船舶運輸設備,浙江溫州,基隆港,0
108年05月,車輛航空器船舶運輸設備,福建廈門,基隆港,3
108年05月,"光學照相電影計量檢查儀器,鐘錶樂器",上海寶山碼頭,基隆港,2
108年05月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,5
108年05月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,1
108年05月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,3
108年05月,"家具玩具運動用品,雜項製品",上海,基隆港,12
108年05月,"家具玩具運動用品,雜項製品",山東青島,基隆港,2
108年05月,"家具玩具運動用品,雜項製品",浙江溫州,基隆港,0
108年05月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,0
108年05月,藝術品古董,福建廈門,基隆港,0
108年06月,動物產品,福建廈門,基隆港,0
108年06月,化學或有關工業產品,廣東窖心,基隆港,0
108年06月,化學或有關工業產品,江蘇連雲港,基隆港,4
108年06月,化學或有關工業產品,上海,基隆港,29
108年06月,化學或有關工業產品,廣東三山,基隆港,8
108年06月,化學或有關工業產品,天津新港,基隆港,8
108年06月,化學或有關工業產品,天津新港,基隆港,9
108年06月,化學或有關工業產品,福建廈門,基隆港,0
108年06月,塑膠橡膠及其製品,上海寶山碼頭,基隆港,0
108年06月,塑膠橡膠及其製品,廣東黃埔,基隆港,8
