時間,臺灣港口,貨物別,地區別,重量(公噸)
103年01月,臺中港,"鞋帽傘,羽毛及其製品,人造花",日本,0
103年01月,臺中港,"鞋帽傘,羽毛及其製品,人造花",韓國,0
103年01月,臺中港,"鞋帽傘,羽毛及其製品,人造花",荷蘭,0
103年01月,臺中港,"鞋帽傘,羽毛及其製品,人造花",菲律賓,0
103年01月,臺中港,"鞋帽傘,羽毛及其製品,人造花",新加坡,0
103年01月,臺中港,"鞋帽傘,羽毛及其製品,人造花",歐洲其他,0
103年01月,臺中港,"鞋帽傘,羽毛及其製品,人造花",美國,0
103年01月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",日本,0
103年01月,臺中港,卑金屬及其製品,澳洲,0
103年01月,臺中港,卑金屬及其製品,加拿大,0
103年01月,臺中港,卑金屬及其製品,中國大陸,1
103年01月,臺中港,卑金屬及其製品,英國,0
103年01月,臺中港,卑金屬及其製品,香港,0
103年01月,臺中港,卑金屬及其製品,義大利,0
103年01月,臺中港,卑金屬及其製品,菲律賓,0
103年01月,臺中港,卑金屬及其製品,歐洲其他,0
103年01月,臺中港,卑金屬及其製品,美國,0
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",澳洲,0
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",加拿大,0
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,4
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",英國,0
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",日本,13
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",韓國,0
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",荷蘭,0
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",紐西蘭,0
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",菲律賓,0
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",新加坡,0
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",歐洲其他,0
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",美國,0
103年01月,臺中港,"機械用具電機設備,電視影像錄音機",越南,0
103年01月,臺中港,車輛航空器船舶運輸設備,比利時,0
103年01月,臺中港,車輛航空器船舶運輸設備,巴西,0
103年01月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
103年01月,臺中港,車輛航空器船舶運輸設備,德國,0
103年01月,臺中港,車輛航空器船舶運輸設備,西班牙,0
103年01月,臺中港,車輛航空器船舶運輸設備,法國,0
103年01月,臺中港,車輛航空器船舶運輸設備,香港,0
103年01月,臺中港,車輛航空器船舶運輸設備,義大利,0
103年01月,臺中港,車輛航空器船舶運輸設備,日本,0
103年01月,臺中港,車輛航空器船舶運輸設備,韓國,0
103年01月,臺中港,車輛航空器船舶運輸設備,荷蘭,0
103年01月,臺中港,車輛航空器船舶運輸設備,菲律賓,1
103年01月,臺中港,車輛航空器船舶運輸設備,歐洲其他,0
103年01月,臺中港,車輛航空器船舶運輸設備,美國,0
103年01月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",澳洲,0
103年01月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",加拿大,0
103年01月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
103年01月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",英國,0
103年01月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
103年01月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",日本,0
103年01月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,2
103年01月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",新加坡,0
103年01月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",歐洲其他,0
103年01月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,5
103年01月,臺中港,"家具玩具運動用品,雜項製品",亞洲其他,0
103年01月,臺中港,"家具玩具運動用品,雜項製品",澳洲,0
103年01月,臺中港,"家具玩具運動用品,雜項製品",加拿大,1
103年01月,臺中港,"家具玩具運動用品,雜項製品",中國大陸,0
103年01月,臺中港,"家具玩具運動用品,雜項製品",英國,0
103年01月,臺中港,"家具玩具運動用品,雜項製品",香港,0
103年01月,臺中港,"家具玩具運動用品,雜項製品",日本,0
103年01月,臺中港,"家具玩具運動用品,雜項製品",韓國,0
103年01月,臺中港,"家具玩具運動用品,雜項製品",新加坡,0
103年01月,臺中港,"家具玩具運動用品,雜項製品",泰國,0
103年01月,臺中港,"家具玩具運動用品,雜項製品",歐洲其他,1
103年01月,臺中港,"家具玩具運動用品,雜項製品",美國,0
103年02月,臺中港,"調製食品,飲料,煙酒類",中國大陸,1
103年02月,臺中港,礦產品,亞洲其他,6295
103年02月,臺中港,礦產品,中國大陸,12543
103年02月,臺中港,礦產品,印度,14
103年02月,臺中港,礦產品,日本,14
103年02月,臺中港,礦產品,馬紹爾群島,360
103年02月,臺中港,礦產品,大洋洲其他,480
103年02月,臺中港,礦產品,巴基斯坦,58
103年02月,臺中港,礦產品,新加坡,87
103年02月,臺中港,化學或有關工業產品,中國大陸,2
103年02月,臺中港,化學或有關工業產品,馬來西亞,4
103年02月,臺中港,塑膠橡膠及其製品,澳洲,0
103年02月,臺中港,塑膠橡膠及其製品,瑞士,0
103年02月,臺中港,塑膠橡膠及其製品,中國大陸,576
103年02月,臺中港,塑膠橡膠及其製品,印度,0
103年02月,臺中港,塑膠橡膠及其製品,義大利,0
103年02月,臺中港,塑膠橡膠及其製品,菲律賓,0
103年02月,臺中港,塑膠橡膠及其製品,南美洲其他,0
103年02月,臺中港,塑膠橡膠及其製品,越南,38
103年02月,臺中港,"皮革毛衣及其製品,旅行用物品",加拿大,0
103年02月,臺中港,"皮革毛衣及其製品,旅行用物品",中國大陸,0
103年02月,臺中港,"皮革毛衣及其製品,旅行用物品",英國,0
103年02月,臺中港,"皮革毛衣及其製品,旅行用物品",印度,0
103年02月,臺中港,"皮革毛衣及其製品,旅行用物品",日本,0
103年02月,臺中港,"皮革毛衣及其製品,旅行用物品",韓國,0
103年02月,臺中港,"皮革毛衣及其製品,旅行用物品",荷蘭,0
103年02月,臺中港,"皮革毛衣及其製品,旅行用物品",南美洲其他,0
103年02月,臺中港,"皮革毛衣及其製品,旅行用物品",歐洲其他,0
103年02月,臺中港,"皮革毛衣及其製品,旅行用物品",美國,0
103年02月,臺中港,"木漿紙漿,紙及紙板及其製品",澳洲,0
103年02月,臺中港,"木漿紙漿,紙及紙板及其製品",中國大陸,1
103年02月,臺中港,"木漿紙漿,紙及紙板及其製品",義大利,0
103年02月,臺中港,"木漿紙漿,紙及紙板及其製品",韓國,0
103年02月,臺中港,"木漿紙漿,紙及紙板及其製品",菲律賓,0
103年02月,臺中港,紡織品及其製品,澳洲,0
103年02月,臺中港,紡織品及其製品,加拿大,0
103年02月,臺中港,紡織品及其製品,瑞士,0
103年02月,臺中港,紡織品及其製品,中國大陸,0
103年02月,臺中港,紡織品及其製品,法國,0
103年02月,臺中港,紡織品及其製品,英國,0
103年02月,臺中港,紡織品及其製品,印度,0
103年02月,臺中港,紡織品及其製品,日本,0
103年02月,臺中港,紡織品及其製品,韓國,0
103年02月,臺中港,紡織品及其製品,荷蘭,1
103年02月,臺中港,紡織品及其製品,菲律賓,0
103年02月,臺中港,紡織品及其製品,南美洲其他,0
103年02月,臺中港,紡織品及其製品,歐洲其他,0
103年02月,臺中港,紡織品及其製品,美國,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",亞洲其他,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",加拿大,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",瑞士,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,8
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",英國,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",印度,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",日本,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",韓國,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",荷蘭,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",菲律賓,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",南美洲其他,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",歐洲其他,0
103年02月,臺中港,"鞋帽傘,羽毛及其製品,人造花",美國,0
103年02月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,1
103年02月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",南美洲其他,0
103年02月,臺中港,卑金屬及其製品,澳洲,0
103年02月,臺中港,卑金屬及其製品,加拿大,1
103年02月,臺中港,卑金屬及其製品,中國大陸,2
103年02月,臺中港,卑金屬及其製品,英國,0
103年02月,臺中港,卑金屬及其製品,印度,0
103年02月,臺中港,卑金屬及其製品,義大利,0
103年02月,臺中港,卑金屬及其製品,韓國,0
103年02月,臺中港,卑金屬及其製品,荷蘭,2
103年02月,臺中港,卑金屬及其製品,紐西蘭,0
103年02月,臺中港,卑金屬及其製品,菲律賓,0
103年02月,臺中港,卑金屬及其製品,南美洲其他,0
103年02月,臺中港,卑金屬及其製品,歐洲其他,0
103年02月,臺中港,卑金屬及其製品,美國,6
103年02月,臺中港,"機械用具電機設備,電視影像錄音機",澳洲,0
103年02月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,2
103年02月,臺中港,"機械用具電機設備,電視影像錄音機",德國,0
103年02月,臺中港,"機械用具電機設備,電視影像錄音機",英國,1
103年02月,臺中港,"機械用具電機設備,電視影像錄音機",印度,0
103年02月,臺中港,"機械用具電機設備,電視影像錄音機",日本,0
103年02月,臺中港,"機械用具電機設備,電視影像錄音機",韓國,0
103年02月,臺中港,"機械用具電機設備,電視影像錄音機",荷蘭,1
103年02月,臺中港,"機械用具電機設備,電視影像錄音機",菲律賓,0
103年02月,臺中港,"機械用具電機設備,電視影像錄音機",南美洲其他,0
103年02月,臺中港,"機械用具電機設備,電視影像錄音機",美國,143
103年02月,臺中港,車輛航空器船舶運輸設備,亞洲其他,0
103年02月,臺中港,車輛航空器船舶運輸設備,澳洲,0
103年02月,臺中港,車輛航空器船舶運輸設備,加拿大,0
103年02月,臺中港,車輛航空器船舶運輸設備,瑞士,0
103年02月,臺中港,車輛航空器船舶運輸設備,中國大陸,0
103年02月,臺中港,車輛航空器船舶運輸設備,德國,0
103年02月,臺中港,車輛航空器船舶運輸設備,西班牙,0
103年02月,臺中港,車輛航空器船舶運輸設備,香港,0
103年02月,臺中港,車輛航空器船舶運輸設備,印尼,0
103年02月,臺中港,車輛航空器船舶運輸設備,印度,0
103年02月,臺中港,車輛航空器船舶運輸設備,義大利,0
103年02月,臺中港,車輛航空器船舶運輸設備,韓國,0
103年02月,臺中港,車輛航空器船舶運輸設備,馬來西亞,0
103年02月,臺中港,車輛航空器船舶運輸設備,荷蘭,0
103年02月,臺中港,車輛航空器船舶運輸設備,菲律賓,0
103年02月,臺中港,車輛航空器船舶運輸設備,南美洲其他,0
103年02月,臺中港,車輛航空器船舶運輸設備,歐洲其他,0
103年02月,臺中港,車輛航空器船舶運輸設備,美國,0
103年02月,臺中港,車輛航空器船舶運輸設備,南非,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",亞洲其他,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",澳洲,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",加拿大,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",德國,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",英國,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",印度,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",日本,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",荷蘭,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",南美洲其他,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",歐洲其他,0
103年02月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,0
103年02月,臺中港,"家具玩具運動用品,雜項製品",亞洲其他,0
103年02月,臺中港,"家具玩具運動用品,雜項製品",英國,0
103年02月,臺中港,"家具玩具運動用品,雜項製品",日本,0
103年02月,臺中港,"家具玩具運動用品,雜項製品",荷蘭,0
103年02月,臺中港,"家具玩具運動用品,雜項製品",歐洲其他,0
103年03月,臺中港,動物產品,中國大陸,4
103年03月,臺中港,"調製食品,飲料,煙酒類",中國大陸,36
103年03月,臺中港,礦產品,亞洲其他,8320
103年03月,臺中港,礦產品,孟加拉,406
103年03月,臺中港,礦產品,中國大陸,8725
103年03月,臺中港,礦產品,印度,14
103年03月,臺中港,礦產品,日本,29
103年03月,臺中港,礦產品,巴基斯坦,87
103年03月,臺中港,化學或有關工業產品,中國大陸,135
103年03月,臺中港,化學或有關工業產品,英國,0
103年03月,臺中港,化學或有關工業產品,香港,1
103年03月,臺中港,塑膠橡膠及其製品,阿拉伯聯合大公國,0
103年03月,臺中港,塑膠橡膠及其製品,澳洲,0
103年03月,臺中港,塑膠橡膠及其製品,巴西,0
103年03月,臺中港,塑膠橡膠及其製品,中國大陸,320
103年03月,臺中港,塑膠橡膠及其製品,香港,35
103年03月,臺中港,塑膠橡膠及其製品,印尼,9
103年03月,臺中港,塑膠橡膠及其製品,印度,0
103年03月,臺中港,塑膠橡膠及其製品,義大利,0
103年03月,臺中港,塑膠橡膠及其製品,韓國,0
103年03月,臺中港,塑膠橡膠及其製品,荷蘭,0
103年03月,臺中港,塑膠橡膠及其製品,南美洲其他,0
103年03月,臺中港,塑膠橡膠及其製品,新加坡,0
103年03月,臺中港,塑膠橡膠及其製品,美國,0
103年03月,臺中港,塑膠橡膠及其製品,越南,39
103年03月,臺中港,"皮革毛衣及其製品,旅行用物品",加拿大,0
103年03月,臺中港,"皮革毛衣及其製品,旅行用物品",中國大陸,6
103年03月,臺中港,"皮革毛衣及其製品,旅行用物品",印度,0
103年03月,臺中港,"皮革毛衣及其製品,旅行用物品",義大利,0
103年03月,臺中港,"皮革毛衣及其製品,旅行用物品",日本,0
103年03月,臺中港,"皮革毛衣及其製品,旅行用物品",韓國,0
103年03月,臺中港,"皮革毛衣及其製品,旅行用物品",荷蘭,0
103年03月,臺中港,"皮革毛衣及其製品,旅行用物品",美國,0
103年03月,臺中港,"木及木製品,軟木及軟木製品",中國大陸,0
103年03月,臺中港,"木漿紙漿,紙及紙板及其製品",澳洲,0
103年03月,臺中港,"木漿紙漿,紙及紙板及其製品",中國大陸,2
103年03月,臺中港,"木漿紙漿,紙及紙板及其製品",印度,0
103年03月,臺中港,"木漿紙漿,紙及紙板及其製品",義大利,0
103年03月,臺中港,紡織品及其製品,比利時,0
103年03月,臺中港,紡織品及其製品,加拿大,0
103年03月,臺中港,紡織品及其製品,瑞士,0
103年03月,臺中港,紡織品及其製品,中國大陸,1
103年03月,臺中港,紡織品及其製品,英國,0
103年03月,臺中港,紡織品及其製品,印度,0
103年03月,臺中港,紡織品及其製品,日本,0
103年03月,臺中港,紡織品及其製品,韓國,0
103年03月,臺中港,紡織品及其製品,荷蘭,0
103年03月,臺中港,紡織品及其製品,歐洲其他,0
103年03月,臺中港,紡織品及其製品,美國,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",比利時,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",加拿大,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",瑞士,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,1
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",英國,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",香港,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",印度,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",日本,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",韓國,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",荷蘭,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",南美洲其他,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",歐洲其他,0
103年03月,臺中港,"鞋帽傘,羽毛及其製品,人造花",美國,1
103年03月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,47
103年03月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",香港,0
103年03月,臺中港,卑金屬及其製品,加拿大,0
103年03月,臺中港,卑金屬及其製品,中國大陸,21
103年03月,臺中港,卑金屬及其製品,法國,0
103年03月,臺中港,卑金屬及其製品,香港,0
103年03月,臺中港,卑金屬及其製品,印度,0
103年03月,臺中港,卑金屬及其製品,義大利,0
103年03月,臺中港,卑金屬及其製品,韓國,0
103年03月,臺中港,卑金屬及其製品,荷蘭,0
103年03月,臺中港,卑金屬及其製品,南美洲其他,0
103年03月,臺中港,卑金屬及其製品,美國,1
103年03月,臺中港,"機械用具電機設備,電視影像錄音機",加拿大,0
103年03月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,86
103年03月,臺中港,"機械用具電機設備,電視影像錄音機",英國,0
103年03月,臺中港,"機械用具電機設備,電視影像錄音機",香港,92
103年03月,臺中港,"機械用具電機設備,電視影像錄音機",印度,0
103年03月,臺中港,"機械用具電機設備,電視影像錄音機",日本,0
103年03月,臺中港,"機械用具電機設備,電視影像錄音機",韓國,0
103年03月,臺中港,"機械用具電機設備,電視影像錄音機",荷蘭,1
103年03月,臺中港,"機械用具電機設備,電視影像錄音機",美國,0
103年03月,臺中港,"機械用具電機設備,電視影像錄音機",越南,0
103年03月,臺中港,車輛航空器船舶運輸設備,澳洲,0
103年03月,臺中港,車輛航空器船舶運輸設備,比利時,0
103年03月,臺中港,車輛航空器船舶運輸設備,巴西,0
103年03月,臺中港,車輛航空器船舶運輸設備,中美洲其他,0
103年03月,臺中港,車輛航空器船舶運輸設備,加拿大,0
103年03月,臺中港,車輛航空器船舶運輸設備,中國大陸,8
103年03月,臺中港,車輛航空器船舶運輸設備,德國,0
103年03月,臺中港,車輛航空器船舶運輸設備,西班牙,0
103年03月,臺中港,車輛航空器船舶運輸設備,英國,0
103年03月,臺中港,車輛航空器船舶運輸設備,香港,0
103年03月,臺中港,車輛航空器船舶運輸設備,印度,0
103年03月,臺中港,車輛航空器船舶運輸設備,義大利,1
103年03月,臺中港,車輛航空器船舶運輸設備,日本,0
103年03月,臺中港,車輛航空器船舶運輸設備,韓國,0
103年03月,臺中港,車輛航空器船舶運輸設備,荷蘭,0
103年03月,臺中港,車輛航空器船舶運輸設備,南美洲其他,0
103年03月,臺中港,車輛航空器船舶運輸設備,歐洲其他,0
103年03月,臺中港,車輛航空器船舶運輸設備,美國,0
103年03月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",加拿大,0
103年03月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",瑞士,0
103年03月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,22
103年03月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",法國,5
103年03月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",英國,0
103年03月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,3
103年03月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,0
103年03月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",荷蘭,0
103年03月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",歐洲其他,0
103年03月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,0
103年03月,臺中港,"家具玩具運動用品,雜項製品",比利時,0
103年03月,臺中港,"家具玩具運動用品,雜項製品",中國大陸,5
103年03月,臺中港,"家具玩具運動用品,雜項製品",香港,0
103年03月,臺中港,"家具玩具運動用品,雜項製品",韓國,0
103年03月,臺中港,"家具玩具運動用品,雜項製品",歐洲其他,0
103年04月,臺中港,動物產品,中國大陸,11
103年04月,臺中港,植物產品,中國大陸,2
103年04月,臺中港,動植物油脂及其分解物,北韓,1
103年04月,臺中港,"調製食品,飲料,煙酒類",中國大陸,48
103年04月,臺中港,"調製食品,飲料,煙酒類",香港,0
103年04月,臺中港,"調製食品,飲料,煙酒類",北韓,3
103年04月,臺中港,礦產品,亞洲其他,10925
103年04月,臺中港,礦產品,孟加拉,391
103年04月,臺中港,礦產品,比利時,1380
103年04月,臺中港,礦產品,中國大陸,7301
103年04月,臺中港,礦產品,馬紹爾群島,270
103年04月,臺中港,礦產品,大洋洲其他,558
103年04月,臺中港,礦產品,巴基斯坦,101
103年04月,臺中港,化學或有關工業產品,瑞士,1
103年04月,臺中港,化學或有關工業產品,中國大陸,44
103年04月,臺中港,化學或有關工業產品,香港,0
103年04月,臺中港,化學或有關工業產品,北韓,34
103年04月,臺中港,塑膠橡膠及其製品,阿拉伯聯合大公國,0
103年04月,臺中港,塑膠橡膠及其製品,比利時,0
103年04月,臺中港,塑膠橡膠及其製品,瑞士,0
103年04月,臺中港,塑膠橡膠及其製品,中國大陸,320
103年04月,臺中港,塑膠橡膠及其製品,香港,0
103年04月,臺中港,塑膠橡膠及其製品,義大利,0
103年04月,臺中港,塑膠橡膠及其製品,日本,0
103年04月,臺中港,塑膠橡膠及其製品,北韓,1
103年04月,臺中港,塑膠橡膠及其製品,韓國,0
103年04月,臺中港,塑膠橡膠及其製品,荷蘭,0
103年04月,臺中港,塑膠橡膠及其製品,菲律賓,0
103年04月,臺中港,塑膠橡膠及其製品,新加坡,0
103年04月,臺中港,塑膠橡膠及其製品,越南,38
103年04月,臺中港,"皮革毛衣及其製品,旅行用物品",加拿大,0
103年04月,臺中港,"皮革毛衣及其製品,旅行用物品",中國大陸,0
103年04月,臺中港,"皮革毛衣及其製品,旅行用物品",香港,0
103年04月,臺中港,"皮革毛衣及其製品,旅行用物品",義大利,0
103年04月,臺中港,"皮革毛衣及其製品,旅行用物品",日本,0
103年04月,臺中港,"皮革毛衣及其製品,旅行用物品",韓國,0
103年04月,臺中港,"皮革毛衣及其製品,旅行用物品",荷蘭,0
103年04月,臺中港,"木漿紙漿,紙及紙板及其製品",瑞士,0
103年04月,臺中港,"木漿紙漿,紙及紙板及其製品",中國大陸,36
103年04月,臺中港,"木漿紙漿,紙及紙板及其製品",香港,0
103年04月,臺中港,"木漿紙漿,紙及紙板及其製品",印尼,0
103年04月,臺中港,"木漿紙漿,紙及紙板及其製品",北韓,0
103年04月,臺中港,"木漿紙漿,紙及紙板及其製品",韓國,0
103年04月,臺中港,"木漿紙漿,紙及紙板及其製品",荷蘭,0
103年04月,臺中港,"木漿紙漿,紙及紙板及其製品",美國,0
103年04月,臺中港,紡織品及其製品,阿拉伯聯合大公國,0
103年04月,臺中港,紡織品及其製品,澳洲,0
103年04月,臺中港,紡織品及其製品,加拿大,0
103年04月,臺中港,紡織品及其製品,瑞士,0
103年04月,臺中港,紡織品及其製品,智利,0
103年04月,臺中港,紡織品及其製品,中國大陸,1
103年04月,臺中港,紡織品及其製品,英國,0
103年04月,臺中港,紡織品及其製品,印尼,0
103年04月,臺中港,紡織品及其製品,日本,0
103年04月,臺中港,紡織品及其製品,韓國,0
103年04月,臺中港,紡織品及其製品,荷蘭,0
103年04月,臺中港,紡織品及其製品,新加坡,0
103年04月,臺中港,紡織品及其製品,歐洲其他,0
103年04月,臺中港,紡織品及其製品,美國,0
103年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",阿拉伯聯合大公國,0
103年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",加拿大,0
103年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",瑞士,1
103年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,0
103年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",英國,0
103年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",日本,0
103年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",北韓,2
103年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",韓國,0
103年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",荷蘭,0
103年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",歐洲其他,0
103年04月,臺中港,"鞋帽傘,羽毛及其製品,人造花",美國,0
103年04月,臺中港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,3
103年04月,臺中港,"珍珠寶石貴金屬,仿首飾",中國大陸,0
103年04月,臺中港,卑金屬及其製品,阿拉伯聯合大公國,0
103年04月,臺中港,卑金屬及其製品,澳洲,0
103年04月,臺中港,卑金屬及其製品,加拿大,0
103年04月,臺中港,卑金屬及其製品,瑞士,0
103年04月,臺中港,卑金屬及其製品,中國大陸,6
103年04月,臺中港,卑金屬及其製品,英國,0
103年04月,臺中港,卑金屬及其製品,香港,0
103年04月,臺中港,卑金屬及其製品,印度,0
103年04月,臺中港,卑金屬及其製品,義大利,0
103年04月,臺中港,卑金屬及其製品,北韓,0
103年04月,臺中港,卑金屬及其製品,韓國,0
103年04月,臺中港,卑金屬及其製品,荷蘭,0
103年04月,臺中港,卑金屬及其製品,菲律賓,0
103年04月,臺中港,卑金屬及其製品,新加坡,0
103年04月,臺中港,卑金屬及其製品,美國,0
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",澳洲,0
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",加拿大,0
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",瑞士,0
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",中國大陸,125
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",英國,0
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",香港,19
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",日本,0
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",北韓,5
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",韓國,0
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",荷蘭,0
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",歐洲其他,0
103年04月,臺中港,"機械用具電機設備,電視影像錄音機",美國,0
103年04月,臺中港,車輛航空器船舶運輸設備,阿拉伯聯合大公國,0
103年04月,臺中港,車輛航空器船舶運輸設備,澳洲,0
103年04月,臺中港,車輛航空器船舶運輸設備,比利時,0
103年04月,臺中港,車輛航空器船舶運輸設備,加拿大,0
103年04月,臺中港,車輛航空器船舶運輸設備,中國大陸,1
103年04月,臺中港,車輛航空器船舶運輸設備,德國,0
103年04月,臺中港,車輛航空器船舶運輸設備,香港,1
103年04月,臺中港,車輛航空器船舶運輸設備,印尼,0
103年04月,臺中港,車輛航空器船舶運輸設備,印度,0
103年04月,臺中港,車輛航空器船舶運輸設備,義大利,1
103年04月,臺中港,車輛航空器船舶運輸設備,日本,0
103年04月,臺中港,車輛航空器船舶運輸設備,北韓,0
103年04月,臺中港,車輛航空器船舶運輸設備,韓國,0
103年04月,臺中港,車輛航空器船舶運輸設備,斯里蘭卡,0
103年04月,臺中港,車輛航空器船舶運輸設備,馬來西亞,0
103年04月,臺中港,車輛航空器船舶運輸設備,紐西蘭,0
103年04月,臺中港,車輛航空器船舶運輸設備,菲律賓,0
103年04月,臺中港,車輛航空器船舶運輸設備,新加坡,0
103年04月,臺中港,車輛航空器船舶運輸設備,美國,1
103年04月,臺中港,"光學照相電影計量檢查儀器,鐘錶樂器",澳洲,0
