時間(年月),航務中心,船舶種類,丈量_淨噸位,丈量_總噸位,丈量_艘數,檢查_淨噸位,檢查_總噸位,檢查_艘數
10211,南部航務中心,拖駁船,0,0,0,478,1641,5
10212,南部航務中心,拖駁船,0,0,0,454,1452,6
10301,南部航務中心,拖駁船,0,0,0,507,1698,7
10302,南部航務中心,拖駁船,0,0,0,1144,3001,5
10304,南部航務中心,拖駁船,0,0,0,193,652,5
10306,南部航務中心,拖駁船,0,0,0,320,937,4
10307,南部航務中心,拖駁船,0,0,0,371,1242,5
10311,南部航務中心,拖駁船,0,0,0,541,1780,7
10401,南部航務中心,拖駁船,0,0,0,316,950,3
10403,南部航務中心,拖駁船,0,0,0,338,1132,5
10404,南部航務中心,拖駁船,0,0,0,286,1085,5
10407,南部航務中心,拖駁船,0,0,0,381,1276,6
10408,南部航務中心,拖駁船,0,0,0,904,2884,8
10409,南部航務中心,拖駁船,0,0,0,634,2063,8
10411,南部航務中心,拖駁船,0,0,0,285,786,3
10501,南部航務中心,拖駁船,0,0,0,472,1574,5
10502,南部航務中心,拖駁船,0,0,0,570,1912,6
10504,南部航務中心,拖駁船,0,0,0,1280,4270,8
10505,南部航務中心,拖駁船,0,0,0,395,1325,7
10506,南部航務中心,拖駁船,0,0,0,1525,5156,11
10507,南部航務中心,拖駁船,0,0,0,694,2457,8
10508,南部航務中心,拖駁船,0,0,0,1038,3285,13
10509,南部航務中心,拖駁船,0,0,0,356,772,5
10511,南部航務中心,拖駁船,0,0,0,347,1160,3
10512,南部航務中心,拖駁船,0,0,0,666,2224,5
10602,南部航務中心,拖駁船,0,0,0,179,601,5
10603,南部航務中心,拖駁船,0,0,0,343,1204,7
10604,南部航務中心,拖駁船,0,0,0,43,114,2
10610,南部航務中心,拖駁船,0,0,0,1450,3300,17
10612,南部航務中心,拖駁船,0,0,0,422,1279,4
10701,南部航務中心,拖駁船,0,0,0,160,532,2
10706,南部航務中心,拖駁船,0,0,0,549,1836,6
10708,南部航務中心,拖駁船,0,0,0,465,1186,5
10710,南部航務中心,拖駁船,0,0,0,475,1590,6
10711,南部航務中心,拖駁船,0,0,0,370,1237,5
10712,南部航務中心,拖駁船,0,0,0,593,1934,7
10801,南部航務中心,拖駁船,0,0,0,394,1186,5
10802,南部航務中心,拖駁船,0,0,0,433,1447,3
10803,南部航務中心,拖駁船,0,0,0,494,1651,7
10804,南部航務中心,拖駁船,0,0,0,278,934,6
10806,南部航務中心,拖駁船,0,0,0,637,2087,6
10809,南部航務中心,拖駁船,0,0,0,571,1920,6
10810,南部航務中心,拖駁船,0,0,0,550,1838,5
10811,南部航務中心,拖駁船,0,0,0,234,787,4
10812,南部航務中心,拖駁船,0,0,0,482,1611,4
10901,南部航務中心,拖駁船,0,0,0,163,554,3
10903,南部航務中心,拖駁船,0,0,0,911,3054,13
10904,南部航務中心,拖駁船,0,0,0,823,2703,8
10906,南部航務中心,拖駁船,0,0,0,755,2618,9
10907,南部航務中心,拖駁船,0,0,0,735,2456,7
10908,南部航務中心,拖駁船,0,0,0,264,884,2
10909,南部航務中心,拖駁船,0,0,0,1024,2958,8
10911,南部航務中心,拖駁船,0,0,0,237,792,3
10912,南部航務中心,拖駁船,0,0,0,456,1403,5
11001,南部航務中心,拖駁船,0,0,0,165,555,2
11002,南部航務中心,拖駁船,0,0,0,391,1173,3
11003,南部航務中心,拖駁船,0,0,0,580,1985,12
11005,南部航務中心,拖駁船,0,0,0,842,2757,6
11006,南部航務中心,拖駁船,0,0,0,393,1364,4
10006,南部航務中心,拖駁船,487,146,1,473,1592,6
10007,南部航務中心,拖駁船,32,9,1,774,2087,9
10009,南部航務中心,拖駁船,36,10,1,485,1641,6
10101,南部航務中心,拖駁船,302,90,1,630,2047,9
10202,南部航務中心,拖駁船,415,124,1,379,1269,4
10209,南部航務中心,拖駁船,498,149,1,848,2835,7
10310,南部航務中心,拖駁船,754,226,1,883,2830,8
10312,南部航務中心,拖駁船,730,219,1,699,2268,8
10402,南部航務中心,拖駁船,27,8,1,224,752,4
10406,南部航務中心,拖駁船,357,107,1,755,2218,8
10601,南部航務中心,拖駁船,499,149,1,711,2240,8
10606,南部航務中心,拖駁船,467,140,1,1060,3451,10
10705,南部航務中心,拖駁船,467,140,1,587,1859,8
10709,南部航務中心,拖駁船,499,149,1,487,1535,4
10805,南部航務中心,拖駁船,460,138,1,485,1588,5
10807,南部航務中心,拖駁船,496,148,1,1250,4272,12
10808,南部航務中心,拖駁船,496,148,1,662,1843,5
10902,南部航務中心,拖駁船,65,19,1,815,2592,8
10905,南部航務中心,拖駁船,80,24,1,377,1261,5
10910,南部航務中心,拖駁船,80,24,1,889,3017,11
10704,南部航務中心,拖駁船,515,154,2,356,1366,7
10203,南部航務中心,拖駁船,499,149,3,680,2277,9
11004,南部航務中心,拖駁船,1082,324,3,1031,3394,12
10001,北部航務中心,拖駁船,0,0,0,100,336,1
10004,北部航務中心,拖駁船,0,0,0,72,240,1
10006,北部航務中心,拖駁船,0,0,0,264,869,3
10007,北部航務中心,拖駁船,0,0,0,99,331,1
10008,北部航務中心,拖駁船,0,0,0,117,389,1
10009,北部航務中心,拖駁船,0,0,0,146,514,2
10102,北部航務中心,拖駁船,0,0,0,100,336,1
10103,北部航務中心,拖駁船,0,0,0,13,44,1
10104,北部航務中心,拖駁船,0,0,0,253,833,3
10107,北部航務中心,拖駁船,0,0,0,408,1358,4
10109,北部航務中心,拖駁船,0,0,0,490,1633,3
10110,北部航務中心,拖駁船,0,0,0,764,1756,3
10111,北部航務中心,拖駁船,0,0,0,145,514,2
10201,北部航務中心,拖駁船,0,0,0,25,86,1
10202,北部航務中心,拖駁船,0,0,0,100,336,1
10204,北部航務中心,拖駁船,0,0,0,51,160,1
10205,北部航務中心,拖駁船,0,0,0,1467,3253,3
10206,北部航務中心,拖駁船,0,0,0,290,955,4
10208,北部航務中心,拖駁船,0,0,0,99,331,1
10209,北部航務中心,拖駁船,0,0,0,718,1578,2
10210,北部航務中心,拖駁船,0,0,0,162,567,2
10303,北部航務中心,拖駁船,0,0,0,134,418,2
10304,北部航務中心,拖駁船,0,0,0,81,269,1
10305,北部航務中心,拖駁船,0,0,0,175,575,2
10306,北部航務中心,拖駁船,0,0,0,271,895,3
10307,北部航務中心,拖駁船,0,0,0,216,720,2
10308,北部航務中心,拖駁船,0,0,0,117,389,1
10310,北部航務中心,拖駁船,0,0,0,173,576,2
10401,北部航務中心,拖駁船,0,0,0,117,389,1
10403,北部航務中心,拖駁船,0,0,0,100,336,1
10405,北部航務中心,拖駁船,0,0,0,122,426,4
10406,北部航務中心,拖駁船,0,0,0,350,1170,3
10407,北部航務中心,拖駁船,0,0,0,153,509,2
10408,北部航務中心,拖駁船,0,0,0,216,720,2
10412,北部航務中心,拖駁船,0,0,0,131,440,2
10501,北部航務中心,拖駁船,0,0,0,56,185,1
10502,北部航務中心,拖駁船,0,0,0,99,331,1
10504,北部航務中心,拖駁船,0,0,0,323,1000,4
10505,北部航務中心,拖駁船,0,0,0,51,160,1
10506,北部航務中心,拖駁船,0,0,0,249,820,3
10507,北部航務中心,拖駁船,0,0,0,347,1161,3
10509,北部航務中心,拖駁船,0,0,0,25,86,1
10510,北部航務中心,拖駁船,0,0,0,185,537,2
10511,北部航務中心,拖駁船,0,0,0,185,659,2
10601,北部航務中心,拖駁船,0,0,0,141,471,1
10603,北部航務中心,拖駁船,0,0,0,124,415,1
10604,北部航務中心,拖駁船,0,0,0,117,389,1
10605,北部航務中心,拖駁船,0,0,0,151,496,2
10607,北部航務中心,拖駁船,0,0,0,124,415,1
10608,北部航務中心,拖駁船,0,0,0,117,389,1
10610,北部航務中心,拖駁船,0,0,0,112,413,4
10704,北部航務中心,拖駁船,0,0,0,309,1074,3
10705,北部航務中心,拖駁船,0,0,0,25,86,1
10706,北部航務中心,拖駁船,0,0,0,124,415,1
10708,北部航務中心,拖駁船,0,0,0,293,835,3
10710,北部航務中心,拖駁船,0,0,0,45,178,1
10712,北部航務中心,拖駁船,0,0,0,121,404,1
10801,北部航務中心,拖駁船,0,0,0,68,270,1
10802,北部航務中心,拖駁船,0,0,0,100,336,1
10803,北部航務中心,拖駁船,0,0,0,327,1094,4
10804,北部航務中心,拖駁船,0,0,0,179,597,2
10807,北部航務中心,拖駁船,0,0,0,241,804,2
10808,北部航務中心,拖駁船,0,0,0,289,953,3
10809,北部航務中心,拖駁船,0,0,0,241,804,2
10810,北部航務中心,拖駁船,0,0,0,117,389,1
10811,北部航務中心,拖駁船,0,0,0,99,331,1
10901,北部航務中心,拖駁船,0,0,0,124,415,1
10902,北部航務中心,拖駁船,0,0,0,45,178,1
10903,北部航務中心,拖駁船,0,0,0,124,455,2
10905,北部航務中心,拖駁船,0,0,0,45,140,1
10906,北部航務中心,拖駁船,0,0,0,68,270,1
10907,北部航務中心,拖駁船,0,0,0,25,86,1
10908,北部航務中心,拖駁船,0,0,0,150,491,2
10909,北部航務中心,拖駁船,0,0,0,149,539,2
10910,北部航務中心,拖駁船,0,0,0,103,342,1
10911,北部航務中心,拖駁船,0,0,0,199,665,2
10912,北部航務中心,拖駁船,0,0,0,284,948,3
11002,北部航務中心,拖駁船,0,0,0,121,404,1
11003,北部航務中心,拖駁船,0,0,0,358,1228,5
11004,北部航務中心,拖駁船,0,0,0,301,1004,4
11005,北部航務中心,拖駁船,0,0,0,131,379,2
11006,北部航務中心,拖駁船,0,0,0,213,711,2
10002,中部航務中心,拖駁船,0,0,0,247,827,2
10007,中部航務中心,拖駁船,0,0,0,145,484,2
10010,中部航務中心,拖駁船,0,0,0,353,1181,3
10011,中部航務中心,拖駁船,0,0,0,106,354,1
10012,中部航務中心,拖駁船,0,0,0,275,920,2
10102,中部航務中心,拖駁船,0,0,0,106,354,1
10111,中部航務中心,拖駁船,0,0,0,353,1181,3
10112,中部航務中心,拖駁船,0,0,0,240,694,2
10201,中部航務中心,拖駁船,0,0,0,1119,2921,6
10204,中部航務中心,拖駁船,0,0,0,106,354,1
10206,中部航務中心,拖駁船,0,0,0,13,45,1
10208,中部航務中心,拖駁船,0,0,0,180,604,2
10209,中部航務中心,拖駁船,0,0,0,13,45,1
10211,中部航務中心,拖駁船,0,0,0,59,199,1
10212,中部航務中心,拖駁船,0,0,0,223,749,2
10302,中部航務中心,拖駁船,0,0,0,240,801,2
10303,中部航務中心,拖駁船,0,0,0,268,898,3
10308,中部航務中心,拖駁船,0,0,0,193,649,3
10309,中部航務中心,拖駁船,0,0,0,107,358,1
10310,中部航務中心,拖駁船,0,0,0,517,1698,7
10312,中部航務中心,拖駁船,0,0,0,212,708,2
10401,中部航務中心,拖駁船,0,0,0,104,349,2
10404,中部航務中心,拖駁船,0,0,0,420,1402,3
10406,中部航務中心,拖駁船,0,0,0,204,682,2
10407,中部航務中心,拖駁船,0,0,0,113,383,3
10410,中部航務中心,拖駁船,0,0,0,199,635,3
10411,中部航務中心,拖駁船,0,0,0,183,614,3
10502,中部航務中心,拖駁船,0,0,0,106,354,1
10503,中部航務中心,拖駁船,0,0,0,322,1077,3
10506,中部航務中心,拖駁船,0,0,0,286,958,4
10507,中部航務中心,拖駁船,0,0,0,34,82,1
10508,中部航務中心,拖駁船,0,0,0,82,276,1
10511,中部航務中心,拖駁船,0,0,0,404,1354,4
10512,中部航務中心,拖駁船,0,0,0,337,1129,3
10603,中部航務中心,拖駁船,0,0,0,166,524,2
10604,中部航務中心,拖駁船,0,0,0,106,354,1
10605,中部航務中心,拖駁船,0,0,0,134,447,1
10606,中部航務中心,拖駁船,0,0,0,212,708,2
10607,中部航務中心,拖駁船,0,0,0,296,994,3
10608,中部航務中心,拖駁船,0,0,0,217,727,3
10701,中部航務中心,拖駁船,0,0,0,141,473,1
10702,中部航務中心,拖駁船,0,0,0,141,473,1
10704,中部航務中心,拖駁船,0,0,0,181,572,2
10705,中部航務中心,拖駁船,0,0,0,34,82,1
10706,中部航務中心,拖駁船,0,0,0,286,960,4
10708,中部航務中心,拖駁船,0,0,0,294,984,3
10709,中部航務中心,拖駁船,0,0,0,147,490,1
10710,中部航務中心,拖駁船,0,0,0,132,442,1
10711,中部航務中心,拖駁船,0,0,0,282,945,4
10712,中部航務中心,拖駁船,0,0,0,209,696,2
10802,中部航務中心,拖駁船,0,0,0,141,473,1
10803,中部航務中心,拖駁船,0,0,0,337,1129,3
10804,中部航務中心,拖駁船,0,0,0,263,877,3
10805,中部航務中心,拖駁船,0,0,0,149,499,1
10806,中部航務中心,拖駁船,0,0,0,445,1461,5
10807,中部航務中心,拖駁船,0,0,0,179,600,2
10808,中部航務中心,拖駁船,0,0,0,428,1431,3
10809,中部航務中心,拖駁船,0,0,0,287,958,3
10810,中部航務中心,拖駁船,0,0,0,106,354,1
10811,中部航務中心,拖駁船,0,0,0,98,328,1
10812,中部航務中心,拖駁船,0,0,0,207,695,2
10902,中部航務中心,拖駁船,0,0,0,141,473,1
10903,中部航務中心,拖駁船,0,0,0,329,1103,3
10904,中部航務中心,拖駁船,0,0,0,90,302,1
10905,中部航務中心,拖駁船,0,0,0,106,354,1
10906,中部航務中心,拖駁船,0,0,0,228,762,2
10907,中部航務中心,拖駁船,0,0,0,296,958,5
10908,中部航務中心,拖駁船,0,0,0,106,354,1
10909,中部航務中心,拖駁船,0,0,0,267,829,4
10910,中部航務中心,拖駁船,0,0,0,132,442,1
10911,中部航務中心,拖駁船,0,0,0,125,418,2
10912,中部航務中心,拖駁船,0,0,0,141,473,1
11001,中部航務中心,拖駁船,0,0,0,134,447,1
11004,中部航務中心,拖駁船,0,0,0,141,473,1
11005,中部航務中心,拖駁船,0,0,0,107,357,1
11006,中部航務中心,拖駁船,0,0,0,181,572,2
10210,中部航務中心,拖駁船,358,107,1,558,1867,5
10307,中部航務中心,拖駁船,2320,696,1,696,2320,1
10408,中部航務中心,拖駁船,490,147,1,326,1089,4
10412,中部航務中心,拖駁船,310,93,1,529,1770,6
10509,中部航務中心,拖駁船,349,104,1,475,1586,4
10004,東部航務中心,其他,0,0,0,214,714,2
10009,東部航務中心,其他,0,0,0,58,196,1
10010,東部航務中心,其他,0,0,0,266,887,2
10012,東部航務中心,其他,0,0,0,84,281,3
10101,東部航務中心,其他,0,0,0,59,198,1
10105,東部航務中心,其他,0,0,0,458,1533,3
10106,東部航務中心,其他,0,0,0,98,286,3
10108,東部航務中心,其他,0,0,0,20,67,2
10109,東部航務中心,其他,0,0,0,53,177,2
10110,東部航務中心,其他,0,0,0,18,60,2
10111,東部航務中心,其他,0,0,0,75,205,3
10112,東部航務中心,其他,0,0,0,963,3213,5
10201,東部航務中心,其他,0,0,0,9,30,1
10202,東部航務中心,其他,0,0,0,28,94,1
10203,東部航務中心,其他,0,0,0,77,260,2
10206,東部航務中心,其他,0,0,0,752,2515,6
10207,東部航務中心,其他,0,0,0,176,586,1
10208,東部航務中心,其他,0,0,0,253,845,1
10209,東部航務中心,其他,0,0,0,18,60,2
10210,東部航務中心,其他,0,0,0,11,37,1
10211,東部航務中心,其他,0,0,0,306,1020,2
10212,東部航務中心,其他,0,0,0,85,287,3
10301,東部航務中心,其他,0,0,0,100,335,3
10302,東部航務中心,其他,0,0,0,9,30,1
10305,東部航務中心,其他,0,0,0,58,196,1
10307,東部航務中心,其他,0,0,0,253,845,1
10310,東部航務中心,其他,0,0,0,68,228,2
10402,東部航務中心,其他,0,0,0,38,129,2
10403,東部航務中心,其他,0,0,0,37,124,2
10406,東部航務中心,其他,0,0,0,234,782,2
10407,東部航務中心,其他,0,0,0,9,30,1
10408,東部航務中心,其他,0,0,0,253,845,1
10409,東部航務中心,其他,0,0,0,11,37,1
10412,東部航務中心,其他,0,0,0,463,1544,2
10501,東部航務中心,其他,0,0,0,59,198,1
10503,東部航務中心,其他,0,0,0,29,99,1
10506,東部航務中心,其他,0,0,0,998,3327,2
10507,東部航務中心,其他,0,0,0,18,60,2
10508,東部航務中心,其他,0,0,0,25,85,1
10509,東部航務中心,其他,0,0,0,126,424,3
10605,東部航務中心,其他,0,0,0,58,196,1
10606,東部航務中心,其他,0,0,0,9,30,1
10607,東部航務中心,其他,0,0,0,176,586,1
10609,東部航務中心,其他,0,0,0,312,1043,2
10701,東部航務中心,其他,0,0,0,51,173,1
10703,東部航務中心,其他,0,0,0,80,270,2
10705,東部航務中心,其他,0,0,0,176,586,1
10707,東部航務中心,其他,0,0,0,385,1284,3
10708,東部航務中心,其他,0,0,0,477,1595,3
10709,東部航務中心,其他,0,0,0,838,2796,2
10710,東部航務中心,其他,0,0,0,59,198,1
10712,東部航務中心,其他,0,0,0,294,983,1
10801,東部航務中心,其他,0,0,0,833,2778,2
10803,東部航務中心,其他,0,0,0,248,827,1
10804,東部航務中心,其他,0,0,0,176,586,1
10807,東部航務中心,其他,0,0,0,414,1386,4
10810,東部航務中心,其他,0,0,0,294,983,1
10902,東部航務中心,其他,0,0,0,29,97,1
10905,東部航務中心,其他,0,0,0,176,586,1
10907,東部航務中心,其他,0,0,0,370,1239,3
10911,東部航務中心,其他,0,0,0,294,983,1
11005,東部航務中心,其他,0,0,0,176,586,1
10005,南部航務中心,其他,0,0,0,1250,4184,18
10011,南部航務中心,其他,0,0,0,2913,9208,17
10012,南部航務中心,其他,0,0,0,1498,4719,16
10102,南部航務中心,其他,0,0,0,1415,3432,13
10202,南部航務中心,其他,0,0,0,3672,12202,8
10207,南部航務中心,其他,0,0,0,3770,11983,23
10209,南部航務中心,其他,0,0,0,2181,6405,29
10210,南部航務中心,其他,0,0,0,1227,3838,16
10306,南部航務中心,其他,0,0,0,730,1936,8
10401,南部航務中心,其他,0,0,0,2718,9083,16
10406,南部航務中心,其他,0,0,0,359,1209,13
10409,南部航務中心,其他,0,0,0,1432,4339,9
10502,南部航務中心,其他,0,0,0,2370,6356,7
10505,南部航務中心,其他,0,0,0,3223,10246,18
10601,南部航務中心,其他,0,0,0,2350,7854,15
10602,南部航務中心,其他,0,0,0,3032,8919,9
10603,南部航務中心,其他,0,0,0,3908,11469,13
10610,南部航務中心,其他,0,0,0,9114,18138,41
10701,南部航務中心,其他,0,0,0,3536,11751,12
10702,南部航務中心,其他,0,0,0,1567,5228,6
10703,南部航務中心,其他,0,0,0,5840,18247,23
10705,南部航務中心,其他,0,0,0,640,2105,12
10706,南部航務中心,其他,0,0,0,2068,6329,12
10709,南部航務中心,其他,0,0,0,680,1760,11
10711,南部航務中心,其他,0,0,0,5595,16797,24
10712,南部航務中心,其他,0,0,0,5181,16219,16
10802,南部航務中心,其他,0,0,0,3526,10477,12
10805,南部航務中心,其他,0,0,0,2538,7211,16
10806,南部航務中心,其他,0,0,0,1487,4886,20
10810,南部航務中心,其他,0,0,0,732,2405,14
10812,南部航務中心,其他,0,0,0,3680,10894,17
10902,南部航務中心,其他,0,0,0,4690,15556,16
10903,南部航務中心,其他,0,0,0,3644,10937,23
11001,南部航務中心,其他,0,0,0,1686,5630,11
10003,南部航務中心,其他,174,52,1,1056,3027,13
10007,南部航務中心,其他,402,120,1,2247,6794,21
10008,南部航務中心,其他,961,288,1,2551,8516,18
10103,南部航務中心,其他,950,285,1,1603,5485,13
10107,南部航務中心,其他,128,38,1,2650,8161,24
10109,南部航務中心,其他,7636,2290,1,3614,11224,16
10110,南部航務中心,其他,885,265,1,1056,3490,25
10205,南部航務中心,其他,78,23,1,809,2619,16
10206,南部航務中心,其他,309,92,1,1269,4115,13
10301,南部航務中心,其他,248,74,1,1802,4979,12
10302,南部航務中心,其他,498,149,1,2162,7172,12
10303,南部航務中心,其他,280,84,1,6249,20548,21
10305,南部航務中心,其他,179,53,1,1204,3981,15
10307,南部航務中心,其他,486,145,1,1888,6100,18
10309,南部航務中心,其他,3719,1115,1,3248,10205,21
10311,南部航務中心,其他,3719,1115,1,3473,9261,12
10312,南部航務中心,其他,176,52,1,1195,3370,20
10403,南部航務中心,其他,173,51,1,3708,11181,16
10412,南部航務中心,其他,173,51,1,3573,10176,28
10508,南部航務中心,其他,76,22,1,1468,4329,14
10510,南部航務中心,其他,173,51,1,629,1609,9
10605,南部航務中心,其他,1314,394,1,1010,3353,15
10704,南部航務中心,其他,2151,1047,1,2902,7567,19
10803,南部航務中心,其他,1314,394,1,3405,11336,18
10804,南部航務中心,其他,130,39,1,3196,8821,16
10807,南部航務中心,其他,36,10,1,618,2073,14
10808,南部航務中心,其他,102,30,1,1330,4221,16
10811,南部航務中心,其他,64,19,1,2121,6473,17
10905,南部航務中心,其他,27,8,1,6578,20900,22
10906,南部航務中心,其他,64,19,1,3418,9743,20
10907,南部航務中心,其他,68,20,1,2738,5437,14
10910,南部航務中心,其他,64,19,1,5589,18476,20
11002,南部航務中心,其他,63,18,1,743,2390,10
10002,南部航務中心,其他,621,186,2,1052,3485,12
10006,南部航務中心,其他,1221,365,2,2076,6052,18
10104,南部航務中心,其他,1124,337,2,1683,5506,19
10208,南部航務中心,其他,383,114,2,5361,17446,21
10308,南部航務中心,其他,2424,726,2,2013,6105,14
10310,南部航務中心,其他,2824,846,2,1888,6112,20
10405,南部航務中心,其他,200,59,2,1279,4281,16
10501,南部航務中心,其他,2186,654,2,2632,8506,13
10512,南部航務中心,其他,346,102,2,1863,6229,22
10607,南部航務中心,其他,320,95,2,3293,10694,23
10609,南部航務中心,其他,5889,1766,2,7530,25127,20
10612,南部航務中心,其他,547,163,2,2503,7248,14
10710,南部航務中心,其他,675,201,2,1858,6237,20
10801,南部航務中心,其他,9716,2914,2,5566,18572,16
10809,南部航務中心,其他,358,107,2,5801,19055,15
10908,南部航務中心,其他,124,37,2,2660,8791,24
10909,南部航務中心,其他,120,60,2,702,2142,11
10911,南部航務中心,其他,1351,405,2,2310,7725,19
10912,南部航務中心,其他,2171,650,2,4702,13736,16
11003,南部航務中心,其他,5985,1794,2,7320,24396,25
11006,南部航務中心,其他,158,46,2,2368,7918,12
10203,南部航務中心,其他,10986,3295,3,4706,15697,18
10204,南部航務中心,其他,9488,2845,3,4635,14898,18
10404,南部航務中心,其他,5424,1626,3,2676,8428,16
10506,南部航務中心,其他,13242,3971,3,9135,30350,24
10901,南部航務中心,其他,1831,548,3,2311,7216,17
11004,南部航務中心,其他,4620,1384,3,3459,9871,13
11005,南部航務中心,其他,1583,473,4,2873,8387,20
10410,南部航務中心,其他,2460,767,5,1807,5293,17
10503,南部航務中心,其他,2980,891,6,4786,13130,32
10904,南部航務中心,其他,544,185,6,5374,17855,15
10002,北部航務中心,其他,0,0,0,144,485,4
10004,北部航務中心,其他,0,0,0,229,768,6
10005,北部航務中心,其他,0,0,0,41,140,3
10006,北部航務中心,其他,0,0,0,123,412,8
10008,北部航務中心,其他,0,0,0,344,1148,10
10009,北部航務中心,其他,0,0,0,187,626,8
10010,北部航務中心,其他,0,0,0,372,1242,7
10012,北部航務中心,其他,0,0,0,102,347,4
10102,北部航務中心,其他,0,0,0,305,1022,3
10103,北部航務中心,其他,0,0,0,326,761,6
10104,北部航務中心,其他,0,0,0,244,814,6
10105,北部航務中心,其他,0,0,0,267,896,9
10106,北部航務中心,其他,0,0,0,128,431,5
10107,北部航務中心,其他,0,0,0,297,994,6
10108,北部航務中心,其他,0,0,0,103,343,6
10110,北部航務中心,其他,0,0,0,73,247,5
10112,北部航務中心,其他,0,0,0,930,3101,9
10201,北部航務中心,其他,0,0,0,273,580,4
10202,北部航務中心,其他,0,0,0,371,906,5
10203,北部航務中心,其他,0,0,0,408,1118,12
10204,北部航務中心,其他,0,0,0,101,340,5
10206,北部航務中心,其他,0,0,0,71,238,4
10207,北部航務中心,其他,0,0,0,136,457,5
10208,北部航務中心,其他,0,0,0,316,1056,7
10209,北部航務中心,其他,0,0,0,93,312,6
10210,北部航務中心,其他,0,0,0,183,615,8
10211,北部航務中心,其他,0,0,0,364,1226,15
10212,北部航務中心,其他,0,0,0,1186,3955,8
10302,北部航務中心,其他,0,0,0,290,973,5
10303,北部航務中心,其他,0,0,0,1055,3523,11
10304,北部航務中心,其他,0,0,0,454,1190,10
10305,北部航務中心,其他,0,0,0,294,981,5
10308,北部航務中心,其他,0,0,0,100,340,5
10309,北部航務中心,其他,0,0,0,214,718,8
10310,北部航務中心,其他,0,0,0,200,668,6
10312,北部航務中心,其他,0,0,0,1133,3774,11
10401,北部航務中心,其他,0,0,0,104,349,3
10402,北部航務中心,其他,0,0,0,25,85,2
10403,北部航務中心,其他,0,0,0,810,2375,8
10404,北部航務中心,其他,0,0,0,60,201,5
10405,北部航務中心,其他,0,0,0,373,920,9
10406,北部航務中心,其他,0,0,0,414,1382,7
10407,北部航務中心,其他,0,0,0,35,117,3
10408,北部航務中心,其他,0,0,0,178,595,7
10410,北部航務中心,其他,0,0,0,434,1450,7
10411,北部航務中心,其他,0,0,0,503,1433,13
10412,北部航務中心,其他,0,0,0,457,1526,6
10501,北部航務中心,其他,0,0,0,110,369,5
10503,北部航務中心,其他,0,0,0,314,719,3
10504,北部航務中心,其他,0,0,0,358,1198,5
10505,北部航務中心,其他,0,0,0,288,968,8
10506,北部航務中心,其他,0,0,0,282,610,5
10507,北部航務中心,其他,0,0,0,394,1316,8
10508,北部航務中心,其他,0,0,0,190,643,7
10509,北部航務中心,其他,0,0,0,495,1137,4
10602,北部航務中心,其他,0,0,0,16,55,1
10604,北部航務中心,其他,0,0,0,43,142,3
10605,北部航務中心,其他,0,0,0,691,1983,10
10606,北部航務中心,其他,0,0,0,282,688,6
10607,北部航務中心,其他,0,0,0,297,992,4
10608,北部航務中心,其他,0,0,0,195,658,7
10610,北部航務中心,其他,0,0,0,1189,2824,15
10611,北部航務中心,其他,0,0,0,742,2476,6
10612,北部航務中心,其他,0,0,0,114,381,7
10701,北部航務中心,其他,0,0,0,118,394,5
10703,北部航務中心,其他,0,0,0,291,979,7
10704,北部航務中心,其他,0,0,0,9,30,1
10707,北部航務中心,其他,0,0,0,404,1356,8
10708,北部航務中心,其他,0,0,0,389,1300,7
10709,北部航務中心,其他,0,0,0,152,509,6
10710,北部航務中心,其他,0,0,0,257,865,9
10711,北部航務中心,其他,0,0,0,242,814,7
10712,北部航務中心,其他,0,0,0,423,1422,12
10801,北部航務中心,其他,0,0,0,258,865,9
10802,北部航務中心,其他,0,0,0,45,154,2
10803,北部航務中心,其他,0,0,0,175,584,2
10804,北部航務中心,其他,0,0,0,285,776,4
10805,北部航務中心,其他,0,0,0,611,1865,8
10806,北部航務中心,其他,0,0,0,66,224,5
10807,北部航務中心,其他,0,0,0,106,358,4
10808,北部航務中心,其他,0,0,0,291,968,6
10809,北部航務中心,其他,0,0,0,181,610,7
10810,北部航務中心,其他,0,0,0,870,2906,8
10811,北部航務中心,其他,0,0,0,265,630,4
10812,北部航務中心,其他,0,0,0,149,498,5
10901,北部航務中心,其他,0,0,0,721,2412,8
10902,北部航務中心,其他,0,0,0,87,293,5
10903,北部航務中心,其他,0,0,0,1184,2614,6
10904,北部航務中心,其他,0,0,0,361,1031,8
10905,北部航務中心,其他,0,0,0,514,1502,7
10906,北部航務中心,其他,0,0,0,42,141,3
10907,北部航務中心,其他,0,0,0,844,2644,11
10908,北部航務中心,其他,0,0,0,266,891,8
10909,北部航務中心,其他,0,0,0,425,1424,7
10911,北部航務中心,其他,0,0,0,317,1057,3
10912,北部航務中心,其他,0,0,0,225,757,8
11001,北部航務中心,其他,0,0,0,18,60,2
11002,北部航務中心,其他,0,0,0,1104,3679,6
11003,北部航務中心,其他,0,0,0,339,1137,8
11004,北部航務中心,其他,0,0,0,476,1234,5
11005,北部航務中心,其他,0,0,0,162,545,6
10510,北部航務中心,其他,98,29,1,460,1538,6
10910,北部航務中心,其他,175,52,1,223,751,9
11006,北部航務中心,其他,175,52,1,1536,5129,7
10001,中部航務中心,其他,0,0,0,271,653,2
10003,中部航務中心,其他,0,0,0,193,654,5
10005,中部航務中心,其他,0,0,0,485,1625,4
