時間,國內港,地區別,貨物別,價值(新臺幣千元),重量(公噸)
108年12月,和平港,日本,礦產品,4956,13000
108年12月,和平港,俄羅斯,礦產品,93671,36000
108年12月,和平港,印尼,礦產品,421567,156999
108年12月,和平港,澳洲,礦產品,182377,75549
109年01月,和平港,中國大陸,礦產品,5961,7500
109年01月,和平港,印尼,礦產品,363768,148900
109年01月,和平港,澳洲,礦產品,558418,211863
109年02月,和平港,中國大陸,礦產品,8267,10400
109年02月,和平港,印尼,礦產品,165008,78499
109年02月,和平港,澳洲,礦產品,647021,271188
109年03月,和平港,阿拉伯聯合大公國,"機械用具電機設備,電視影像錄音機",169754,381
109年03月,和平港,阿拉伯聯合大公國,車輛航空器船舶運輸設備,40,44
109年03月,和平港,日本,礦產品,5645,15000
109年03月,和平港,馬來西亞,礦產品,11917,14500
109年03月,和平港,印尼,礦產品,327562,154338
109年03月,和平港,澳洲,礦產品,291422,129619
109年03月,和平港,中國大陸,化學或有關工業產品,8334,10400
109年04月,和平港,日本,礦產品,4948,13000
109年04月,和平港,俄羅斯,礦產品,114495,56356
109年04月,和平港,印尼,礦產品,314467,152878
109年04月,和平港,澳洲,礦產品,394075,155002
109年04月,和平港,中國大陸,化學或有關工業產品,8216,10400
109年05月,和平港,俄羅斯,礦產品,201455,98366
109年05月,和平港,印尼,礦產品,332172,154199
109年05月,和平港,澳洲,礦產品,526309,230017
109年05月,和平港,中國大陸,化學或有關工業產品,8182,10400
109年06月,和平港,日本,礦產品,5478,14500
109年06月,和平港,越南,礦產品,12616,16500
109年06月,和平港,印尼,礦產品,156835,74410
109年06月,和平港,澳洲,礦產品,362730,148522
109年07月,和平港,俄羅斯,礦產品,85000,37492
109年07月,和平港,越南,礦產品,13380,18000
109年07月,和平港,印尼,礦產品,323132,147955
109年07月,和平港,澳洲,礦產品,225765,121565
109年07月,和平港,中國大陸,化學或有關工業產品,8105,10400
109年08月,和平港,日本,礦產品,5569,15000
109年08月,和平港,印尼,礦產品,297892,153049
109年08月,和平港,澳洲,礦產品,620093,292160
109年09月,和平港,俄羅斯,礦產品,138559,74856
109年09月,和平港,印尼,礦產品,145444,74169
109年09月,和平港,澳洲,礦產品,400858,208316
109年09月,和平港,中國大陸,化學或有關工業產品,16119,21400
109年10月,和平港,日本,礦產品,4730,13000
109年10月,和平港,俄羅斯,礦產品,155488,84630
109年10月,和平港,越南,礦產品,12650,18000
109年10月,和平港,印尼,礦產品,144079,79999
109年10月,和平港,澳洲,礦產品,392067,214979
109年11月,和平港,俄羅斯,礦產品,73850,42950
109年11月,和平港,印尼,礦產品,268911,155899
109年11月,和平港,澳洲,礦產品,138318,72813
109年11月,和平港,中國大陸,化學或有關工業產品,7676,10400
109年12月,和平港,日本,礦產品,4649,13000
109年12月,和平港,俄羅斯,礦產品,67644,39815
109年12月,和平港,澳洲,礦產品,87078,55603
110年01月,和平港,俄羅斯,礦產品,75712,43600
110年01月,和平港,越南,礦產品,11081,17400
110年01月,和平港,印尼,礦產品,118628,72900
110年01月,和平港,澳洲,礦產品,211842,122170
110年01月,和平港,中國大陸,化學或有關工業產品,5218,7180
110年02月,和平港,日本,礦產品,4637,13000
110年02月,和平港,澳洲,礦產品,556887,208979
110年03月,和平港,日本,礦產品,4616,13000
110年03月,和平港,俄羅斯,礦產品,196508,109100
110年03月,和平港,越南,礦產品,7750,11000
110年03月,和平港,印尼,礦產品,304771,144755
110年03月,和平港,澳洲,礦產品,458587,155502
110年03月,和平港,中國大陸,化學或有關工業產品,5195,7200
100年01月,沙崙港,伊朗,礦產品,2772986,149895
100年01月,沙崙港,科威特,礦產品,4900420,262168
100年02月,沙崙港,沙烏地阿拉伯,礦產品,2992644,150275
100年02月,沙崙港,土耳其,礦產品,3032657,133951
100年03月,沙崙港,伊朗,礦產品,3272339,147333
100年03月,沙崙港,赤道幾內亞,礦產品,2984723,130556
100年03月,沙崙港,非洲其他地區,礦產品,8351460,365326
100年04月,沙崙港,伊朗,礦產品,3068443,128369
100年04月,沙崙港,阿拉伯聯合大公國,礦產品,3386851,141768
100年04月,沙崙港,非洲其他地區,礦產品,12307893,484214
100年04月,沙崙港,澳洲,礦產品,2444787,79090
100年05月,沙崙港,伊朗,礦產品,3616233,142729
100年05月,沙崙港,亞洲其他地區,礦產品,6575474,273111
100年06月,沙崙港,韓國,礦產品,3756627,143598
100年06月,沙崙港,非洲其他地區,礦產品,9676820,379325
100年07月,沙崙港,沙烏地阿拉伯,礦產品,4079947,174670
100年07月,沙崙港,科威特,礦產品,3255799,144058
100年08月,沙崙港,馬來西亞,礦產品,3317114,124274
100年08月,沙崙港,沙烏地阿拉伯,礦產品,4633364,195912
100年08月,沙崙港,科威特,礦產品,3051570,132367
100年08月,沙崙港,阿拉伯聯合大公國,礦產品,3487191,146602
100年08月,沙崙港,奈及利亞,礦產品,3389353,140353
100年09月,沙崙港,沙烏地阿拉伯,礦產品,3095924,134574
100年09月,沙崙港,科威特,礦產品,3006336,135831
100年09月,沙崙港,赤道幾內亞,礦產品,2963920,124836
100年09月,沙崙港,非洲其他地區,礦產品,12125283,508224
100年10月,沙崙港,伊朗,礦產品,3081483,128133
100年10月,沙崙港,沙烏地阿拉伯,礦產品,3199952,139940
100年10月,沙崙港,科威特,礦產品,2904184,124943
100年10月,沙崙港,阿拉伯聯合大公國,礦產品,3438671,141534
100年10月,沙崙港,奈及利亞,礦產品,3344344,139706
100年10月,沙崙港,非洲其他地區,礦產品,6376389,260225
100年11月,沙崙港,沙烏地阿拉伯,礦產品,5777770,250200
100年11月,沙崙港,奈及利亞,礦產品,3331770,132364
100年11月,沙崙港,非洲其他地區,礦產品,10082765,397584
101年01月,沙崙港,奈及利亞,礦產品,3315323,132532
101年02月,沙崙港,沙烏地阿拉伯,礦產品,11594667,460596
101年02月,沙崙港,科威特,礦產品,1934942,79384
101年03月,沙崙港,伊朗,礦產品,7313979,274218
101年03月,沙崙港,沙烏地阿拉伯,礦產品,2507991,95842
101年03月,沙崙港,科威特,礦產品,8044585,301138
101年03月,沙崙港,阿拉伯聯合大公國,礦產品,4495338,173181
101年04月,沙崙港,沙烏地阿拉伯,礦產品,7386193,272367
101年04月,沙崙港,非洲其他地區,礦產品,7446357,262841
101年05月,沙崙港,沙烏地阿拉伯,礦產品,3763563,142766
101年05月,沙崙港,科威特,礦產品,5457372,213125
101年05月,沙崙港,阿拉伯聯合大公國,礦產品,4965628,189241
101年05月,沙崙港,非洲其他地區,礦產品,7299992,262863
101年06月,沙崙港,土耳其,礦產品,6982595,267221
101年06月,沙崙港,赤道幾內亞,礦產品,3280989,131803
101年06月,沙崙港,非洲其他地區,礦產品,10262069,385274
