時間,國內港,地區別,貨物別,價值(新臺幣千元),重量(公噸)
102年10月,麥寮港,阿拉伯聯合大公國,礦產品,7580788,289607
102年10月,麥寮港,亞洲其他地區,礦產品,6348616,273894
102年10月,麥寮港,南非共和國,礦產品,2430854,901237
102年10月,麥寮港,非洲其他地區,礦產品,1198953,44600
102年10月,麥寮港,美國,礦產品,1820983,47243
102年10月,麥寮港,墨西哥,礦產品,197986,139220
102年10月,麥寮港,澳洲,礦產品,1180536,457401
102年10月,麥寮港,荷蘭,礦產品,910449,31570
102年10月,麥寮港,日本,化學或有關工業產品,253986,6399
102年10月,麥寮港,韓國,化學或有關工業產品,546355,15357
102年10月,麥寮港,馬來西亞,化學或有關工業產品,44698,1006
102年10月,麥寮港,菲律賓,化學或有關工業產品,205384,6002
102年10月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,693476,51333
102年10月,麥寮港,美國,化學或有關工業產品,142288,3149
102年10月,麥寮港,紐西蘭,化學或有關工業產品,170511,14250
102年11月,麥寮港,日本,礦產品,519560,15214
102年11月,麥寮港,韓國,礦產品,536490,14856
102年11月,麥寮港,中國大陸,礦產品,16386,2420
102年11月,麥寮港,俄羅斯,礦產品,3808759,150366
102年11月,麥寮港,印尼,礦產品,650509,241931
102年11月,麥寮港,印度,礦產品,1998042,72449
102年11月,麥寮港,沙烏地阿拉伯,礦產品,25977413,1112260
102年11月,麥寮港,科威特,礦產品,20880311,885565
102年11月,麥寮港,卡達,礦產品,3387034,124957
102年11月,麥寮港,阿拉伯聯合大公國,礦產品,2778751,101691
102年11月,麥寮港,亞洲其他地區,礦產品,784480,27768
102年11月,麥寮港,南非共和國,礦產品,2585490,968302
102年11月,麥寮港,非洲其他地區,礦產品,2367083,85654
102年11月,麥寮港,美國,礦產品,411886,10500
102年11月,麥寮港,墨西哥,礦產品,166301,117675
102年11月,麥寮港,澳洲,礦產品,499563,205669
102年11月,麥寮港,日本,化學或有關工業產品,228848,6140
102年11月,麥寮港,韓國,化學或有關工業產品,595353,17224
102年11月,麥寮港,馬來西亞,化學或有關工業產品,159730,8482
102年11月,麥寮港,菲律賓,化學或有關工業產品,163700,5046
102年11月,麥寮港,伊朗,化學或有關工業產品,386311,27892
102年11月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,278950,20967
102年11月,麥寮港,阿曼,化學或有關工業產品,62954,4750
102年11月,麥寮港,紐西蘭,化學或有關工業產品,142211,10000
102年12月,麥寮港,日本,礦產品,183189,4993
102年12月,麥寮港,韓國,礦產品,760976,20868
102年12月,麥寮港,中國大陸,礦產品,14630,2145
102年12月,麥寮港,俄羅斯,礦產品,343485,132712
102年12月,麥寮港,馬來西亞,礦產品,787205,28198
102年12月,麥寮港,菲律賓,礦產品,221961,6002
102年12月,麥寮港,印尼,礦產品,870868,317934
102年12月,麥寮港,印度,礦產品,2197932,78451
102年12月,麥寮港,伊朗,礦產品,5100639,217356
102年12月,麥寮港,沙烏地阿拉伯,礦產品,15518705,632997
102年12月,麥寮港,科威特,礦產品,21529691,904567
102年12月,麥寮港,卡達,礦產品,2472826,88582
102年12月,麥寮港,阿曼,礦產品,8237853,345784
102年12月,麥寮港,阿拉伯聯合大公國,礦產品,3945423,156660
102年12月,麥寮港,亞洲其他地區,礦產品,12053663,537979
102年12月,麥寮港,南非共和國,礦產品,436197,163374
102年12月,麥寮港,非洲其他地區,礦產品,2517936,87926
102年12月,麥寮港,美國,礦產品,552603,14799
102年12月,麥寮港,墨西哥,礦產品,198020,139150
102年12月,麥寮港,巴西,礦產品,109496,3064
102年12月,麥寮港,澳洲,礦產品,1115694,495528
102年12月,麥寮港,荷蘭,礦產品,1502114,49927
102年12月,麥寮港,日本,化學或有關工業產品,112356,2871
102年12月,麥寮港,韓國,化學或有關工業產品,388536,11118
102年12月,麥寮港,中國大陸,化學或有關工業產品,243434,12499
102年12月,麥寮港,馬來西亞,化學或有關工業產品,250174,16499
102年12月,麥寮港,菲律賓,化學或有關工業產品,323714,9296
102年12月,麥寮港,伊朗,化學或有關工業產品,229693,15000
102年12月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,426895,30162
103年01月,麥寮港,日本,礦產品,575355,15998
103年01月,麥寮港,韓國,礦產品,2960263,86686
103年01月,麥寮港,中國大陸,礦產品,145239,29655
103年01月,麥寮港,俄羅斯,礦產品,6023243,219420
103年01月,麥寮港,菲律賓,礦產品,187466,5087
103年01月,麥寮港,印尼,礦產品,844096,305627
103年01月,麥寮港,印度,礦產品,3488454,118329
103年01月,麥寮港,巴基斯坦,礦產品,1074013,36618
103年01月,麥寮港,巴林,礦產品,499868,16952
103年01月,麥寮港,沙烏地阿拉伯,礦產品,19958950,835412
103年01月,麥寮港,科威特,礦產品,9168077,401375
103年01月,麥寮港,卡達,礦產品,2101243,73662
103年01月,麥寮港,阿拉伯聯合大公國,礦產品,5596635,211729
103年01月,麥寮港,亞洲其他地區,礦產品,13387853,565943
103年01月,麥寮港,南非共和國,礦產品,883024,327650
103年01月,麥寮港,非洲其他地區,礦產品,879995,29943
103年01月,麥寮港,美國,礦產品,547686,14703
103年01月,麥寮港,墨西哥,礦產品,169398,117609
103年01月,麥寮港,澳洲,礦產品,1962916,743114
103年01月,麥寮港,荷蘭,礦產品,2773720,91616
103年01月,麥寮港,日本,化學或有關工業產品,368308,9201
103年01月,麥寮港,韓國,化學或有關工業產品,275045,7193
103年01月,麥寮港,新加坡,化學或有關工業產品,105696,2941
103年01月,麥寮港,伊朗,化學或有關工業產品,119046,7350
103年01月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,307476,18794
103年01月,麥寮港,紐西蘭,化學或有關工業產品,231083,15000
103年01月,麥寮港,烏克蘭,化學或有關工業產品,168631,11000
103年02月,麥寮港,日本,礦產品,881268,24749
103年02月,麥寮港,韓國,礦產品,522512,14565
103年02月,麥寮港,中國大陸,礦產品,17393,2510
103年02月,麥寮港,俄羅斯,礦產品,3024862,345700
103年02月,麥寮港,印尼,礦產品,387749,143800
103年02月,麥寮港,印度,礦產品,976608,33630
103年02月,麥寮港,巴基斯坦,礦產品,841543,28522
103年02月,麥寮港,孟加拉,礦產品,570538,19093
103年02月,麥寮港,巴林,礦產品,786895,26954
103年02月,麥寮港,沙烏地阿拉伯,礦產品,15296960,625047
103年02月,麥寮港,科威特,礦產品,8045436,331201
103年02月,麥寮港,卡達,礦產品,2208106,74923
103年02月,麥寮港,阿曼,礦產品,6168399,265023
103年02月,麥寮港,阿拉伯聯合大公國,礦產品,2749558,93322
103年02月,麥寮港,亞洲其他地區,礦產品,25061794,1100052
103年02月,麥寮港,南非共和國,礦產品,883157,316150
103年02月,麥寮港,非洲其他地區,礦產品,2315119,79209
103年02月,麥寮港,美國,礦產品,538516,14952
103年02月,麥寮港,澳洲,礦產品,579093,254506
103年02月,麥寮港,荷蘭,礦產品,393665,13010
103年02月,麥寮港,日本,化學或有關工業產品,241009,5881
103年02月,麥寮港,韓國,化學或有關工業產品,417105,11243
103年02月,麥寮港,中國大陸,化學或有關工業產品,177021,11082
103年02月,麥寮港,伊朗,化學或有關工業產品,353014,21679
103年02月,麥寮港,巴林,化學或有關工業產品,105559,6529
103年02月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,384438,23660
103年02月,麥寮港,阿曼,化學或有關工業產品,118403,7350
103年02月,麥寮港,紐西蘭,化學或有關工業產品,186367,12000
103年03月,麥寮港,日本,礦產品,813150,23983
103年03月,麥寮港,韓國,礦產品,1130156,33219
103年03月,麥寮港,北韓,礦產品,11794,1800
103年03月,麥寮港,中國大陸,礦產品,16048,24520
103年03月,麥寮港,印尼,礦產品,247622,88145
103年03月,麥寮港,印度,礦產品,2576608,90129
103年03月,麥寮港,巴基斯坦,礦產品,1081281,37896
103年03月,麥寮港,孟加拉,礦產品,525171,18380
103年03月,麥寮港,沙烏地阿拉伯,礦產品,29781672,1238341
103年03月,麥寮港,科威特,礦產品,18656097,797151
103年03月,麥寮港,卡達,礦產品,750255,26222
103年03月,麥寮港,阿曼,礦產品,6333207,276003
103年03月,麥寮港,阿拉伯聯合大公國,礦產品,7383830,258093
103年03月,麥寮港,葉門,礦產品,777954,27457
103年03月,麥寮港,亞洲其他地區,礦產品,12717377,564675
103年03月,麥寮港,南非共和國,礦產品,470466,164419
103年03月,麥寮港,美國,礦產品,875466,24021
103年03月,麥寮港,加拿大,礦產品,463271,164803
103年03月,麥寮港,墨西哥,礦產品,171350,117650
103年03月,麥寮港,澳洲,礦產品,1595335,636013
103年03月,麥寮港,西班牙,礦產品,1691189,58151
103年03月,麥寮港,韓國,化學或有關工業產品,630616,17514
103年03月,麥寮港,中國大陸,化學或有關工業產品,133780,3015
103年03月,麥寮港,伊朗,化學或有關工業產品,311469,20757
103年03月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,405523,25977
103年03月,麥寮港,卡達,化學或有關工業產品,84300,5250
103年03月,麥寮港,阿曼,化學或有關工業產品,148253,10000
103年03月,麥寮港,亞洲其他地區,化學或有關工業產品,80133,5000
103年04月,麥寮港,日本,礦產品,1219438,37125
103年04月,麥寮港,韓國,礦產品,932040,28419
103年04月,麥寮港,中國大陸,礦產品,16583,25450
103年04月,麥寮港,新加坡,礦產品,31449,770
103年04月,麥寮港,印尼,礦產品,829757,299900
103年04月,麥寮港,印度,礦產品,349038,12406
103年04月,麥寮港,巴林,礦產品,2692329,94695
103年04月,麥寮港,沙烏地阿拉伯,礦產品,13323930,582426
103年04月,麥寮港,科威特,礦產品,10693539,457523
103年04月,麥寮港,卡達,礦產品,2680350,95473
103年04月,麥寮港,阿曼,礦產品,5226255,216575
103年04月,麥寮港,阿拉伯聯合大公國,礦產品,4413897,175778
103年04月,麥寮港,亞洲其他地區,礦產品,6221979,278610
103年04月,麥寮港,南非共和國,礦產品,969254,329325
103年04月,麥寮港,奈及利亞,礦產品,3570299,132509
103年04月,麥寮港,非洲其他地區,礦產品,3404983,122454
103年04月,麥寮港,美國,礦產品,898545,25320
103年04月,麥寮港,墨西哥,礦產品,136821,93942
103年04月,麥寮港,澳洲,礦產品,1421351,615144
103年04月,麥寮港,韓國,化學或有關工業產品,186353,5730
103年04月,麥寮港,印尼,化學或有關工業產品,383969,23390
103年04月,麥寮港,伊朗,化學或有關工業產品,64918,5000
103年04月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,382952,30151
103年04月,麥寮港,阿曼,化學或有關工業產品,60242,5050
103年04月,麥寮港,紐西蘭,化學或有關工業產品,354223,26000
103年05月,麥寮港,日本,礦產品,699794,21840
103年05月,麥寮港,韓國,礦產品,1320437,41081
103年05月,麥寮港,中國大陸,礦產品,30746,4420
103年05月,麥寮港,俄羅斯,礦產品,845622,314200
103年05月,麥寮港,印尼,礦產品,427981,160950
103年05月,麥寮港,巴基斯坦,礦產品,1008404,35563
103年05月,麥寮港,沙烏地阿拉伯,礦產品,11947932,469238
103年05月,麥寮港,科威特,礦產品,6565297,286840
103年05月,麥寮港,卡達,礦產品,3425325,123423
103年05月,麥寮港,阿曼,礦產品,6184316,263869
103年05月,麥寮港,阿拉伯聯合大公國,礦產品,1526064,52445
103年05月,麥寮港,亞洲其他地區,礦產品,5971328,271068
103年05月,麥寮港,南非共和國,礦產品,1256944,456826
103年05月,麥寮港,奈及利亞,礦產品,1199578,44892
103年05月,麥寮港,非洲其他地區,礦產品,4243405,146906
103年05月,麥寮港,美國,礦產品,353696,10515
103年05月,麥寮港,墨西哥,礦產品,170284,117655
103年05月,麥寮港,巴拿馬,礦產品,535738,19821
103年05月,麥寮港,澳洲,礦產品,1640328,403335
103年05月,麥寮港,英國,礦產品,881057,29938
103年05月,麥寮港,日本,化學或有關工業產品,219000,5721
103年05月,麥寮港,韓國,化學或有關工業產品,494055,15432
103年05月,麥寮港,馬來西亞,化學或有關工業產品,34824,3202
103年05月,麥寮港,伊朗,化學或有關工業產品,205552,18000
103年05月,麥寮港,巴林,化學或有關工業產品,88169,7784
103年05月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,197930,17291
103年06月,麥寮港,日本,礦產品,784630,23430
103年06月,麥寮港,韓國,礦產品,780000,24214
103年06月,麥寮港,中國大陸,礦產品,12801,1850
103年06月,麥寮港,俄羅斯,礦產品,5081326,170181
103年06月,麥寮港,泰國,礦產品,167128,5226
103年06月,麥寮港,印尼,礦產品,3560759,441242
103年06月,麥寮港,印度,礦產品,2933567,101494
103年06月,麥寮港,孟加拉,礦產品,518572,17836
103年06月,麥寮港,沙烏地阿拉伯,礦產品,20923955,885091
103年06月,麥寮港,科威特,礦產品,15854524,691025
103年06月,麥寮港,阿曼,礦產品,3402287,140981
103年06月,麥寮港,阿拉伯聯合大公國,礦產品,4103225,146739
103年06月,麥寮港,亞洲其他地區,礦產品,433135,15000
103年06月,麥寮港,奈及利亞,礦產品,1912855,70795
103年06月,麥寮港,非洲其他地區,礦產品,5125959,176653
103年06月,麥寮港,美國,礦產品,515871,15261
103年06月,麥寮港,墨西哥,礦產品,129631,89760
103年06月,麥寮港,澳洲,礦產品,2403831,965782
103年06月,麥寮港,西班牙,礦產品,1644104,56702
103年06月,麥寮港,韓國,化學或有關工業產品,133054,3814
103年06月,麥寮港,菲律賓,化學或有關工業產品,152633,4750
103年06月,麥寮港,伊朗,化學或有關工業產品,225415,20891
103年06月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,105432,9481
103年06月,麥寮港,阿曼,化學或有關工業產品,58595,5249
103年06月,麥寮港,巴西,化學或有關工業產品,160141,4975
103年06月,麥寮港,澳洲,化學或有關工業產品,413266,25590
103年06月,麥寮港,紐西蘭,化學或有關工業產品,110557,10000
103年07月,麥寮港,日本,礦產品,201373,6001
103年07月,麥寮港,韓國,礦產品,950558,26822
103年07月,麥寮港,中國大陸,礦產品,237132,33230
103年07月,麥寮港,俄羅斯,礦產品,1725870,335085
103年07月,麥寮港,泰國,礦產品,187462,5010
103年07月,麥寮港,印尼,礦產品,844543,323805
103年07月,麥寮港,印度,礦產品,53936,54386
103年07月,麥寮港,巴基斯坦,礦產品,999252,33868
103年07月,麥寮港,沙烏地阿拉伯,礦產品,21960900,916921
103年07月,麥寮港,科威特,礦產品,13244128,565464
103年07月,麥寮港,阿拉伯聯合大公國,礦產品,2895477,98105
103年07月,麥寮港,亞洲其他地區,礦產品,12744589,565787
103年07月,麥寮港,奈及利亞,礦產品,1209017,44810
103年07月,麥寮港,非洲其他地區,礦產品,3360535,116698
103年07月,麥寮港,美國,礦產品,891540,25328
103年07月,麥寮港,加拿大,礦產品,416536,164067
103年07月,麥寮港,墨西哥,礦產品,200520,139100
103年07月,麥寮港,澳洲,礦產品,975690,409878
103年07月,麥寮港,西班牙,礦產品,1698098,57452
103年07月,麥寮港,日本,化學或有關工業產品,221456,5716
103年07月,麥寮港,韓國,化學或有關工業產品,1111791,30031
103年07月,麥寮港,泰國,化學或有關工業產品,168895,3532
103年07月,麥寮港,新加坡,化學或有關工業產品,119106,2910
103年07月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,351833,32994
103年07月,麥寮港,阿曼,化學或有關工業產品,56761,5250
103年07月,麥寮港,紐西蘭,化學或有關工業產品,94949,9000
103年08月,麥寮港,日本,礦產品,182575,4991
103年08月,麥寮港,韓國,礦產品,1167000,32415
103年08月,麥寮港,中國大陸,礦產品,111346,4466
103年08月,麥寮港,俄羅斯,礦產品,1342587,162369
103年08月,麥寮港,泰國,礦產品,177031,4829
103年08月,麥寮港,菲律賓,礦產品,228595,6359
103年08月,麥寮港,印尼,礦產品,1750005,365313
103年08月,麥寮港,印度,礦產品,2083158,70642
103年08月,麥寮港,巴基斯坦,礦產品,1777258,60485
103年08月,麥寮港,巴林,礦產品,969351,32702
103年08月,麥寮港,沙烏地阿拉伯,礦產品,19212558,827563
103年08月,麥寮港,科威特,礦產品,21005624,915521
103年08月,麥寮港,卡達,礦產品,7594420,284855
103年08月,麥寮港,阿曼,礦產品,13118533,559920
103年08月,麥寮港,阿拉伯聯合大公國,礦產品,10149712,373667
103年08月,麥寮港,亞洲其他地區,礦產品,6009160,268246
103年08月,麥寮港,南非共和國,礦產品,407287,148178
103年08月,麥寮港,非洲其他地區,礦產品,319288,11920
103年08月,麥寮港,加拿大,礦產品,414229,160361
103年08月,麥寮港,巴哈馬,礦產品,2288708,105636
103年08月,麥寮港,澳洲,礦產品,1660117,426707
103年08月,麥寮港,日本,化學或有關工業產品,102324,2299
103年08月,麥寮港,韓國,化學或有關工業產品,1297610,33063
103年08月,麥寮港,泰國,化學或有關工業產品,117145,3053
103年08月,麥寮港,馬來西亞,化學或有關工業產品,185928,11999
103年08月,麥寮港,新加坡,化學或有關工業產品,206806,4601
103年08月,麥寮港,菲律賓,化學或有關工業產品,211027,5959
103年08月,麥寮港,汶萊,化學或有關工業產品,31682,3001
103年08月,麥寮港,伊朗,化學或有關工業產品,287127,27046
103年08月,麥寮港,巴林,化學或有關工業產品,39906,3761
103年08月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,170134,16073
103年08月,麥寮港,紐西蘭,化學或有關工業產品,156355,15000
103年09月,麥寮港,日本,礦產品,263447,7758
103年09月,麥寮港,韓國,礦產品,3784716,163199
103年09月,麥寮港,北韓,礦產品,10728,1805
103年09月,麥寮港,中國大陸,礦產品,12514,1815
103年09月,麥寮港,印尼,礦產品,1155766,473821
103年09月,麥寮港,印度,礦產品,1025623,35143
103年09月,麥寮港,沙烏地阿拉伯,礦產品,17000910,742441
103年09月,麥寮港,科威特,礦產品,5942836,270171
103年09月,麥寮港,卡達,礦產品,2126648,78316
103年09月,麥寮港,阿曼,礦產品,2920389,131820
103年09月,麥寮港,阿拉伯聯合大公國,礦產品,5284942,192392
103年09月,麥寮港,亞洲其他地區,礦產品,6170145,294670
103年09月,麥寮港,奈及利亞,礦產品,1172941,46792
103年09月,麥寮港,美國,礦產品,761473,20457
103年09月,麥寮港,墨西哥,礦產品,200741,139230
103年09月,麥寮港,澳洲,礦產品,1509669,627633
103年09月,麥寮港,西班牙,礦產品,2205985,80420
103年09月,麥寮港,日本,化學或有關工業產品,234832,6001
103年09月,麥寮港,韓國,化學或有關工業產品,267096,7003
103年09月,麥寮港,菲律賓,化學或有關工業產品,218760,6264
103年09月,麥寮港,印尼,化學或有關工業產品,99085,5250
103年09月,麥寮港,伊朗,化學或有關工業產品,149421,13775
103年09月,麥寮港,巴林,化學或有關工業產品,83032,7750
103年09月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,127378,11913
103年09月,麥寮港,卡達,化學或有關工業產品,56644,5250
103年09月,麥寮港,阿曼,化學或有關工業產品,57516,5250
103年09月,麥寮港,中美洲其他地區,化學或有關工業產品,247638,15010
103年09月,麥寮港,紐西蘭,化學或有關工業產品,136307,13000
103年10月,麥寮港,日本,礦產品,343691,10984
103年10月,麥寮港,韓國,礦產品,1063950,39109
103年10月,麥寮港,中國大陸,礦產品,13059,1886
103年10月,麥寮港,俄羅斯,礦產品,2363541,243011
103年10月,麥寮港,新加坡,礦產品,684744,26084
103年10月,麥寮港,菲律賓,礦產品,189305,5999
103年10月,麥寮港,印尼,礦產品,2324995,410160
103年10月,麥寮港,印度,礦產品,2145657,82169
103年10月,麥寮港,巴基斯坦,礦產品,1490454,56625
103年10月,麥寮港,伊朗,礦產品,1353931,67968
103年10月,麥寮港,沙烏地阿拉伯,礦產品,22985143,1102778
103年10月,麥寮港,科威特,礦產品,15495655,747737
103年10月,麥寮港,卡達,礦產品,3812786,158457
103年10月,麥寮港,阿拉伯聯合大公國,礦產品,5135659,194902
103年10月,麥寮港,亞洲其他地區,礦產品,5409778,274932
103年10月,麥寮港,安哥拉,礦產品,3754504,169176
103年10月,麥寮港,非洲其他地區,礦產品,971687,35891
103年10月,麥寮港,美國,礦產品,3410611,122491
103年10月,麥寮港,澳洲,礦產品,1892420,797712
103年10月,麥寮港,西班牙,礦產品,261905,10000
103年10月,麥寮港,日本,化學或有關工業產品,109596,3000
103年10月,麥寮港,韓國,化學或有關工業產品,621983,15995
103年10月,麥寮港,汶萊,化學或有關工業產品,48662,4301
103年10月,麥寮港,伊朗,化學或有關工業產品,236629,21000
103年10月,麥寮港,巴林,化學或有關工業產品,110410,9759
103年10月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,91516,8224
103年10月,麥寮港,澳洲,化學或有關工業產品,176055,10000
103年10月,麥寮港,紐西蘭,化學或有關工業產品,136728,12600
103年11月,麥寮港,日本,礦產品,202198,7003
103年11月,麥寮港,韓國,礦產品,939509,38785
103年11月,麥寮港,北韓,礦產品,5111,880
103年11月,麥寮港,香港,礦產品,745641,34757
103年11月,麥寮港,中國大陸,礦產品,24753,3520
103年11月,麥寮港,俄羅斯,礦產品,796479,32976
103年11月,麥寮港,新加坡,礦產品,28139,745
103年11月,麥寮港,菲律賓,礦產品,77256,2995
103年11月,麥寮港,印尼,礦產品,390790,161004
103年11月,麥寮港,印度,礦產品,725873,34885
103年11月,麥寮港,巴基斯坦,礦產品,281138,13079
103年11月,麥寮港,巴林,礦產品,531120,24292
103年11月,麥寮港,沙烏地阿拉伯,礦產品,8235377,419497
103年11月,麥寮港,科威特,礦產品,12999942,728426
103年11月,麥寮港,卡達,礦產品,9347001,424623
103年11月,麥寮港,阿曼,礦產品,4943268,265360
103年11月,麥寮港,阿拉伯聯合大公國,礦產品,4166556,202154
103年11月,麥寮港,亞洲其他地區,礦產品,4712187,267722
103年11月,麥寮港,安哥拉,礦產品,2771423,132489
103年11月,麥寮港,美國,礦產品,480353,14840
103年11月,麥寮港,墨西哥,礦產品,225242,157090
103年11月,麥寮港,澳洲,礦產品,1921715,841928
103年11月,麥寮港,西班牙,礦產品,1899615,82508
103年11月,麥寮港,韓國,化學或有關工業產品,441247,13183
103年11月,麥寮港,菲律賓,化學或有關工業產品,194913,6287
103年11月,麥寮港,孟加拉,化學或有關工業產品,56641,3005
103年11月,麥寮港,伊朗,化學或有關工業產品,229607,20000
103年11月,麥寮港,巴林,化學或有關工業產品,197391,17411
103年11月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,112637,10001
103年11月,麥寮港,卡達,化學或有關工業產品,137267,7000
103年11月,麥寮港,阿曼,化學或有關工業產品,60505,5250
103年11月,麥寮港,紐西蘭,化學或有關工業產品,124029,11000
103年12月,麥寮港,日本,礦產品,237037,11000
103年12月,麥寮港,韓國,礦產品,684314,26953
103年12月,麥寮港,中國大陸,礦產品,13971,1980
103年12月,麥寮港,新加坡,礦產品,105089,5063
103年12月,麥寮港,菲律賓,礦產品,135267,6280
103年12月,麥寮港,印尼,礦產品,1271967,357619
103年12月,麥寮港,印度,礦產品,2503596,120587
103年12月,麥寮港,巴基斯坦,礦產品,451384,21779
103年12月,麥寮港,沙烏地阿拉伯,礦產品,19830688,1139037
103年12月,麥寮港,科威特,礦產品,5073547,318055
103年12月,麥寮港,卡達,礦產品,3324791,159959
103年12月,麥寮港,阿曼,礦產品,2275627,148698
103年12月,麥寮港,阿拉伯聯合大公國,礦產品,1748305,85911
103年12月,麥寮港,亞洲其他地區,礦產品,4261772,263489
103年12月,麥寮港,美國,礦產品,898668,51273
103年12月,麥寮港,澳洲,礦產品,1632564,666854
103年12月,麥寮港,荷蘭,礦產品,1180702,55966
103年12月,麥寮港,西班牙,礦產品,571231,27036
103年12月,麥寮港,日本,化學或有關工業產品,185018,6001
103年12月,麥寮港,韓國,化學或有關工業產品,290258,11333
103年12月,麥寮港,馬來西亞,化學或有關工業產品,120331,6072
103年12月,麥寮港,菲律賓,化學或有關工業產品,130876,6242
103年12月,麥寮港,伊朗,化學或有關工業產品,227834,21000
103年12月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,174554,16002
103年12月,麥寮港,阿曼,化學或有關工業產品,161520,8000
103年12月,麥寮港,澳洲,化學或有關工業產品,195935,9844
103年12月,麥寮港,紐西蘭,化學或有關工業產品,119209,10650
103年12月,麥寮港,荷蘭,化學或有關工業產品,82285,2000
104年01月,麥寮港,日本,礦產品,130988,6850
104年01月,麥寮港,韓國,礦產品,212840,9137
104年01月,麥寮港,北韓,礦產品,12282,2020
104年01月,麥寮港,中國大陸,礦產品,19049,2630
104年01月,麥寮港,俄羅斯,礦產品,964531,59314
104年01月,麥寮港,新加坡,礦產品,259877,14950
104年01月,麥寮港,印尼,礦產品,1128253,498654
104年01月,麥寮港,印度,礦產品,631226,30977
104年01月,麥寮港,巴林,礦產品,791991,54997
104年01月,麥寮港,沙烏地阿拉伯,礦產品,9952969,699392
104年01月,麥寮港,科威特,礦產品,6050786,433201
104年01月,麥寮港,卡達,礦產品,2811409,149958
104年01月,麥寮港,阿曼,礦產品,375372,21312
104年01月,麥寮港,阿拉伯聯合大公國,礦產品,2060642,115118
104年01月,麥寮港,亞洲其他地區,礦產品,3427402,265464
104年01月,麥寮港,安哥拉,礦產品,325172,23700
104年01月,麥寮港,美國,礦產品,489742,32471
104年01月,麥寮港,墨西哥,礦產品,235694,157458
104年01月,麥寮港,澳洲,礦產品,2450261,1043326
104年01月,麥寮港,荷蘭,礦產品,1087765,66543
104年01月,麥寮港,西班牙,礦產品,2432700,137392
104年01月,麥寮港,日本,化學或有關工業產品,62425,3000
104年01月,麥寮港,韓國,化學或有關工業產品,186222,7835
104年01月,麥寮港,印尼,化學或有關工業產品,14462,1500
104年01月,麥寮港,伊朗,化學或有關工業產品,196605,21000
104年01月,麥寮港,巴林,化學或有關工業產品,62452,6200
104年01月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,175866,16899
104年01月,麥寮港,阿曼,化學或有關工業產品,52424,5000
104年01月,麥寮港,紐西蘭,化學或有關工業產品,148785,14000
104年02月,麥寮港,日本,礦產品,69714,3970
104年02月,麥寮港,韓國,礦產品,110790,5702
104年02月,麥寮港,中國大陸,礦產品,11795,1650
104年02月,麥寮港,俄羅斯,礦產品,117400,7532
104年02月,麥寮港,菲律賓,礦產品,122794,6281
104年02月,麥寮港,印尼,礦產品,702930,191955
104年02月,麥寮港,印度,礦產品,991205,68741
104年02月,麥寮港,巴基斯坦,礦產品,306246,20932
104年02月,麥寮港,伊朗,礦產品,1550768,153819
104年02月,麥寮港,巴林,礦產品,165394,12355
104年02月,麥寮港,沙烏地阿拉伯,礦產品,8734866,846170
104年02月,麥寮港,科威特,礦產品,7511762,751814
104年02月,麥寮港,卡達,礦產品,655462,45041
104年02月,麥寮港,阿曼,礦產品,5534139,466800
104年02月,麥寮港,阿拉伯聯合大公國,礦產品,1274068,122253
104年02月,麥寮港,美國,礦產品,112597,9900
104年02月,麥寮港,澳洲,礦產品,1284201,606666
104年02月,麥寮港,荷蘭,礦產品,293557,22373
104年02月,麥寮港,西班牙,礦產品,384539,28748
104年02月,麥寮港,日本,化學或有關工業產品,119210,6000
104年02月,麥寮港,中國大陸,化學或有關工業產品,62563,3006
104年02月,麥寮港,印尼,化學或有關工業產品,54753,6650
104年02月,麥寮港,巴林,化學或有關工業產品,30958,3675
104年02月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,146700,17319
104年02月,麥寮港,阿曼,化學或有關工業產品,88627,10499
104年02月,麥寮港,澳洲,化學或有關工業產品,397642,24000
104年02月,麥寮港,紐西蘭,化學或有關工業產品,139445,15000
104年03月,麥寮港,日本,礦產品,311179,13707
104年03月,麥寮港,韓國,礦產品,875427,40926
104年03月,麥寮港,北韓,礦產品,6470,1080
104年03月,麥寮港,俄羅斯,礦產品,2555403,158308
104年03月,麥寮港,新加坡,礦產品,21567,877
104年03月,麥寮港,菲律賓,礦產品,272822,12586
104年03月,麥寮港,印尼,礦產品,2161100,571707
104年03月,麥寮港,印度,礦產品,1277949,75299
104年03月,麥寮港,巴基斯坦,礦產品,727768,47747
104年03月,麥寮港,沙烏地阿拉伯,礦產品,7447220,566409
