時間(年月),海域位置,港口位置,港口名稱,船籍別,船舶用途名稱,船難類別,發生次數
10009,我國海域,港區內,高雄港,外輪,漁船,非常變故,1
10009,其他,其他,其他,外輪,漁船,非常變故,8
10009,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10009,其他,其他,其他,外輪,漁船,其他,1
10009,其他,其他,其他,外輪,漁船,非常變故,3
10009,其他,其他,其他,外輪,其他,其他,1
10306,其他,其他,其他,國輪,漁船,其他,1
10306,其他,其他,其他,外輪,漁船,兩船碰撞,2
10306,其他,其他,其他,外輪,漁船,非常變故,5
10404,其他,其他,其他,國輪,其他,其他,1
10404,我國海域,港區內,高雄港,國輪,其他,兩船碰撞,1
10404,我國海域,港區內,臺中港,國輪,其他,機器故障,1
10404,其他,其他,其他,國輪,其他,兩船碰撞,1
10512,其他,其他,其他,外輪,漁船,非常變故,1
10512,其他,其他,其他,外輪,漁船,非常變故,9
10512,我國海域,港區內,基隆港,國輪,其他,兩船碰撞,1
10512,我國海域,港區內,高雄港,國輪,其他,兩船碰撞,1
10512,我國海域,港區內,臺中港,國輪,其他,其他,1
10512,我國海域,港區內,安平港,外輪,其他,與其他物碰撞,1
10601,其他,其他,其他,國輪,商船,兩船碰撞,2
10601,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10601,其他,其他,其他,國輪,商船,兩船碰撞,1
10601,我國海域,港區內,蘇澳港,外輪,漁船,兩船碰撞,1
10601,我國海域,港區內,高雄港,外輪,漁船,失火,1
10601,其他,其他,其他,外輪,漁船,其他,1
10601,其他,其他,其他,外輪,漁船,非常變故,6
10601,其他,其他,其他,外輪,漁船,非常變故,3
10601,我國海域,港區內,基隆港,國輪,其他,失火,1
10601,其他,其他,其他,國輪,其他,兩船碰撞,1
10602,其他,其他,其他,國輪,商船,失火,1
10602,其他,其他,其他,國輪,商船,兩船碰撞,1
10602,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10602,其他,其他,其他,國輪,商船,其他,1
10602,其他,其他,其他,國輪,商船,其他,1
10602,其他,其他,其他,國輪,商船,其他,1
10602,其他,其他,其他,國輪,商船,其他,1
10602,其他,其他,其他,國輪,商船,其他,1
10602,其他,其他,其他,國輪,商船,其他,1
10602,其他,其他,其他,國輪,商船,失火,1
10602,我國海域,港區內,花蓮港,國輪,漁船,其他,1
10602,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,2
10602,我國海域,港區內,台北港,外輪,漁船,兩船碰撞,1
10602,其他,其他,其他,國輪,漁船,兩船碰撞,1
10602,其他,其他,其他,外輪,漁船,非常變故,1
10602,其他,其他,其他,外輪,漁船,機器故障,1
10602,其他,其他,其他,外輪,漁船,非常變故,5
10602,其他,其他,其他,外輪,漁船,非常變故,1
10602,我國海域,港區內,臺中港,國輪,其他,兩船碰撞,1
10603,我國海域,港區內,花蓮港,國輪,商船,失火,1
10603,其他,其他,其他,國輪,商船,其他,1
10603,其他,其他,其他,國輪,商船,兩船碰撞,1
10603,其他,其他,其他,國輪,商船,機器故障,1
10603,其他,其他,其他,國輪,商船,其他,1
10603,其他,其他,其他,國輪,商船,機器故障,3
10603,其他,其他,其他,國輪,商船,機器故障,1
10603,我國海域,港區內,高雄港,國輪,漁船,機器故障,1
10603,我國海域,港區內,基隆港,外輪,漁船,與其他物碰撞,1
10603,我國海域,港區內,高雄港,外輪,漁船,失火,1
10603,我國海域,港區內,臺中港,外輪,漁船,其他,1
10603,我國海域,港區內,臺中港,外輪,漁船,其他,1
10603,其他,其他,其他,外輪,漁船,失火,1
10603,其他,其他,其他,外輪,漁船,非常變故,6
10603,其他,其他,其他,外輪,漁船,非常變故,7
10604,其他,其他,其他,國輪,商船,兩船碰撞,1
10604,我國海域,港區內,花蓮港,國輪,商船,兩船碰撞,1
10604,我國海域,港區內,花蓮港,國輪,商船,機器故障,1
10604,其他,其他,其他,國輪,商船,失火,1
10604,其他,其他,其他,國輪,商船,其他,1
10604,其他,其他,其他,國輪,商船,機器故障,1
10604,我國海域,港區內,基隆港,國輪,漁船,與其他物碰撞,1
10604,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10604,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10604,我國海域,港區內,臺中港,外輪,漁船,兩船碰撞,1
10604,我國海域,港區內,臺中港,外輪,漁船,其他,1
10604,我國海域,港區內,臺中港,外輪,漁船,兩船碰撞,1
10604,其他,其他,其他,國輪,漁船,其他,1
10604,其他,其他,其他,國輪,漁船,機器故障,1
10604,其他,其他,其他,外輪,漁船,其他,1
10604,其他,其他,其他,外輪,漁船,兩船碰撞,1
10604,其他,其他,其他,外輪,漁船,非常變故,4
10604,其他,其他,其他,外輪,漁船,兩船碰撞,1
10604,其他,其他,其他,外輪,漁船,與其他物碰撞,1
10604,其他,其他,其他,外輪,漁船,非常變故,3
10605,我國海域,港區內,高雄港,國輪,商船,兩船碰撞,1
10605,其他,其他,其他,國輪,商船,兩船碰撞,1
10605,其他,其他,其他,國輪,商船,失火,1
10605,其他,其他,其他,國輪,商船,其他,1
10605,其他,其他,其他,國輪,商船,兩船碰撞,1
10605,其他,其他,其他,國輪,商船,機器故障,1
10605,其他,其他,其他,國輪,商船,其他,1
10605,其他,其他,其他,國輪,漁船,機器故障,1
10605,其他,其他,其他,國輪,漁船,其他,1
10605,其他,其他,其他,國輪,漁船,觸礁或擱淺,1
10605,其他,其他,其他,國輪,漁船,其他,1
10605,其他,其他,其他,外輪,漁船,非常變故,2
10605,其他,其他,其他,外輪,漁船,非常變故,2
10605,我國海域,港區內,高雄港,國輪,其他,兩船碰撞,1
10605,其他,其他,其他,國輪,其他,觸礁或擱淺,1
10606,其他,其他,其他,國輪,商船,失火,1
10606,其他,其他,其他,國輪,商船,兩船碰撞,1
10606,其他,其他,其他,國輪,商船,失火,1
10606,其他,其他,其他,國輪,商船,機器故障,1
10606,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10606,其他,其他,其他,國輪,商船,機器故障,2
10606,其他,其他,其他,國輪,漁船,非常變故,1
10606,我國海域,港區內,臺中港,外輪,漁船,兩船碰撞,1
10606,其他,其他,其他,國輪,漁船,觸礁或擱淺,1
10606,其他,其他,其他,外輪,漁船,機器故障,1
10606,其他,其他,其他,外輪,漁船,其他,1
10606,其他,其他,其他,外輪,漁船,非常變故,2
10606,其他,其他,其他,外輪,漁船,非常變故,3
10606,其他,其他,其他,國輪,其他,傾覆,1
10607,我國海域,港區內,高雄港,國輪,商船,其他,1
10607,其他,其他,其他,國輪,商船,其他,1
10607,其他,其他,其他,國輪,商船,其他,1
10607,其他,其他,其他,國輪,商船,失火,1
10607,其他,其他,其他,國輪,商船,機器故障,1
10607,其他,其他,其他,國輪,商船,機器故障,1
10607,其他,其他,其他,國輪,商船,兩船碰撞,1
10607,其他,其他,其他,國輪,商船,機器故障,1
10607,我國海域,港區內,基隆港,國輪,漁船,兩船碰撞,1
10607,我國海域,港區內,花蓮港,外輪,漁船,非常變故,1
10607,我國海域,港區內,高雄港,外輪,漁船,其他,1
10607,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10607,我國海域,港區內,高雄港,外輪,漁船,其他,1
10607,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10607,其他,其他,其他,外輪,漁船,非常變故,5
10607,其他,其他,其他,外輪,漁船,其他,1
10607,其他,其他,其他,外輪,漁船,機器故障,1
10607,其他,其他,其他,外輪,漁船,非常變故,2
10607,其他,其他,其他,國輪,其他,其他,1
10608,其他,其他,其他,國輪,商船,失火,1
10608,其他,其他,其他,國輪,商船,兩船碰撞,3
10608,其他,其他,其他,國輪,商船,失火,2
10608,其他,其他,其他,國輪,商船,機器故障,3
10608,其他,其他,其他,國輪,商船,其他,1
10608,其他,其他,其他,國輪,商船,兩船碰撞,1
10608,其他,其他,其他,國輪,商船,機器故障,1
10608,其他,其他,其他,國輪,商船,其他,1
10608,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10608,其他,其他,其他,國輪,商船,失火,1
10608,其他,其他,其他,國輪,商船,機器故障,1
10608,我國海域,港區內,臺中港,國輪,漁船,與其他物碰撞,1
10608,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,2
10608,其他,其他,其他,國輪,漁船,兩船碰撞,1
10608,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10608,其他,其他,其他,外輪,漁船,非常變故,1
10608,其他,其他,其他,外輪,漁船,非常變故,2
10608,我國海域,港區內,高雄港,外輪,其他,與其他物碰撞,1
10609,其他,其他,其他,國輪,商船,其他,1
10609,其他,其他,其他,國輪,商船,失火,1
10609,其他,其他,其他,國輪,商船,其他,2
10609,其他,其他,其他,國輪,商船,兩船碰撞,2
10609,其他,其他,其他,國輪,商船,機器故障,2
10609,其他,其他,其他,國輪,商船,其他,1
10609,我國海域,港區內,基隆港,國輪,商船,兩船碰撞,1
10609,其他,其他,其他,國輪,商船,傾覆,1
10609,我國海域,港區內,基隆港,國輪,漁船,其他,1
10609,我國海域,港區內,台北港,外輪,漁船,其他,1
10609,我國海域,港區內,台北港,外輪,漁船,其他,1
10010,其他,其他,其他,國輪,商船,機器故障,3
10010,其他,其他,其他,國輪,商船,其他,1
10010,我國海域,港區內,基隆港,國輪,商船,兩船碰撞,1
10010,我國海域,港區內,基隆港,國輪,商船,觸礁或擱淺,1
10010,其他,其他,其他,國輪,商船,機器故障,3
10010,其他,其他,其他,國輪,商船,其他,1
10010,其他,其他,其他,外輪,漁船,非常變故,1
10010,其他,其他,其他,國輪,漁船,機器故障,1
10010,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10010,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10010,我國海域,港區內,基隆港,外輪,漁船,非常變故,1
10010,其他,其他,其他,國輪,漁船,非常變故,1
10010,其他,其他,其他,外輪,漁船,非常變故,6
10010,其他,其他,其他,外輪,漁船,機器故障,1
10010,其他,其他,其他,外輪,漁船,非常變故,4
10011,其他,其他,其他,國輪,商船,兩船碰撞,1
10011,其他,其他,其他,國輪,商船,機器故障,4
10011,其他,其他,其他,國輪,商船,非常變故,1
10011,其他,其他,其他,國輪,商船,其他,4
10011,我國海域,港區內,基隆港,國輪,商船,機器故障,1
10011,我國海域,港區內,基隆港,國輪,商船,其他,1
10011,我國海域,港區內,臺中港,國輪,商船,兩船碰撞,1
10011,其他,其他,其他,國輪,商船,兩船碰撞,1
10011,其他,其他,其他,國輪,商船,兩船碰撞,1
10011,我國海域,港區內,台北港,國輪,漁船,其他,1
10011,我國海域,港區內,臺中港,外輪,漁船,兩船碰撞,1
10011,我國海域,港區內,臺中港,外輪,漁船,失火,1
10011,其他,其他,其他,外輪,漁船,兩船碰撞,1
10011,其他,其他,其他,外輪,漁船,非常變故,1
10011,其他,其他,其他,外輪,漁船,非常變故,2
10011,其他,其他,其他,外輪,漁船,兩船碰撞,1
10011,其他,其他,其他,外輪,漁船,兩船碰撞,1
10011,我國海域,港區內,臺中港,外輪,漁船,兩船碰撞,1
10011,其他,其他,其他,外輪,漁船,非常變故,6
10011,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10011,其他,其他,其他,外輪,漁船,非常變故,1
10011,我國海域,港區內,高雄港,國輪,其他,機器故障,1
10011,其他,其他,其他,國輪,其他,洩漏,1
10011,我國海域,港區內,臺中港,國輪,其他,兩船碰撞,1
10011,其他,其他,其他,外輪,其他,其他,1
10012,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10012,其他,其他,其他,國輪,商船,非常變故,1
10012,其他,其他,其他,國輪,商船,其他,1
10012,其他,其他,其他,國輪,商船,非常變故,1
10012,其他,其他,其他,國輪,商船,兩船碰撞,2
10012,其他,其他,其他,國輪,商船,失火,1
10012,其他,其他,其他,國輪,商船,機器故障,1
10012,其他,其他,其他,國輪,商船,其他,2
10012,其他,其他,其他,外輪,漁船,與其他物碰撞,1
10012,我國海域,港區內,臺中港,外輪,漁船,兩船碰撞,4
10012,我國海域,港區內,臺中港,外輪,漁船,與其他物碰撞,3
10012,我國海域,港區內,臺中港,外輪,漁船,觸礁或擱淺,1
10012,其他,其他,其他,國輪,漁船,兩船碰撞,1
10012,其他,其他,其他,國輪,漁船,機器故障,1
10012,其他,其他,其他,國輪,漁船,機器故障,1
10012,其他,其他,其他,外輪,漁船,其他,1
10012,其他,其他,其他,外輪,漁船,非常變故,7
10012,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10012,其他,其他,其他,外輪,漁船,非常變故,6
10012,其他,其他,其他,國輪,漁船,洩漏,1
10012,其他,其他,其他,外輪,漁船,非常變故,6
10012,我國海域,港區內,臺中港,國輪,其他,其他,1
10012,其他,其他,其他,國輪,其他,非常變故,1
10012,其他,其他,其他,外輪,其他,非常變故,1
10101,其他,其他,其他,國輪,商船,其他,2
10101,其他,其他,其他,國輪,商船,機器故障,1
10101,其他,其他,其他,國輪,商船,失火,1
10101,其他,其他,其他,國輪,商船,機器故障,1
10101,其他,其他,其他,國輪,商船,其他,1
10101,其他,其他,其他,國輪,商船,非常變故,1
10101,我國海域,港區內,高雄港,國輪,漁船,其他,1
10101,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,2
10101,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10101,我國海域,港區內,高雄港,外輪,漁船,其他,1
10101,其他,其他,其他,國輪,漁船,機器故障,1
10101,其他,其他,其他,外輪,漁船,其他,1
10101,我國海域,港區內,基隆港,外輪,漁船,機器故障,1
10101,其他,其他,其他,國輪,漁船,非常變故,1
10101,其他,其他,其他,外輪,漁船,非常變故,8
10101,其他,其他,其他,外輪,漁船,機器故障,1
10101,其他,其他,其他,外輪,漁船,非常變故,1
10101,我國海域,港區內,蘇澳港,外輪,漁船,非常變故,1
10101,我國海域,港區內,高雄港,外輪,其他,兩船碰撞,1
10101,其他,其他,其他,外輪,其他,非常變故,1
10102,我國海域,港區內,安平港,國輪,商船,機器故障,1
10102,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10102,其他,其他,其他,國輪,商船,兩船碰撞,1
10102,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10102,其他,其他,其他,國輪,商船,機器故障,1
10102,其他,其他,其他,國輪,商船,其他,2
10102,我國海域,港區內,基隆港,國輪,商船,觸礁或擱淺,1
10102,其他,其他,其他,國輪,商船,其他,2
10102,我國海域,港區內,高雄港,國輪,漁船,其他,1
10102,我國海域,港區內,基隆港,外輪,漁船,與其他物碰撞,1
10102,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10102,其他,其他,其他,國輪,漁船,非常變故,1
10102,其他,其他,其他,國輪,漁船,傾覆,1
10102,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10102,其他,其他,其他,外輪,漁船,機器故障,1
10102,其他,其他,其他,外輪,漁船,非常變故,2
10102,我國海域,港區內,基隆港,外輪,漁船,與其他物碰撞,1
10102,我國海域,港區內,基隆港,外輪,漁船,爆炸,1
10102,其他,其他,其他,外輪,漁船,非常變故,5
10102,其他,其他,其他,外輪,漁船,非常變故,3
10103,其他,其他,其他,國輪,商船,機器故障,1
10103,其他,其他,其他,國輪,商船,其他,4
10103,其他,其他,其他,國輪,商船,機器故障,2
10103,其他,其他,其他,國輪,商船,其他,1
10103,我國海域,港區內,基隆港,外輪,漁船,與其他物碰撞,1
10103,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10103,我國海域,港區內,台北港,外輪,漁船,其他,1
10103,我國海域,港區內,臺中港,外輪,漁船,洩漏,1
10103,其他,其他,其他,外輪,漁船,與其他物碰撞,1
10103,其他,其他,其他,外輪,漁船,非常變故,2
10103,其他,其他,其他,外輪,漁船,非常變故,3
10104,其他,其他,其他,國輪,商船,兩船碰撞,1
10104,其他,其他,其他,國輪,商船,機器故障,1
10104,我國海域,港區內,基隆港,國輪,商船,傾覆,1
10104,我國海域,港區內,基隆港,國輪,商船,其他,1
10104,我國海域,港區內,臺中港,國輪,商船,失火,1
10104,其他,其他,其他,外輪,漁船,其他,1
10104,其他,其他,其他,外輪,漁船,非常變故,6
10104,其他,其他,其他,外輪,漁船,非常變故,4
10104,我國海域,港區內,臺中港,外輪,漁船,非常變故,1
10105,其他,其他,其他,國輪,商船,機器故障,4
10105,我國海域,港區內,基隆港,國輪,商船,其他,1
10105,我國海域,港區內,安平港,國輪,漁船,洩漏,1
10105,其他,其他,其他,外輪,漁船,非常變故,6
10105,其他,其他,其他,外輪,漁船,非常變故,2
10106,我國海域,港區內,花蓮港,國輪,漁船,與其他物碰撞,1
10106,我國海域,港區內,臺中港,國輪,漁船,兩船碰撞,2
10106,其他,其他,其他,國輪,漁船,機器故障,1
10106,其他,其他,其他,外輪,漁船,非常變故,3
10106,其他,其他,其他,國輪,漁船,其他,1
10106,其他,其他,其他,外輪,漁船,非常變故,1
10106,其他,其他,其他,國輪,其他,其他,1
10107,其他,其他,其他,國輪,商船,機器故障,2
10107,其他,其他,其他,國輪,商船,其他,1
10107,其他,其他,其他,國輪,商船,機器故障,3
10107,我國海域,港區內,基隆港,外輪,漁船,其他,1
10107,其他,其他,其他,國輪,漁船,機器故障,4
10107,其他,其他,其他,外輪,漁船,與其他物碰撞,1
10107,我國海域,港區內,基隆港,外輪,漁船,其他,1
10107,我國海域,港區內,基隆港,外輪,漁船,非常變故,4
10107,其他,其他,其他,外輪,漁船,非常變故,3
10107,其他,其他,其他,外輪,漁船,非常變故,1
10107,我國海域,港區內,基隆港,國輪,其他,兩船碰撞,2
10108,我國海域,港區內,基隆港,國輪,商船,兩船碰撞,3
10108,其他,其他,其他,國輪,商船,失火,2
10108,其他,其他,其他,國輪,商船,機器故障,1
10108,其他,其他,其他,國輪,商船,其他,1
10108,其他,其他,其他,外輪,漁船,非常變故,1
10108,我國海域,港區內,台北港,外輪,漁船,與其他物碰撞,1
10108,其他,其他,其他,外輪,漁船,洩漏,1
10108,其他,其他,其他,外輪,漁船,非常變故,4
10108,其他,其他,其他,外輪,漁船,非常變故,4
10109,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10109,其他,其他,其他,國輪,商船,失火,2
10109,其他,其他,其他,國輪,商船,機器故障,1
10109,其他,其他,其他,國輪,商船,其他,1
10109,其他,其他,其他,國輪,商船,機器故障,2
10109,其他,其他,其他,國輪,商船,其他,1
10109,其他,其他,其他,國輪,商船,機器故障,1
10109,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10109,我國海域,港區內,臺中港,國輪,漁船,與其他物碰撞,1
10109,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10109,我國海域,港區內,臺中港,外輪,漁船,機器故障,1
10109,其他,其他,其他,外輪,漁船,非常變故,1
10109,其他,其他,其他,外輪,漁船,非常變故,1
10109,其他,其他,其他,國輪,漁船,非常變故,2
10109,其他,其他,其他,外輪,漁船,其他,1
10109,其他,其他,其他,外輪,漁船,非常變故,4
10109,我國海域,港區內,基隆港,外輪,漁船,非常變故,1
10109,其他,其他,其他,國輪,其他,兩船碰撞,1
10110,我國海域,港區內,基隆港,國輪,商船,失火,2
10110,其他,其他,其他,國輪,商船,機器故障,1
10110,其他,其他,其他,國輪,商船,失火,1
10110,其他,其他,其他,國輪,商船,傾覆,1
10110,其他,其他,其他,國輪,商船,機器故障,1
10110,其他,其他,其他,國輪,商船,其他,3
10110,我國海域,港區內,基隆港,國輪,商船,兩船碰撞,1
10110,其他,其他,其他,國輪,商船,其他,1
10110,其他,其他,其他,國輪,商船,其他,2
10110,我國海域,港區內,花蓮港,外輪,漁船,非常變故,1
10110,其他,其他,其他,國輪,漁船,觸礁或擱淺,1
10110,其他,其他,其他,國輪,漁船,機器故障,1
10110,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10110,我國海域,港區內,基隆港,外輪,漁船,非常變故,2
10110,其他,其他,其他,外輪,漁船,非常變故,5
10111,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10111,其他,其他,其他,國輪,商船,失火,1
10111,其他,其他,其他,國輪,商船,其他,2
10111,其他,其他,其他,國輪,商船,機器故障,1
10111,我國海域,港區內,基隆港,國輪,漁船,其他,1
10111,我國海域,港區內,基隆港,外輪,漁船,觸礁或擱淺,3
10111,我國海域,港區內,基隆港,外輪,漁船,非常變故,2
10111,其他,其他,其他,外輪,漁船,非常變故,1
10111,其他,其他,其他,國輪,漁船,其他,2
10111,其他,其他,其他,外輪,漁船,非常變故,3
10111,其他,其他,其他,國輪,其他,其他,1
10112,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10112,其他,其他,其他,國輪,商船,失火,1
10112,其他,其他,其他,國輪,商船,機器故障,1
10112,其他,其他,其他,國輪,商船,其他,1
10112,其他,其他,其他,國輪,商船,兩船碰撞,1
10112,其他,其他,其他,國輪,商船,機器故障,3
10112,我國海域,港區內,基隆港,國輪,漁船,機器故障,1
10112,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10112,我國海域,港區內,基隆港,外輪,漁船,其他,2
10112,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10112,我國海域,港區內,高雄港,外輪,漁船,其他,1
10112,其他,其他,其他,外輪,漁船,機器故障,1
10112,其他,其他,其他,外輪,漁船,其他,2
10112,我國海域,港區內,基隆港,外輪,漁船,其他,1
10112,我國海域,港區內,基隆港,外輪,漁船,非常變故,1
10112,其他,其他,其他,外輪,漁船,爆炸,1
10112,其他,其他,其他,外輪,漁船,非常變故,4
10112,我國海域,港區內,高雄港,外輪,其他,兩船碰撞,1
10201,其他,其他,其他,國輪,商船,其他,4
10201,其他,其他,其他,國輪,商船,機器故障,1
10201,其他,其他,其他,國輪,商船,其他,1
10201,其他,其他,其他,國輪,商船,機器故障,1
10201,其他,其他,其他,國輪,漁船,觸礁或擱淺,1
10201,其他,其他,其他,國輪,漁船,觸礁或擱淺,1
10201,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10201,其他,其他,其他,外輪,漁船,非常變故,19
10201,其他,其他,其他,國輪,其他,觸礁或擱淺,1
10202,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10202,其他,其他,其他,國輪,商船,傾覆,2
10202,其他,其他,其他,國輪,商船,其他,2
10202,其他,其他,其他,國輪,商船,其他,1
10202,我國海域,港區內,臺中港,國輪,漁船,傾覆,1
10202,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,2
10202,其他,其他,其他,外輪,漁船,機器故障,1
10202,其他,其他,其他,外輪,漁船,非常變故,1
10202,我國海域,港區內,台北港,外輪,漁船,非常變故,1
10202,其他,其他,其他,國輪,漁船,兩船碰撞,1
10202,其他,其他,其他,外輪,漁船,非常變故,6
10203,其他,其他,其他,國輪,商船,失火,1
10203,其他,其他,其他,國輪,商船,傾覆,1
10203,其他,其他,其他,國輪,商船,其他,2
10203,我國海域,港區內,高雄港,國輪,商船,兩船碰撞,1
10203,其他,其他,其他,國輪,商船,機器故障,1
10203,其他,其他,其他,國輪,商船,其他,1
10203,其他,其他,其他,國輪,商船,非常變故,1
10203,我國海域,港區內,臺中港,國輪,漁船,兩船碰撞,1
10203,我國海域,港區內,臺中港,外輪,漁船,與其他物碰撞,1
10203,其他,其他,其他,外輪,漁船,與其他物碰撞,2
10203,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10203,其他,其他,其他,外輪,漁船,其他,1
10203,其他,其他,其他,外輪,漁船,非常變故,1
10203,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,2
10203,我國海域,港區內,高雄港,外輪,漁船,觸礁或擱淺,1
10203,其他,其他,其他,外輪,漁船,非常變故,1
10203,我國海域,港區內,基隆港,外輪,漁船,與其他物碰撞,1
10203,其他,其他,其他,國輪,漁船,非常變故,1
10203,其他,其他,其他,外輪,漁船,非常變故,1
10203,其他,其他,其他,外輪,漁船,其他,1
10203,其他,其他,其他,外輪,漁船,非常變故,8
10203,其他,其他,其他,外輪,其他,其他,1
10204,其他,其他,其他,國輪,商船,兩船碰撞,2
10204,其他,其他,其他,國輪,商船,失火,1
10204,其他,其他,其他,國輪,商船,機器故障,5
10204,其他,其他,其他,國輪,商船,其他,1
10204,我國海域,港區內,高雄港,國輪,漁船,其他,1
10204,其他,其他,其他,外輪,漁船,與其他物碰撞,1
10204,其他,其他,其他,國輪,漁船,兩船碰撞,1
10204,其他,其他,其他,外輪,漁船,兩船碰撞,1
10204,其他,其他,其他,外輪,漁船,機器故障,1
10204,其他,其他,其他,外輪,漁船,非常變故,1
10204,其他,其他,其他,國輪,漁船,觸礁或擱淺,1
10204,其他,其他,其他,外輪,漁船,非常變故,6
10205,其他,其他,其他,國輪,商船,失火,1
10205,其他,其他,其他,國輪,商船,其他,1
10205,其他,其他,其他,國輪,商船,其他,1
10205,其他,其他,其他,國輪,商船,兩船碰撞,1
10205,其他,其他,其他,國輪,商船,失火,2
10205,其他,其他,其他,國輪,商船,機器故障,2
10205,其他,其他,其他,國輪,商船,其他,1
10205,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10205,其他,其他,其他,國輪,漁船,兩船碰撞,1
10205,其他,其他,其他,外輪,漁船,非常變故,8
10206,其他,其他,其他,國輪,商船,失火,1
10206,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10206,其他,其他,其他,國輪,商船,失火,2
10206,其他,其他,其他,國輪,商船,機器故障,4
10206,其他,其他,其他,國輪,商船,其他,1
10206,其他,其他,其他,國輪,商船,機器故障,1
10206,其他,其他,其他,國輪,商船,機器故障,2
10206,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10206,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10206,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10206,其他,其他,其他,國輪,漁船,機器故障,1
10206,其他,其他,其他,國輪,漁船,其他,1
10206,其他,其他,其他,外輪,漁船,其他,1
10206,其他,其他,其他,外輪,漁船,非常變故,6
10207,我國海域,港區內,基隆港,國輪,商船,兩船碰撞,2
10207,我國海域,港區內,台北港,國輪,商船,觸礁或擱淺,1
10207,其他,其他,其他,國輪,商船,兩船碰撞,1
10207,其他,其他,其他,國輪,商船,機器故障,2
10207,其他,其他,其他,國輪,商船,非常變故,1
10207,其他,其他,其他,國輪,商船,其他,2
10207,其他,其他,其他,國輪,商船,非常變故,1
10207,其他,其他,其他,國輪,商船,機器故障,1
10207,其他,其他,其他,國輪,商船,機器故障,1
10207,其他,其他,其他,國輪,商船,其他,3
10207,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10207,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10207,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10207,其他,其他,其他,外輪,漁船,非常變故,2
10207,其他,其他,其他,國輪,漁船,非常變故,1
10207,其他,其他,其他,外輪,漁船,其他,1
10207,其他,其他,其他,外輪,漁船,非常變故,7
10207,我國海域,港區內,基隆港,國輪,其他,兩船碰撞,1
10208,其他,其他,其他,國輪,商船,兩船碰撞,1
10208,其他,其他,其他,國輪,商船,觸礁或擱淺,2
10208,其他,其他,其他,國輪,商船,失火,1
10208,其他,其他,其他,國輪,商船,傾覆,1
10208,其他,其他,其他,國輪,商船,機器故障,1
10208,其他,其他,其他,國輪,商船,其他,1
10208,其他,其他,其他,國輪,商船,兩船碰撞,1
10208,其他,其他,其他,國輪,商船,機器故障,2
10208,其他,其他,其他,國輪,商船,其他,1
10208,其他,其他,其他,國輪,漁船,機器故障,1
10208,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10208,其他,其他,其他,國輪,漁船,其他,1
10208,其他,其他,其他,外輪,漁船,非常變故,9
10209,其他,其他,其他,國輪,商船,非常變故,1
10209,其他,其他,其他,國輪,商船,兩船碰撞,1
10209,其他,其他,其他,國輪,商船,傾覆,1
