時間,國內/國外,地區別,臺灣港口,船種,載貨噸數
106年04月,國內,臺中港,基隆港,油輪,20841
106年04月,國內,花蓮港,基隆港,油輪,6680
106年04月,國內,馬祖港,基隆港,油輪,568
106年04月,國內,馬祖港,基隆港,乾貨輪,3315
106年04月,國內,東引港,基隆港,乾貨輪,122
106年04月,國外,亞洲其他,基隆港,乾貨輪,1
106年04月,國外,日本,基隆港,乾貨輪,50
106年04月,國外,巴西,基隆港,其他專用貨船,86
106年05月,國外,日本,基隆港,客輪,1
106年05月,國外,中國大陸,基隆港,客貨輪,1063
106年05月,國外,亞洲其他,基隆港,貨櫃輪,1462
106年05月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,505
106年05月,國外,安哥拉,基隆港,貨櫃輪,50
106年05月,國外,阿根廷,基隆港,貨櫃輪,626
106年05月,國外,澳洲,基隆港,貨櫃輪,2604
106年05月,國外,孟加拉,基隆港,貨櫃輪,1428
106年05月,國外,比利時,基隆港,貨櫃輪,11
106年05月,國外,百慕達,基隆港,貨櫃輪,7
106年05月,國外,汶萊,基隆港,貨櫃輪,96
106年05月,國外,巴西,基隆港,貨櫃輪,4904
106年05月,國外,中美洲其他,基隆港,貨櫃輪,4054
106年05月,國外,加拿大,基隆港,貨櫃輪,147
106年05月,國外,瑞士,基隆港,貨櫃輪,0
106年05月,國外,象牙海岸,基隆港,貨櫃輪,7
106年05月,國外,智利,基隆港,貨櫃輪,3114
106年05月,國外,中國大陸,基隆港,貨櫃輪,116263
106年05月,國外,德國,基隆港,貨櫃輪,64
106年05月,國外,多明尼加,基隆港,貨櫃輪,40
106年05月,國外,愛沙尼亞,基隆港,貨櫃輪,21
106年05月,國外,埃及,基隆港,貨櫃輪,827
106年05月,國外,西班牙,基隆港,貨櫃輪,440
106年05月,國外,非洲其他,基隆港,貨櫃輪,1358
106年05月,國外,芬蘭,基隆港,貨櫃輪,2
106年05月,國外,法國,基隆港,貨櫃輪,118
106年05月,國外,英國,基隆港,貨櫃輪,216
106年05月,國外,香港,基隆港,貨櫃輪,13233
106年05月,國外,印尼,基隆港,貨櫃輪,677
106年05月,國外,印度,基隆港,貨櫃輪,1894
106年05月,國外,伊朗,基隆港,貨櫃輪,632
106年05月,國外,義大利,基隆港,貨櫃輪,312
106年05月,國外,約旦,基隆港,貨櫃輪,0
106年05月,國外,日本,基隆港,貨櫃輪,31729
106年05月,國外,高棉,基隆港,貨櫃輪,2120
106年05月,國外,韓國,基隆港,貨櫃輪,7653
106年05月,國外,寮國,基隆港,貨櫃輪,31
106年05月,國外,斯里蘭卡,基隆港,貨櫃輪,85
106年05月,國外,馬紹爾群島,基隆港,貨櫃輪,31
106年05月,國外,緬甸,基隆港,貨櫃輪,433
106年05月,國外,墨西哥,基隆港,貨櫃輪,2702
106年05月,國外,馬來西亞,基隆港,貨櫃輪,394
106年05月,國外,奈及利亞,基隆港,貨櫃輪,1305
106年05月,國外,荷蘭,基隆港,貨櫃輪,12
106年05月,國外,紐西蘭,基隆港,貨櫃輪,1752
106年05月,國外,阿曼,基隆港,貨櫃輪,18
106年05月,國外,大洋洲其他,基隆港,貨櫃輪,347
106年05月,國外,巴拿馬,基隆港,貨櫃輪,234
106年05月,國外,秘魯,基隆港,貨櫃輪,1912
106年05月,國外,菲律賓,基隆港,貨櫃輪,1140
106年05月,國外,巴基斯坦,基隆港,貨櫃輪,2046
106年05月,國外,波多黎各,基隆港,貨櫃輪,84
106年05月,國外,卡達,基隆港,貨櫃輪,15
106年05月,國外,俄羅斯,基隆港,貨櫃輪,426
106年05月,國外,南美洲其他,基隆港,貨櫃輪,1460
106年05月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,293
106年05月,國外,瑞典,基隆港,貨櫃輪,12
106年05月,國外,新加坡,基隆港,貨櫃輪,2045
106年05月,國外,泰國,基隆港,貨櫃輪,13473
106年05月,國外,土耳其,基隆港,貨櫃輪,110
106年05月,國外,歐洲其他,基隆港,貨櫃輪,441
106年05月,國外,烏克蘭,基隆港,貨櫃輪,57
106年05月,國外,美國,基隆港,貨櫃輪,31613
106年05月,國外,委內瑞拉,基隆港,貨櫃輪,22
106年05月,國外,越南,基隆港,貨櫃輪,18727
106年05月,國外,葉門,基隆港,貨櫃輪,235
106年05月,國外,南非,基隆港,貨櫃輪,3970
106年05月,國內,高雄港,基隆港,油輪,14580
106年05月,國內,花蓮港,基隆港,油輪,18596
106年05月,國內,馬祖港,基隆港,乾貨輪,2831
106年05月,國內,東引港,基隆港,乾貨輪,242
106年05月,國外,印度,基隆港,乾貨輪,60
106年06月,國外,中國大陸,基隆港,客貨輪,1279
106年06月,國外,亞洲其他,基隆港,貨櫃輪,945
106年06月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,327
106年06月,國外,安哥拉,基隆港,貨櫃輪,25
106年06月,國外,阿根廷,基隆港,貨櫃輪,1020
106年06月,國外,澳洲,基隆港,貨櫃輪,684
106年06月,國外,孟加拉,基隆港,貨櫃輪,2206
106年06月,國外,比利時,基隆港,貨櫃輪,165
106年06月,國外,百慕達,基隆港,貨櫃輪,14
106年06月,國外,汶萊,基隆港,貨櫃輪,250
106年06月,國外,巴西,基隆港,貨櫃輪,2991
106年06月,國外,中美洲其他,基隆港,貨櫃輪,4310
106年06月,國外,加拿大,基隆港,貨櫃輪,75
106年06月,國外,象牙海岸,基隆港,貨櫃輪,167
106年06月,國外,智利,基隆港,貨櫃輪,2636
106年06月,國外,中國大陸,基隆港,貨櫃輪,100695
106年06月,國外,德國,基隆港,貨櫃輪,37
106年06月,國外,多明尼加,基隆港,貨櫃輪,63
106年06月,國外,埃及,基隆港,貨櫃輪,104
106年06月,國外,西班牙,基隆港,貨櫃輪,140
106年06月,國外,非洲其他,基隆港,貨櫃輪,1320
106年06月,國外,芬蘭,基隆港,貨櫃輪,19
106年06月,國外,法國,基隆港,貨櫃輪,96
106年06月,國外,英國,基隆港,貨櫃輪,306
106年06月,國外,香港,基隆港,貨櫃輪,13658
106年06月,國外,印尼,基隆港,貨櫃輪,242
106年06月,國外,印度,基隆港,貨櫃輪,1856
106年06月,國外,伊朗,基隆港,貨櫃輪,570
106年06月,國外,義大利,基隆港,貨櫃輪,178
106年06月,國外,約旦,基隆港,貨櫃輪,3
106年06月,國外,日本,基隆港,貨櫃輪,27063
106年06月,國外,高棉,基隆港,貨櫃輪,1929
106年06月,國外,韓國,基隆港,貨櫃輪,7546
106年06月,國外,寮國,基隆港,貨櫃輪,11
106年06月,國外,斯里蘭卡,基隆港,貨櫃輪,16
106年06月,國外,馬紹爾群島,基隆港,貨櫃輪,44
106年06月,國外,緬甸,基隆港,貨櫃輪,475
106年06月,國外,墨西哥,基隆港,貨櫃輪,3313
106年06月,國外,馬來西亞,基隆港,貨櫃輪,451
106年06月,國外,奈及利亞,基隆港,貨櫃輪,1547
106年06月,國外,荷蘭,基隆港,貨櫃輪,20
106年06月,國外,紐西蘭,基隆港,貨櫃輪,1336
106年06月,國外,大洋洲其他,基隆港,貨櫃輪,332
106年06月,國外,巴拿馬,基隆港,貨櫃輪,85
106年06月,國外,秘魯,基隆港,貨櫃輪,3655
106年06月,國外,菲律賓,基隆港,貨櫃輪,1009
106年06月,國外,巴基斯坦,基隆港,貨櫃輪,2180
106年06月,國外,波多黎各,基隆港,貨櫃輪,82
106年06月,國外,卡達,基隆港,貨櫃輪,2
106年06月,國外,俄羅斯,基隆港,貨櫃輪,256
106年06月,國外,南美洲其他,基隆港,貨櫃輪,2112
106年06月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,126
106年06月,國外,瑞典,基隆港,貨櫃輪,20
106年06月,國外,新加坡,基隆港,貨櫃輪,2607
106年06月,國外,敘利亞,基隆港,貨櫃輪,68
106年06月,國外,泰國,基隆港,貨櫃輪,13066
106年06月,國外,土耳其,基隆港,貨櫃輪,432
106年06月,國外,歐洲其他,基隆港,貨櫃輪,308
106年06月,國外,烏克蘭,基隆港,貨櫃輪,292
106年06月,國外,美國,基隆港,貨櫃輪,27928
106年06月,國外,委內瑞拉,基隆港,貨櫃輪,6
106年06月,國外,越南,基隆港,貨櫃輪,16362
106年06月,國外,葉門,基隆港,貨櫃輪,14
106年06月,國外,南非,基隆港,貨櫃輪,3836
106年06月,國內,馬祖港,基隆港,油輪,559
106年06月,國外,馬紹爾群島,基隆港,油輪,7032
106年06月,國內,馬祖港,基隆港,乾貨輪,3401
106年06月,國外,大洋洲其他,基隆港,乾貨輪,19
106年06月,國外,印度,基隆港,其他專用貨船,68
106年07月,國外,中國大陸,基隆港,客貨輪,1342
106年07月,國外,亞洲其他,基隆港,貨櫃輪,395
106年07月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,355
106年07月,國外,安哥拉,基隆港,貨櫃輪,25
106年07月,國外,阿根廷,基隆港,貨櫃輪,869
106年07月,國外,澳洲,基隆港,貨櫃輪,1712
106年07月,國外,孟加拉,基隆港,貨櫃輪,1089
106年07月,國外,比利時,基隆港,貨櫃輪,79
106年07月,國外,巴林,基隆港,貨櫃輪,7
106年07月,國外,百慕達,基隆港,貨櫃輪,11
106年07月,國外,汶萊,基隆港,貨櫃輪,117
106年07月,國外,巴西,基隆港,貨櫃輪,2750
106年07月,國外,中美洲其他,基隆港,貨櫃輪,4300
106年07月,國外,加拿大,基隆港,貨櫃輪,170
106年07月,國外,瑞士,基隆港,貨櫃輪,2
106年07月,國外,象牙海岸,基隆港,貨櫃輪,142
106年07月,國外,智利,基隆港,貨櫃輪,2651
106年07月,國外,中國大陸,基隆港,貨櫃輪,119971
106年07月,國外,德國,基隆港,貨櫃輪,55
106年07月,國外,多明尼加,基隆港,貨櫃輪,146
106年07月,國外,愛沙尼亞,基隆港,貨櫃輪,5
106年07月,國外,埃及,基隆港,貨櫃輪,568
106年07月,國外,西班牙,基隆港,貨櫃輪,158
106年07月,國外,非洲其他,基隆港,貨櫃輪,1532
106年07月,國外,芬蘭,基隆港,貨櫃輪,19
106年07月,國外,法國,基隆港,貨櫃輪,109
106年07月,國外,英國,基隆港,貨櫃輪,52
106年07月,國外,香港,基隆港,貨櫃輪,14217
106年07月,國外,印尼,基隆港,貨櫃輪,270
106年07月,國外,印度,基隆港,貨櫃輪,1859
106年07月,國外,伊朗,基隆港,貨櫃輪,21
106年07月,國外,義大利,基隆港,貨櫃輪,260
106年07月,國外,約旦,基隆港,貨櫃輪,11
106年07月,國外,日本,基隆港,貨櫃輪,37378
106年07月,國外,高棉,基隆港,貨櫃輪,3155
106年07月,國外,韓國,基隆港,貨櫃輪,5882
106年07月,國外,寮國,基隆港,貨櫃輪,7
106年07月,國外,馬紹爾群島,基隆港,貨櫃輪,7117
106年07月,國外,緬甸,基隆港,貨櫃輪,342
106年07月,國外,墨西哥,基隆港,貨櫃輪,2751
106年07月,國外,馬來西亞,基隆港,貨櫃輪,564
106年07月,國外,奈及利亞,基隆港,貨櫃輪,1453
106年07月,國外,荷蘭,基隆港,貨櫃輪,17
106年07月,國外,紐西蘭,基隆港,貨櫃輪,1372
106年07月,國外,阿曼,基隆港,貨櫃輪,4
106年07月,國外,大洋洲其他,基隆港,貨櫃輪,268
106年07月,國外,巴拿馬,基隆港,貨櫃輪,357
106年07月,國外,秘魯,基隆港,貨櫃輪,3178
106年07月,國外,菲律賓,基隆港,貨櫃輪,254
106年07月,國外,巴基斯坦,基隆港,貨櫃輪,1276
106年07月,國外,波多黎各,基隆港,貨櫃輪,94
106年07月,國外,卡達,基隆港,貨櫃輪,104
106年07月,國外,俄羅斯,基隆港,貨櫃輪,489
106年07月,國外,南美洲其他,基隆港,貨櫃輪,1245
106年07月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,152
106年07月,國外,瑞典,基隆港,貨櫃輪,22
106年07月,國外,新加坡,基隆港,貨櫃輪,888
106年07月,國外,泰國,基隆港,貨櫃輪,15203
106年07月,國外,土耳其,基隆港,貨櫃輪,210
106年07月,國外,歐洲其他,基隆港,貨櫃輪,299
106年07月,國外,烏克蘭,基隆港,貨櫃輪,69
106年07月,國外,美國,基隆港,貨櫃輪,31750
106年07月,國外,委內瑞拉,基隆港,貨櫃輪,23
106年07月,國外,越南,基隆港,貨櫃輪,14813
106年07月,國外,葉門,基隆港,貨櫃輪,427
106年07月,國外,南非,基隆港,貨櫃輪,2937
106年07月,國內,馬祖港,基隆港,乾貨輪,3231
106年07月,國內,環島其他,基隆港,乾貨輪,84
106年07月,國外,馬紹爾群島,基隆港,乾貨輪,28
106年07月,國外,大洋洲其他,基隆港,乾貨輪,22
106年08月,國外,中國大陸,基隆港,客貨輪,1520
106年08月,國外,亞洲其他,基隆港,貨櫃輪,525
106年08月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,229
106年08月,國外,安哥拉,基隆港,貨櫃輪,12
106年08月,國外,阿根廷,基隆港,貨櫃輪,741
106年08月,國外,澳洲,基隆港,貨櫃輪,1527
106年08月,國外,孟加拉,基隆港,貨櫃輪,1327
106年08月,國外,比利時,基隆港,貨櫃輪,153
106年08月,國外,百慕達,基隆港,貨櫃輪,9
106年08月,國外,汶萊,基隆港,貨櫃輪,98
106年08月,國外,巴西,基隆港,貨櫃輪,3252
106年08月,國外,中美洲其他,基隆港,貨櫃輪,5218
106年08月,國外,加拿大,基隆港,貨櫃輪,93
106年08月,國外,瑞士,基隆港,貨櫃輪,6
106年08月,國外,象牙海岸,基隆港,貨櫃輪,79
106年08月,國外,智利,基隆港,貨櫃輪,2453
106年08月,國外,中國大陸,基隆港,貨櫃輪,121744
106年08月,國外,德國,基隆港,貨櫃輪,3
106年08月,國外,多明尼加,基隆港,貨櫃輪,131
106年08月,國外,愛沙尼亞,基隆港,貨櫃輪,0
106年08月,國外,埃及,基隆港,貨櫃輪,309
106年08月,國外,西班牙,基隆港,貨櫃輪,149
106年08月,國外,非洲其他,基隆港,貨櫃輪,1448
106年08月,國外,法國,基隆港,貨櫃輪,160
106年08月,國外,英國,基隆港,貨櫃輪,31
106年08月,國外,香港,基隆港,貨櫃輪,14589
106年08月,國外,印尼,基隆港,貨櫃輪,443
106年08月,國外,印度,基隆港,貨櫃輪,1612
106年08月,國外,伊朗,基隆港,貨櫃輪,38
106年08月,國外,義大利,基隆港,貨櫃輪,112
106年08月,國外,約旦,基隆港,貨櫃輪,2
106年08月,國外,日本,基隆港,貨櫃輪,27552
106年08月,國外,高棉,基隆港,貨櫃輪,3252
106年08月,國外,韓國,基隆港,貨櫃輪,6496
106年08月,國外,寮國,基隆港,貨櫃輪,1
106年08月,國外,斯里蘭卡,基隆港,貨櫃輪,2
106年08月,國外,馬紹爾群島,基隆港,貨櫃輪,75
106年08月,國外,緬甸,基隆港,貨櫃輪,479
106年08月,國外,墨西哥,基隆港,貨櫃輪,2969
106年08月,國外,馬來西亞,基隆港,貨櫃輪,740
106年08月,國外,奈及利亞,基隆港,貨櫃輪,1353
106年08月,國外,荷蘭,基隆港,貨櫃輪,32
106年08月,國外,紐西蘭,基隆港,貨櫃輪,1937
106年08月,國外,大洋洲其他,基隆港,貨櫃輪,291
106年08月,國外,巴拿馬,基隆港,貨櫃輪,101
106年08月,國外,秘魯,基隆港,貨櫃輪,3041
106年08月,國外,菲律賓,基隆港,貨櫃輪,117
106年08月,國外,巴基斯坦,基隆港,貨櫃輪,2127
106年08月,國外,波多黎各,基隆港,貨櫃輪,157
106年08月,國外,俄羅斯,基隆港,貨櫃輪,204
106年08月,國外,南美洲其他,基隆港,貨櫃輪,2059
106年08月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,222
106年08月,國外,瑞典,基隆港,貨櫃輪,14
106年08月,國外,新加坡,基隆港,貨櫃輪,1500
106年08月,國外,泰國,基隆港,貨櫃輪,16447
106年08月,國外,土耳其,基隆港,貨櫃輪,440
106年08月,國外,歐洲其他,基隆港,貨櫃輪,316
106年08月,國外,烏克蘭,基隆港,貨櫃輪,26
106年08月,國外,美國,基隆港,貨櫃輪,28090
106年08月,國外,越南,基隆港,貨櫃輪,18279
106年08月,國外,葉門,基隆港,貨櫃輪,13
106年08月,國外,南非,基隆港,貨櫃輪,3388
106年08月,國內,馬祖港,基隆港,油輪,593
106年08月,國內,馬祖港,基隆港,乾貨輪,3843
106年08月,國內,環島其他,基隆港,乾貨輪,48
106年08月,國外,韓國,基隆港,其他專用貨船,199
106年09月,國外,中國大陸,基隆港,客貨輪,1132
106年09月,國外,亞洲其他,基隆港,貨櫃輪,543
106年09月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,142
106年09月,國外,安哥拉,基隆港,貨櫃輪,56
106年09月,國外,阿根廷,基隆港,貨櫃輪,465
106年09月,國外,澳洲,基隆港,貨櫃輪,1168
106年09月,國外,孟加拉,基隆港,貨櫃輪,1065
106年09月,國外,比利時,基隆港,貨櫃輪,12
106年09月,國外,巴林,基隆港,貨櫃輪,11
106年09月,國外,百慕達,基隆港,貨櫃輪,7
106年09月,國外,汶萊,基隆港,貨櫃輪,97
106年09月,國外,巴西,基隆港,貨櫃輪,3606
106年09月,國外,中美洲其他,基隆港,貨櫃輪,4365
106年09月,國外,加拿大,基隆港,貨櫃輪,72
106年09月,國外,瑞士,基隆港,貨櫃輪,2
106年09月,國外,智利,基隆港,貨櫃輪,2705
106年09月,國外,中國大陸,基隆港,貨櫃輪,109557
106年09月,國外,德國,基隆港,貨櫃輪,5
106年09月,國外,多明尼加,基隆港,貨櫃輪,110
106年09月,國外,愛沙尼亞,基隆港,貨櫃輪,0
106年09月,國外,埃及,基隆港,貨櫃輪,146
106年09月,國外,西班牙,基隆港,貨櫃輪,102
106年09月,國外,非洲其他,基隆港,貨櫃輪,1375
106年09月,國外,芬蘭,基隆港,貨櫃輪,2
106年09月,國外,法國,基隆港,貨櫃輪,136
106年09月,國外,英國,基隆港,貨櫃輪,57
106年09月,國外,香港,基隆港,貨櫃輪,13792
106年09月,國外,印尼,基隆港,貨櫃輪,1037
106年09月,國外,印度,基隆港,貨櫃輪,1670
106年09月,國外,伊朗,基隆港,貨櫃輪,149
106年09月,國外,義大利,基隆港,貨櫃輪,286
106年09月,國外,日本,基隆港,貨櫃輪,33396
106年09月,國外,高棉,基隆港,貨櫃輪,3015
106年09月,國外,韓國,基隆港,貨櫃輪,11000
106年09月,國外,寮國,基隆港,貨櫃輪,5
106年09月,國外,斯里蘭卡,基隆港,貨櫃輪,62
106年09月,國外,馬紹爾群島,基隆港,貨櫃輪,6986
106年09月,國外,緬甸,基隆港,貨櫃輪,369
106年09月,國外,墨西哥,基隆港,貨櫃輪,3463
106年09月,國外,馬來西亞,基隆港,貨櫃輪,565
106年09月,國外,奈及利亞,基隆港,貨櫃輪,926
106年09月,國外,荷蘭,基隆港,貨櫃輪,11
106年09月,國外,紐西蘭,基隆港,貨櫃輪,1907
106年09月,國外,阿曼,基隆港,貨櫃輪,200
106年09月,國外,大洋洲其他,基隆港,貨櫃輪,268
106年09月,國外,巴拿馬,基隆港,貨櫃輪,166
106年09月,國外,秘魯,基隆港,貨櫃輪,2088
106年09月,國外,菲律賓,基隆港,貨櫃輪,332
106年09月,國外,巴基斯坦,基隆港,貨櫃輪,1323
106年09月,國外,波多黎各,基隆港,貨櫃輪,135
106年09月,國外,卡達,基隆港,貨櫃輪,96
106年09月,國外,俄羅斯,基隆港,貨櫃輪,324
106年09月,國外,南美洲其他,基隆港,貨櫃輪,1977
106年09月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,394
106年09月,國外,瑞典,基隆港,貨櫃輪,15
106年09月,國外,新加坡,基隆港,貨櫃輪,1575
106年09月,國外,敘利亞,基隆港,貨櫃輪,26
106年09月,國外,泰國,基隆港,貨櫃輪,13433
106年09月,國外,土耳其,基隆港,貨櫃輪,567
106年09月,國外,歐洲其他,基隆港,貨櫃輪,405
106年09月,國外,烏克蘭,基隆港,貨櫃輪,35
106年09月,國外,美國,基隆港,貨櫃輪,36059
106年09月,國外,越南,基隆港,貨櫃輪,16090
106年09月,國外,南非,基隆港,貨櫃輪,2814
106年09月,國內,蘇澳港,基隆港,油輪,44281
106年09月,國內,馬祖港,基隆港,油輪,538
106年09月,國內,馬祖港,基隆港,乾貨輪,3378
106年09月,國內,東引港,基隆港,乾貨輪,121
106年09月,國外,韓國,基隆港,其他專用貨船,66
106年10月,國外,中國大陸,基隆港,客貨輪,1602
106年10月,國外,亞洲其他,基隆港,貨櫃輪,677
106年10月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,330
106年10月,國外,安哥拉,基隆港,貨櫃輪,18
106年10月,國外,阿根廷,基隆港,貨櫃輪,670
106年10月,國外,澳洲,基隆港,貨櫃輪,1137
106年10月,國外,孟加拉,基隆港,貨櫃輪,936
106年10月,國外,比利時,基隆港,貨櫃輪,151
106年10月,國外,巴林,基隆港,貨櫃輪,22
106年10月,國外,百慕達,基隆港,貨櫃輪,7
106年10月,國外,汶萊,基隆港,貨櫃輪,135
106年10月,國外,巴西,基隆港,貨櫃輪,3269
106年10月,國外,巴哈馬,基隆港,貨櫃輪,20
106年10月,國外,中美洲其他,基隆港,貨櫃輪,3176
106年10月,國外,加拿大,基隆港,貨櫃輪,570
106年10月,國外,瑞士,基隆港,貨櫃輪,1
106年10月,國外,象牙海岸,基隆港,貨櫃輪,18
106年10月,國外,智利,基隆港,貨櫃輪,2018
106年10月,國外,中國大陸,基隆港,貨櫃輪,143948
106年10月,國外,德國,基隆港,貨櫃輪,15
106年10月,國外,多明尼加,基隆港,貨櫃輪,109
106年10月,國外,埃及,基隆港,貨櫃輪,43
106年10月,國外,西班牙,基隆港,貨櫃輪,117
106年10月,國外,非洲其他,基隆港,貨櫃輪,2082
106年10月,國外,芬蘭,基隆港,貨櫃輪,14
106年10月,國外,法國,基隆港,貨櫃輪,183
106年10月,國外,英國,基隆港,貨櫃輪,167
106年10月,國外,香港,基隆港,貨櫃輪,14220
106年10月,國外,印尼,基隆港,貨櫃輪,561
106年10月,國外,印度,基隆港,貨櫃輪,1346
106年10月,國外,伊朗,基隆港,貨櫃輪,603
106年10月,國外,義大利,基隆港,貨櫃輪,203
106年10月,國外,約旦,基隆港,貨櫃輪,34
106年10月,國外,日本,基隆港,貨櫃輪,29325
106年10月,國外,高棉,基隆港,貨櫃輪,1720
106年10月,國外,韓國,基隆港,貨櫃輪,8553
106年10月,國外,寮國,基隆港,貨櫃輪,9
106年10月,國外,斯里蘭卡,基隆港,貨櫃輪,14
106年10月,國外,馬紹爾群島,基隆港,貨櫃輪,51
106年10月,國外,緬甸,基隆港,貨櫃輪,288
106年10月,國外,墨西哥,基隆港,貨櫃輪,4722
106年10月,國外,馬來西亞,基隆港,貨櫃輪,873
106年10月,國外,奈及利亞,基隆港,貨櫃輪,951
106年10月,國外,荷蘭,基隆港,貨櫃輪,11
106年10月,國外,紐西蘭,基隆港,貨櫃輪,1801
106年10月,國外,大洋洲其他,基隆港,貨櫃輪,328
106年10月,國外,巴拿馬,基隆港,貨櫃輪,55
106年10月,國外,秘魯,基隆港,貨櫃輪,1791
106年10月,國外,菲律賓,基隆港,貨櫃輪,160
106年10月,國外,巴基斯坦,基隆港,貨櫃輪,2790
106年10月,國外,波多黎各,基隆港,貨櫃輪,100
106年10月,國外,卡達,基隆港,貨櫃輪,23
106年10月,國外,俄羅斯,基隆港,貨櫃輪,295
106年10月,國外,南美洲其他,基隆港,貨櫃輪,1216
106年10月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,159
106年10月,國外,瑞典,基隆港,貨櫃輪,7
106年10月,國外,新加坡,基隆港,貨櫃輪,1028
106年10月,國外,敘利亞,基隆港,貨櫃輪,16
106年10月,國外,泰國,基隆港,貨櫃輪,9958
106年10月,國外,土耳其,基隆港,貨櫃輪,710
106年10月,國外,歐洲其他,基隆港,貨櫃輪,308
106年10月,國外,烏克蘭,基隆港,貨櫃輪,4
106年10月,國外,美國,基隆港,貨櫃輪,24058
106年10月,國外,委內瑞拉,基隆港,貨櫃輪,4
106年10月,國外,越南,基隆港,貨櫃輪,17967
106年10月,國外,葉門,基隆港,貨櫃輪,535
106年10月,國外,南非,基隆港,貨櫃輪,2634
106年10月,國內,高雄港,基隆港,油輪,9257
106年10月,國內,花蓮港,基隆港,油輪,22517
106年10月,國內,蘇澳港,基隆港,油輪,9769
106年10月,國外,亞洲其他,基隆港,散裝輪,1
106年10月,國外,中國大陸,基隆港,散裝輪,49
106年10月,國內,馬祖港,基隆港,乾貨輪,2988
106年10月,國外,印度,基隆港,乾貨輪,98
106年10月,國外,韓國,基隆港,其他專用貨船,50
106年10月,國外,緬甸,基隆港,其他專用貨船,134
106年11月,國外,中國大陸,基隆港,客貨輪,1495
106年11月,國外,亞洲其他,基隆港,貨櫃輪,794
106年11月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,778
106年11月,國外,安哥拉,基隆港,貨櫃輪,49
106年11月,國外,阿根廷,基隆港,貨櫃輪,638
106年11月,國外,澳洲,基隆港,貨櫃輪,2243
106年11月,國外,孟加拉,基隆港,貨櫃輪,597
106年11月,國外,比利時,基隆港,貨櫃輪,19
106年11月,國外,百慕達,基隆港,貨櫃輪,4
106年11月,國外,汶萊,基隆港,貨櫃輪,103
106年11月,國外,巴西,基隆港,貨櫃輪,3317
106年11月,國外,巴哈馬,基隆港,貨櫃輪,28
106年11月,國外,中美洲其他,基隆港,貨櫃輪,4014
106年11月,國外,加拿大,基隆港,貨櫃輪,267
106年11月,國外,象牙海岸,基隆港,貨櫃輪,85
106年11月,國外,智利,基隆港,貨櫃輪,2793
106年11月,國外,中國大陸,基隆港,貨櫃輪,141943
106年11月,國外,德國,基隆港,貨櫃輪,15
106年11月,國外,多明尼加,基隆港,貨櫃輪,104
106年11月,國外,愛沙尼亞,基隆港,貨櫃輪,21
106年11月,國外,埃及,基隆港,貨櫃輪,44
106年11月,國外,西班牙,基隆港,貨櫃輪,122
106年11月,國外,非洲其他,基隆港,貨櫃輪,1040
106年11月,國外,法國,基隆港,貨櫃輪,662
106年11月,國外,英國,基隆港,貨櫃輪,41
106年11月,國外,香港,基隆港,貨櫃輪,14648
106年11月,國外,印尼,基隆港,貨櫃輪,958
106年11月,國外,印度,基隆港,貨櫃輪,1291
106年11月,國外,伊朗,基隆港,貨櫃輪,154
106年11月,國外,義大利,基隆港,貨櫃輪,39
106年11月,國外,約旦,基隆港,貨櫃輪,2
106年11月,國外,日本,基隆港,貨櫃輪,28260
106年11月,國外,高棉,基隆港,貨櫃輪,2645
106年11月,國外,韓國,基隆港,貨櫃輪,8782
106年11月,國外,斯里蘭卡,基隆港,貨櫃輪,25
106年11月,國外,馬紹爾群島,基隆港,貨櫃輪,6978
106年11月,國外,緬甸,基隆港,貨櫃輪,524
106年11月,國外,墨西哥,基隆港,貨櫃輪,5022
106年11月,國外,馬來西亞,基隆港,貨櫃輪,764
106年11月,國外,奈及利亞,基隆港,貨櫃輪,754
106年11月,國外,荷蘭,基隆港,貨櫃輪,25
106年11月,國外,紐西蘭,基隆港,貨櫃輪,1763
106年11月,國外,大洋洲其他,基隆港,貨櫃輪,251
106年11月,國外,巴拿馬,基隆港,貨櫃輪,273
106年11月,國外,秘魯,基隆港,貨櫃輪,2280
106年11月,國外,菲律賓,基隆港,貨櫃輪,265
106年11月,國外,巴基斯坦,基隆港,貨櫃輪,1420
106年11月,國外,波多黎各,基隆港,貨櫃輪,100
106年11月,國外,卡達,基隆港,貨櫃輪,7
106年11月,國外,俄羅斯,基隆港,貨櫃輪,260
106年11月,國外,南美洲其他,基隆港,貨櫃輪,957
106年11月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,297
106年11月,國外,瑞典,基隆港,貨櫃輪,10
106年11月,國外,新加坡,基隆港,貨櫃輪,1210
106年11月,國外,敘利亞,基隆港,貨櫃輪,82
106年11月,國外,泰國,基隆港,貨櫃輪,14025
