時間,國內/國外,地區別,臺灣港口,船種,載貨噸數
098年07月,國外,葉門,基隆港,貨櫃輪,68
098年07月,國外,南非,基隆港,貨櫃輪,2927
098年07月,國內,臺中港,基隆港,油輪,14078
098年07月,國內,金門港,基隆港,乾貨輪,670
098年07月,國內,馬祖港,基隆港,乾貨輪,8382
098年07月,國內,東引港,基隆港,乾貨輪,856
098年07月,國內,環島其他,基隆港,乾貨輪,84
098年07月,國外,巴西,基隆港,乾貨輪,84
098年07月,國外,日本,基隆港,乾貨輪,1
098年07月,國外,紐西蘭,基隆港,乾貨輪,180
098年07月,國外,大洋洲其他,基隆港,乾貨輪,9
098年07月,國外,美國,基隆港,乾貨輪,36
098年08月,國外,亞洲其他,基隆港,貨櫃輪,5668
098年08月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,9376
098年08月,國外,阿根廷,基隆港,貨櫃輪,952
098年08月,國外,澳洲,基隆港,貨櫃輪,1199
098年08月,國外,孟加拉,基隆港,貨櫃輪,1277
098年08月,國外,比利時,基隆港,貨櫃輪,23
098年08月,國外,巴林,基隆港,貨櫃輪,256
098年08月,國外,巴西,基隆港,貨櫃輪,8767
098年08月,國外,中美洲其他,基隆港,貨櫃輪,4195
098年08月,國外,加拿大,基隆港,貨櫃輪,700
098年08月,國外,瑞士,基隆港,貨櫃輪,18
098年08月,國外,象牙海岸,基隆港,貨櫃輪,37
098年08月,國外,智利,基隆港,貨櫃輪,3275
098年08月,國外,中國大陸,基隆港,貨櫃輪,182420
098年08月,國外,德國,基隆港,貨櫃輪,41
098年08月,國外,多明尼加,基隆港,貨櫃輪,13
098年08月,國外,埃及,基隆港,貨櫃輪,168
098年08月,國外,西班牙,基隆港,貨櫃輪,250
098年08月,國外,非洲其他,基隆港,貨櫃輪,1376
098年08月,國外,芬蘭,基隆港,貨櫃輪,34
098年08月,國外,法國,基隆港,貨櫃輪,196
098年08月,國外,英國,基隆港,貨櫃輪,191
098年08月,國外,香港,基隆港,貨櫃輪,67748
098年08月,國外,印尼,基隆港,貨櫃輪,12366
098年08月,國外,印度,基隆港,貨櫃輪,5744
098年08月,國外,伊朗,基隆港,貨櫃輪,3037
098年08月,國外,義大利,基隆港,貨櫃輪,604
098年08月,國外,約旦,基隆港,貨櫃輪,59
098年08月,國外,日本,基隆港,貨櫃輪,37699
098年08月,國外,韓國,基隆港,貨櫃輪,12219
098年08月,國外,科威特,基隆港,貨櫃輪,797
098年08月,國外,墨西哥,基隆港,貨櫃輪,4761
098年08月,國外,馬來西亞,基隆港,貨櫃輪,12850
098年08月,國外,奈及利亞,基隆港,貨櫃輪,1616
098年08月,國外,荷蘭,基隆港,貨櫃輪,6
098年08月,國外,紐西蘭,基隆港,貨櫃輪,1549
098年08月,國外,阿曼,基隆港,貨櫃輪,257
098年08月,國外,大洋洲其他,基隆港,貨櫃輪,455
098年08月,國外,巴拿馬,基隆港,貨櫃輪,42
098年08月,國外,秘魯,基隆港,貨櫃輪,4459
098年08月,國外,菲律賓,基隆港,貨櫃輪,10209
098年08月,國外,巴基斯坦,基隆港,貨櫃輪,3986
098年08月,國外,波多黎各,基隆港,貨櫃輪,0
098年08月,國外,卡達,基隆港,貨櫃輪,467
098年08月,國外,俄羅斯,基隆港,貨櫃輪,860
098年08月,國外,南美洲其他,基隆港,貨櫃輪,6721
098年08月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,3374
098年08月,國外,瑞典,基隆港,貨櫃輪,4
098年08月,國外,新加坡,基隆港,貨櫃輪,8913
098年08月,國外,敘利亞,基隆港,貨櫃輪,136
098年08月,國外,泰國,基隆港,貨櫃輪,16448
098年08月,國外,土耳其,基隆港,貨櫃輪,437
098年08月,國外,歐洲其他,基隆港,貨櫃輪,501
098年08月,國外,烏克蘭,基隆港,貨櫃輪,288
098年08月,國外,美國,基隆港,貨櫃輪,28776
098年08月,國外,委內瑞拉,基隆港,貨櫃輪,32
098年08月,國外,越南,基隆港,貨櫃輪,24878
098年08月,國外,葉門,基隆港,貨櫃輪,90
098年08月,國外,南非,基隆港,貨櫃輪,2880
098年08月,國內,臺中港,基隆港,油輪,18714
098年08月,國內,高雄港,基隆港,油輪,14139
098年08月,國外,澳洲,基隆港,散裝輪,31
098年08月,國內,金門港,基隆港,乾貨輪,611
098年08月,國內,馬祖港,基隆港,乾貨輪,6108
098年08月,國內,東引港,基隆港,乾貨輪,571
098年08月,國內,環島其他,基隆港,乾貨輪,144
098年08月,國外,日本,基隆港,乾貨輪,39
098年08月,國外,紐西蘭,基隆港,乾貨輪,108
098年08月,國外,大洋洲其他,基隆港,乾貨輪,10
098年09月,國外,亞洲其他,基隆港,貨櫃輪,5582
098年09月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,5229
098年09月,國外,阿根廷,基隆港,貨櫃輪,1952
098年09月,國外,澳洲,基隆港,貨櫃輪,2154
098年09月,國外,孟加拉,基隆港,貨櫃輪,1122
098年09月,國外,比利時,基隆港,貨櫃輪,37
098年09月,國外,巴林,基隆港,貨櫃輪,157
098年09月,國外,巴西,基隆港,貨櫃輪,8900
098年09月,國外,中美洲其他,基隆港,貨櫃輪,3808
098年09月,國外,加拿大,基隆港,貨櫃輪,399
098年09月,國外,瑞士,基隆港,貨櫃輪,29
098年09月,國外,象牙海岸,基隆港,貨櫃輪,51
098年09月,國外,智利,基隆港,貨櫃輪,2890
098年09月,國外,中國大陸,基隆港,貨櫃輪,146119
098年09月,國外,德國,基隆港,貨櫃輪,17
098年09月,國外,多明尼加,基隆港,貨櫃輪,15
098年09月,國外,埃及,基隆港,貨櫃輪,144
098年09月,國外,西班牙,基隆港,貨櫃輪,272
098年09月,國外,非洲其他,基隆港,貨櫃輪,1758
098年09月,國外,芬蘭,基隆港,貨櫃輪,44
098年09月,國外,法國,基隆港,貨櫃輪,97
098年09月,國外,英國,基隆港,貨櫃輪,39
098年09月,國外,香港,基隆港,貨櫃輪,43282
098年09月,國外,印尼,基隆港,貨櫃輪,10372
098年09月,國外,印度,基隆港,貨櫃輪,7947
098年09月,國外,伊朗,基隆港,貨櫃輪,1330
098年09月,國外,義大利,基隆港,貨櫃輪,658
098年09月,國外,約旦,基隆港,貨櫃輪,77
098年09月,國外,日本,基隆港,貨櫃輪,32316
098年09月,國外,北韓,基隆港,貨櫃輪,40
098年09月,國外,韓國,基隆港,貨櫃輪,15610
098年09月,國外,科威特,基隆港,貨櫃輪,1209
098年09月,國外,斯里蘭卡,基隆港,貨櫃輪,0
098年09月,國外,墨西哥,基隆港,貨櫃輪,2704
098年09月,國外,馬來西亞,基隆港,貨櫃輪,11294
098年09月,國外,奈及利亞,基隆港,貨櫃輪,1073
098年09月,國外,荷蘭,基隆港,貨櫃輪,34
098年09月,國外,紐西蘭,基隆港,貨櫃輪,1221
098年09月,國外,阿曼,基隆港,貨櫃輪,312
098年09月,國外,大洋洲其他,基隆港,貨櫃輪,182
098年09月,國外,巴拿馬,基隆港,貨櫃輪,11
098年09月,國外,秘魯,基隆港,貨櫃輪,6671
098年09月,國外,菲律賓,基隆港,貨櫃輪,13921
098年09月,國外,巴基斯坦,基隆港,貨櫃輪,2331
098年09月,國外,波多黎各,基隆港,貨櫃輪,7
098年09月,國外,卡達,基隆港,貨櫃輪,175
098年09月,國外,俄羅斯,基隆港,貨櫃輪,1058
098年09月,國外,南美洲其他,基隆港,貨櫃輪,4541
098年09月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,1161
098年09月,國外,新加坡,基隆港,貨櫃輪,7621
098年09月,國外,敘利亞,基隆港,貨櫃輪,63
098年09月,國外,泰國,基隆港,貨櫃輪,16159
098年09月,國外,土耳其,基隆港,貨櫃輪,824
098年09月,國外,歐洲其他,基隆港,貨櫃輪,564
098年09月,國外,烏克蘭,基隆港,貨櫃輪,83
098年09月,國外,美國,基隆港,貨櫃輪,33470
098年09月,國外,委內瑞拉,基隆港,貨櫃輪,27
098年09月,國外,越南,基隆港,貨櫃輪,24403
098年09月,國外,葉門,基隆港,貨櫃輪,56
098年09月,國外,南非,基隆港,貨櫃輪,3390
098年09月,國內,花蓮港,基隆港,油輪,14061
098年09月,國內,金門港,基隆港,乾貨輪,718
098年09月,國內,馬祖港,基隆港,乾貨輪,8218
098年09月,國內,東引港,基隆港,乾貨輪,199
098年09月,國外,紐西蘭,基隆港,乾貨輪,42
098年09月,國外,大洋洲其他,基隆港,乾貨輪,4
098年09月,國外,美國,基隆港,乾貨輪,45
098年10月,國外,亞洲其他,基隆港,貨櫃輪,7135
098年10月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,5917
098年10月,國外,阿根廷,基隆港,貨櫃輪,1359
098年10月,國外,澳洲,基隆港,貨櫃輪,2804
098年10月,國外,孟加拉,基隆港,貨櫃輪,279
098年10月,國外,比利時,基隆港,貨櫃輪,14
098年10月,國外,巴林,基隆港,貨櫃輪,90
098年10月,國外,巴西,基隆港,貨櫃輪,8572
098年10月,國外,中美洲其他,基隆港,貨櫃輪,3173
098年10月,國外,加拿大,基隆港,貨櫃輪,376
098年10月,國外,瑞士,基隆港,貨櫃輪,6
098年10月,國外,象牙海岸,基隆港,貨櫃輪,50
098年10月,國外,智利,基隆港,貨櫃輪,2940
098年10月,國外,中國大陸,基隆港,貨櫃輪,164925
098年10月,國外,德國,基隆港,貨櫃輪,56
098年10月,國外,多明尼加,基隆港,貨櫃輪,6
098年10月,國外,埃及,基隆港,貨櫃輪,251
098年10月,國外,西班牙,基隆港,貨櫃輪,229
098年10月,國外,非洲其他,基隆港,貨櫃輪,2613
098年10月,國外,芬蘭,基隆港,貨櫃輪,46
098年10月,國外,法國,基隆港,貨櫃輪,267
098年10月,國外,英國,基隆港,貨櫃輪,71
098年10月,國外,香港,基隆港,貨櫃輪,64959
098年10月,國外,印尼,基隆港,貨櫃輪,12324
098年10月,國外,印度,基隆港,貨櫃輪,4963
098年10月,國外,伊朗,基隆港,貨櫃輪,1042
098年10月,國外,義大利,基隆港,貨櫃輪,303
098年10月,國外,約旦,基隆港,貨櫃輪,119
098年10月,國外,日本,基隆港,貨櫃輪,33311
098年10月,國外,韓國,基隆港,貨櫃輪,12286
098年10月,國外,科威特,基隆港,貨櫃輪,759
098年10月,國外,墨西哥,基隆港,貨櫃輪,2988
098年10月,國外,馬來西亞,基隆港,貨櫃輪,15914
098年10月,國外,奈及利亞,基隆港,貨櫃輪,936
098年10月,國外,荷蘭,基隆港,貨櫃輪,130
098年10月,國外,紐西蘭,基隆港,貨櫃輪,1525
098年10月,國外,阿曼,基隆港,貨櫃輪,116
098年10月,國外,大洋洲其他,基隆港,貨櫃輪,672
098年10月,國外,巴拿馬,基隆港,貨櫃輪,69
098年10月,國外,秘魯,基隆港,貨櫃輪,8085
098年10月,國外,菲律賓,基隆港,貨櫃輪,10628
098年10月,國外,巴基斯坦,基隆港,貨櫃輪,1762
098年10月,國外,波多黎各,基隆港,貨櫃輪,5
098年10月,國外,卡達,基隆港,貨櫃輪,379
098年10月,國外,俄羅斯,基隆港,貨櫃輪,974
098年10月,國外,南美洲其他,基隆港,貨櫃輪,6877
098年10月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,1418
098年10月,國外,瑞典,基隆港,貨櫃輪,1
098年10月,國外,新加坡,基隆港,貨櫃輪,8339
098年10月,國外,敘利亞,基隆港,貨櫃輪,118
098年10月,國外,泰國,基隆港,貨櫃輪,13006
098年10月,國外,土耳其,基隆港,貨櫃輪,380
098年10月,國外,歐洲其他,基隆港,貨櫃輪,439
098年10月,國外,烏克蘭,基隆港,貨櫃輪,70
098年10月,國外,美國,基隆港,貨櫃輪,29940
098年10月,國外,委內瑞拉,基隆港,貨櫃輪,35
098年10月,國外,越南,基隆港,貨櫃輪,24070
098年10月,國外,葉門,基隆港,貨櫃輪,79
098年10月,國外,南非,基隆港,貨櫃輪,4729
098年10月,國內,臺中港,基隆港,油輪,9441
098年10月,國內,馬祖港,基隆港,乾貨輪,5868
098年10月,國內,東引港,基隆港,乾貨輪,815
098年10月,國外,澳洲,基隆港,乾貨輪,14
098年10月,國外,紐西蘭,基隆港,乾貨輪,131
098年10月,國外,大洋洲其他,基隆港,乾貨輪,52
098年10月,國外,泰國,基隆港,乾貨輪,52
098年10月,國外,韓國,基隆港,其他專用貨船,68
098年11月,國外,中國大陸,基隆港,客貨輪,152
098年11月,國外,亞洲其他,基隆港,貨櫃輪,6512
098年11月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,6846
098年11月,國外,阿根廷,基隆港,貨櫃輪,1356
098年11月,國外,澳洲,基隆港,貨櫃輪,2831
098年11月,國外,孟加拉,基隆港,貨櫃輪,2043
098年11月,國外,比利時,基隆港,貨櫃輪,137
098年11月,國外,巴林,基隆港,貨櫃輪,180
098年11月,國外,巴西,基隆港,貨櫃輪,6992
098年11月,國外,中美洲其他,基隆港,貨櫃輪,3599
098年11月,國外,加拿大,基隆港,貨櫃輪,223
098年11月,國外,瑞士,基隆港,貨櫃輪,5
098年11月,國外,象牙海岸,基隆港,貨櫃輪,24
098年11月,國外,智利,基隆港,貨櫃輪,3586
098年11月,國外,中國大陸,基隆港,貨櫃輪,165477
098年11月,國外,德國,基隆港,貨櫃輪,2563
098年11月,國外,多明尼加,基隆港,貨櫃輪,53
098年11月,國外,愛沙尼亞,基隆港,貨櫃輪,327
098年11月,國外,埃及,基隆港,貨櫃輪,1858
098年11月,國外,西班牙,基隆港,貨櫃輪,97
098年11月,國外,非洲其他,基隆港,貨櫃輪,3688
098年11月,國外,芬蘭,基隆港,貨櫃輪,482
098年11月,國外,法國,基隆港,貨櫃輪,267
098年11月,國外,英國,基隆港,貨櫃輪,286
098年11月,國外,香港,基隆港,貨櫃輪,42682
098年11月,國外,印尼,基隆港,貨櫃輪,11399
098年11月,國外,印度,基隆港,貨櫃輪,8904
098年11月,國外,伊朗,基隆港,貨櫃輪,1427
098年11月,國外,義大利,基隆港,貨櫃輪,803
098年11月,國外,約旦,基隆港,貨櫃輪,118
098年11月,國外,日本,基隆港,貨櫃輪,38899
098年11月,國外,韓國,基隆港,貨櫃輪,14605
098年11月,國外,科威特,基隆港,貨櫃輪,1175
098年11月,國外,墨西哥,基隆港,貨櫃輪,4115
098年11月,國外,馬來西亞,基隆港,貨櫃輪,16367
098年11月,國外,奈及利亞,基隆港,貨櫃輪,1587
098年11月,國外,荷蘭,基隆港,貨櫃輪,664
098年11月,國外,紐西蘭,基隆港,貨櫃輪,1441
098年11月,國外,阿曼,基隆港,貨櫃輪,221
098年11月,國外,大洋洲其他,基隆港,貨櫃輪,124
098年11月,國外,巴拿馬,基隆港,貨櫃輪,30
098年11月,國外,秘魯,基隆港,貨櫃輪,6676
098年11月,國外,菲律賓,基隆港,貨櫃輪,16571
098年11月,國外,巴基斯坦,基隆港,貨櫃輪,3432
098年11月,國外,波多黎各,基隆港,貨櫃輪,6
098年11月,國外,卡達,基隆港,貨櫃輪,453
098年11月,國外,俄羅斯,基隆港,貨櫃輪,1095
098年11月,國外,南美洲其他,基隆港,貨櫃輪,3760
098年11月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,3261
098年11月,國外,瑞典,基隆港,貨櫃輪,13
098年11月,國外,新加坡,基隆港,貨櫃輪,10433
098年11月,國外,敘利亞,基隆港,貨櫃輪,2241
098年11月,國外,泰國,基隆港,貨櫃輪,15350
098年11月,國外,土耳其,基隆港,貨櫃輪,1486
098年11月,國外,歐洲其他,基隆港,貨櫃輪,1416
098年11月,國外,烏克蘭,基隆港,貨櫃輪,177
098年11月,國外,美國,基隆港,貨櫃輪,24914
098年11月,國外,委內瑞拉,基隆港,貨櫃輪,86
098年11月,國外,越南,基隆港,貨櫃輪,27380
098年11月,國外,葉門,基隆港,貨櫃輪,113
098年11月,國外,南非,基隆港,貨櫃輪,3458
098年11月,國內,馬祖港,基隆港,乾貨輪,7441
098年11月,國外,紐西蘭,基隆港,乾貨輪,66
098年11月,國外,大洋洲其他,基隆港,乾貨輪,34
098年11月,國外,美國,基隆港,乾貨輪,15
098年12月,國外,中國大陸,基隆港,客貨輪,323
098年12月,國外,亞洲其他,基隆港,貨櫃輪,4636
098年12月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,5936
098年12月,國外,阿根廷,基隆港,貨櫃輪,1501
098年12月,國外,澳洲,基隆港,貨櫃輪,4648
098年12月,國外,孟加拉,基隆港,貨櫃輪,932
098年12月,國外,比利時,基隆港,貨櫃輪,429
098年12月,國外,巴林,基隆港,貨櫃輪,83
098年12月,國外,百慕達,基隆港,貨櫃輪,4
098年12月,國外,巴西,基隆港,貨櫃輪,8250
098年12月,國外,中美洲其他,基隆港,貨櫃輪,3630
098年12月,國外,加拿大,基隆港,貨櫃輪,300
098年12月,國外,瑞士,基隆港,貨櫃輪,14
098年12月,國外,象牙海岸,基隆港,貨櫃輪,68
098年12月,國外,智利,基隆港,貨櫃輪,3198
098年12月,國外,中國大陸,基隆港,貨櫃輪,166959
098年12月,國外,德國,基隆港,貨櫃輪,1830
098年12月,國外,多明尼加,基隆港,貨櫃輪,24
098年12月,國外,愛沙尼亞,基隆港,貨櫃輪,174
098年12月,國外,埃及,基隆港,貨櫃輪,1295
098年12月,國外,西班牙,基隆港,貨櫃輪,262
098年12月,國外,非洲其他,基隆港,貨櫃輪,3140
098年12月,國外,芬蘭,基隆港,貨櫃輪,66
098年12月,國外,法國,基隆港,貨櫃輪,389
098年12月,國外,英國,基隆港,貨櫃輪,402
098年12月,國外,香港,基隆港,貨櫃輪,44900
098年12月,國外,印尼,基隆港,貨櫃輪,9341
098年12月,國外,印度,基隆港,貨櫃輪,6569
098年12月,國外,伊朗,基隆港,貨櫃輪,2783
098年12月,國外,義大利,基隆港,貨櫃輪,1006
098年12月,國外,約旦,基隆港,貨櫃輪,70
098年12月,國外,日本,基隆港,貨櫃輪,28339
098年12月,國外,韓國,基隆港,貨櫃輪,13470
098年12月,國外,科威特,基隆港,貨櫃輪,239
098年12月,國外,墨西哥,基隆港,貨櫃輪,4327
098年12月,國外,馬來西亞,基隆港,貨櫃輪,16065
098年12月,國外,奈及利亞,基隆港,貨櫃輪,1668
098年12月,國外,荷蘭,基隆港,貨櫃輪,594
098年12月,國外,紐西蘭,基隆港,貨櫃輪,2035
098年12月,國外,阿曼,基隆港,貨櫃輪,197
098年12月,國外,大洋洲其他,基隆港,貨櫃輪,464
098年12月,國外,巴拿馬,基隆港,貨櫃輪,98
098年12月,國外,秘魯,基隆港,貨櫃輪,5959
098年12月,國外,菲律賓,基隆港,貨櫃輪,11429
098年12月,國外,巴基斯坦,基隆港,貨櫃輪,2775
098年12月,國外,波多黎各,基隆港,貨櫃輪,31
098年12月,國外,卡達,基隆港,貨櫃輪,539
098年12月,國外,俄羅斯,基隆港,貨櫃輪,492
098年12月,國外,南美洲其他,基隆港,貨櫃輪,7050
098年12月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,2478
098年12月,國外,瑞典,基隆港,貨櫃輪,35
098年12月,國外,新加坡,基隆港,貨櫃輪,9522
098年12月,國外,敘利亞,基隆港,貨櫃輪,3093
098年12月,國外,泰國,基隆港,貨櫃輪,14979
098年12月,國外,土耳其,基隆港,貨櫃輪,943
098年12月,國外,歐洲其他,基隆港,貨櫃輪,1779
098年12月,國外,烏克蘭,基隆港,貨櫃輪,261
098年12月,國外,美國,基隆港,貨櫃輪,30140
098年12月,國外,委內瑞拉,基隆港,貨櫃輪,216
098年12月,國外,越南,基隆港,貨櫃輪,34115
098年12月,國外,葉門,基隆港,貨櫃輪,183
098年12月,國外,南非,基隆港,貨櫃輪,3762
098年12月,國內,金門港,基隆港,乾貨輪,1075
098年12月,國內,馬祖港,基隆港,乾貨輪,4230
098年12月,國內,東引港,基隆港,乾貨輪,184
098年12月,國外,紐西蘭,基隆港,乾貨輪,90
098年12月,國外,大洋洲其他,基隆港,乾貨輪,9
098年12月,國外,泰國,基隆港,乾貨輪,70
099年01月,國外,中國大陸,基隆港,客貨輪,795
099年01月,國外,亞洲其他,基隆港,貨櫃輪,9165
099年01月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,5285
099年01月,國外,阿根廷,基隆港,貨櫃輪,2254
099年01月,國外,澳洲,基隆港,貨櫃輪,4616
099年01月,國外,孟加拉,基隆港,貨櫃輪,702
099年01月,國外,比利時,基隆港,貨櫃輪,347
099年01月,國外,巴林,基隆港,貨櫃輪,61
099年01月,國外,百慕達,基隆港,貨櫃輪,8
099年01月,國外,巴西,基隆港,貨櫃輪,6563
