時間(年月),海域位置,港口位置,港口名稱,船舶用途,船籍別 ,其他受傷人數 (人),其他失蹤人數 (人),其他死亡人數 (人),旅客受傷人數 (人),旅客失蹤人數 (人),旅客死亡人數 (人),無損害艘數 (艘),船員受傷人數 (人),船員失蹤人數 (人),船員死亡人數 (人),船損艘數 (艘),船沉艘數 (艘)
10001,我國海域,港區外,港區外,商船,國輪,0,2,0,0,0,0,2,0,2,0,0,0
10001,我國海域,港區外,港區外,商船,國輪,0,2,0,0,0,0,0,0,2,0,3,1
10001,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10001,我國海域,港區外,港區外,其他,大陸船舶,0,0,0,0,0,0,0,0,0,0,1,0
10001,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10001,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10001,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10001,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,13,0,0,0,0,0
10001,我國海域,國外海域不分,國外海域不分,其他,大陸船舶,0,0,0,0,0,0,1,0,0,0,0,0
10001,我國海域,港區外,港區外,商船,國輪,1,2,0,0,0,0,3,1,2,0,1,0
10001,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,3,0
10001,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10002,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,6,0,0,0,2,0
10002,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10002,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10002,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10002,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10002,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10002,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10002,我國海域,港區外,港區外,商船,國輪,2,2,0,0,0,0,0,2,2,0,2,2
10002,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,1
10002,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10003,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10003,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10003,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10003,我國海域,港區外,港區外,商船,國輪,1,0,0,1,0,0,0,0,0,0,1,0
10003,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10003,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10003,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,3,0
10003,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,12,0,0,0,0,0
10003,我國海域,港區外,港區外,商船,國輪,0,0,2,0,0,0,4,0,0,2,4,1
10003,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,1
10003,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,2,0,0,0,0,1
10004,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10004,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10004,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10004,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10004,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10004,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10004,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10004,我國海域,港區外,港區外,商船,國輪,0,1,0,0,1,0,1,0,0,0,0,0
10004,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10004,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,7,0,0,0,1,0
10004,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,0,0,1,0,1,1
10004,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10005,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10005,我國海域,港區外,港區外,商船,國輪,0,3,0,0,0,0,0,0,3,0,0,1
10005,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10005,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10005,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,1,0
10005,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10005,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10005,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10005,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10005,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10005,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10005,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,8,0,0,0,0,0
10005,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,2,0,1,0,1,1
10005,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,2,1
10006,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10006,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10006,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10006,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,1,0
10006,其他,其他,其他,其他,大陸船舶,0,0,0,0,0,0,0,0,0,0,1,0
10006,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10006,其他,其他,其他,其他,大陸船舶,0,0,0,0,0,0,1,0,0,0,0,0
10006,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10006,其他,其他,其他,漁船,外輪,1,0,0,0,0,0,3,1,0,0,1,0
10006,我國海域,港區外,港區外,商船,國輪,25,0,0,22,0,0,1,3,0,0,1,0
10006,我國海域,國外海域不分,國外海域不分,商船,國輪,1,0,0,0,0,0,1,1,0,0,0,0
10006,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10006,我國海域,國外海域不分,國外海域不分,漁船,外輪,1,0,0,0,0,0,9,1,0,0,0,0
10006,我國海域,港區外,港區外,商船,國輪,1,0,0,0,0,0,1,1,0,0,2,0
10006,我國海域,港區外,港區外,商船,國輪,10,4,7,0,0,0,1,10,4,7,3,2
10007,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10007,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10007,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10007,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10007,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10007,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10007,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,7,0,0,0,0,0
10007,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,3,0,0,0,0,0
10007,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,3,0
10008,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10008,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10008,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10008,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10008,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10008,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,2,0,0,0,0,0
10008,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10008,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10008,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,7,0,0,0,0,0
10008,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,2
10008,我國海域,港區外,港區外,商船,國輪,0,1,1,0,0,0,2,0,1,1,1,0
10009,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,3,0
10009,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10009,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10009,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10009,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10009,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10009,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,2,0,0,0,0,0
10009,我國海域,港區外,港區外,漁船,外輪,0,1,0,0,0,0,5,0,1,0,0,0
10009,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,8,0,0,0,0,0
10009,我國海域,港區外,港區外,其他,大陸船舶,0,0,0,0,0,0,1,0,0,0,0,0
10009,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,2,0,0,1,0,0
10009,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,4,0
10010,我國海域,港區外,港區外,漁船,外輪,4,2,8,0,0,0,0,4,2,8,0,1
10010,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10010,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10010,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,1
10010,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10010,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10010,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10010,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10010,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,4,0,0,0,1,0
10010,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,6,0,0,0,0,0
10010,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,3,0
10010,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,3,0
10011,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10011,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,1
10011,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10011,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10011,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10011,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10011,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10011,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,2,0
10011,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10011,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10011,我國海域,港區外,港區外,漁船,外輪,2,0,0,0,0,0,4,2,0,0,1,0
10011,我國海域,港區外,港區外,漁船,外輪,1,0,0,0,0,0,2,1,0,0,0,0
10011,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,6,0,0,0,0,0
10011,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,5,0,0,1,3,2
10011,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10011,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10012,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10012,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10012,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10012,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10012,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,8,0
10012,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,0,1
10012,我國海域,港區外,港區外,商船,國輪,0,2,2,0,0,0,0,0,2,2,2,1
10012,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10012,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,4,0,0,0,4,0
10012,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,6,0,0,0,0,0
10012,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,6,0,0,0,0,0
10012,我國海域,港區外,港區外,商船,國輪,0,0,2,0,0,0,1,0,0,2,3,0
10012,我國海域,港區外,港區外,商船,國輪,0,8,1,0,8,0,0,0,0,1,5,1
10101,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10101,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10101,我國海域,港區外,港區外,商船,國輪,0,3,0,0,0,0,0,0,3,0,0,1
10101,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10101,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10101,其他,其他,其他,漁船,外輪,1,0,0,0,0,0,2,1,0,0,3,0
10101,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10101,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10101,我國海域,港區外,港區外,漁船,外輪,0,1,0,0,0,0,1,0,1,0,0,0
10101,我國海域,港區外,港區外,漁船,外輪,1,0,0,0,0,0,1,1,0,0,1,0
10101,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,9,0,0,0,0,0
10101,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,2,0,0,0,0,0
10101,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,3,0
10102,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10102,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10102,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,1
10102,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10102,其他,其他,其他,商船,國輪,0,1,0,0,1,0,1,0,0,0,0,0
10102,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10102,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10102,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10102,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10102,我國海域,港區外,港區外,漁船,外輪,3,0,0,0,0,0,2,3,0,0,2,0
10102,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10102,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,5,0,0,0,0,0
10102,我國海域,港區外,港區外,商船,國輪,1,0,1,0,0,0,2,1,0,1,2,1
10102,我國海域,港區外,港區外,商船,國輪,1,1,0,0,0,0,2,1,1,0,0,0
10103,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10103,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10103,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10103,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10103,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10103,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10103,我國海域,港區外,港區外,商船,國輪,0,1,1,0,0,0,3,0,1,1,1,1
10103,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,0,0,1,0,3,0
10104,我國海域,港區外,港區外,商船,國輪,0,7,0,0,0,0,0,0,7,0,1,1
10104,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10104,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10104,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,4,0,0,0,0,0
10104,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,7,0,0,0,0,0
10104,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10105,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10105,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10105,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10105,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,6,0,0,0,0,0
10105,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,2,0,0,0,2,0
10106,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10106,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10106,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10106,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10106,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10106,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10106,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10107,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10107,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10107,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,5,0,0,0,0,0
10107,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,4,0
10107,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10107,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10107,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10107,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,3,0,1,0,0,0
10107,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10107,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10108,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10108,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,1
10108,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10108,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10108,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,4,0,0,0,0,0
10108,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,4,0,0,0,0,0
10108,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,1
10108,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,0,0,0,1,0,1
10109,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10109,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10109,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10109,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10109,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10109,我國海域,港區外,港區外,商船,國輪,4,0,0,0,0,0,0,4,0,0,1,0
10109,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,2,0,0,0,0,0
10109,我國海域,港區外,港區外,漁船,外輪,0,1,0,0,0,0,0,0,1,0,1,0
10109,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,5,0,0,0,0,0
10109,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10109,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,5,0
10109,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10109,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,1,0,0,0,1,0,0,1,2,0
10110,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10110,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10110,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10110,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10110,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10110,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10110,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10110,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10110,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,5,0,0,0,0,0
10110,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,2,0,0,1,2,1
10110,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,2,0,0,1,0,0
10110,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10111,其他,其他,其他,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10111,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,3,0
10111,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10111,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10111,我國海域,港區外,港區外,商船,國輪,0,2,0,0,0,0,2,0,2,0,0,0
10111,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10111,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10111,我國海域,港區外,港區外,商船,國輪,1,1,0,0,0,0,2,1,1,0,2,0
10111,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10112,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10112,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,2,0
10112,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,1,0
10112,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10112,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,2,0
10112,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,1,0
10112,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,5,0,0,0,0,0
10112,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,1,0,1,0,2,1
10112,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,3,0,0,0,1,0
10201,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10201,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10201,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10201,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,17,0,0,0,1,0
10201,我國海域,港區外,港區外,其他,大陸船舶,0,0,0,0,0,0,1,0,0,0,0,0
10201,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,2,0,0,1,1,1
10201,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10201,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10202,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10202,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,2,0
10202,我國海域,港區外,港區外,漁船,外輪,1,0,1,0,0,0,1,1,0,1,0,0
10202,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10202,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10202,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10202,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,6,0,0,0,0,0
10202,我國海域,港區外,港區外,商船,國輪,0,0,2,0,0,0,2,0,0,2,0,2
10202,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,1,0,1,0,0,0
10203,其他,其他,其他,商船,國輪,1,0,0,0,0,0,0,1,0,0,1,0
10203,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10203,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,2,0
10203,我國海域,港區外,港區外,商船,國輪,1,0,0,0,0,0,0,1,0,0,1,0
10203,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10203,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10203,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10203,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,4,0,0,0,1,0
10203,我國海域,港區外,港區外,漁船,外輪,0,0,1,0,0,1,10,0,0,0,0,0
10203,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10203,我國海域,港區外,港區外,其他,大陸船舶,0,0,0,0,0,0,0,0,0,0,1,0
10203,我國海域,港區外,港區外,商船,國輪,0,3,1,0,0,0,1,0,3,1,1,1
10203,我國海域,港區外,港區外,商船,國輪,0,2,0,0,0,0,3,0,2,0,0,0
10204,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
